dataset,model_name,epochs,num-folds,SEED,criterion,fold_val_means
esol,md_CrossAttn_TFN,300,5,100,MSELoss(),"[0.6008877481116773, 0.6520372298955917, 0.794510143712715, 0.6727891301512717, 0.7509653853862375]"
esol,md_CrossAttn_TFN,300,5,100,MSELoss(),"[0.5850654740453206, 0.5829544973770777, 0.7230918797475321, 0.6388109003459966, 0.7273474610182974]"
