dataset,model_name,epochs,num-folds,SEED,criterion,fold_val_means
freesolv,md_CrossAttn_TFN,300,5,100,MSELoss(),"[1.7636477224159877, 1.8991153182892822, 2.6951978450409726, 1.7496727031196648, 2.199326901538115]"
freesolv,md_CrossAttn_TFN,300,5,100,MSELoss(),"[1.5039697634216553, 1.6265386472520678, 2.5409483144739093, 2.0634084085584465, 2.9779433229879713]"
freesolv,md_CrossAttn_TFN,300,5,100,MSELoss(),"[1.9526878952767857, 1.8220432939706674, 2.6329247238784053, 1.9591350789806423, 2.3816729817145013]"
