dataset,model_name,epochs,num-folds,SEED,criterion,fold_val_means
freesolv,md_CrossAttn_TFN,300,5,100,MSELoss(),"[2.4496708791416055, 2.6030586779952736, 3.5846802807789224, 2.692557074626287, 3.265591885668585]"
freesolv,md_CrossAttn_TFN,300,5,100,MSELoss(),"[2.505703872894585, 2.668805973716689, 3.596021044632189, 2.5250142837349885, 4.5889870939437865]"
freesolv,md_CrossAttn_TFN,300,5,100,MSELoss(),"[2.4581706696623353, 2.622984030329519, 3.553007548740682, 2.6877722530154617, 3.3505218142499915]"
