dataset,model_name,epochs,num-folds,SEED,criterion,fold_val_means
esol,md_CrossAttn_TFN,300,5,100,MSELoss(),"[0.7976304712715948, 0.7744328445129925, 0.9634087395932939, 0.7834813045903488, 1.3146216912711108]"
esol,md_CrossAttn_TFN,300,5,100,MSELoss(),"[0.668441391407236, 4.520388456856763, 0.9193574708656028, 0.9155063658444971, 0.808991832084126]"
