dataset,model_name,epochs,num-folds,SEED,criterion,fold_val_means
freesolv,md_CrossAttn_TFN,300,5,100,MSELoss(),"[1.8605296639695423, 2.1462969068151723, 2.5137956624930977, 1.8571868500600452, 2.390823144589375]"
freesolv,md_CrossAttn_TFN,300,5,100,MSELoss(),"[1.7816824180984865, 1.5929588899357257, 2.6068896789332623, 1.7340878923870378, 2.768010134027869]"
freesolv,md_CrossAttn_TFN,300,5,100,MSELoss(),"[1.8443688681719277, 1.9774111363506002, 2.58685946010881, 1.8654034606265089, 2.444951209544259]"
