dataset,model_name,epochs,num-folds,SEED,criterion,fold_val_means
esol,md_CrossAttn_TFN,300,5,100,MSELoss(),"[0.7211975693538044, 0.6236838785354738, 0.8198855451477899, 0.767723367050842, 0.6180188526025525]"
esol,md_CrossAttn_TFN,300,5,100,MSELoss(),"[0.7662696121641286, 0.6501740408594961, 0.7481173689630297, 0.6128693579600918, 0.6139041777109658]"
