dataset,model_name,epochs,num-folds,SEED,criterion,fold_val_means
freesolv,md_CrossAttn_TFN,300,5,100,MSELoss(),"[1.7413450003123592, 1.8269134570706902, 2.6801841461307863, 1.7773446741193728, 2.258338776648142]"
freesolv,md_CrossAttn_TFN,300,5,100,MSELoss(),"[1.7881762937791525, 1.916255728782343, 2.623927838837399, 1.7725817052250594, 2.2908904361695637]"
freesolv,md_CrossAttn_TFN,300,5,100,MSELoss(),"[1.9692455636509802, 2.3489045252402625, 2.598127638084047, 2.2686659470414803, 2.9134241786901076]"
