dataset,model_name,epochs,num-folds,SEED,criterion,fold_val_means
esol,md_CrossAttn_TFN,300,5,100,MSELoss(),"[0.6382714448762203, 0.5334331709014045, 0.7209091318006869, 0.6810481232603391, 0.642546129224477]"
esol,md_CrossAttn_TFN,300,5,100,MSELoss(),"[0.60848151674477, 0.5426504254550846, 0.7759567176677563, 0.6664146903113082, 0.5919268673768749]"
