dataset,model_name,epochs,num-folds,SEED,criterion,fold_val_means
freesolv,md_CrossAttn_TFN,300,5,100,MSELoss(),"[2.674346894547946, 2.658805779707588, 5.680251957634891, 2.3149569561162027, 3.6924666176707137]"
freesolv,md_CrossAttn_TFN,300,5,100,MSELoss(),"[2.217533950323667, 2.166341278747674, 3.3446569976317724, 2.2177892437966817, 3.0684039622973773]"
freesolv,md_CrossAttn_TFN,300,5,100,MSELoss(),"[2.553148678393619, 2.630786051790114, 3.2690854451917355, 2.8003609656391584, 3.545195768572926]"
