dataset,model_name,epochs,num-folds,SEED,criterion,fold_val_means
esol,md_CrossAttn_TFN,300,5,100,MSELoss(),"[0.5949955324441688, 0.6039634579480798, 0.7261689643859863, 0.6949663893679777, 0.7244330904947387]"
esol,md_CrossAttn_TFN,300,5,100,MSELoss(),"[0.6243464583336868, 0.6194038959239369, 0.6989249882962969, 0.6414551101481473, 0.5665614622720966]"
