dataset,model_name,epochs,num-folds,SEED,criterion,fold_val_means
esol,md_CrossAttn_TFN,300,5,100,MSELoss(),"[0.7112634915815972, 0.677288202194704, 0.8219727933495132, 0.7508464642630682, 0.7085179889003436]"
esol,md_CrossAttn_TFN,300,5,100,MSELoss(),"[0.7786846383495006, 0.7089438529478178, 0.8103877238520869, 0.6653097472588221, 0.7475088006743679]"
