index,path,count,start_path,end_path,start_path_lat,start_path_lng,end_path_lat,end_path_lng
0,"127.2119939,37.4018337/127.2124577,37.401678",64,"127.2119939,37.4018337","127.2124577,37.401678",37.4018337,127.2119939,37.401678,127.2124577
1,"127.3547177,37.3649925/127.3548499,37.3649404",64,"127.3547177,37.3649925","127.3548499,37.3649404",37.3649925,127.3547177,37.3649404,127.3548499
2,"127.2134818,37.4012821/127.2144427,37.4008319",64,"127.2134818,37.4012821","127.2144427,37.4008319",37.4012821,127.2134818,37.4008319,127.2144427
3,"127.1612546,37.4147079/127.162707,37.4139026",64,"127.1612546,37.4147079","127.162707,37.4139026",37.4147079,127.1612546,37.4139026,127.162707
4,"127.3202781,37.3716208/127.3210823,37.3715743",64,"127.3202781,37.3716208","127.3210823,37.3715743",37.3716208,127.3202781,37.3715743,127.3210823
5,"127.2275242,37.3961215/127.2293772,37.3957779",64,"127.2275242,37.3961215","127.2293772,37.3957779",37.3961215,127.2275242,37.3957779,127.2293772
6,"127.3095454,37.3733392/127.3105175,37.373019",64,"127.3095454,37.3733392","127.3105175,37.373019",37.3733392,127.3095454,37.373019,127.3105175
7,"127.3086105,37.3736739/127.3095454,37.3733392",64,"127.3086105,37.3736739","127.3095454,37.3733392",37.3736739,127.3086105,37.3733392,127.3095454
8,"127.3797657,37.3538506/127.3807273,37.353418",64,"127.3797657,37.3538506","127.3807273,37.353418",37.3538506,127.3797657,37.353418,127.3807273
9,"127.2405928,37.3927338/127.2410032,37.3926491",64,"127.2405928,37.3927338","127.2410032,37.3926491",37.3927338,127.2405928,37.3926491,127.2410032
10,"127.1545787,37.4207594/127.1548172,37.420505",64,"127.1545787,37.4207594","127.1548172,37.420505",37.4207594,127.1545787,37.420505,127.1548172
11,"127.2059628,37.402649/127.2061605,37.4026577",64,"127.2059628,37.402649","127.2061605,37.4026577",37.402649,127.2059628,37.4026577,127.2061605
12,"127.2194807,37.3977937/127.2203363,37.3974081",64,"127.2194807,37.3977937","127.2203363,37.3974081",37.3977937,127.2194807,37.3974081,127.2203363
13,"127.315511,37.3719776/127.316007,37.371918",64,"127.315511,37.3719776","127.316007,37.371918",37.3719776,127.315511,37.371918,127.316007
14,"127.1953879,37.4024672/127.1965609,37.4024252",64,"127.1953879,37.4024672","127.1965609,37.4024252",37.4024672,127.1953879,37.4024252,127.1965609
15,"127.3193247,37.3716762/127.3202781,37.3716208",64,"127.3193247,37.3716762","127.3202781,37.3716208",37.3716762,127.3193247,37.3716208,127.3202781
16,"127.1904006,37.4033052/127.1912545,37.4030857",64,"127.1904006,37.4033052","127.1912545,37.4030857",37.4033052,127.1904006,37.4030857,127.1912545
17,"127.2333645,37.3947197/127.2337592,37.3946124",64,"127.2333645,37.3947197","127.2337592,37.3946124",37.3947197,127.2333645,37.3946124,127.2337592
18,"127.2994075,37.3788533/127.3004855,37.3782656",64,"127.2994075,37.3788533","127.3004855,37.3782656",37.3788533,127.2994075,37.3782656,127.3004855
19,"127.3392166,37.3698029/127.3400596,37.3695697",64,"127.3392166,37.3698029","127.3400596,37.3695697",37.3698029,127.3392166,37.3695697,127.3400596
20,"127.2715009,37.3872243/127.274745,37.3861831",64,"127.2715009,37.3872243","127.274745,37.3861831",37.3872243,127.2715009,37.3861831,127.274745
21,"127.2156622,37.4001291/127.2159521,37.3999576",64,"127.2156622,37.4001291","127.2159521,37.3999576",37.4001291,127.2156622,37.3999576,127.2159521
22,"127.3060584,37.3748064/127.3069506,37.3743914",64,"127.3060584,37.3748064","127.3069506,37.3743914",37.3748064,127.3060584,37.3743914,127.3069506
23,"127.2873732,37.3821836/127.2878253,37.3820691",64,"127.2873732,37.3821836","127.2878253,37.3820691",37.3821836,127.2873732,37.3820691,127.2878253
24,"127.2061605,37.4026577/127.2065379,37.4026559",64,"127.2061605,37.4026577","127.2065379,37.4026559",37.4026577,127.2061605,37.4026559,127.2065379
25,"127.3762411,37.355538/127.3773542,37.354992",64,"127.3762411,37.355538","127.3773542,37.354992",37.355538,127.3762411,37.354992,127.3773542
26,"127.3774254,37.3549578/127.3775362,37.3549029",64,"127.3774254,37.3549578","127.3775362,37.3549029",37.3549578,127.3774254,37.3549029,127.3775362
27,"127.3084375,37.3737367/127.3086105,37.3736739",64,"127.3084375,37.3737367","127.3086105,37.3736739",37.3737367,127.3084375,37.3736739,127.3086105
28,"127.3762264,37.3555461/127.3762411,37.355538",64,"127.3762264,37.3555461","127.3762411,37.355538",37.3555461,127.3762264,37.355538,127.3762411
29,"127.2962638,37.380209/127.2967126,37.3800539",64,"127.2962638,37.380209","127.2967126,37.3800539",37.380209,127.2962638,37.3800539,127.2967126
30,"127.3707413,37.3585896/127.3709504,37.358497",64,"127.3707413,37.3585896","127.3709504,37.358497",37.3585896,127.3707413,37.358497,127.3709504
31,"127.337977,37.3700951/127.3390098,37.3698631",64,"127.337977,37.3700951","127.3390098,37.3698631",37.3700951,127.337977,37.3698631,127.3390098
32,"127.3333098,37.3708503/127.3340419,37.3707603",64,"127.3333098,37.3708503","127.3340419,37.3707603",37.3708503,127.3333098,37.3707603,127.3340419
33,"127.318813,37.371715/127.3191428,37.3716903",64,"127.318813,37.371715","127.3191428,37.3716903",37.371715,127.318813,37.3716903,127.3191428
34,"127.16702,37.4121914/127.1689942,37.4116679",64,"127.16702,37.4121914","127.1689942,37.4116679",37.4121914,127.16702,37.4116679,127.1689942
35,"127.3191428,37.3716903/127.3193247,37.3716762",64,"127.3191428,37.3716903","127.3193247,37.3716762",37.3716903,127.3191428,37.3716762,127.3193247
36,"127.1974026,37.4024436/127.1993006,37.4024863",64,"127.1974026,37.4024436","127.1993006,37.4024863",37.4024436,127.1974026,37.4024863,127.1993006
