index,path,count,start_path,end_path,start_path_lat,start_path_lng,end_path_lat,end_path_lng
0,"127.1542837,35.8524126/127.1544396,35.8527332",13,"127.1542837,35.8524126","127.1544396,35.8527332",35.8524126,127.1542837,35.8527332,127.1544396
1,"127.1633867,35.9137829/127.1635126,35.9138987",13,"127.1633867,35.9137829","127.1635126,35.9138987",35.9137829,127.1633867,35.9138987,127.1635126
2,"127.131705,35.8403568/127.1318056,35.840386",13,"127.131705,35.8403568","127.1318056,35.840386",35.8403568,127.131705,35.840386,127.1318056
3,"127.1397916,35.8427977/127.1402483,35.8429379",13,"127.1397916,35.8427977","127.1402483,35.8429379",35.8427977,127.1397916,35.8429379,127.1402483
4,"127.1560585,35.882518/127.1560904,35.8828264",13,"127.1560585,35.882518","127.1560904,35.8828264",35.882518,127.1560585,35.8828264,127.1560904
5,"127.1236102,35.8352836/127.1237114,35.8354174",13,"127.1236102,35.8352836","127.1237114,35.8354174",35.8352836,127.1236102,35.8354174,127.1237114
6,"127.1565244,35.8562076/127.1566598,35.8564001",13,"127.1565244,35.8562076","127.1566598,35.8564001",35.8562076,127.1565244,35.8564001,127.1566598
7,"127.1507323,35.8460397/127.1517221,35.8463338",13,"127.1507323,35.8460397","127.1517221,35.8463338",35.8460397,127.1507323,35.8463338,127.1517221
8,"127.1245998,35.8360477/127.1247719,35.8361708",13,"127.1245998,35.8360477","127.1247719,35.8361708",35.8360477,127.1245998,35.8361708,127.1247719
9,"127.154805,35.8588778/127.1546614,35.8590324",13,"127.154805,35.8588778","127.1546614,35.8590324",35.8588778,127.154805,35.8590324,127.1546614
10,"127.1621781,35.9128689/127.1625073,35.9131178",13,"127.1621781,35.9128689","127.1625073,35.9131178",35.9128689,127.1621781,35.9131178,127.1625073
11,"127.1557124,35.8549746/127.1557333,35.8550062",13,"127.1557124,35.8549746","127.1557333,35.8550062",35.8549746,127.1557124,35.8550062,127.1557333
12,"127.1643873,35.9418994/127.1641688,35.9421819",13,"127.1643873,35.9418994","127.1641688,35.9421819",35.9418994,127.1643873,35.9421819,127.1641688
13,"127.1535389,35.860186/127.1534744,35.8602498",13,"127.1535389,35.860186","127.1534744,35.8602498",35.860186,127.1535389,35.8602498,127.1534744
14,"127.1498991,35.9535932/127.1490638,35.9539226",13,"127.1498991,35.9535932","127.1490638,35.9539226",35.9535932,127.1498991,35.9539226,127.1490638
15,"127.1687006,35.9420836/127.1683871,35.942016",13,"127.1687006,35.9420836","127.1683871,35.942016",35.9420836,127.1687006,35.942016,127.1683871
16,"127.1568825,35.9038974/127.1568813,35.9039118",13,"127.1568825,35.9038974","127.1568813,35.9039118",35.9038974,127.1568825,35.9039118,127.1568813
17,"127.1515594,35.8622639/127.1512079,35.8626181",13,"127.1515594,35.8622639","127.1512079,35.8626181",35.8622639,127.1515594,35.8626181,127.1512079
18,"127.1522514,35.861559/127.1521502,35.8616642",13,"127.1522514,35.861559","127.1521502,35.8616642",35.861559,127.1522514,35.8616642,127.1521502
19,"127.1558801,35.8809901/127.1558831,35.8810677",13,"127.1558801,35.8809901","127.1558831,35.8810677",35.8809901,127.1558801,35.8810677,127.1558831
20,"127.1537992,35.8599217/127.1536624,35.860061",13,"127.1537992,35.8599217","127.1536624,35.860061",35.8599217,127.1537992,35.860061,127.1536624
21,"127.1318056,35.840386/127.1319759,35.8404361",13,"127.1318056,35.840386","127.1319759,35.8404361",35.840386,127.1318056,35.8404361,127.1319759
22,"127.1568763,35.9040452/127.1568695,35.9040921",13,"127.1568763,35.9040452","127.1568695,35.9040921",35.9040452,127.1568763,35.9040921,127.1568695
23,"127.1553734,35.9490443/127.1553111,35.9490973",13,"127.1553734,35.9490443","127.1553111,35.9490973",35.9490443,127.1553734,35.9490973,127.1553111
24,"127.1395705,35.8427321/127.1396424,35.8427521",13,"127.1395705,35.8427321","127.1396424,35.8427521",35.8427321,127.1395705,35.8427521,127.1396424
25,"127.1450349,35.9549818/127.145038,35.9550251",13,"127.1450349,35.9549818","127.145038,35.9550251",35.9549818,127.1450349,35.9550251,127.145038
26,"127.1568738,35.9066842/127.1569341,35.9068295",13,"127.1568738,35.9066842","127.1569341,35.9068295",35.9066842,127.1568738,35.9068295,127.1569341
27,"127.1445617,35.9578746/127.1445333,35.9580341",13,"127.1445617,35.9578746","127.1445333,35.9580341",35.9578746,127.1445617,35.9580341,127.1445333
28,"127.1566201,35.8948544/127.1566999,35.8951098",13,"127.1566201,35.8948544","127.1566999,35.8951098",35.8948544,127.1566201,35.8951098,127.1566999
29,"127.1558756,35.8807548/127.1558765,35.8807909",13,"127.1558756,35.8807548","127.1558765,35.8807909",35.8807548,127.1558756,35.8807909,127.1558765
30,"127.1233235,35.8347976/127.1236102,35.8352836",13,"127.1233235,35.8347976","127.1236102,35.8352836",35.8347976,127.1233235,35.8352836,127.1236102
31,"127.1494609,35.8644307/127.1494031,35.8644882",13,"127.1494609,35.8644307","127.1494031,35.8644882",35.8644307,127.1494609,35.8644882,127.1494031
32,"127.1388373,35.842509/127.1389689,35.8425472",13,"127.1388373,35.842509","127.1389689,35.8425472",35.842509,127.1388373,35.8425472,127.1389689
33,"127.1718302,35.9252666/127.171926,35.925412",13,"127.1718302,35.9252666","127.171926,35.925412",35.9252666,127.1718302,35.925412,127.171926
34,"127.1391259,35.8425946/127.1393836,35.8426738",13,"127.1391259,35.8425946","127.1393836,35.8426738",35.8425946,127.1391259,35.8426738,127.1393836
35,"127.1567488,35.8963641/127.1567374,35.8964245",13,"127.1567488,35.8963641","127.1567374,35.8964245",35.8963641,127.1567488,35.8964245,127.1567374
36,"127.1563125,35.8991245/127.1563387,35.8992075",13,"127.1563125,35.8991245","127.1563387,35.8992075",35.8991245,127.1563125,35.8992075,127.1563387
37,"127.1567374,35.8964245/127.1562835,35.8981407",13,"127.1567374,35.8964245","127.1562835,35.8981407",35.8964245,127.1567374,35.8981407,127.1562835
38,"127.1752096,35.941345/127.1753556,35.9414112",13,"127.1752096,35.941345","127.1753556,35.9414112",35.941345,127.1752096,35.9414112,127.1753556
39,"127.1347737,35.8412453/127.135237,35.8413792",13,"127.1347737,35.8412453","127.135237,35.8413792",35.8412453,127.1347737,35.8413792,127.135237
40,"127.1513847,35.874097/127.1514067,35.8741232",13,"127.1513847,35.874097","127.1514067,35.8741232",35.874097,127.1513847,35.8741232,127.1514067
41,"127.1737676,35.9369196/127.1738013,35.9370847",13,"127.1737676,35.9369196","127.1738013,35.9370847",35.9369196,127.1737676,35.9370847,127.1738013
42,"127.1535061,35.9505825/127.1530974,35.9509897",13,"127.1535061,35.9505825","127.1530974,35.9509897",35.9505825,127.1535061,35.9509897,127.1530974
43,"127.1592093,35.9101936/127.1593349,35.9103616",13,"127.1592093,35.9101936","127.1593349,35.9103616",35.9101936,127.1592093,35.9103616,127.1593349
44,"127.136941,35.8419028/127.1372782,35.8420102",13,"127.136941,35.8419028","127.1372782,35.8420102",35.8419028,127.136941,35.8420102,127.1372782
45,"127.1557361,35.8799583/127.1557512,35.8800494",13,"127.1557361,35.8799583","127.1557512,35.8800494",35.8799583,127.1557361,35.8800494,127.1557512
46,"127.156468,35.8882588/127.1564633,35.8883119",13,"127.156468,35.8882588","127.1564633,35.8883119",35.8882588,127.156468,35.8883119,127.1564633
47,"127.1428538,35.8437039/127.1430175,35.8437495",13,"127.1428538,35.8437039","127.1430175,35.8437495",35.8437039,127.1428538,35.8437495,127.1430175
48,"127.1300641,35.839846/127.1301769,35.8398824",13,"127.1300641,35.839846","127.1301769,35.8398824",35.839846,127.1300641,35.8398824,127.1301769
49,"127.1594087,35.9458921/127.1593553,35.9459343",13,"127.1594087,35.9458921","127.1593553,35.9459343",35.9458921,127.1594087,35.9459343,127.1593553
50,"127.1233212,35.8320108/127.1233249,35.8321658",13,"127.1233212,35.8320108","127.1233249,35.8321658",35.8320108,127.1233212,35.8321658,127.1233249
51,"127.1560415,35.8823493/127.1560489,35.8824215",13,"127.1560415,35.8823493","127.1560489,35.8824215",35.8823493,127.1560415,35.8824215,127.1560489
52,"127.1568271,35.8566449/127.1567322,35.856806",13,"127.1568271,35.8566449","127.1567322,35.856806",35.8566449,127.1568271,35.856806,127.1567322
53,"127.1472486,35.8450134/127.1473227,35.8450326",13,"127.1472486,35.8450134","127.1473227,35.8450326",35.8450134,127.1472486,35.8450326,127.1473227
54,"127.1568451,35.9007399/127.1568851,35.9009861",13,"127.1568451,35.9007399","127.1568851,35.9009861",35.9007399,127.1568451,35.9009861,127.1568851
55,"127.129895,35.8397769/127.1300641,35.839846",13,"127.129895,35.8397769","127.1300641,35.839846",35.8397769,127.129895,35.839846,127.1300641
56,"127.1552822,35.878362/127.1553723,35.8785192",13,"127.1552822,35.878362","127.1553723,35.8785192",35.878362,127.1552822,35.8785192,127.1553723
57,"127.171926,35.925412/127.1721373,35.9257912",13,"127.171926,35.925412","127.1721373,35.9257912",35.925412,127.171926,35.9257912,127.1721373
58,"127.1756979,35.9404194/127.1755352,35.9403442",13,"127.1756979,35.9404194","127.1755352,35.9403442",35.9404194,127.1756979,35.9403442,127.1755352
59,"127.1495555,35.8643354/127.1494609,35.8644307",13,"127.1495555,35.8643354","127.1494609,35.8644307",35.8643354,127.1495555,35.8644307,127.1494609
60,"127.1231008,35.8343579/127.1231534,35.8344698",13,"127.1231008,35.8343579","127.1231534,35.8344698",35.8343579,127.1231008,35.8344698,127.1231534
61,"127.1697686,35.9422759/127.1688124,35.9421083",13,"127.1697686,35.9422759","127.1688124,35.9421083",35.9422759,127.1697686,35.9421083,127.1688124
62,"127.1294266,35.8395456/127.1294994,35.8395963",13,"127.1294266,35.8395456","127.1294994,35.8395963",35.8395456,127.1294266,35.8395963,127.1294994
63,"127.1560957,35.8828832/127.1560978,35.8829067",13,"127.1560957,35.8828832","127.1560978,35.8829067",35.8828832,127.1560957,35.8829067,127.1560978
64,"127.1631243,35.9429913/127.161212,35.9444844",13,"127.1631243,35.9429913","127.161212,35.9444844",35.9429913,127.1631243,35.9444844,127.161212
65,"127.1314219,35.8402721/127.1315623,35.8403149",13,"127.1314219,35.8402721","127.1315623,35.8403149",35.8402721,127.1314219,35.8403149,127.1315623
66,"127.1521502,35.8616642/127.1521302,35.8616849",13,"127.1521502,35.8616642","127.1521302,35.8616849",35.8616642,127.1521502,35.8616849,127.1521302
67,"127.1566598,35.8564001/127.1568271,35.8566449",13,"127.1566598,35.8564001","127.1568271,35.8566449",35.8564001,127.1566598,35.8566449,127.1568271
68,"127.1437274,35.8439653/127.1438126,35.8439899",13,"127.1437274,35.8439653","127.1438126,35.8439899",35.8439653,127.1437274,35.8439899,127.1438126
69,"127.1461415,35.8446946/127.1467808,35.8448813",13,"127.1461415,35.8446946","127.1467808,35.8448813",35.8446946,127.1461415,35.8448813,127.1467808
70,"127.1550776,35.8585973/127.154805,35.8588778",13,"127.1550776,35.8585973","127.154805,35.8588778",35.8585973,127.1550776,35.8588778,127.154805
71,"127.1747351,35.940791/127.1748496,35.9409816",13,"127.1747351,35.940791","127.1748496,35.9409816",35.940791,127.1747351,35.9409816,127.1748496
72,"127.1557512,35.8800494/127.1558148,35.8802146",13,"127.1557512,35.8800494","127.1558148,35.8802146",35.8800494,127.1557512,35.8802146,127.1558148
