-5.920000076293945312e+00,-5.862572669982910156e+00,1.757289767265319824e+00,1.004486065357923508e-02,6.321658939123153687e-02,7.745324969291687012e-01,3.983684480190277100e-01,1.187260150909423828e+00,9.531957507133483887e-01,1.505372822284698486e-01,5.718416571617126465e-01,7.131986021995544434e-01,-4.007653594017028809e-01,1.178809285163879395e+00,-2.786010503768920898e-01,1.242741346359252930e+00,-3.735060989856719971e-01,-2.598915994167327881e-01,-6.790598481893539429e-02,-3.796070814132690430e-01,-8.318014442920684814e-02,4.003514051437377930e-01,-4.503413140773773193e-01
-1.999999955296516418e-02,1.870262622833251953e-01,4.682863652706146240e-01,-8.455624580383300781e-01,-7.984414100646972656e-01,7.745324969291687012e-01,-7.362332940101623535e-01,6.748803257942199707e-01,-3.220983222126960754e-02,-8.464224934577941895e-01,-8.977262973785400391e-01,-4.402860105037689209e-01,-9.662775993347167969e-01,4.668680429458618164e-01,-2.297316938638687134e-01,-3.038747608661651611e-01,8.226832151412963867e-01,-6.615349054336547852e-01,-8.280677199363708496e-01,-1.062789559364318848e+00,-5.316023826599121094e-01,-6.292485594749450684e-01,8.765521049499511719e-01
1.406540155410766602e+00,1.458081007003784180e+00,-8.935421109199523926e-01,-7.458501458168029785e-01,-6.805432438850402832e-01,-8.889149427413940430e-01,-7.362332940101623535e-01,-8.622592091560363770e-01,-5.118234753608703613e-01,1.147497057914733887e+00,2.083106338977813721e-01,-4.402860105037689209e-01,-2.491522729396820068e-01,-9.570145606994628906e-01,-5.854876637458801270e-01,-7.392839789390563965e-01,-3.735060989856719971e-01,-6.615349054336547852e-01,-4.724416434764862061e-01,3.598698377609252930e-01,-9.002345204353332520e-01,-5.382010340690612793e-01,1.034924536943435669e-01
-3.490000009536743164e+00,-2.974517822265625000e+00,-1.181469410657882690e-01,-7.200314104557037354e-02,5.889046471565961838e-03,-3.344324529170989990e-01,1.532970190048217773e+00,-3.498793542385101318e-01,-5.118234753608703613e-01,1.147497057914733887e+00,1.034763216972351074e+00,-4.402860105037689209e-01,-1.303588300943374634e-01,-6.010438799858093262e-01,-3.244910538196563721e-01,-1.217787042260169983e-01,-3.735060989856719971e-01,1.652133464813232422e+00,-3.401587530970573425e-02,1.884574145078659058e-01,-4.200280904769897461e-01,6.717012524604797363e-01,-1.027251482009887695e+00
-4.764471530914306641e+00,-4.693288803100585938e+00,1.145099401473999023e-01,1.653368711471557617e+00,1.575824737548828125e+00,2.200500220060348511e-01,3.983684480190277100e-01,1.625004857778549194e-01,-5.118234753608703613e-01,1.147497057914733887e+00,1.220164537429809570e+00,-4.402860105037689209e-01,2.611163377761840820e+00,-2.450732439756393433e-01,1.146091818809509277e+00,-3.971075713634490967e-01,-3.024306334555149078e-02,4.203580915927886963e-01,1.088120818138122559e+00,2.308786630630493164e+00,1.693468928337097168e+00,1.538456320762634277e+00,-1.108018875122070312e+00
1.591064572334289551e+00,1.391102194786071777e+00,-1.859892308712005615e-01,-1.109370827674865723e+00,-8.420269489288330078e-01,2.200500220060348511e-01,-7.362332940101623535e-01,1.625004857778549194e-01,-5.118234753608703613e-01,1.505372822284698486e-01,-8.977262973785400391e-01,-4.402860105037689209e-01,-8.755393624305725098e-01,-2.450732439756393433e-01,-8.245574235916137695e-01,-7.392839789390563965e-01,2.258766293525695801e-01,-6.615349054336547852e-01,-1.224901080131530762e+00,-6.480948925018310547e-01,-1.039288878440856934e+00,-8.970599174499511719e-01,6.111733913421630859e-01
-2.189767599105834961e+00,-2.904922962188720703e+00,1.677872091531753540e-01,2.451063841581344604e-01,5.399985313415527344e-01,7.745324969291687012e-01,3.983684480190277100e-01,6.748803257942199707e-01,-5.118234753608703613e-01,1.147497057914733887e+00,4.835020005702972412e-01,-4.402860105037689209e-01,1.651911586523056030e-01,1.108973920345306396e-01,-5.248812027275562286e-03,-7.392839789390563965e-01,6.019271612167358398e-01,1.462296210229396820e-02,-2.502303719520568848e-01,5.196363925933837891e-01,1.320441365242004395e-01,5.776054859161376953e-01,-1.188786387443542480e+00
6.899999976158142090e-01,8.685464262962341309e-01,-8.935421109199523926e-01,-4.516164660453796387e-01,-4.827668964862823486e-01,-8.889149427413940430e-01,-7.362332940101623535e-01,-8.622592091560363770e-01,-5.118234753608703613e-01,1.505372822284698486e-01,2.083106338977813721e-01,-4.402860105037689209e-01,-3.903933763504028320e-01,-9.570145606994628906e-01,-4.109479486942291260e-01,-7.392839789390563965e-01,-3.735060989856719971e-01,-6.615349054336547852e-01,3.607502952218055725e-02,-1.752898991107940674e-01,-6.448353528976440430e-01,-6.711747646331787109e-01,1.034924536943435669e-01
-5.590000152587890625e+00,-5.764641284942626953e+00,-8.935421109199523926e-01,1.483534455299377441e+00,1.108908891677856445e+00,-8.889149427413940430e-01,1.532970190048217773e+00,-8.622592091560363770e-01,3.883234262466430664e+00,1.147497057914733887e+00,1.577981948852539062e+00,3.020167827606201172e+00,4.175625145435333252e-01,1.178809285163879395e+00,9.160407781600952148e-01,3.250695705413818359e+00,-3.735060989856719971e-01,5.087847709655761719e-01,2.567490100860595703e+00,5.189390182495117188e-01,1.462292432785034180e+00,1.484688878059387207e+00,9.111667275428771973e-01
2.809999942779541016e+00,2.691843032836914062e+00,-5.397656559944152832e-01,-1.253982543945312500e+00,-5.127643346786499023e-01,-3.344324529170989990e-01,-7.362332940101623535e-01,-3.498793542385101318e-01,-5.118234753608703613e-01,-8.464224934577941895e-01,-8.977262973785400391e-01,2.443425416946411133e+00,-9.361019730567932129e-01,1.178809285163879395e+00,-9.233168959617614746e-01,-7.392839789390563965e-01,3.181984186172485352e+00,-6.615349054336547852e-01,-4.507651627063751221e-01,-9.686213731765747070e-01,-9.236656427383422852e-01,-6.529740691184997559e-01,2.534891068935394287e-01
