5.424950122833251953e+00,4.749926090240478516e+00,-1.915170699357986450e-01,-4.974683523178100586e-01
4.044278621673583984e+00,1.712279558181762695e+00,4.107765853404998779e-01,-4.974683523178100586e-01
4.461299896240234375e+00,4.096886157989501953e+00,-1.169985011219978333e-01,-4.974683523178100586e-01
7.882314682006835938e+00,5.440515041351318359e+00,-1.307467460632324219e+00,8.528028726577758789e-01
-1.046114683151245117e+00,-1.549317240715026855e+00,1.923950612545013428e-01,8.528028726577758789e-01
3.912023067474365234e+00,2.206829547882080078e+00,-1.013319373130798340e+00,2.203073978424072266e+00
-3.772261142730712891e+00,-5.503068447113037109e+00,1.919678211212158203e+00,-4.974683523178100586e-01
7.114769458770751953e+00,6.843265056610107422e+00,-8.089099526405334473e-01,-4.974683523178100586e-01
-7.402051448822021484e+00,-1.153234481811523438e+00,1.170766353607177734e+00,-4.974683523178100586e-01
-2.207274913787841797e+00,-1.644877552986145020e+00,1.063014268875122070e+00,-4.974683523178100586e-01
-1.613829803466796875e+01,-1.622268295288085938e+01,9.810812473297119141e-01,4.903616428375244141e+00
-4.509860038757324219e+00,-5.830372333526611328e+00,2.057889223098754883e+00,-4.974683523178100586e-01
-8.915981054306030273e-01,-2.858291149139404297e+00,1.550217151641845703e+00,-4.974683523178100586e-01
4.429625511169433594e+00,4.955031871795654297e+00,-3.894876539707183838e-01,-4.974683523178100586e-01
4.506453990936279297e+00,4.819994449615478516e+00,-3.527402877807617188e-01,-4.974683523178100586e-01
-1.256274795532226562e+01,-8.536465644836425781e+00,2.280798196792602539e+00,-4.974683523178100586e-01
-1.386294364929199219e+00,-3.367872714996337891e+00,1.508851647377014160e+00,-4.974683523178100586e-01
-1.271689796447753906e+01,-1.308333110809326172e+01,3.231633663177490234e+00,-4.974683523178100586e-01
3.178053855895996094e+00,3.399000406265258789e+00,8.359182476997375488e-01,-4.974683523178100586e-01
-9.732901573181152344e+00,-6.359728336334228516e+00,-5.120394825935363770e-01,2.203073978424072266e+00
-5.447271466255187988e-01,7.181966304779052734e-01,8.542702794075012207e-01,-4.974683523178100586e-01
1.378766059875488281e+00,1.668106675148010254e+00,-4.731871187686920166e-01,8.528028726577758789e-01
6.576469421386718750e+00,5.045540809631347656e+00,-1.811823397874832153e-01,-4.974683523178100586e-01
-1.203972816467285156e+00,4.441449642181396484e-01,7.177449464797973633e-01,-4.974683523178100586e-01
-2.659260034561157227e+00,-1.046919226646423340e+00,1.187373757362365723e+00,-4.974683523178100586e-01
3.577947854995727539e+00,6.940144062042236328e+00,-8.111943602561950684e-01,-4.974683523178100586e-01
5.463831901550292969e+00,6.044416904449462891e+00,5.954720973968505859e-01,-4.974683523178100586e-01
3.751854181289672852e+00,4.647023200988769531e+00,-1.114786267280578613e+00,8.528028726577758789e-01
5.117993831634521484e+00,5.242206573486328125e+00,4.013084769248962402e-01,-4.974683523178100586e-01
-1.058866691589355469e+01,-1.210822582244873047e+01,1.925920009613037109e+00,8.528028726577758789e-01
7.999678611755371094e+00,6.394124507904052734e+00,-7.405546307563781738e-01,-4.974683523178100586e-01
2.667228221893310547e+00,1.677031874656677246e+00,-1.363681435585021973e+00,2.203073978424072266e+00
-2.207274913787841797e+00,-3.284197568893432617e+00,5.315682888031005859e-01,8.528028726577758789e-01
8.266164779663085938e+00,8.515191078186035156e+00,-1.370260000228881836e+00,-4.974683523178100586e-01
6.802394866943359375e+00,7.912808895111083984e+00,-1.161556482315063477e+00,-4.974683523178100586e-01
1.223775386810302734e+00,7.733498215675354004e-01,5.139766931533813477e-01,-4.974683523178100586e-01
6.061457157135009766e+00,5.974794864654541016e+00,-1.002329364418983459e-01,-4.974683523178100586e-01
4.532599449157714844e+00,4.396769046783447266e+00,-1.796233505010604858e-01,-4.974683523178100586e-01
5.908082962036132812e+00,5.026253223419189453e+00,-4.013813734054565430e-01,-4.974683523178100586e-01
3.346389055252075195e+00,1.356441140174865723e+00,2.760945260524749756e-01,-4.974683523178100586e-01
7.506591796875000000e+00,5.447067737579345703e+00,-5.744982957839965820e-01,-4.974683523178100586e-01
-1.771956801414489746e+00,-1.649383187294006348e+00,1.169678449630737305e+00,-4.974683523178100586e-01
-3.874082863330841064e-02,3.507366657257080078e+00,2.421407103538513184e-01,-4.974683523178100586e-01
1.086091995239257812e+01,8.266425132751464844e+00,-1.289592146873474121e+00,-4.974683523178100586e-01
6.287858486175537109e+00,6.176836967468261719e+00,-6.947808265686035156e-01,-4.974683523178100586e-01
3.854393959045410156e+00,4.379257678985595703e+00,7.404817342758178711e-01,-4.974683523178100586e-01
4.144720554351806641e+00,3.145819902420043945e+00,-8.973430395126342773e-01,8.528028726577758789e-01
6.309918403625488281e+00,4.398627758026123047e+00,-3.088198006153106689e-01,-4.974683523178100586e-01
6.609349250793457031e+00,8.360131263732910156e+00,-1.357947468757629395e+00,-4.974683523178100586e-01
3.234749078750610352e+00,2.733717918395996094e+00,-6.949451565742492676e-01,8.528028726577758789e-01
