0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
"127.1278714,37.5237738","127.1368385,37.563794","128.5590077,35.8557388","126.7610842,37.5153795","126.883522,37.5513094","127.0061119,37.303483","127.3379698,36.3645196","127.1653003,36.7792092","128.5904999,35.8845451","128.7257407,35.8145869","127.0092506,37.5069358","129.3509939,35.5680424","127.0447464,37.2904389","126.9473119,37.4038718","126.7091632,37.4285111","126.7251014,37.5434267","126.9473119,37.4038718","127.1340849,37.5209161","127.014187,37.5695813","127.2148157,37.5504977","127.014187,37.5695813","127.367599,36.3225749","127.1381618,35.8447096","126.7251014,37.5434267","127.4272561,36.358851","128.556244,35.8575302"
"127.1279546,37.5238895","127.1368271,37.5638057","128.5588866,35.8558742","126.7611594,37.5177325","126.8833049,37.5514111","127.0046572,37.3043819","127.3379642,36.3645214","127.1652289,36.7788638","128.5905466,35.8847177","128.7255371,35.814808","127.0092986,37.5072082","129.3509549,35.5686993","127.0449497,37.2905956","126.9473526,37.4038738","126.7092364,37.4283142","126.726037,37.5433743","126.9473526,37.4038738","127.1342262,37.5209454","127.0141867,37.5696318","127.2150734,37.5503216","127.0141867,37.5696318","127.3677584,36.3225696","127.1382289,35.8445646","126.726037,37.5433743","127.4289492,36.358916","128.5554959,35.8572383"
"127.1281076,37.5240792","127.1366279,37.5640151","128.5588246,35.8559577","126.7611562,37.5178262","126.8831528,37.5514707","127.0044101,37.3045368","127.3377924,36.3645842","127.1652247,36.7788088","128.5905478,35.8847213","128.7245118,35.8155749","127.0093589,37.5073338","129.3509492,35.5688364","127.0450957,37.290708","126.9473887,37.4038803","126.7092877,37.428165","126.7267856,37.5433332","126.9473887,37.4038803","127.1343653,37.5209602","127.0156677,37.5696595","127.2154967,37.550045","127.0156677,37.5696595","127.367862,36.3225661","127.1382837,35.844444","126.7267856,37.5433332","127.4295544,36.3589353","128.5549527,35.857033"
"127.1276368,37.5242995","127.136547,37.5641338","128.5585191,35.8563102","126.7611582,37.5179696","126.8831028,37.5514902","127.0040114,37.3047767","127.3375314,36.3646758","127.1651965,36.7785833","128.5906857,35.8851691","128.7237238,35.8161599","127.0093981,37.5073889","129.3509435,35.568923","127.0455706,37.2910793","126.9474191,37.4038948","126.7093363,37.4280607","126.7270665,37.5433233","126.9474191,37.4038948","127.1346867,37.5209666","127.0157424,37.5696616","127.215929,37.5497919","127.0157424,37.5696616","127.3679188,36.3225644","127.1384483,35.8440568","126.7270665,37.5433233","127.430455,36.3589646","128.5546967,35.856937"
"127.1276175,37.5243084","127.1364897,37.5642661","128.5584624,35.8563729","126.7611577,37.5181309","126.8827757,37.5516174","127.0037248,37.3049495","127.33687,36.364894","127.1651922,36.7785536","128.5907182,35.885276","128.7236964,35.81618","127.0096118,37.5075827","129.3509396,35.5689934","127.0466093,37.2918991","126.9474471,37.4039193","126.7093646,37.4279473","126.7277651,37.5432981","126.9474471,37.4039193","127.1355997,37.5205467","127.0157718,37.5696626","127.2162705,37.5496016","127.0157718,37.5696626","127.3680403,36.3225609","127.1385523,35.8438263","126.7277651,37.5432981","127.4306645,36.3589711","128.5545119,35.8568665"
"127.1275937,37.5243192","127.1364667,37.5643427","128.5584046,35.8564401","126.761179,37.5193028","126.8827291,37.5516334","127.0034494,37.3051241","127.3352246,36.3654579","127.1650885,36.7781774","128.5907622,35.8854145","128.7234031,35.8163976","127.0102883,37.5077847","129.3508994,35.569452","127.0466621,37.2919381","126.9474639,37.4039446","126.7093816,37.4278339","126.7283076,37.5432792","126.9474639,37.4039446","127.1367486,37.5200293","127.0158183,37.5696637","127.2171257,37.5491728","127.0158183,37.5696637","127.3683177,36.3225495","127.1385668,35.8437939","126.7283076,37.5432792","127.4313388,36.358985","128.5544273,35.8568348"
"127.125898,37.5250935","127.136455,37.5644228","128.5581551,35.8567497","126.7611891,37.5199978","126.8821241,37.5518357","127.0033089,37.3052092","127.3347706,36.3656223","127.1650231,36.7779987","128.5908249,35.8856249","128.7231864,35.8165576","127.0104565,37.507835","129.350889,35.5696225","127.0468474,37.2920758","126.9474739,37.4039699","126.7093889,37.4276771","126.7283948,37.5432761","126.9474739,37.4039699","127.1381117,37.5194242","127.015893,37.5696649","127.2173242,37.5490841","127.015893,37.5696649","127.3687165,36.3225409","127.1387926,35.8433239","126.7283948,37.5432761","127.4315662,36.3589923","128.55405,35.8566939"
"127.1255407,37.5252555","127.1364513,37.564485","128.5580614,35.8568641","126.7611921,37.5201591","126.8813763,37.5520418","127.0031616,37.3052996","127.3346746,36.3656537","127.1643873,36.7763012","128.5908712,35.8857651","128.7227619,35.816881","127.0112436,37.5080708","129.3509308,35.569712","127.0472112,37.2923737","126.9477552,37.4039784","126.7093467,37.4275029","126.7284491,37.5432747","126.9477552,37.4039784","127.1385653,37.5192299","127.0161025,37.5696685","127.2177697,37.5489058","127.0161025,37.5696685","127.3688202,36.3225383","127.138949,35.8430413","126.7284491,37.5432747","127.4318092,36.3589952","128.5538864,35.8566331"
"127.1253354,37.5253468","127.1364487,37.5645445","128.5579993,35.8569413","126.7611866,37.5203709","126.8801874,37.552333","127.0028489,37.3054912","127.3332958,36.3661485","127.1642965,36.7760549","128.5912211,35.8868068","128.7225639,35.8170318","127.0113972,37.5081156","129.3509676,35.56978","127.047547,37.2926301","126.9483435,37.4040217","126.7093082,37.4274025","126.7285929,37.5432693","126.9483435,37.4040217","127.1388193,37.519119","127.0162417,37.5696718","127.2179759,37.5488774","127.0162417,37.5696718","127.369668,36.3225221","127.1390676,35.8427693","126.7285929,37.5432693","127.4321336,36.3589909","128.553016,35.8563044"
"127.1252911,37.5253674","127.1364586,37.5646013","128.5579373,35.8570248","126.7611838,37.5205331","126.8798368,37.5524249","127.0026246,37.3056245","127.3328708,36.3663012","127.1642216,36.7757409","128.5912315,35.8868383","128.7224741,35.8170994","127.0115745,37.508165","129.3510411,35.5698546","127.0478209,37.2928682","126.949038,37.40407","126.7092334,37.427311","126.729312,37.5432415","126.949038,37.40407","127.139087,37.5190017","127.0162677,37.5696764","127.2180417,37.5488496","127.0162677,37.5696764","127.3700312,36.3225198","127.1390955,35.8427045","126.729312,37.5432415","127.432157,36.3589891","128.552356,35.8560551"
"127.1251437,37.5254327","127.1366173,37.5652634","128.5576245,35.857491","126.7611601,37.5207619","126.8786475,37.5527702","127.0021081,37.3059243","127.3328049,36.3663254","127.1642086,36.7756508","128.5912547,35.8869084","128.7216948,35.8176717","127.0116479,37.5081851","129.3510874,35.5698998","127.0479274,37.2929705","126.9493747,37.4040788","126.7091459,37.4272527","126.7296122,37.5432246","126.9493747,37.4040788","127.1400078,37.5185899","127.0168476,37.5698338","127.2181358,37.548812","127.0168476,37.5698338","127.3701047,36.3225199","127.1391259,35.8425946","126.7296122,37.5432246","127.4322383,36.3589819","128.5520087,35.8559175"
