0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103
"127.7170413,37.9422188",,,"128.0755027,37.9639989",,,"128.2978872,37.5369832",,"128.0229489,37.8675994",,,,,"128.4956249,36.8716747",,,,,,,,"129.3958689,35.9137691","127.917855,37.3203975",,,,,,"127.7053294,37.8083497",,,,,"129.3520372,36.2129659",,"127.8711419,37.7596117",,,"128.1102816,36.7096861",,"127.9944186,37.8083356",,,,"127.8050371,37.7567386",,,,,,"127.8050371,37.7567386",,"127.7213383,37.9261235",,"126.8011533,35.4139732",,,,,"127.9450617,37.7532412",,"127.7897118,37.7492945",,"127.7752082,37.8536712","128.0523125,37.9129664","127.7317652,37.9901558",,,,,,,"128.3429733,37.9416129",,"127.8378507,37.7318834","127.7053294,37.8083497","127.7958094,37.7580447","128.0229489,37.8675994",,,,"127.8050371,37.7567386","128.0755027,37.9639989","127.4409414,38.1005286","127.7742018,37.8916159",,,,"127.6335916,37.5169646",,,,,,,,,,"128.1102816,36.7096861","128.0523125,37.9129664","128.1208892,37.4705054",,"127.7742018,37.8916159",
"127.7171371,37.9422899",,,"128.0756112,37.96434",,,"128.3078713,37.544308",,"128.0229572,37.8676463",,,,,"128.4942121,36.87235",,,,,,,,"129.3959339,35.9142206","127.9178367,37.320366",,,,,,"127.7045621,37.809411",,,,,"129.3520515,36.2130062",,"127.8716161,37.7595561",,,"128.1107108,36.7085994",,"127.9945992,37.8086665",,,,"127.8055822,37.7567679",,,,,,"127.8055822,37.7567679",,"127.7213727,37.9262343",,"126.801091,35.4131559",,,,,"127.9457994,37.7535908",,"127.7901836,37.749196",,"127.7752724,37.8538288","128.0529246,37.9132745","127.7317724,37.9913383",,,,,,,"128.344528,37.9420262",,"127.8381988,37.7313191","127.7045621,37.809411","127.7958525,37.7583231","128.0229572,37.8676463",,,,"127.8055822,37.7567679","128.0756112,37.96434","127.4410087,38.1004755","127.7741654,37.8919008",,,,"127.6340138,37.5170182",,,,,,,,,,"128.1107108,36.7085994","128.0529246,37.9132745","128.1210513,37.4704253",,"127.7741654,37.8919008",
"127.7172842,37.9423743",,,"128.075913,37.965219",,,"128.3088366,37.5450162",,"128.0230035,37.8679237",,,,,"128.4936369,36.8726333",,,,,,,,"129.3960116,35.9148739","127.9176996,37.3200582",,,,,,"127.7035946,37.8107727",,,,,"129.3521942,36.2133934",,"127.8725408,37.7594378",,,"128.1111232,36.7070873",,"127.9949744,37.8094076",,,,"127.8060602,37.7567846",,,,,,"127.8060602,37.7567846",,"127.7214743,37.9267236",,"126.8010238,35.4122611",,,,,"127.9466248,37.7539743",,"127.7904933,37.7491438",,"127.7753148,37.8539233","128.0546614,37.9139909","127.7317725,37.9913743",,,,,,,"128.3465218,37.9426122",,"127.8383408,37.7311069","127.7035946,37.8107727","127.7958396,37.7585025","128.0230035,37.8679237",,,,"127.8060602,37.7567846","128.075913,37.965219","127.4411137,38.1004557","127.7741557,37.8923487",,,,"127.6345344,37.5170563",,,,,,,,,,"128.1111232,36.7070873","128.0546614,37.9139909","128.1215344,37.4701722",,"127.7741557,37.8923487",
"127.7173526,37.9424283",,,"128.075927,37.9652613",,,"128.3149409,37.5494358",,"128.0230225,37.8680353",,,,,"128.4936313,36.8726361",,,,,,,,"129.3960157,35.9149071","127.9174619,37.3195327",,,,,,"127.7035289,37.8108639",,,,,"129.3526868,36.2145666",,"127.8732271,37.7593374",,,"128.1112449,36.7064818",,"127.9951994,37.809925",,,,"127.8068674,37.7567997",,,,,,"127.8068674,37.7567997",,"127.7216412,37.9277327",,"126.8010326,35.4116227",,,,,"127.9470574,37.7541818",,"127.7909653,37.7490832",,"127.7756247,37.8547094","128.0551681,37.9141932","127.7317559,37.9922612",,,,,,,"128.3471225,37.9427935",,"127.8385743,37.7307871","127.7035289,37.8108639","127.7958629,37.7586476","128.0230225,37.8680353",,,,"127.8068674,37.7567997","128.075927,37.9652613","127.441262,38.1004702","127.7741773,37.8926578",,,,"127.6353411,37.5170266",,,,,,,,,,"128.1112449,36.7064818","128.0551681,37.9141932","128.1219957,37.4698903",,"127.7741773,37.8926578",
"127.7174143,37.9425129",,,"128.0760493,37.9656176",,,"128.3168339,37.5508063",,"128.0230597,37.8684804",,,,,"128.4925247,36.873133",,,,,,,,"129.3960645,35.9151849","127.9173427,37.319205",,,,,,"127.7033026,37.8111788",,,,,"129.3527912,36.2147471",,"127.8740053,37.759207",,,"128.1113236,36.7059532",,"127.9952283,37.8099879",,,,"127.80767,37.7568021",,,,,,"127.80767,37.7568021",,"127.7216784,37.9279778",,"126.8010842,35.4110117",,,,,"127.947424,37.754358",,"127.7912046,37.7490195",,"127.7758085,37.8552399","128.0559748,37.9145165","127.7317488,37.9929129",,,,,,,"128.3483588,37.9432172",,"127.8386961,37.7306218","127.7033026,37.8111788","127.795884,37.7588314","128.0230597,37.8684804",,,,"127.80767,37.7568021","128.0760493,37.9656176","127.4414558,38.100491","127.7742161,37.8930201",,,,"127.6358921,37.5169538",,,,,,,,,,"128.1113236,36.7059532","128.0559748,37.9145165","128.1225342,37.4695071",,"127.7742161,37.8930201",
"127.7174522,37.9426219",,,"128.0763899,37.9666678",,,"128.3169983,37.5509278",,"128.0230728,37.868721",,,,,"128.4918743,36.8734161",,,,,,,,"129.3960854,35.9166666","127.9173038,37.319106",,,,,,"127.7031237,37.8114279",,,,,"129.3531252,36.215326",,"127.8749999,37.7590136",,,"128.111453,36.7043452",,"127.9953851,37.8103343",,,,"127.8087655,37.7568001",,,,,,"127.8087655,37.7568001",,"127.7216912,37.928067",,"126.8012226,35.410155",,,,,"127.9482369,37.7547497",,"127.7915743,37.7489492",,"127.7759925,37.8557947","128.0562225,37.9146307","127.7317644,37.993158",,,,,,,"128.3590519,37.9470061",,"127.838776,37.7304765","127.7031237,37.8114279","127.7959159,37.759136","128.0230728,37.868721",,,,"127.8087655,37.7568001","128.0763899,37.9666678","127.4415573,38.1004911","127.774313,37.8936706",,,,"127.6365368,37.5167953",,,,,,,,,,"128.111453,36.7043452","128.0562225,37.9146307","128.1228263,37.4692649",,"127.774313,37.8936706",
"127.7174842,37.9426786",,,"128.0765498,37.9671708",,,"128.319032,37.5524216",,"128.0231115,37.8708164",,,,,"128.4903115,36.8740412",,,,,,,,"129.3959883,35.9186324","127.917282,37.3190348",,,,,,"127.7029982,37.8116174",,,,,"129.3532249,36.2154994",,"127.8769449,37.758609",,,"128.1114371,36.7034663",,"127.9954289,37.8104314",,,,"127.8105774,37.7568035",,,,,,"127.8105774,37.7568035",,"127.7217806,37.928686",,"126.8014766,35.4093089",,,,,"127.9491715,37.7551895",,"127.7918374,37.7488746",,"127.7760858,37.8561315","128.0565035,37.9147745","127.7317667,37.9931751",,,,,,,"128.360084,37.9473825",,"127.8387951,37.7304287","127.7029982,37.8116174","127.7959281,37.7596425","128.0231115,37.8708164",,,,"127.8105774,37.7568035","128.0765498,37.9671708","127.4416509,38.1004605","127.7744455,37.8944481",,,,"127.6370334,37.5166569",,,,,,,,,,"128.1114371,36.7034663","128.0565035,37.9147745","128.1230461,37.4690447",,"127.7744455,37.8944481",
"127.7173932,37.9426851",,,"128.0767904,37.9678005",,,"128.3199998,37.5531323",,"128.0231205,37.8716014",,,,,"128.4884864,36.8747658",,,,,,,,"129.3959221,35.9191581","127.9172636,37.3189772",,,,,,"127.7028919,37.8118141",,,,,"129.3532539,36.2155494",,"127.8781297,37.7582988",,,"128.1113741,36.7024417",,"127.9955246,37.810641",,,,"127.8116876,37.7568014",,,,,,"127.8116876,37.7568014",,"127.7218666,37.9292825",,"126.801718,35.4087793",,,,,"127.9492444,37.7552244",,"127.7920618,37.748783",,"127.7761516,37.8564027","128.0569481,37.9150473","127.7318005,37.9934184",,,,,,,"128.3631163,37.9484769",,"127.8388332,37.7303375","127.7028919,37.8118141","127.7959191,37.7599462","128.0231205,37.8716014",,,,"127.8116876,37.7568014","128.0767904,37.9678005","127.4417319,38.10041","127.7744677,37.8946085",,,,"127.6375004,37.5164896",,,,,,,,,,"128.1113741,36.7024417","128.0569481,37.9150473","128.1233813,37.4686986",,"127.7744677,37.8946085",
"127.7171996,37.9426439",,,"128.0769456,37.9681422",,,"128.3207302,37.5536645",,"128.0231271,37.8722241",,,,,"128.4838872,36.8765996",,,,,,,,"129.3957695,35.9200042","127.9172177,37.3188341",,,,,,"127.7027914,37.812027",,,,,"129.3535322,36.2160301",,"127.878158,37.7582906",,,"128.1112509,36.7008782",,"127.9959742,37.8116162",,,,"127.8127251,37.7567771",,,,,,"127.8127251,37.7567771",,,,"126.8019949,35.4082101",,,,,"127.9494744,37.7553326",,"127.7922374,37.7486916",,"127.776184,37.8565369","128.0570041,37.9150822","127.7318548,37.9936661",,,,,,,"128.3649702,37.9491438",,"127.8388587,37.7302013","127.7027914,37.812027","127.7958874,37.7602492","128.0231271,37.8722241",,,,"127.8127251,37.7567771","128.0769456,37.9681422","127.4418654,38.1003218","127.774581,37.8953996",,,,"127.6384367,37.516136",,,,,,,,,,"128.1112509,36.7008782","128.0570041,37.9150822","128.124205,37.4677992",,"127.774581,37.8953996",
"127.7170755,37.9426063",,,"128.0769941,37.9682285",,,"128.3210894,37.5538936",,"128.0231358,37.8728099",,,,,"128.4807367,36.8778417",,,,,,,,"129.3955238,35.9210421","127.9171498,37.318608",,,,,,"127.7027181,37.8122497",,,,,"129.3537856,36.2164426",,"127.8790297,37.7580417",,,"128.1111463,36.6995446",,"127.9967654,37.8130567",,,,"127.8152795,37.7567991",,,,,,"127.8152795,37.7567991",,,,"126.8021772,35.4078929",,,,,"127.9518915,37.7564897",,"127.7924616,37.7485495",,"127.7762649,37.8568918","128.057019,37.9150938","127.7319422,37.99393",,,,,,,"128.3652446,37.9492445",,"127.8388583,37.7300986","127.7027181,37.8122497","127.79584,37.7605963","128.0231358,37.8728099",,,,"127.8152795,37.7567991","128.0769941,37.9682285","127.4419419,38.1002758","127.7746255,37.8957582",,,,"127.6384537,37.5161288",,,,,,,,,,"128.1111463,36.6995446","128.057019,37.9150938","128.1245445,37.4674171",,"127.7746255,37.8957582",
"127.7170128,37.9425803",,,"128.0772031,37.9686006",,,"128.3212843,37.5540175",,"128.0231757,37.873301",,,,,"128.4792615,36.878483",,,,,,,,"129.394959,35.9227773","127.9171246,37.3185342",,,,,,"127.702663,37.8124355",,,,,"129.3541245,36.2169935",,"127.8801123,37.7577327",,,"128.1109762,36.6972891",,"127.9970178,37.8135901",,,,"127.8160788,37.756806",,,,,,"127.8160788,37.756806",,,,"126.8023304,35.407626",,,,,"127.9530523,37.7569674",,"127.7926868,37.7483831",,"127.7763101,37.8571405","128.057487,37.9154575","127.7320525,37.9942308",,,,,,,"128.366015,37.9495282",,"127.8388405,37.7299382","127.702663,37.8124355","127.7957732,37.7609327","128.0231757,37.873301",,,,"127.8160788,37.756806","128.0772031,37.9686006","127.4420366,38.100238","127.7746733,37.8963692",,,,"127.6385023,37.5161107",,,,,,,,,,"128.1109762,36.6972891","128.057487,37.9154575","128.1249989,37.466991",,"127.7746733,37.8963692",
"127.7169388,37.9425732",,,"128.0775891,37.9691882",,,"128.3217368,37.5542911",,"128.0232284,37.8736766",,,,,"128.4780865,36.8790831",,,,,,,,"129.3949219,35.9228914","127.9170384,37.3182524",,,,,,"127.7026225,37.8126032",,,,,"129.3546868,36.2179078",,"127.8818644,37.7571475",,,"128.1109748,36.6965445",,"127.9972199,37.8142463",,,,"127.8168825,37.7568074",,,,,,"127.8168825,37.7568074",,,,"126.8030771,35.4066015",,,,,"127.9535985,37.7571726",,"127.7928621,37.7482159",,"127.7763913,37.8575774","128.0576818,37.9156423","127.7322143,37.9946208",,,,,,,"128.3669752,37.9498816",,"127.8388231,37.7298616","127.7026225,37.8126032","127.7956356,37.7614459","128.0232284,37.8736766",,,,"127.8168825,37.7568074","128.0775891,37.9691882","127.4421119,38.1002164","127.7746728,37.8971569",,,,"127.6394284,37.5157698",,,,,,,,,,"128.1109748,36.6965445","128.0576818,37.9156423","128.1254813,37.4666577",,"127.7746728,37.8971569",
"127.7168944,37.9425616",,,"128.0783931,37.9703802",,,"128.3228745,37.5548997",,"128.0233673,37.8745115",,,,,"128.4768242,36.8797912",,,,,,,,"129.394844,35.9230667","127.9169499,37.3179661",,,,,,"127.7025969,37.8127772",,,,,"129.3550119,36.218441",,"127.8820174,37.7570866",,,"128.1110086,36.696144",,"127.9974673,37.815052",,,,"127.8178192,37.7568184",,,,,,"127.8178192,37.7568184",,,,"126.8046902,35.4049716",,,,,"127.9541286,37.7573544",,"127.7929999,37.7480497",,"127.7764006,37.8576324","128.0579617,37.9159492","127.7324054,37.9949025",,,,,,,"128.3678086,37.9501882",,"127.8387773,37.7297554","127.7025969,37.8127772","127.7955953,37.7615965","128.0233673,37.8745115",,,,"127.8178192,37.7568184","128.0783931,37.9703802","127.4424232,38.1002247","127.7746354,37.8977969",,,,"127.6397123,37.515664",,,,,,,,,,"128.1110086,36.696144","128.0579617,37.9159492","128.1261113,37.4662703",,"127.7746354,37.8977969",
"127.7168659,37.9425535",,,"128.0786616,37.9707872",,,"128.3235366,37.5551916",,"128.02341,37.8747663",,,,,"128.4761874,36.8801832",,,,,,,,"129.3945285,35.9237315","127.9167741,37.3174078",,,,,,"127.7025814,37.8129331",,,,,"129.3553742,36.2190826",,"127.8825181,37.7568894",,,"128.1110247,36.6959249",,"127.9977818,37.8158654",,,,"127.8181268,37.7568212",,,,,,"127.8181268,37.7568212",,,,"126.8048736,35.4047769",,,,,"127.9548531,37.7575761",,"127.7931116,37.7478665",,"127.7764602,37.8580495","128.0580364,37.9160417","127.7326068,37.9952086",,,,,,,"128.3688877,37.9505858",,"127.8386754,37.7295628","127.7025814,37.8129331","127.7955348,37.7617913","128.02341,37.8747663",,,,"127.8181268,37.7568212","128.0786616,37.9707872","127.4425088,38.1002229","127.7745532,37.8983307",,,,"127.6407616,37.5152743",,,,,,,,,,"128.1110247,36.6959249","128.0580364,37.9160417","128.1267791,37.4659396",,"127.7745532,37.8983307",
"127.7167543,37.9425186",,,"128.078907,37.9711519",,,"128.3242619,37.555466",,"128.0235252,37.8754562",,,,,"128.4751691,36.880846",,,,,,,,"129.3944662,35.9238596","127.916549,37.3166911",,,,,,"127.7025742,37.8132062",,,,,"129.3555113,36.2192814",,"127.8826881,37.7568221",,,"128.1111626,36.6952346",,"127.9980125,37.8163791",,,,"127.8184129,37.7568231",,,,,,"127.8184129,37.7568231",,,,"126.8054748,35.4041411",,,,,"127.9556219,37.7578002",,"127.7931995,37.7476995",,"127.776471,37.8582217","128.0582242,37.916358","127.7326434,37.9952635",,,,,,,"128.369939,37.9509349",,"127.8385554,37.7293757","127.7025742,37.8132062","127.7953056,37.7623868","128.0235252,37.8754562",,,,"127.8184129,37.7568231","128.078907,37.9711519","127.4426137,38.1001933","127.7745443,37.898383",,,,"127.6412999,37.5151015",,,,,,,,,,"128.1111626,36.6952346","128.0582242,37.916358","128.1269796,37.4658448",,"127.7745443,37.898383",
"127.7167315,37.9425141",,,"128.080082,37.9728982",,,"128.3251246,37.5557664",,"128.0237239,37.8766964",,,,,"128.4750367,36.8809327",,,,,,,,"129.3942009,35.9244001","127.9164767,37.3164786",,,,,,"127.7025571,37.8144186",,,,,"129.3556122,36.2194575",,"127.8826949,37.7568194",,,"128.1113864,36.6943806",,"127.9980908,37.8165347",,,,"127.8186377,37.7568342",,,,,,"127.8186377,37.7568342",,,,"126.8060076,35.4035257",,,,,"127.9562052,37.7579458",,"127.7932748,37.7475083",,"127.776477,37.8583019","128.0583699,37.9166665","127.7327178,37.9953724",,,,,,,"128.3703469,37.9510707",,"127.8384368,37.7292625","127.7025571,37.8144186","127.7951705,37.7626737","128.0237239,37.8766964",,,,"127.8186377,37.7568342","128.080082,37.9728982","127.4427073,38.1001257","127.7744418,37.8989664",,,,"127.6416438,37.5150145",,,,,,,,,,"128.1113864,36.6943806","128.0583699,37.9166665","128.1278252,37.4655438",,"127.7744418,37.8989664",
"127.716654,37.9424989",,,"128.0802282,37.9731084",,,"128.3259117,37.5559997",,"128.0237298,37.8767306",,,,,"128.4743371,36.8814243",,,,,,,,"129.3937009,35.9252284","127.9164297,37.3163382",,,,,,"127.7025536,37.8152261",,,,,"129.3561366,36.2205581",,"127.8849753,37.7558854",,,"128.1114222,36.6942398",,"127.9982324,37.8168153",,,,"127.8193384,37.7568828",,,,,,"127.8193384,37.7568828",,,,"126.8063449,35.4029758",,,,,"127.9570089,37.7581175",,"127.7933248,37.7472495",,"127.7765264,37.8590417","128.0584487,37.9168554","127.732814,37.9955416",,,,,,,"128.3707023,37.9511889",,"127.8383377,37.729178","127.7025536,37.8152261","127.7949157,37.7631268","128.0237298,37.8767306",,,,"127.8193384,37.7568828","128.0802282,37.9731084","127.4429561,38.0999519","127.7743612,37.8993099",,,,"127.6422207,37.5149192",,,,,,,,,,"128.1114222,36.6942398","128.0584487,37.9168554","128.1281254,37.4654692",,"127.7743612,37.8993099",
"127.7166404,37.9424963",,,"128.0804874,37.9734829",,,"128.32689,37.5562146",,"128.0237369,37.8767748",,,,,"128.4735495,36.8820491",,,,,,,,"129.3933196,35.9257852","127.916159,37.3153539",,,,,,"127.7025561,37.8157498",,,,,"129.3564367,36.2214413",,"127.8858508,37.7555022",,,"128.1114375,36.6941838",,"127.9982623,37.8168747",,,,"127.8195451,37.7568976",,,,,,"127.8195451,37.7568976",,,,"126.8065909,35.40241",,,,,"127.9575227,37.7582246",,"127.793337,37.7468745",,"127.7765526,37.8593508","128.0584988,37.9170174","127.7329182,37.9957118",,,,,,,"128.3719371,37.9516583",,"127.838324,37.7291664","127.7025561,37.8157498","127.794656,37.763506","128.0237369,37.8767748",,,,"127.8195451,37.7568976","128.0804874,37.9734829","127.4431112,38.0999051","127.7742658,37.8996689",,,,"127.6424243,37.5148901",,,,,,,,,,"128.1114375,36.6941838","128.0584988,37.9170174","128.1295383,37.4651309",,"127.7742658,37.8996689",
"127.7166279,37.9424954",,,"128.0807388,37.9737476",,,"128.3291064,37.5565912",,"128.023775,37.877008",,,,,"128.4729621,36.8825416",,,,,,,,"129.3930851,35.9261287","127.9161291,37.3152432",,,,,,"127.7025646,37.8159472",,,,,"129.3565845,36.2219979",,"127.8874773,37.7547893",,,"128.111466,36.6941089",,"127.9983566,37.8170401",,,,"127.8203752,37.7569647",,,,,,"127.8203752,37.7569647",,,,"126.8066864,35.4020698",,,,,"127.9586556,37.758396",,"127.793337,37.7463166",,"127.7765573,37.8594094","128.0585141,37.917075","127.7329262,37.9957244",,,,,,,"128.374999,37.9529208",,"127.8382762,37.7291259","127.7025646,37.8159472","127.7943116,37.7639684","128.023775,37.877008",,,,"127.8203752,37.7569647","128.0807388,37.9737476","127.4432378,38.0998763","127.7741275,37.9001",,,,"127.6432492,37.5148414",,,,,,,,,,"128.111466,36.6941089","128.0585141,37.917075","128.1295869,37.4651189",,"127.7741275,37.9001",
"127.7165971,37.9424927",,,"128.0809615,37.9739826",,,"128.3335246,37.5573415",,"128.0237762,37.877337",,,,,"128.4719991,36.8834076",,,,,,,,"129.3928312,35.9265005","127.9160872,37.315018",,,,,,"127.7025684,37.8160851",,,,,"129.3567371,36.2225742",,"127.8899828,37.7537265",,,"128.1115658,36.6938523",,"127.9985369,37.817316",,,,"127.8207239,37.7569989",,,,,,"127.8207239,37.7569989",,,,"126.8067436,35.4018095",,,,,"127.9596009,37.7585176",,"127.7933116,37.7459245",,"127.7766442,37.8604547","128.0585387,37.917174","127.7330947,37.9960512",,,,,,,"128.3779738,37.95431",,"127.8379595,37.7288564","127.7025684,37.8160851","127.7943048,37.7639756","128.0237762,37.877337",,,,"127.8207239,37.7569989","128.0809615,37.9739826","127.4433884,38.0998656","127.7739271,37.9006521",,,,"127.6434438,37.5148375",,,,,,,,,,"128.1115658,36.6938523","128.0585387,37.917174","128.1311601,37.464749",,"127.7739271,37.9006521",
"127.7165596,37.9424928",,,"128.0815368,37.9744575",,,"128.3363776,37.5578387",,"128.0237766,37.8775533",,,,,"128.471424,36.8839829",,,,,,,,"129.3924135,35.9270624","127.9160712,37.3147719",,,,,,"127.7025674,37.8161419",,,,,"129.3569372,36.2235077",,"127.8908495,37.7534082",,,"128.1117676,36.6933285",,"127.9989871,37.8178748",,,,"127.8211668,37.7570428",,,,,,"127.8211668,37.7570428",,,,"126.8068122,35.4012662",,,,,"127.9596975,37.7585298",,"127.7932992,37.7456578",,"127.7766616,37.8608557","128.0585602,37.9173082","127.7332334,37.9963411",,,,,,,"128.3784971,37.9545675",,"127.8377703,37.7286731","127.7025674,37.8161419","127.7938865,37.7644246","128.0237766,37.8775533",,,,"127.8211668,37.7570428","128.0815368,37.9744575","127.443523,38.0998774","127.7734716,37.9017266",,,,"127.6437119,37.5148336",,,,,,,,,,"128.1117676,36.6933285","128.0585602,37.9173082","128.1344083,37.4640133",,"127.7734716,37.9017266",
"127.7165209,37.9424965",,,"128.0823241,37.9749583",,,"128.3375563,37.5580494",,"128.0237589,37.8777832",,,,,"128.4713576,36.8840529",,,,,,,,"129.3921281,35.9274112","127.9160658,37.3146124",,,,,,"127.7025543,37.8163185",,,,,"129.3570377,36.2239451",,"127.8925499,37.7527409",,,"128.1121723,36.6925574",,"127.9991015,37.8179896",,,,"127.824339,37.7573613",,,,,,"127.824339,37.7573613",,,,"126.8068372,35.4007912",,,,,"127.9599713,37.758563",,"127.7932367,37.7453497",,"127.7766741,37.8611586","128.058603,37.9177055","127.733254,37.9963853",,,,,,,"128.3802592,37.955534",,"127.8376836,37.7285751","127.7025543,37.8163185","127.7934726,37.7648294","128.0237589,37.8777832",,,,"127.824339,37.7573613","128.0823241,37.9749583","127.4436222,38.0999171","127.7733148,37.9020974",,,,"127.6445006,37.5148236",,,,,,,,,,"128.1121723,36.6925574","128.058603,37.9177055","128.1347865,37.4639409",,"127.7733148,37.9020974",
"127.7164845,37.9425011",,,"128.0828614,37.9752242",,,"128.338519,37.5582787",,"128.0237387,37.877987",,,,,"128.4705292,36.8849214",,,,,,,,"129.3916416,35.9279706","127.9160654,37.314552",,,,,,"127.7025458,37.8165367",,,,,"129.3573118,36.2251416",,"127.8930745,37.7525409",,,"128.112674,36.6917327",,"127.9992868,37.8181664",,,,"127.8280516,37.7577088",,,,,,"127.8280516,37.7577088",,,,"126.8067799,35.3996277",,,,,"127.9611626,37.7586349",,"127.7930621,37.7445245",,"127.776695,37.8618642","128.0586058,37.9182282","127.7333561,37.9966167",,,,,,,"128.3818118,37.9563858",,"127.8376436,37.7285175","127.7025458,37.8165367","127.792978,37.7652417","128.0237387,37.877987",,,,"127.8280516,37.7577088","128.0828614,37.9752242","127.4436689,38.0999513","127.77292,37.9029789",,,,"127.6446885,37.514818",,,,,,,,,,"128.112674,36.6917327","128.0586058,37.9182282","128.1357389,37.463833",,"127.77292,37.9029789",
"127.716423,37.9425102",,,"128.0834998,37.9754644",,,"128.3390083,37.5583996",,"128.0236861,37.878264",,,,,"128.4698868,36.885591",,,,,,,,"129.3908336,35.928809","127.9160676,37.3143312",,,,,,"127.7025267,37.8170162",,,,,"129.3574992,36.225583",,"127.8933328,37.7524562",,,"128.1128888,36.6914404",,"127.9995598,37.8183915",,,,"127.8293441,37.7578386",,,,,,"127.8293441,37.7578386",,,,"126.8067208,35.3988123",,,,,"127.9614779,37.7585877",,"127.7927621,37.7432886",,"127.776703,37.8621878","128.0586021,37.9183337","127.7334058,37.9968284",,,,,,,"128.3867434,37.9597492",,"127.8375212,37.728298","127.7025267,37.8170162","127.7923136,37.7657471","128.0236861,37.878264",,,,"127.8293441,37.7578386","128.0834998,37.9754644","127.4436997,38.0999829","127.7726344,37.9035852",,,,"127.6452746,37.5147983",,,,,,,,,,"128.1128888,36.6914404","128.0586021,37.9183337","128.1362125,37.463808",,"127.7726344,37.9035852",
"127.7162922,37.9425321",,,"128.083896,37.9756129",,,"128.339699,37.5586083",,"128.0236053,37.8785816",,,,,"128.4688799,36.8866332",,,,,,,,"129.3903823,35.9292182","127.916069,37.314168",,,,,,"127.7025071,37.8173497",,,,,"129.3576605,36.2258636",,"127.8939595,37.7522531",,,"128.1130959,36.6911572",,"127.9999995,37.8187249",,,,"127.8305435,37.7579587",,,,,,"127.8305435,37.7579587",,,,"126.8067071,35.3986165",,,,,"127.9618707,37.7585835",,"127.7924087,37.742043",,"127.7767121,37.8625023","128.0585569,37.9194271","127.7334376,37.9971762",,,,,,,"128.3892123,37.9617232",,"127.8373626,37.7278667","127.7025071,37.8173497","127.7916917,37.7661209","128.0236053,37.8785816",,,,"127.8305435,37.7579587","128.083896,37.9756129","127.4437418,38.1000586","127.7724775,37.9039019",,,,"127.6458618,37.5147832",,,,,,,,,,"128.1130959,36.6911572","128.0585569,37.9194271","128.1370976,37.4637834",,"127.7724775,37.9039019",
"127.7161637,37.9425593",,,"128.0864364,37.9764998",,,"128.3400956,37.5587326",,"128.0235118,37.8788677",,,,,"128.46852,36.8870165",,,,,,,,"129.3894381,35.9300606","127.9160663,37.3140896",,,,,,"127.7024849,37.8175426",,,,,"129.3577057,36.2259422",,"127.8946258,37.7520364",,,"128.1132122,36.6909997",,"128.0002497,37.8189248",,,,"127.8324755,37.7581543",,,,,,"127.8324755,37.7581543",,,,"126.8066838,35.3982494",,,,,"127.9620557,37.7585774",,"127.7923297,37.7415655",,"127.776734,37.86287","128.0585415,37.9199473","127.7334179,37.9974304",,,,,,,"128.3918184,37.9641027",,"127.8370558,37.727014","127.7024849,37.8175426","127.7911116,37.7664342","128.0235118,37.8788677",,,,"127.8324755,37.7581543","128.0864364,37.9764998","127.4437588,38.1001668","127.7718445,37.9053103",,,,"127.6469741,37.5147665",,,,,,,,,,"128.1132122,36.6909997","128.0585415,37.9199473","128.1379913,37.46382",,"127.7718445,37.9053103",
"127.7160124,37.9425957",,,"128.087737,37.9769665",,,"128.3403035,37.5587942",,"128.0230603,37.8799828",,,,,"128.4683318,36.8872172",,,,,,,,"129.3883954,35.9308667","127.9160939,37.3137704",,,,,,"127.7024614,37.8176553",,,,,"129.3580248,36.2263582",,"127.8947709,37.7519989",,,"128.1136082,36.6905478",,"128.0011756,37.8197564",,,,"127.8402501,37.7589848",,,,,,"127.8402501,37.7589848",,,,"126.8066719,35.398096",,,,,"127.9621612,37.758567",,"127.7920807,37.7405935",,"127.7767412,37.8629682","128.0585245,37.9205575","127.7333359,37.9977704",,,,,,,"128.3929284,37.9651424",,"127.8367915,37.7262919","127.7024614,37.8176553","127.7902446,37.7668366","128.0230603,37.8799828",,,,"127.8402501,37.7589848","128.087737,37.9769665","127.4437233,38.1003939","127.7717655,37.9054854",,,,"127.6470375,37.5147655",,,,,,,,,,"128.1136082,36.6905478","128.0585245,37.9205575","128.1384077,37.4638511",,"127.7717655,37.9054854",
