0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103
"127.3282373,37.6337578","127.0341428,37.7133971",,"127.4262741,37.6486499","128.5172804,36.0480535","128.0029935,36.1922479","127.2594421,37.3907077","127.2814951,36.558706","127.2412789,37.597264","127.8587112,36.1929818","129.4708156,35.6991193","129.2475148,35.3786637","127.1991254,36.6758051","128.5172577,36.0480158","127.3788658,36.8171233","127.1992959,36.6771343","127.2273232,36.9881389","127.1195932,37.5823309","127.1992959,36.6771343","128.8513992,35.9830412","128.7971746,35.9538326","128.7921521,35.2214031","127.0390437,37.3059162","127.2341729,35.7180062",,"127.2814131,37.8491689",,"127.4206743,36.6010162","127.0634233,37.5321368","126.9717559,37.2263125","127.1276543,37.7938788","127.9569388,37.0839328","128.7344185,37.9723377","129.2949674,35.7114773","128.7344185,37.9723377","127.0014122,37.5223748","128.8801675,35.890213","126.9155123,37.3198648","127.3122399,37.3943124",,"127.1498213,37.5665066","129.0582741,37.6155499","127.253642,35.6901988","128.7971746,35.9538326","127.0165372,37.3925663","127.3068372,37.6323681","127.3347121,37.6348775","127.368135,37.2409986","127.5280996,37.3768748","127.3347121,37.6348775","127.0165372,37.3925663","127.2838699,37.6471969","127.2801967,37.6223382","127.3900375,37.2399862","127.2738118,36.2329373","127.3347121,37.6348775","126.8742389,37.6746039","127.1681549,37.8451845","127.9787266,37.5324331","127.0429619,37.7035909","127.3732958,36.6520975","127.0165372,37.3925663","127.1515505,37.8192842","127.1700365,37.5152777","127.3188283,37.6308567","127.2801967,37.6223382","126.7803168,37.7551415","126.8541337,37.6753707","127.025599,37.6028162","127.1212873,37.7533045","127.5280996,37.3768748","128.7971746,35.9538326","127.2412789,37.597264","126.8541337,37.6753707","127.073937,37.6163909","127.0634233,37.5321368","127.0014122,37.5223748","127.2412789,37.597264","127.1195932,37.5823309","127.0579172,37.7089198","126.9014486,37.6729298","127.0165372,37.3925663","127.4262741,37.6486499","127.121888,37.7514902","127.1498213,37.5665066","127.5170215,37.2965521","127.0612877,37.3960525",,"127.0165372,37.3925663","128.439063,35.2739126","127.0618425,37.7449595",,"127.103182,37.7490835","127.3003417,35.6633822","127.1317051,37.7924196","127.4787152,37.3068589","127.168922,37.8457067","127.5280996,37.3768748","127.3122399,37.3943124","127.3188283,37.6308567","127.3203027,37.247963","127.168922,37.8457067","127.1498213,37.5665066","127.5170215,37.2965521"
"127.3285181,37.6338609","127.0348409,37.7129744",,"127.4270368,37.648891","128.5176089,36.0485664","128.0028906,36.1926847","127.2609603,37.3903944","127.2818003,36.5590293","127.24146,37.5973212","127.8583163,36.1927315","129.4707867,35.6991603","129.2475119,35.3808762","127.1990118,36.675666","128.5172622,36.0480248","127.3788452,36.8174045","127.1993499,36.676791","127.2283744,36.9876942","127.1191098,37.5827251","127.1993499,36.676791","128.8522124,35.9837659","128.7974743,35.9538492","128.7924815,35.2213229","127.0420673,37.3043334","127.2343141,35.7177505",,"127.2816246,37.8495325",,"127.4205775,36.6016229","127.0637725,37.5320263","126.9717689,37.226226","127.127594,37.7936722","127.957491,37.0844607","128.7341774,37.9724926","129.2945025,35.7116447","128.7341774,37.9724926","127.0015617,37.5225331","128.8817287,35.8909226","126.9147499,37.3196492","127.3128928,37.3929685",,"127.1498937,37.5665212","129.0574375,37.6157998","127.253642,35.6901979","128.7974743,35.9538492","127.0176122,37.3926329","127.3070446,37.6323514","127.3365585,37.6348223","127.3707295,37.2408446","127.5292257,37.3768772","127.3365585,37.6348223","127.0176122,37.3926329","127.2841989,37.6471163","127.285809,37.6272176","127.3910511,37.2399529","127.2735006,36.2320252","127.3365585,37.6348223","126.8748132,37.6746781","127.1684309,37.8452141","127.9789004,37.5332364","127.0433682,37.7028273","127.3734396,36.6517028","127.0176122,37.3926329","127.1519206,37.81959","127.1719307,37.5155425","127.3189189,37.6308649","127.285809,37.6272176",,"126.8541231,37.6754148","127.0259618,37.6033079","127.1212666,37.7533567","127.5292257,37.3768772","128.7974743,35.9538492","127.24146,37.5973212","126.8541231,37.6754148","127.0758243,37.6170665","127.0637725,37.5320263","127.0015617,37.5225331","127.24146,37.5973212","127.1191098,37.5827251","127.0581073,37.7090089","126.9024803,37.672954","127.0176122,37.3926329","127.4270368,37.648891","127.1217349,37.7521288","127.1498937,37.5665212","127.5176182,37.2961148","127.0626154,37.3962097",,"127.0176122,37.3926329","128.4374755,35.2746887","127.0618413,37.7449595",,"127.1026971,37.7497714","127.3011503,35.6621203","127.1318448,37.7931087","127.4798437,37.3067104","127.1696472,37.8459512","127.5292257,37.3768772","127.3128928,37.3929685","127.3189189,37.6308649","127.3206262,37.2480068","127.1696472,37.8459512","127.1498937,37.5665212","127.5176182,37.2961148"
"127.3290742,37.6340663","127.0349036,37.7129359",,"127.4276453,37.6490663","128.5176213,36.0485816","128.0027753,36.1932685","127.2624097,37.390043","127.2820444,36.5592794","127.2416048,37.5973702","127.8579091,36.1924496","129.4707636,35.6992076","129.2476902,35.3824576","127.1984721,36.675149","128.5172804,36.0480535","127.3788749,36.8178075","127.1993535,36.6767117","127.2285736,36.9876036","127.1184724,37.5833332","127.1993535,36.6767117","128.8529121,35.9843999","128.7979136,35.953867","128.7928198,35.2212427","127.0431372,37.3037498","127.2344054,35.717574",,"127.2818249,37.849833",,"127.4205617,36.6017247","127.064039,37.5319426","126.9717807,37.2261431","127.1275535,37.7933728","127.9577399,37.0846977","128.7332797,37.9730698","129.2944695,35.7116551","128.7332797,37.9730698","127.0017614,37.5227909","128.8836002,35.8918918","126.9145114,37.3195498","127.3137675,37.3910572",,"127.1499582,37.5665341","129.05655,37.6159999","127.2536543,35.6901682","128.7979136,35.953867","127.0185622,37.3926494","127.3074119,37.6323159","127.3385057,37.6347646","127.3724942,37.2407122","127.5301463,37.3769248","127.3385057,37.6347646","127.0185622,37.3926494","127.2843328,37.6470778","127.2865994,37.6278365","127.3930502,37.2398744","127.2733753,36.2315111","127.3385057,37.6347646","126.8749991,37.6746935","127.1686321,37.8452246","127.9792675,37.5345338","127.0436402,37.7023173","127.3746118,36.6484911","127.0185622,37.3926494","127.1521063,37.8197446","127.1744352,37.5160001","127.3190164,37.6308741","127.2865994,37.6278365",,"126.8539522,37.6761601","127.0261009,37.6035194","127.1203029,37.7557854","127.5301463,37.3769248","128.7979136,35.953867","127.2416048,37.5973702","126.8539522,37.6761601","127.0762743,37.6172331","127.064039,37.5319426","127.0017614,37.5227909","127.2416048,37.5973702","127.1184724,37.5833332","127.0582827,37.7090726","126.9038807,37.6730936","127.0185622,37.3926494","127.4276453,37.6490663","127.1212873,37.7533045","127.1499582,37.5665341","127.5181766,37.2956614","127.0632824,37.3963312",,"127.0185622,37.3926494","128.4325059,35.2771985","127.0614138,37.7450877",,"127.1025189,37.7499709","127.3017007,35.6611402","127.1318479,37.79317","127.4805309,37.3066474","127.1707699,37.8462779","127.5301463,37.3769248","127.3137675,37.3910572","127.3190164,37.6308741","127.3217477,37.2481906","127.1707699,37.8462779","127.1499582,37.5665341","127.5181766,37.2956614"
"127.3290798,37.6340681","127.0355015,37.7125732",,"127.4279366,37.6491413","128.5177928,36.0487902","128.0027409,36.1934417","127.2635505,37.3897443","127.282371,36.5595712","127.2451227,37.5985496","127.8575954,36.1922125","129.4707077,35.6993627","129.2478184,35.3833988","127.1979214,36.6746139","128.5176089,36.0485664","127.3789875,36.818216","127.1993597,36.6765783","127.2288775,36.9874646","127.1177034,37.5842195","127.1993597,36.6765783","128.8533239,35.9848081","128.7984839,35.9538906","128.793284,35.2211358","127.0439106,37.3032958","127.2345466,35.717338",,"127.2823874,37.8506417",,"127.4203372,36.6036583","127.0642839,37.5318723","126.9717926,37.2260504","127.1275278,37.7928346","127.9590018,37.0859052","128.7324557,37.9736984","129.2935695,35.7119399","128.7324557,37.9736984","127.0018623,37.5229328","128.886063,35.8932211","126.9142866,37.3194333","127.3141149,37.3903574",,"127.150242,37.5666088","129.0556492,37.6161082","127.2536999,35.6900583","128.7984839,35.9538906","127.0217297,37.3926866","127.3079493,37.6322411","127.3392992,37.6347414","127.3730039,37.2406785","127.5314803,37.3770623","127.3392992,37.6347414","127.0217297,37.3926866","127.2856091,37.6467151","127.287173,37.6281989","127.3944878,37.239809","127.273372,36.2314858","127.3392992,37.6347414","126.8751758,37.6747125","127.1688174,37.8452134","127.9796187,37.5358267","127.0436448,37.7023092","127.3749263,36.6477134","127.0217297,37.3926866","127.1526321,37.8202672","127.1755229,37.5161996","127.319856,37.6309583","127.287173,37.6281989",,"126.8538437,37.6766345","127.02623,37.6037146","127.1199525,37.7570317","127.5314803,37.3770623","128.7984839,35.9538906","127.2451227,37.5985496","126.8538437,37.6766345","127.0773746,37.6176327","127.0642839,37.5318723","127.0018623,37.5229328","127.2451227,37.5985496","127.1177034,37.5842195","127.0585159,37.70916","126.90479,37.6732532","127.0217297,37.3926866","127.4279366,37.6491413","127.1212666,37.7533567","127.150242,37.5666088","127.5189403,37.2950402","127.0634969,37.3963707",,"127.0217297,37.3926866","128.4270148,35.2799989","127.0612375,37.7451538",,"127.1024881,37.7499996","127.3022504,35.6600231","127.1318789,37.7937866","127.4811663,37.3065925","127.171317,37.8464327","127.5314803,37.3770623","127.3141149,37.3903574","127.319856,37.6309583","127.3222932,37.2482806","127.171317,37.8464327","127.150242,37.5666088","127.5189403,37.2950402"
"127.3291784,37.634098","127.0364154,37.7119225",,"127.4287118,37.6492995","128.5180747,36.0491331","128.0026084,36.1942925","127.2645884,37.389448","127.2831392,36.5601802","127.2463877,37.5989886","127.8568963,36.1915799","129.4706608,35.6995212","129.2480197,35.384411","127.1976304,36.6743274","128.5176213,36.0485816","127.3791493,36.8186831","127.1993499,36.6765043","127.2290598,36.987382","127.1171847,37.5848857","127.1993499,36.6765043","128.8535249,35.9850159","128.7989777,35.9539105","128.7935929,35.2210757","127.0464531,37.3017642","127.2349549,35.7165644",,"127.2826118,37.8508746",,"127.4201341,36.6054846","127.0643961,37.5318438","126.9718221,37.2258684","127.1275103,37.7922622","127.9592654,37.0861512","128.7317942,37.9742434","129.2926744,35.712148","128.7317942,37.9742434","127.0019991,37.5231245","128.8868437,35.8936421","126.9141621,37.3193326","127.314316,37.3899106",,"127.1507079,37.5667598","129.0547121,37.616208","127.2537912,35.6898466","128.7989777,35.9539105","127.0232018,37.3926844","127.3085559,37.6321645","127.3405823,37.6346575","127.3749997,37.2405968","127.5319005,37.3771073","127.3405823,37.6346575","127.0232018,37.3926844","127.285659,37.6467008","127.287621,37.6284656","127.3957168,37.2397533","127.2733122,36.2309908","127.3405823,37.6346575","126.8757833,37.6747536","127.1689971,37.8451914","127.9801061,37.5377014","127.0436998,37.7022166","127.3749993,36.6475332","127.0232018,37.3926844","127.1530335,37.8206883","127.180855,37.5172516","127.3201132,37.6309875","127.287621,37.6284656",,"126.8537926,37.6767821","127.0263624,37.6039162","127.1197746,37.7576368","127.5319005,37.3771073","128.7989777,35.9539105","127.2463877,37.5989886","126.8537926,37.6767821","127.0793241,37.6183355","127.0643961,37.5318438","127.0019991,37.5231245","127.2463877,37.5989886","127.1171847,37.5848857","127.0586439,37.7091947","126.905272,37.6733836","127.0232018,37.3926844","127.4287118,37.6492995","127.1203029,37.7557854","127.1507079,37.5667598","127.519581,37.2944695","127.064238,37.3965691",,"127.0232018,37.3926844","128.4255805,35.2807303","127.061126,37.7452002",,"127.1023202,37.750191","127.3026714,35.6590725","127.1318841,37.7938767","127.4821582,37.3065422","127.1727792,37.8468324","127.5319005,37.3771073","127.314316,37.3899106","127.3201132,37.6309875","127.3225896,37.2483298","127.1727792,37.8468324","127.1507079,37.5667598","127.519581,37.2944695"
"127.3298874,37.6343136","127.0372203,37.7112974",,"127.4294871,37.6494081","128.5183939,36.0494351","128.0024219,36.1955698","127.2670524,37.3886615","127.2833499,36.5603483","127.2472498,37.5993339","127.8565812,36.1912572","129.4706151,35.6996833","129.2480304,35.3844469","127.1975557,36.6742533","128.5177928,36.0487902","127.3792598,36.8190177","127.1992993,36.6762743","127.2293998,36.9872134","127.1167076,37.5855935","127.1992993,36.6762743","128.8541368,35.985641","128.8000218,35.9539533","128.7938931,35.2210265","127.0467272,37.3015886","127.2349971,35.716487",,"127.2827365,37.8509911",,"127.4201013,36.6058569","127.0646625,37.531779","126.9719098,37.2254181","127.1274524,37.7908866","127.9597995,37.0866503","128.7310887,37.9748808","129.2924288,35.7121841","128.7310887,37.9748808","127.0022971,37.5235818","128.888353,35.8944803","126.9140838,37.3192457","127.3144296,37.3896467",,"127.151151,37.5669243","129.0537118,37.6162166","127.2538312,35.6897601","128.8000218,35.9539533","127.0248998,37.3926768","127.3098189,37.6319629","127.3408249,37.6346416","127.3795278,37.2404366","127.5328968,37.3772476","127.3408249,37.6346416","127.0248998,37.3926768","127.2861571,37.6465295","127.2879356,37.6286221","127.3962884,37.2397277","127.2732995,36.230375","127.3408249,37.6346416","126.8763208,37.674751","127.1696842,37.8450419","127.9801647,37.5381833","127.0439383,37.7017957","127.375024,36.6474665","127.0248998,37.3926768","127.1533625,37.8210543","127.1830948,37.517693","127.3201868,37.6309958","127.2879356,37.6286221",,"126.8536251,37.6772616","127.0266121,37.6042083","127.1196088,37.7583221","127.5328968,37.3772476","128.8000218,35.9539533","127.2472498,37.5993339","126.8536251,37.6772616","127.0798239,37.6185158","127.0646625,37.531779","127.0022971,37.5235818","127.2472498,37.5993339","127.1167076,37.5855935","127.0593006,37.7094144","126.9053614,37.6734075","127.0248998,37.3926768","127.4294871,37.6494081","127.1199525,37.7570317","127.151151,37.5669243","127.5198596,37.2942134","127.0649662,37.3968431",,"127.0248998,37.3926768","128.4248137,35.2810842","127.0610109,37.7452638",,"127.1020931,37.7504192","127.3027037,35.6589842","127.1318037,37.7949797","127.4835089,37.3065631","127.1733831,37.8470198","127.5328968,37.3772476","127.3144296,37.3896467","127.3201868,37.6309958","127.3227102,37.2483498","127.1733831,37.8470198","127.151151,37.5669243","127.5198596,37.2942134"
"127.3304605,37.6344613","127.0383155,37.7103355",,"127.4301355,37.6494472","128.518662,36.0496492","128.0023351,36.1962671","127.2680147,37.3883524","127.2843121,36.5611497","127.2476818,37.5995448","127.8562524,36.1908552","129.4704721,35.7003861","129.2484671,35.3859606","127.1973406,36.6740174","128.5180747,36.0491331","127.3792754,36.8190646","127.1992915,36.6762527","127.2300572,36.9868867","127.1163764,37.5861341","127.1992915,36.6762527","128.8543495,35.9858829","128.8015119,35.9540165","128.7939205,35.2210226","127.0475992,37.3010583","127.2351006,35.7163069",,"127.2835549,37.851774",,"127.4199298,36.6072992","127.0649729,37.5317324","126.9719421,37.2253128","127.1273223,37.7905618","127.9608939,37.0876962","128.7307592,37.9751897","129.2916852,35.7122997","128.7307592,37.9751897","127.0027867,37.5243329","128.889466,35.8950885","126.9140493,37.3191861","127.3145946,37.3891512",,"127.1520742,37.5673326","129.0531741,37.6161832","127.2538691,35.6896772","128.8015119,35.9540165","127.0250422,37.3926729","127.3098654,37.6319557","127.3427634,37.6344576","127.3820399,37.2403201","127.5337202,37.3774196","127.3427634,37.6344576","127.0250422,37.3926729","127.2869174,37.6462704","127.2879877,37.6286484","127.397461,37.2396746","127.2733283,36.2300568","127.3427634,37.6344576","126.8770457,37.6747233","127.1700128,37.8450167","127.9801819,37.5385682","127.0439739,37.7017327","127.3756993,36.645666","127.0250422,37.3926729","127.1535784,37.8212938","127.1845553,37.5180683","127.3206479,37.6310749","127.2879877,37.6286484",,"126.8535355,37.6775207","127.0267993,37.6043433","127.1194893,37.7590383","127.5337202,37.3774196","128.8015119,35.9540165","127.2476818,37.5995448","126.8535355,37.6775207","127.0805489,37.6187662","127.0649729,37.5317324","127.0027867,37.5243329","127.2476818,37.5995448","127.1163764,37.5861341","127.059338,37.7094281","126.9070519,37.6738658","127.0250422,37.3926729","127.4301355,37.6494472","127.1197746,37.7576368","127.1520742,37.5673326","127.5200807,37.2939853","127.0661872,37.3973018",,"127.0250422,37.3926729","128.4248049,35.2810879","127.060897,37.7453436",,"127.1018386,37.7506653","127.303024,35.6581147","127.1318024,37.7950085","127.4842266,37.3065812","127.1738939,37.847178","127.5337202,37.3774196","127.3145946,37.3891512","127.3206479,37.6310749","127.3236445,37.2485684","127.1738939,37.847178","127.1520742,37.5673326","127.5200807,37.2939853"
"127.3311176,37.6345984","127.0384273,37.7102296",,"127.430462,37.6494664","128.5192248,36.0500744","128.0021187,36.1979089","127.2715009,37.3872243","127.2846444,36.561409","127.2480539,37.5997376","127.8558528,36.1902938","129.4704643,35.7004277","129.2490041,35.3876829","127.1964368,36.6727747","128.5183939,36.0494351","127.3794249,36.8195164","127.199274,36.6761516","127.2313204,36.9862018","127.1159674,37.5870251","127.199274,36.6761516","128.8548744,35.9864828","128.8027992,35.9540827","128.7942625,35.2209703","127.0493495,37.3000662","127.2351528,35.7162132",,"127.2836864,37.8518996",,"127.4198237,36.6082511","127.0651857,37.5317251","126.9720297,37.2250274","127.1271519,37.7903404","127.9612932,37.0880516","128.7303773,37.9755714","129.2915297,35.7123129","128.7303773,37.9755714","127.0030622,37.5247649","128.8902502,35.8955185","126.9140004,37.319084","127.314696,37.3888043",,"127.1521115,37.5673498","129.0526624,37.6161493","127.2542474,35.6888368","128.8027992,35.9540827","127.0261489,37.3927395","127.3110899,37.6317594","127.3430219,37.6344327","127.3871003,37.2401213","127.5348024,37.3776455","127.3430219,37.6344327","127.0261489,37.3927395","127.2881873,37.645758","127.2887991,37.6290536","127.3980947,37.2396544","127.2733984,36.2296557","127.3430219,37.6344327","126.8774712,37.6745534","127.1701777,37.8450045","127.9801834,37.5388043","127.0447578,37.7006073","127.3765865,36.6435241","127.0261489,37.3927395","127.1552343,37.82315","127.1845858,37.5180783","127.3213819,37.6312319","127.2887991,37.6290536",,"126.8530394,37.6787672","127.0268872,37.6044077","127.1193167,37.7601563","127.5348024,37.3776455","128.8027992,35.9540827","127.2480539,37.5997376","126.8530394,37.6787672","127.0814989,37.6190914","127.0651857,37.5317251","127.0030622,37.5247649","127.2480539,37.5997376","127.1159674,37.5870251","127.0595054,37.7095143","126.9074352,37.6740074","127.0261489,37.3927395","127.430462,37.6494664","127.1196088,37.7583221","127.1521115,37.5673498","127.5204789,37.293576","127.0674121,37.3978489",,"127.0261489,37.3927395","128.4235595,35.281606","127.0607488,37.7454422",,"127.1016174,37.7508565","127.30337,35.6571424","127.1317429,37.7960169","127.4851282,37.3066363","127.1746065,37.8474378","127.5348024,37.3776455","127.314696,37.3888043","127.3213819,37.6312319","127.3242338,37.2487414","127.1746065,37.8474378","127.1521115,37.5673498","127.5204789,37.293576"
"127.331794,37.6347093","127.0395576,37.7090758",,"127.4309449,37.6494676","128.5199994,36.0505664","128.0020433,36.19846","127.274745,37.3861831","127.2847548,36.5614867","127.248332,37.5999013","127.8554755,36.1897468","129.4704554,35.7004693","129.2497994,35.3900496","127.1960438,36.6722499","128.518662,36.0496492","127.3796616,36.8201999","127.1992052,36.6759964","127.2318102,36.9859018","127.1156209,37.5878938","127.1992052,36.6759964","128.8552242,35.9868908","128.803462,35.9541332","128.7946453,35.2209265","127.0499868,37.2997324","127.2352463,35.716043",,"127.2845249,37.8527916",,"127.4197741,36.6086748","127.065642,37.5316988","126.9722474,37.224529","127.1269677,37.7901659","127.961957,37.0886007","128.7296914,37.9762896","129.291271,35.7123636","128.7296914,37.9762896","127.0031553,37.5248888","128.8928692,35.896954","126.913945,37.318944","127.3147508,37.3885502",,"127.1533647,37.567916","129.0517741,37.6160412","127.2543108,35.6887125","128.803462,35.9541332","127.0272645,37.3928287","127.3114085,37.6317094","127.3436929,37.6343822","127.3900375,37.2399862","127.5350069,37.3776878","127.3436929,37.6343822","127.0272645,37.3928287","127.2887706,37.6455265","127.288824,37.6290636","127.3986979,37.2396351","127.2735187,36.2292223","127.3436929,37.6343822","126.877847,37.6744995","127.1703753,37.8450258","127.9801803,37.5388512","127.0450608,37.7002173","127.3776622,36.6409749","127.0272645,37.3928287","127.1563025,37.8243392","127.1863995,37.5186744","127.3214476,37.6312501","127.288824,37.6290636",,"126.8527023,37.6794476","127.0269369,37.6044412","127.1192553,37.760623","127.5350069,37.3776878","128.803462,35.9541332","127.248332,37.5999013","126.8527023,37.6794476","127.083499,37.6196744","127.065642,37.5316988","127.0031553,37.5248888","127.248332,37.5999013","127.1156209,37.5878938","127.0596478,37.7096032","126.9084422,37.6744307","127.0272645,37.3928287","127.4309449,37.6494676","127.1194893,37.7590383","127.1533647,37.567916","127.5207958,37.2932497","127.0680094,37.3981152",,"127.0272645,37.3928287","128.4225247,35.2819881","127.0607226,37.7454664",,"127.101436,37.7510209","127.3037201,35.6558094","127.1317403,37.7960692","127.4857601,37.306704","127.1757356,37.8478573","127.5350069,37.3776878","127.3147508,37.3885502","127.3214476,37.6312501","127.3245437,37.2488329","127.1757356,37.8478573","127.1533647,37.567916","127.5207958,37.2932497"
"127.3324239,37.6347868","127.0400284,37.7085386",,"127.4310197,37.6494676","128.5211949,36.0510719","128.0017893,36.2005022","127.2821815,37.3837913","127.2847849,36.5615084","127.248479,37.5999873","127.8553266,36.1895299","129.4704091,35.7006116","129.2499997,35.3906544","127.1954603,36.6715092","128.5192248,36.0500744","127.3797375,36.8204326","127.199203,36.675991","127.2330974,36.9851051","127.1153524,37.5887799","127.199203,36.675991","128.8557744,35.9875409","128.8043496,35.9542327","128.7950995,35.2208847","127.0505369,37.2994416","127.2355909,35.7154577",,"127.2850618,37.8534496",,"127.4194691,36.6116198","127.0658005,37.5316805","126.9723957,37.2242773","127.1266641,37.7900063","127.9622961,37.0888482","128.728859,37.9772419","129.2906746,35.7124356","128.728859,37.9772419","127.0034156,37.5252378","128.8929251,35.896984","126.9139532,37.318761","127.3148012,37.3882862",,"127.1538856,37.5681527","129.0505497,37.615841","127.2544064,35.688526","128.8043496,35.9542327","127.0278923,37.392879","127.3136965,37.631348","127.3511737,37.6341413","127.3910511,37.2399529","127.5352599,37.3777409","127.3511737,37.6341413","127.0278923,37.392879","127.2894855,37.6452439","127.2896244,37.6293742","127.3991117,37.2396301","127.2736018,36.228961","127.3511737,37.6341413","126.8786032,37.6743818","127.1705717,37.8450967","127.9801336,37.5395157","127.0454493,37.6997582","127.3778599,36.640454","127.0278923,37.392879","127.1579483,37.8262088","127.1872266,37.5189821","127.3222008,37.6314621","127.2896244,37.6293742",,"126.8525609,37.6796677","127.0272182,37.6045659","127.1191029,37.7617852","127.5352599,37.3777409","128.8043496,35.9542327","127.248479,37.5999873","126.8525609,37.6796677","127.0843091,37.619899","127.0658005,37.5316805","127.0034156,37.5252378","127.248479,37.5999873","127.1153524,37.5887799","127.0597618,37.7097082","126.9100258,37.6752147","127.0278923,37.392879","127.4310197,37.6494676","127.1193167,37.7601563","127.1538856,37.5681527","127.5209052,37.2931289","127.0688275,37.3984806",,"127.0278923,37.392879","128.4220459,35.2821477","127.060629,37.7455508",,"127.0987596,37.7530785","127.303831,35.6552073","127.1317173,37.7963656","127.486673,37.3067897","127.1760997,37.8480286","127.5352599,37.3777409","127.3148012,37.3882862","127.3222008,37.6314621","127.3252636,37.2490774","127.1760997,37.8480286","127.1538856,37.5681527","127.5209052,37.2931289"
"127.333122,37.6348383","127.0401552,37.708394",,"127.4317996,37.649469","128.5222336,36.0514687","128.001728,36.2009992","127.2824834,37.3836945","127.2848351,36.5615437","127.2491831,37.6004899","127.8547614,36.18874","129.4703916,35.7006641","129.2503202,35.3917821","127.195261,36.6712572","128.5199994,36.0505664","127.3797496,36.8205831","127.1991254,36.6758051","127.2343645,36.984248","127.1151964,37.589605","127.1991254,36.6758051","128.8573368,35.9894498","128.8052499,35.9543662","128.7955472,35.2208519","127.0510121,37.2992162","127.2361487,35.7146295",,"127.2855871,37.8541825",,"127.4193865,36.6126078","127.0659591,37.5316531","126.9724869,37.2241245","127.1265575,37.7899771","127.9626859,37.0891153","128.7278787,37.9785409","129.2895932,35.7125166","128.7278787,37.9785409","127.003739,37.525615","128.8948838,35.8981107","126.9140018,37.3186044","127.3148619,37.3879365",,"127.1561434,37.5691707","129.0492276,37.6155717","127.2547317,35.6880533","128.8052499,35.9543662","127.0287648,37.3930051","127.3144414,37.6312374","127.351397,37.6341263","127.3930502,37.2398744","127.536211,37.3779353","127.351397,37.6341263","127.0287648,37.3930051","127.2927865,37.6439689","127.2900048,37.6295074","127.3997735,37.2396225","127.2737676,36.2285827","127.351397,37.6341263","126.8799184,37.6742643","127.1707224,37.8451872","127.9800715,37.539899","127.0463286,37.6988017","127.3783373,36.6391996","127.0287648,37.3930051","127.1581856,37.8265088","127.1877383,37.5192161","127.3229369,37.6317075","127.2900048,37.6295074",,"126.8523804,37.6799497","127.0273244,37.6045996","127.1189174,37.763416","127.536211,37.3779353","128.8052499,35.9543662","127.2491831,37.6004899","126.8523804,37.6799497","127.0845129,37.619934","127.0659591,37.5316531","127.003739,37.525615","127.2491831,37.6004899","127.1151964,37.589605","127.0598709,37.7098582","126.9113776,37.6759289","127.0287648,37.3930051","127.4317996,37.649469","127.1192553,37.760623","127.1561434,37.5691707","127.5210755,37.2929414","127.0703289,37.3990963",,"127.0287648,37.3930051","128.421737,35.2822501","127.0604817,37.7456963",,"127.0983241,37.7534258","127.3039286,35.6545673","127.131692,37.7968775","127.4872327,37.3068421","127.1764865,37.84821","127.536211,37.3779353","127.3148619,37.3879365","127.3229369,37.6317075","127.3256862,37.2492213","127.1764865,37.84821","127.1561434,37.5691707","127.5210755,37.2929414"
