0,1,2,3,4
"127.1636742,36.8314871","128.4758242,35.8532661","127.1388193,37.519119","128.5912211,35.8868068","126.7327295,37.4360774"
"127.1634068,36.8313466","128.4754092,35.8532857","127.139087,37.5190017","128.5912315,35.8868383","126.7324209,37.4360772"
"127.1632166,36.8312478","128.4752187,35.853289","127.1400078,37.5185899","128.5912547,35.8869084","126.7323339,37.4360766"
"127.1632515,36.8312173","128.4740761,35.85331","127.1421602,37.5176383","128.5912812,35.8869857","126.73217,37.4360729"
"127.163605,36.8309064","128.4739798,35.8533126","127.1433813,37.5171498","128.5914314,35.8874351","126.732172,37.4359909"
"127.1636906,36.83083","128.4738846,35.853317","127.1435456,37.517089","128.5915023,35.8876761","126.732174,37.4357917"
"127.1639867,36.8305685","128.4738591,35.8533181","127.1437836,37.5170276","128.5915558,35.8878622","126.7321795,37.4357016"
"127.1646835,36.8299521","128.4735105,35.8533335","127.1438153,37.5170195","128.5915927,35.8880458","126.7321872,37.4348327"
"127.1650269,36.8296474","128.4734618,35.8533393","127.1438912,37.5170044","128.5915869,35.888191","126.7321914,37.4335384"
"127.1650708,36.8296088","128.4732914,35.8533506","127.144215,37.5169531","128.5915335,35.8884124","126.7321922,37.4333482"
"127.1651225,36.8295711","128.4730505,35.8533931","127.1446001,37.5168975","128.5914312,35.8886297","126.7321958,37.4332175"
"127.1653623,36.8293581","128.4729235,35.8534239","127.145224,37.5168075","128.5913329,35.8888163","126.7322039,37.4329787"
"127.1654129,36.8293177","128.4710894,35.8538616","127.145831,37.5167101","128.591266,35.8889449","126.7322061,37.4328778"
"127.1660961,36.8287409","128.4706135,35.8539754","127.1463689,37.5166234","128.591157,35.8891533","126.7322064,37.4328409"
"127.1661929,36.8286546","128.470247,35.8540703","127.1470866,37.5165588","128.591063,35.8893335","126.7322147,37.4326976"
"127.1662965,36.828562","128.4701367,35.8541091","127.1471693,37.5165519","128.5907867,35.8898626","126.7322184,37.4325579"
"127.166346,36.8285198","128.4700333,35.8541685","127.1475564,37.516517","128.590737,35.8899577","126.7322358,37.4322885"
"127.1663812,36.8284252","128.4700419,35.8542361","127.1478351,37.5164556","128.5906754,35.8900736","126.7322359,37.4322831"
"127.1663892,36.8283946","128.4700516,35.854309","127.1485499,37.5162829","128.5904407,35.8904869","126.7322383,37.4322723"
"127.1663849,36.8283459","128.4700648,35.8543874","127.1487742,37.5162331","128.5903618,35.8906327","126.7322599,37.4321472"
"127.166366,36.8282999","128.4702792,35.8557164","127.1489068,37.5162064","128.5902625,35.8908212","126.7323098,37.4320141"
"127.1663437,36.828271","128.4704755,35.8569157","127.1490302,37.5161789","128.5900536,35.8912666","126.7324261,37.4316958"
"127.1663136,36.8282439","128.4705477,35.8576598","127.1491027,37.5161628","128.5900288,35.8913173","126.7324652,37.4316329"
"127.1662129,36.8281778","128.470677,35.8585513","127.1492749,37.5161228","128.5898445,35.8916914","126.7326813,37.4312819"
"127.1659104,36.8281192","128.4706517,35.8588364","127.1493225,37.5161121","128.5898114,35.8917827","126.7327617,37.431158"
"127.1657234,36.8280682","128.4706791,35.8589976","127.1494449,37.51608","128.5897943,35.8918316","126.7328981,37.4309696"
"127.1655465,36.8280001","128.4707364,35.8593352","127.1503195,37.5158519","128.5899869,35.891892","126.7332248,37.4305166"
"127.1653015,36.8278759","128.470789,35.8596467","127.1505155,37.5158011","128.5904364,35.8920331","126.7335413,37.4300733"
"127.1652545,36.8278442","128.4708351,35.8600746","127.1509659,37.5155581","128.5909138,35.8921856","126.7335998,37.4299908"
"127.1650801,36.8277293","128.4708376,35.860455","127.151186,37.5154389","128.5912366,35.8922918","126.7336767,37.4298777"
"127.1649192,36.8275936","128.4708157,35.8607545","127.1512723,37.5153644","128.5912455,35.8922953","126.7337352,37.4297907"
"127.1648076,36.8274635","128.4707751,35.861056","127.1513121,37.5153248","128.5913624,35.892333","126.7338373,37.4296408"
"127.1646517,36.827225","128.4707228,35.861308","127.1514283,37.5151647","128.5914058,35.8923488","126.7339448,37.4294089"
"127.1645739,36.8270589","128.4706563,35.861579","127.1515322,37.5149496","128.5915583,35.8924034","126.7340487,37.4290851"
"127.1645351,36.8269534","128.4705213,35.8619515","127.1516681,37.5144425","128.591899,35.8925247","126.7341422,37.4286756"
"127.1644359,36.826817","128.4703291,35.8623543","127.1517411,37.5140696","128.5921441,35.8926225","126.7342327,37.4282156"
"127.1644125,36.8267926","128.4700589,35.862809","127.1517118,37.5138081","128.5923435,35.8926973","126.7344127,37.4273046"
"127.1643243,36.826685","128.4697797,35.8631674","127.1516247,37.512591","128.5923613,35.8927044","126.7344363,37.427202"
"127.1642808,36.8266507","128.4694803,35.8635007","127.1515866,37.5120077","128.5922741,35.8928125","126.7344562,37.4271426"
"127.1641756,36.8265837","128.4691659,35.8637863","127.1516116,37.5117581","128.5922372,35.8928669","126.7344496,37.4268938"
"127.1640816,36.8265554","128.4688456,35.864045","127.1517122,37.511525","128.5921732,35.892963","126.7344472,37.4268028"
"127.1639728,36.8265461","128.4684097,35.864355","127.1518373,37.5113991","128.5920845,35.8931243","126.7344507,37.4266802"
"127.1638202,36.8265709","128.4673527,35.8650586","127.151962,37.5113409","128.5920715,35.8931452","126.734457,37.4265"
"127.1637034,36.8266292","128.4672527,35.8651253","127.1521116,37.5112999","128.5920293,35.8932141","126.7344336,37.4262466"
"127.1636379,36.8267219","128.4667803,35.8654401","127.1523368,37.5112744","128.5918287,35.8935387","126.7343992,37.4261859"
"127.1636005,36.8268056","128.465154,35.8665134","127.1525935,37.5113139","128.5915681,35.8940838","126.7340652,37.4255781"
"127.1636047,36.8268813","128.4633511,35.8678217","127.152756,37.5114136","128.5914869,35.8943018","126.7336973,37.4248618"
"127.1636167,36.8269643","128.4633149,35.8678481","127.1528147,37.5114525","128.5914022,35.8945892","126.7335278,37.4245281"
"127.1636601,36.8270329","128.4626505,35.8683222","127.1528743,37.5115329","128.5912645,35.8951314","126.7334602,37.4243934"
"127.1637394,36.8271035","128.4626264,35.8683396","127.1529622,37.5115998","128.5911628,35.8953082","126.7333893,37.4242568"
"127.1638278,36.8271425","128.461816,35.8689285","127.153449,37.5122746","128.5911247,35.8956836","126.7330449,37.4235605"
"127.16396,36.8271708","128.4612681,35.8693268","127.1534975,37.512318","128.591119,35.8965635","126.7327921,37.4230776"
"127.1640654,36.8271711","128.4609475,35.8695629","127.1535561,37.5123696","128.591144,35.8969275","126.7327467,37.4229907"
"127.1642953,36.8271645","128.4604298,35.8699845","127.1537116,37.5125079","128.5911866,35.8972075","126.7326912,37.4228876"
"127.1644862,36.8271092","128.460022,35.8703385","127.1541495,37.5127499","128.5913381,35.8979085","126.7323337,37.422148"
"127.1646826,36.8270746","128.4596165,35.870696","127.154562,37.5128664","128.5914369,35.8982457","126.7321562,37.4218296"
"127.1649956,36.8270457","128.4593002,35.871015","127.1557899,37.5130656","128.5916825,35.8990233","126.7320818,37.4216957"
"127.1651797,36.8270021","128.4592783,35.8710368","127.1562501,37.51314","128.5917554,35.8993345","126.7320041,37.4215573"
"127.1656814,36.8268809","128.4592554,35.8710604","127.1566391,37.5132015","128.5917972,35.8995487","126.7318906,37.4213844"
"127.1659913,36.8268042","128.4592192,35.871095","127.1570153,37.5133252","128.5918162,35.8997262","126.7318561,37.421331"
"127.1661372,36.8267677","128.4591656,35.8711504","127.1610372,37.5139993","128.5918279,35.8999325","126.7318025,37.4212729"
"127.1666996,36.8266241","128.4588738,35.8714764","127.1612373,37.5140332","128.5918278,35.9000885","126.7316796,37.4211279"
"127.1678763,36.826274","128.4587397,35.871656","127.1634287,37.5143901","128.5917945,35.9004873","126.7319454,37.4211107"
"127.1681918,36.8261848","128.4585021,35.8719761","127.1654244,37.5147167","128.5917659,35.9006624","126.7320166,37.4211058"
"127.168944,36.8259696","128.4582662,35.8723504","127.1661379,37.5148295","128.591742,35.9007772","126.7322089,37.4210926"
"127.1692168,36.8259046","128.4581053,35.8726041","127.1688433,37.5151319","128.5916804,35.9009743","126.7339617,37.4209841"
"127.1696062,36.825847","128.4579093,35.872978","127.1700365,37.5152777","128.5916194,35.9011272","126.7343914,37.420958"
"127.169901,36.8258641","128.4576422,35.8736978","127.1719307,37.5155425","128.5914715,35.9014152","126.7350631,37.4209182"
"127.1701329,36.8259053","128.4576369,35.8737159","127.1744352,37.5160001","128.5912895,35.9017189","126.7356093,37.4208857"
"127.170368,36.8259925","128.45753,35.8740386","127.1755229,37.5161996","128.5911906,35.9018613","126.7362233,37.4208482"
"127.1705604,36.8261075","128.4573804,35.8747746","127.180855,37.5172516","128.5909333,35.9021675","126.7364122,37.4208368"
"127.1707806,36.8262875","128.4573387,35.8750805","127.1830948,37.517693","128.5906479,35.902446","126.7384771,37.4207131"
"127.1708639,36.8264518","128.4573073,35.8756947","127.1845553,37.5180683","128.590387,35.9026476","126.7414326,37.4205789"
"127.1709304,36.8266341","128.4573227,35.8762347","127.1845858,37.5180783","128.5901741,35.9028028","126.7420137,37.420552"
"127.1709448,36.8269514","128.4573897,35.8767417","127.1863995,37.5186744","128.5899016,35.9029702","126.7423371,37.4205369"
"127.1709342,36.8270659","128.4575221,35.877342","127.1872266,37.5189821","128.5896574,35.9031023","126.7432417,37.4204895"
"127.1707927,36.8278985","128.4576558,35.8777728","127.1877383,37.5192161","128.5894912,35.9031831","126.7436081,37.4204603"
"127.1707884,36.8281184","128.4578249,35.878206","127.1887499,37.5197749","128.5892366,35.9032837","126.7439826,37.420423"
"127.1708031,36.8283447","128.4579818,35.8785383","127.1894993,37.5202582","128.5889156,35.9033921","126.7443118,37.4203864"
"127.1708727,36.8285928","128.4581372,35.8788373","127.1901785,37.5207404","128.5887135,35.9034426","126.7446763,37.4203301"
"127.1710703,36.8290774","128.4581701,35.8789011","127.190783,37.5212593","128.5884572,35.9034999","126.7452991,37.4202043"
"127.1713177,36.8294243","128.458535,35.8794878","127.1912057,37.5216534","128.588255,35.9035387","126.7456174,37.4201315"
"127.1715451,36.8297368","128.4585474,35.8795084","127.191422,37.5219046","128.5880349,35.9035696","126.7458836,37.4200674"
"127.1723467,36.8308379","128.4591935,35.8803571","127.1917993,37.5223427","128.5877703,35.90359","126.7463631,37.4199209"
"127.1728318,36.8314802","128.4594609,35.8806615","127.1920819,37.5226833","128.5874679,35.9036","126.7468485,37.41975"
"127.1731998,36.8319671","128.4596135,35.8808279","127.1921528,37.5227808","128.5870647,35.9036099","126.7473295,37.4195665"
"127.1734596,36.8323113","128.4601297,35.8813765","127.1926868,37.5236628","128.5866337,35.9036165","126.7482511,37.419173"
"127.1735437,36.8325928","128.4607985,35.8820779","127.1929945,37.5242306","128.5856047,35.9036466","126.7492422,37.4187178"
"127.173683,36.832796","128.4619405,35.8832562","127.1934617,37.5251241","128.5848216,35.9036708","126.7495295,37.4185827"
"127.1740351,36.8333333","128.462535,35.8838636","127.1943703,37.5268292","128.5844593,35.903674","126.7499996,37.4183639"
"127.1742602,36.8336747","128.4625911,35.8839217","127.1948592,37.5276597","128.5840804,35.9036838","126.7522018,37.4173674"
"127.17438,36.8339743","128.4631128,35.8844585","127.1952963,37.5281593","128.5828364,35.903713","126.7530033,37.4170048"
"127.1743889,36.8339969","128.4637813,35.8851383","127.1960116,37.5292662","128.5816899,35.9037441","126.7537197,37.4166659"
"127.1744666,36.8341936","128.4644982,35.8858728","127.1963614,37.5298079","128.5809666,35.9037641","126.7557843,37.4157568"
"127.1746555,36.8348711","128.464543,35.8859184","127.196662,37.530208","128.5790434,35.9038031","126.7568265,37.4152667"
"127.1749022,36.8362032","128.4646194,35.8859998","127.1970373,37.5305992","128.5786611,35.9038056","126.7568402,37.4152605"
"127.1749929,36.8367471","128.4649379,35.8863245","127.197449,37.5309329","128.5764633,35.9038587","126.7572159,37.4150862"
"127.1751833,36.8378852","128.4650142,35.8864032","127.1978489,37.5311331","128.5751004,35.9038691","126.7574414,37.4149163"
"127.1752293,36.838136","128.4651578,35.88655","127.1982625,37.531291","128.5748123,35.9038708","126.7581225,37.4146051"
"127.1753115,36.8385878","128.4655886,35.8869901","127.1986491,37.5314082","128.574134,35.9038597","126.7585155,37.4143931"
"127.1755231,36.8397486","128.4658118,35.8872182","127.1990371,37.531466","128.5736926,35.9038312","126.7588567,37.4141789"
"127.1756612,36.8405062","128.4666812,35.8881948","127.1993866,37.5315075","128.5733853,35.9038024","126.7593696,37.4138486"
"127.1758804,36.8417093","128.4670419,35.8886057","127.1997623,37.5315409","128.5728069,35.9037246","126.7597321,37.413639"
"127.1759562,36.8420954","128.4671407,35.8887176","127.2014568,37.5314983","128.5709052,35.9033882","126.7599329,37.4135556"
"127.1760352,36.8424976","128.4684434,35.8902434","127.2025876,37.5314696","128.5702427,35.9032336","126.7600031,37.4135434"
"127.1760649,36.8426501","128.4694879,35.8914908","127.2030853,37.5315285","128.5698588,35.9031162","126.7600743,37.413542"
"127.1761055,36.8428557","128.4697946,35.8919301","127.2040759,37.5314878","128.569449,35.9029675","126.7601737,37.4135508"
"127.1761835,36.8432508","128.4699661,35.8921767","127.2049599,37.5314521","128.5692663,35.9028943","126.7604219,37.4135848"
"127.176265,36.8436017","128.4703603,35.8927929","127.2060014,37.5314042","128.5690747,35.9028176","126.7605562,37.4137199"
"127.1763268,36.8438281","128.4707426,35.8935237","127.2082745,37.531299","128.5681346,35.9023734","126.7607163,37.4138723"
"127.1763931,36.844069","128.4707505,35.8935407","127.2102318,37.5311975","128.5675487,35.9020702","126.7607958,37.4139495"
"127.1765807,36.844531","128.4708074,35.8936584","127.2110254,37.5311598","128.567303,35.9019282","126.7610421,37.4141817"
"127.1769086,36.8452468","128.4711371,35.8943427","127.2119242,37.5311079","128.5666291,35.9014996","126.7620344,37.4150866"
"127.1779307,36.8470462","128.4715952,35.8953866","127.2125616,37.5310743","128.5663151,35.9013023","126.7623837,37.4154214"
"127.1788271,36.8486009","128.471801,35.8959043","127.2131118,37.5310161","128.5658497,35.9009773","126.7636801,37.4166661"
"127.1795321,36.8498","128.472176,35.8968479","127.2135954,37.5309551","128.5656797,35.9008589","126.7667924,37.4197961"
"127.1797114,36.8501087","128.4724547,35.8975335","127.2140734,37.5308589","128.5649203,35.9002544","126.7670183,37.4200309"
"127.1801622,36.8509501","128.4728328,35.8984609","127.2145208,37.5307491","128.5645315,35.8999288","126.7681028,37.4211229"
"127.1817066,36.8536965","128.4731675,35.8991893","127.2148495,37.5306363","128.563609,35.89914","126.7685393,37.4215564"
"127.1830075,36.8559491","128.4733897,35.8995941","127.2151793,37.5305173","128.5628964,35.8985513","126.7688069,37.4218222"
"127.183364,36.8565676","128.4734758,35.8997494","127.215661,37.5303291","128.562149,35.897934","126.7698974,37.4228799"
"127.1847939,36.8591099","128.4737166,35.9001442","127.21611,37.5301193","128.561373,35.8974035","126.7705811,37.4235764"
"127.1848329,36.8591785","128.4739242,35.9004454","127.2162336,37.5300619","128.560907,35.897111","126.7709089,37.4239245"
"127.1852158,36.8599115","128.4742668,35.9009123","127.2167846,37.5298099","128.5602716,35.8967416","126.77125,37.4242944"
"127.1854602,36.8605008","128.4746289,35.9013421","127.2172577,37.5295082","128.5593059,35.8962768","126.7713975,37.4244665"
"127.1857571,36.8614157","128.4749445,35.9016903","127.2175267,37.5293133","128.5591888,35.8962219","126.7714411,37.4245209"
"127.1860002,36.8626026","128.4753284,35.9020884","127.2178922,37.5290185","128.5586609,35.8960183","126.7715047,37.4246006"
"127.1862192,36.8639193","128.4756673,35.9024372","127.2182114,37.5287164","128.5575602,35.895653","126.771633,37.4247781"
"127.1865571,36.8660495","128.4762922,35.9029713","127.2184999,37.5284413","128.5574968,35.8956382","126.7716653,37.4248296"
"127.1869383,36.868315","128.4765305,35.9031578","127.2188125,37.5280833","128.5549536,35.8950277","126.7723018,37.4258566"
"127.1870718,36.8691347","128.4771187,35.9035903","127.2192367,37.5275327","128.5533978,35.8945996","126.7723563,37.4259507"
"127.1872284,36.8700907","128.4776071,35.9039235","127.2194999,37.5270583","128.5527504,35.894406","126.7724291,37.4260124"
"127.1872667,36.870327","128.4785021,35.9044355","127.2196778,37.5267027","128.5522835,35.8942108","126.7726155,37.4262533"
"127.1872842,36.8704316","128.478908,35.9046404","127.219801,37.5264407","128.5522791,35.8942091","126.7727762,37.4264715"
"127.1873575,36.8708987","128.4797238,35.9050169","127.2199594,37.525838","128.5513127,35.8937722","126.7733838,37.427565"
"127.1874538,36.8715057","128.4801315,35.9051858","127.2200311,37.5254272","128.5513049,35.8937686","126.7734127,37.4276202"
"127.1875128,36.8718736","128.4803587,35.9052795","127.2201202,37.5249271","128.5511869,35.8937327","126.7734238,37.427641"
"127.1876901,36.8729919","128.4809219,35.9054805","127.2201551,37.5246559","128.5508367,35.8936411","126.7736468,37.4280687"
"127.1879696,36.8746026","128.481556,35.90568","127.2201691,37.5245487","128.5505179,35.8935772","126.7737312,37.4282296"
"127.1882814,36.8765831","128.4822855,35.9058778","127.220261,37.5232852","128.5499528,35.8934938","126.7737589,37.4282848"
"127.1886462,36.8787493","128.4830066,35.9060323","127.2202891,37.5227147","128.549574,35.8934186","126.7738525,37.4284233"
"127.1887053,36.8791155","128.4837152,35.9061609","127.220318,37.5222614","128.5491794,35.8933238","126.7739365,37.4285004"
"127.188876,36.880185","128.4847412,35.9063283","127.2202483,37.5187892","128.548552,35.8931373","126.7740128,37.4285586"
"127.1888837,36.8802355","128.4865125,35.9066311","127.2203361,37.5183261","128.5467718,35.8924883","126.7741556,37.4286388"
"127.189177,36.882069","128.4868079,35.9066791","127.2204567,37.5178495","128.545653,35.8920825","126.7742919,37.4286838"
"127.1893575,36.884049","128.4877862,35.9068406","127.2207725,37.5172139","128.5452689,35.8919434","126.77454,37.4287412"
"127.1893872,36.8855807","128.4880475,35.9068222","127.220801,37.5171554","128.5446484,35.8916909","126.7763729,37.428784"
"127.1893862,36.8863929","128.4882681,35.9068294","127.2208659,37.5170384","128.5432003,35.8911022","126.7785499,37.4288829"
"127.1893486,36.8890124","128.4886124,35.9068022","127.2210925,37.5166576","128.5425694,35.8908101","126.7789994,37.4289163"
"127.189298,36.8953973","128.4889186,35.9067402","127.2217202,37.5158533","128.542556,35.890803","126.7792115,37.4289581"
"127.1892978,36.8954667","128.489263,35.9066337","127.2228035,37.5145065","128.5418163,35.8904092","126.7794965,37.4290572"
"127.1892888,36.8965638","128.4896445,35.9064737","127.223299,37.5139254","128.5418118,35.8904065","126.7797125,37.4291658"
"127.1892886,36.8966278","128.4898692,35.9063627","127.2238868,37.5131858","128.5413441,35.890141","126.7798745,37.4292488"
"127.1892879,36.8968027","128.4903507,35.9061406","127.2244995,37.5124175","128.5406132,35.8896551","126.7800284,37.4293471"
"127.1892834,36.8973435","128.490823,35.9059861","127.2245234,37.5123869","128.5399339,35.8891425","126.780411,37.4295189"
"127.1892264,36.9028251","128.4911228,35.9059404","127.2248936,37.5117064","128.5398891,35.8891033","126.7807998,37.4297583"
"127.1891394,36.9112733","128.4913712,35.9059545","127.2253937,37.510808","128.5393825,35.8886605","126.7812489,37.4299494"
"127.189137,36.9115771","128.49145,35.9059611","127.2255759,37.5104695","128.5390204,35.8883363","126.7816997,37.430091"
"127.1891357,36.9116249","128.491591,35.9059888","127.2258014,37.5100824","128.5386779,35.887985","126.7822618,37.4301746"
"127.1891317,36.9120467","128.4918068,35.9060528","127.2272303,37.5076322","128.5383124,35.8875689","126.7827237,37.4302108"
"127.1891218,36.913105","128.491994,35.9061351","127.229182,37.5048344","128.5380817,35.8872923","126.783167,37.4301882"
"127.1890894,36.9166666","128.4922243,35.9062964","127.2295333,37.5043629","128.5379023,35.8870459","126.7846873,37.4299378"
"127.1890872,36.9172074","128.4924051,35.9064824","127.2300721,37.5036646","128.5378493,35.8869725","126.7849692,37.4298909"
"127.1890783,36.9177519","128.4925134,35.9066402","127.2315149,37.5017029","128.5374071,35.8863632","126.7859484,37.42973"
"127.1890433,36.9197224","128.4925588,35.9067264","127.2323496,37.5005168","128.536488,35.8848728","126.7865375,37.4297047"
"127.1890431,36.9197747","128.4925873,35.9067875","127.2327248,37.4999994","128.5364744,35.8848494","126.7887372,37.4293331"
"127.1890421,36.9200307","128.4926314,35.9069458","127.2337991,37.4985416","128.5363239,35.8846055","126.7908122,37.4289832"
"127.1890397,36.9214414","128.4926449,35.9071422","127.233998,37.4982708","128.5347782,35.8821152","126.791695,37.428856"
"127.189082,36.9237502","128.4926357,35.9072901","127.2354497,37.496291","128.5342746,35.8813045","126.7920289,37.4288076"
"127.1890866,36.9239999","128.492585,35.9074916","127.2359966,37.4955035","128.5342385,35.8812489","126.7924624,37.4287417"
"127.1891496,36.9264583","128.4925646,35.9075423","127.2367412,37.4944804","128.5337647,35.8805137","126.7931743,37.4286414"
"127.1891588,36.926681","128.4925388,35.9076056","127.2372185,37.4938703","128.5334573,35.8800421","126.79368,37.428593"
"127.1892374,36.9286247","128.4924232,35.9077616","127.2373276,37.4937101","128.5334233,35.8799892","126.7938542,37.4285742"
"127.1892367,36.9298912","128.4923753,35.9078269","127.2377665,37.4930711","128.5333001,35.879801","126.794362,37.4285412"
"127.1892848,36.9313193","128.4922584,35.9079649","127.2380485,37.4926481","128.5331784,35.8796415","126.7950992,37.4285158"
"127.1893182,36.9327779","128.4918566,35.9084407","127.2383547,37.4921197","128.5330739,35.8795243","126.795662,37.4285165"
"127.1893569,36.9340211","128.491324,35.9090978","127.2386338,37.4915596","128.5330245,35.8794743","126.7965491,37.4285326"
"127.1894154,36.9359296","128.4908959,35.9096062","127.2388469,37.4910959","128.5326617,35.8791745","126.7980148,37.4286774"
"127.1894729,36.9378156","128.4906771,35.9099236","127.238888,37.4910068","128.532443,35.8790528","126.7982068,37.4286984"
"127.189495,36.9381744","128.490464,35.910258","127.2391118,37.4904006","128.532161,35.8789182","126.798699,37.4287581"
"127.1895348,36.9397331","128.4895609,35.9120424","127.2392651,37.4899133","128.5309275,35.8784519","126.7995996,37.4289076"
"127.1895444,36.940128","128.4893038,35.9123114","127.2397163,37.4883162","128.5305575,35.8782793","126.7998861,37.4289661"
"127.1895614,36.9406428","128.4890117,35.9128827","127.2401528,37.4867262","128.5303418,35.8781396","126.8005867,37.4291082"
"127.189581,36.9419012","128.4878993,35.9150493","127.240233,37.4864326","128.5301124,35.8779576","126.8013498,37.4293245"
"127.1895989,36.942462","128.4870871,35.9166662","127.2402623,37.4861415","128.5300372,35.8778825","126.8017409,37.4294458"
"127.1896268,36.9433455","128.4860998,35.9186496","127.2407717,37.4843832","128.5299373,35.8777833","126.8020476,37.4295314"
"127.1896273,36.9435023","128.4858705,35.9191086","127.2409491,37.4837922","128.5297739,35.8775665","126.8023416,37.4296287"
"127.1896314,36.9441505","128.4855617,35.9196746","127.2413386,37.4826871","128.5296749,35.8773663","126.8027923,37.4297873"
