0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
"127.5373624,37.6872408","128.1119492,36.6933582",,,"127.9234777,35.6457765",,"128.6676508,36.4987449","128.6985418,36.5415832",,,,,,,"128.0029242,37.3896332",,,
"127.5376415,37.6875003","128.1117669,36.6938053",,,"127.9237084,35.6461679",,"128.667963,36.4998281","128.6985664,36.5417335",,,,,,,"128.0030364,37.3895327",,,
"127.5396048,37.6896485","128.1116264,36.6941495",,,"127.923947,35.6465972",,"128.6680124,36.4999998","128.6986212,36.5419529",,,,,,,"128.0031499,37.389433",,,
"127.540649,37.6909713","128.1115978,36.69422",,,"127.924127,35.6469996",,"128.6683492,36.5012324","128.6988279,36.5423917",,,,,,,"128.0036997,37.3890413",,,
"127.5413869,37.6920076","128.1114128,36.6948862",,,"127.9242626,35.6473607",,"128.6687619,36.5026915","128.6992011,36.5429008",,,,,,,"128.0038242,37.3889083",,,
"127.5416252,37.6923563","128.1111905,36.6959349",,,"127.9244173,35.6477929",,"128.6688404,36.5029341","128.6997371,36.5433876",,,,,,,"128.0040866,37.388616",,,
"127.5418966,37.692815","128.1111512,36.6963425",,,"127.9245493,35.6483136",,"128.6689247,36.5031992","128.7022186,36.5453531",,,,,,,"128.004091,37.3886115",,,
"127.5423054,37.6935476","128.1111362,36.6972811",,,"127.9247704,35.6493903",,"128.6690115,36.5034742","128.7024605,36.5455381",,,,,,,"128.0042124,37.3885082",,,
"127.5424734,37.6938477","128.1111516,36.6978047",,,"127.9255141,35.6533918",,"128.6690875,36.5036997","128.7026713,36.5457289",,,,,,,"128.0042911,37.3884583",,,
"127.5426403,37.6942028","128.1112745,36.6993357",,,"127.9255696,35.6536603",,"128.6692998,36.5040826","128.7027142,36.5457564",,,,,,,"128.0043452,37.3884382",,,
"127.543148,37.6952806","128.1112907,36.6995412",,,"127.9261974,35.6570446",,"128.6694741,36.5043828","128.7027368,36.5457724",,,,,,,"128.0044185,37.3884262",,,
"127.54339,37.6959069","128.1114042,36.7008639",,,"127.9265443,35.6589116",,"128.6696243,36.5045716","128.7027865,36.545808",,,,,,,"128.0045439,37.3884239",,,
"127.5436229,37.6965107","128.1115384,36.7024111",,,"127.9269745,35.6612697",,"128.6697996,36.5047916","128.7024051,36.5463608",,,,,,,"128.0047462,37.3884293",,,
"127.5437796,37.6969163","128.1116094,36.703451",,,"127.9270609,35.6617409",,"128.670237,36.5052164","128.7023116,36.5465249",,,,,,,"128.0048026,37.3884273",,,
"127.5442117,37.6985908","128.1115916,36.7043174",,,"127.9274308,35.6637584",,"128.671024,36.5057992","128.7022583,36.5466183",,,,,,,"128.004867,37.3884252",,,
"127.544306,37.6988918","128.1115335,36.7051831",,,"127.9279645,35.6666661",,"128.6712109,36.5059001","128.7020364,36.5470082",,,,,,,"128.0049335,37.3884096",,,
"127.5446608,37.7003608","128.1114777,36.7059055",,,"127.9280132,35.6669039",,"128.6713494,36.5059745","128.702006,36.5470617",,,,,,,"128.0050044,37.3883687",,,
"127.544853,37.7010909","128.1113441,36.7067148",,,"127.9280712,35.6672112",,"128.6717674,36.5061506","128.7018841,36.5472729",,,,,,,"128.0052495,37.388191",,,
"127.5448814,37.7011846","128.1112533,36.70712",,,"127.9283904,35.6688438",,"128.6717753,36.5061542","128.7016285,36.547719",,,,,,,"128.0054116,37.3881083",,,
"127.5450723,37.7018136","128.1108489,36.7086456",,,"127.9285256,35.669534",,"128.6720619,36.5062749","128.7015414,36.5478704",,,,,,,"128.0056247,37.3880416",,,
"127.5452724,37.7024842","128.1108237,36.7087097",,,"127.928537,35.6695934",,"128.6720899,36.5062836","128.701437,36.54805",,,,,,,"128.005671,37.3880342",,,
"127.5454361,37.7029852","128.1104275,36.7097223",,,"127.9287318,35.6704863",,"128.6727371,36.5064747","128.7012977,36.5482939",,,,,,,"128.006076,37.3879657",,,
"127.5456531,37.7035629","128.1102299,36.7102263",,,"127.9289637,35.6712924",,"128.6734066,36.5065898","128.7012727,36.5483383",,,,,,,"128.0061901,37.3879553",,,
"127.5458497,37.7040829","128.1099247,36.7108499",,,"127.9294422,35.6725386",,"128.6734615,36.5065991","128.7012117,36.5484417",,,,,,,"128.0063957,37.3879563",,,
"127.5461722,37.7047173","128.1092247,36.7120912",,,"127.9298308,35.6733027",,"128.6743115,36.5066908","128.6990503,36.5521567",,,,,,,"128.0064837,37.3879487",,,
"127.5466992,37.705641","128.1087368,36.7128365",,,"127.930161,35.6738767",,"128.6756874,36.5068495","128.6989579,36.5523262",,,,,,,"128.006565,37.3879321",,,
"127.5469013,37.705941","128.108308,36.713413",,,"127.9306468,35.6746269",,"128.6765244,36.5069665","128.6988904,36.5525126",,,,,,,"128.0066484,37.3879047",,,
"127.5471705,37.7063411","128.1076227,36.7142639",,,"127.9313098,35.6754523",,"128.6771621,36.5071162","128.6988766,36.5525605",,,,,,,"128.0068387,37.3878228",,,
"127.5474385,37.7067502","128.1067467,36.715205",,,"127.9316935,35.6759017",,"128.6773799,36.5071979","128.6988754,36.5526984",,,,,,,"128.0070032,37.3877581",,,
"127.5474668,37.7067926","128.1061032,36.7158221",,,"127.9319246,35.6761443",,"128.6777618,36.507341","128.6989039,36.5528081",,,,,,,"128.0072885,37.3876838",,,
"127.5476996,37.7071098","128.1058576,36.7160587",,,"127.9326335,35.6768487",,"128.6778945,36.5074028","128.6989422,36.5529006",,,,,,,"128.0076928,37.3876704",,,
"127.5481016,37.707654","128.1058309,36.716084",,,"127.9330922,35.6772789",,"128.6780238,36.5074647","128.6990045,36.5530243",,,,,,,"128.0078126,37.3876672",,,
"127.548608,37.708264","128.1056241,36.7162708",,,"127.9331699,35.6773517",,"128.6781284,36.5075132","128.6990285,36.5530629",,,,,,,"128.0078735,37.3876534",,,
"127.5489985,37.7086911","128.1051592,36.7166635",,,"127.9335407,35.6776668",,"128.6786366,36.5078165","128.6994335,36.5537448",,,,,,,"128.0079016,37.387637",,,
"127.5497171,37.7093974","128.104183,36.7174158",,,"127.9349217,35.6788412",,"128.6790995,36.50815","128.6995506,36.553951",,,,,,,"128.0079724,37.387579",,,
"127.5505265,37.7101208","128.1035905,36.7178263",,,"127.9350139,35.6789193",,"128.679449,36.5084413","128.6996352,36.5540754",,,,,,,"128.0081422,37.3873025",,,
"127.5512247,37.7107298","128.102853,36.7183096",,,"127.9353802,35.679229",,"128.6797497,36.5087583","128.6997629,36.5542364",,,,,,,,,,
"127.5521192,37.7114325","128.1014687,36.7191252",,,"127.9356456,35.6794507",,"128.6799992,36.5090831","128.6999676,36.5544678",,,,,,,,,,
"127.5530568,37.7120549","128.1009815,36.7194125",,,"127.9373342,35.6808935",,"128.6802495,36.5094583","128.7000506,36.5545607",,,,,,,,,,
"127.5539036,37.712589","128.0998428,36.7201412",,,"127.9383221,35.6816753",,"128.6804623,36.5098664","128.7005811,36.5549087",,,,,,,,,,
"127.5551986,37.7132842","128.098553,36.7210303",,,"127.9403118,35.6833829",,"128.6805191,36.5100064","128.7006917,36.5549815",,,,,,,,,,
"127.5560238,37.7137021","128.0981421,36.7213316",,,"127.9404972,35.6835454",,"128.6805353,36.5100468","128.7015353,36.5554121",,,,,,,,,,
"127.5567343,37.7139992","128.0973051,36.7219885",,,"127.9408093,35.683822",,"128.6805589,36.5101277","128.7021373,36.5557575",,,,,,,,,,
"127.5575662,37.7143512","128.0958844,36.7231982",,,"127.9413035,35.6842593",,"128.6806744,36.5105241","128.7021633,36.5557789",,,,,,,,,,
"127.5582301,37.7145933","128.0958155,36.7232634",,,"127.9419371,35.6849341",,"128.6807373,36.5109166","128.7026124,36.5561332",,,,,,,,,,
"127.5591449,37.7149245","128.0956754,36.7233958",,,"127.9422679,35.68539",,"128.6807754,36.511147","128.703239,36.5567678",,,,,,,,,,
"127.5604353,37.7153511","128.0951085,36.7239332",,,"127.9425692,35.6859164",,"128.6808289,36.5117297","128.7033616,36.5568909",,,,,,,,,,
"127.5632511,37.7163078","128.0941539,36.7248953",,,"127.9428207,35.6864248",,"128.6808499,36.5119332","128.7038622,36.5573916",,,,,,,,,,
"127.5697705,37.7185664","128.0932623,36.7258814",,,"127.9430428,35.6870308",,"128.6808991,36.5127494","128.703935,36.5574783",,,,,,,,,,
"127.5710213,37.7189821","128.0932423,36.7259032",,,"127.9431009,35.6873435",,"128.6809623,36.5136746","128.7039877,36.5575598",,,,,,,,,,
"127.5712494,37.7190577","128.0930413,36.7261205",,,"127.9431784,35.6877616",,"128.6810291,36.5143194","128.7040497,36.5576665",,,,,,,,,,
"127.5715377,37.7191594","128.0909371,36.7286164",,,"127.9432377,35.6883032",,"128.68105,36.5145166","128.7041365,36.5578594",,,,,,,,,,
"127.5725457,37.7195157","128.0899903,36.7297226",,,"127.9432833,35.6889423",,"128.6810868,36.5150328","128.7041495,36.5579079",,,,,,,,,,
"127.5728102,37.7196092","128.0855333,36.7349263",,,"127.9431852,35.6901851",,"128.6810873,36.515433","128.7041681,36.5580953",,,,,,,,,,
"127.5735287,37.7198639","128.0838726,36.7367365",,,"127.9430569,35.6913794",,"128.6810832,36.5155277","128.7041759,36.55817",,,,,,,,,,
"127.5744333,37.7201616","128.0832445,36.737358",,,"127.9429837,35.6921208",,"128.6810744,36.5157577","128.7041699,36.5582881",,,,,,,,,,
"127.5830239,37.7231078","128.0814489,36.738975",,,"127.942942,35.6925744",,"128.6810243,36.5161332","128.7041341,36.5584958",,,,,,,,,,
"127.5835052,37.7232724","128.0806418,36.7396352",,,"127.9429167,35.69301",,"128.6809118,36.5165246","128.7040994,36.5586413",,,,,,,,,,
"127.5837243,37.723347","128.0802009,36.7399817",,,"127.9429174,35.6933373",,"128.680882,36.5166169","128.7040621,36.558758",,,,,,,,,,
"127.5843941,37.7235755","128.0796841,36.7403665",,,"127.9428998,35.6939415",,"128.6807966,36.5168764","128.7040603,36.5588572",,,,,,,,,,
"127.5845995,37.7236466","128.0792552,36.7406841",,,"127.9429884,35.6947742",,"128.6807165,36.5171197","128.7040557,36.5591358",,,,,,,,,,
"127.5850695,37.7238103","128.0791594,36.7407557",,,"127.9430568,35.6951581",,"128.6806772,36.5172535","128.703982,36.5594241",,,,,,,,,,
"127.5859107,37.7241017","128.0786089,36.7411334",,,"127.9430911,35.6953518",,"128.6805739,36.5176575","128.7037873,36.5601995",,,,,,,,,,
"127.5877134,37.7247187","128.0785198,36.7411943",,,"127.9434491,35.6963405",,"128.6805739,36.5176584","128.7037495,36.5603576",,,,,,,,,,
"127.590589,37.7257341","128.077655,36.741788",,,"127.9436517,35.6967879",,"128.6805367,36.5180743","128.7035868,36.5611075",,,,,,,,,,
"127.5909897,37.7258708","128.0773485,36.7419815",,,"127.9441952,35.6977335",,"128.6805493,36.5184664","128.7035232,36.5613254",,,,,,,,,,
"127.5917276,37.7261163","128.0759992,36.7427913",,,"127.9444793,35.6981409",,"128.6806115,36.5188831","128.7034839,36.5614583",,,,,,,,,,
"127.5925166,37.7263779","128.0745531,36.7435456",,,"127.9450078,35.6987583",,"128.6806768,36.5190628","128.7034616,36.5615333",,,,,,,,,,
"127.5942865,37.726966","128.0735986,36.7439766",,,"127.9454112,35.6991599",,"128.6807875,36.5193664","128.7033366,36.5620493",,,,,,,,,,
"127.5952231,37.7272906","128.0726318,36.7444103",,,"127.9461675,35.6997918",,"128.6808475,36.5194902","128.7031998,36.5623076",,,,,,,,,,
"127.5956159,37.7274264","128.0711654,36.7449934",,,"127.9466158,35.7001003",,"128.6809466,36.5196974","128.7031776,36.562389",,,,,,,,,,
"127.5962154,37.7276278","128.0693822,36.7456069",,,"127.9469587,35.7003371",,"128.6810998,36.5199249","128.7030903,36.5626675",,,,,,,,,,
"127.5976697,37.7281449","128.0682119,36.7459496",,,"127.947716,35.7007706",,"128.6813366,36.5202245","128.7030072,36.5628558",,,,,,,,,,
"127.5990524,37.7285457","128.0676866,36.7461081",,,"127.9479589,35.7009077",,"128.6816622,36.5205575","128.7026573,36.5633524",,,,,,,,,,
"127.6003534,37.7288637","128.0666993,36.746358",,,"127.9494136,35.7017011",,"128.6821242,36.5208991","128.702477,36.5635472",,,,,,,,,,
"127.6015521,37.7290844","128.0645616,36.7467666",,,"127.9498981,35.7019581",,"128.6824241,36.5210827","128.7022768,36.5637475",,,,,,,,,,
"127.6022706,37.7292019","128.0630622,36.7469909",,,"127.9503194,35.7021819",,"128.6826177,36.5211836","128.7021905,36.5638079",,,,,,,,,,
"127.6026996,37.729261","128.0612994,36.7471913",,,"127.9509413,35.7025105",,"128.6828069,36.5212818","128.7019626,36.5639526",,,,,,,,,,
"127.6028767,37.7292825","128.0606937,36.7472392",,,"127.951142,35.7026125",,"128.6836496,36.5216908","128.7014375,36.56425",,,,,,,,,,
"127.6038164,37.7293808","128.0599369,36.7472996",,,"127.9518792,35.7029857",,"128.6837475,36.5217385","128.7013191,36.5643278",,,,,,,,,,
"127.6048198,37.7294736","128.0596783,36.7473179",,,"127.9525498,35.7033195",,"128.6840885,36.5219046","128.7010193,36.5645219",,,,,,,,,,
"127.6053623,37.7295128","128.0589786,36.747369",,,"127.9534886,35.7037632",,"128.6846241,36.5221661","128.7008699,36.5646181",,,,,,,,,,
"127.6078524,37.7297116","128.0588811,36.7473748",,,"127.9553335,35.7045388",,"128.6856684,36.522684","128.7005246,36.5648325",,,,,,,,,,
"127.6078989,37.729716","128.058749,36.7473827",,,"127.9579873,35.7056414",,"128.6858496,36.5227741","128.7002114,36.5650331",,,,,,,,,,
"127.6081497,37.7297374","128.0573997,36.7474494",,,"127.9600968,35.7064727",,"128.6863989,36.5230535","128.700066,36.5651643",,,,,,,,,,
"127.6095866,37.7298578","128.0561889,36.7474713",,,"127.960304,35.706554",,"128.6866229,36.5231631","128.7000373,36.5651917",,,,,,,,,,
"127.6106615,37.7299992","128.0558742,36.7474746",,,"127.960623,35.7066673",,"128.6877189,36.5236994","128.6999239,36.5652992",,,,,,,,,,
"127.6111746,37.7300825","128.0544995,36.7474494",,,"127.9614782,35.7069715",,"128.6881139,36.5238919","128.6998691,36.5653664",,,,,,,,,,
"127.6128739,37.7303666","128.054132,36.7474385",,,"127.9615081,35.7069822",,"128.6897997,36.5247225","128.6997758,36.5654792",,,,,,,,,,
"127.6143747,37.730741","128.0524435,36.7473896",,,"127.9618857,35.7070988",,"128.6900743,36.5248577","128.6997242,36.565541",,,,,,,,,,
"127.615409,37.7310095","128.051899,36.747375",,,"127.9628381,35.7073945",,"128.6902499,36.5249416","128.6995122,36.5658496",,,,,,,,,,
"127.6160868,37.7312333","128.0509365,36.7473326",,,"127.9641082,35.7077575",,"128.6908475,36.5252403","128.6992978,36.5662205",,,,,,,,,,
"127.6172314,37.7316396","128.047287,36.7471916",,,"127.9641879,35.7077797",,"128.6909229,36.5252783","128.6990798,36.5665787",,,,,,,,,,
"127.6172371,37.7316414","128.0471369,36.7471833",,,"127.9654931,35.7080993",,"128.6912314,36.5254339","128.6990242,36.5666658",,,,,,,,,,
"127.6177935,37.7318571","128.0413125,36.7469494",,,"127.9693557,35.7090472",,"128.6913541,36.5254958","128.6987224,36.5671674",,,,,,,,,,
"127.6186123,37.7321745","128.0385998,36.7468409",,,"127.9711499,35.7094369",,"128.6922566,36.5259393","128.6984489,36.5676226",,,,,,,,,,
"127.6195275,37.7325404","128.0366747,36.7467604",,,"127.9739589,35.709993",,"128.6927113,36.5261601","128.6982659,36.5679274",,,,,,,,,,
"127.6196059,37.7325719","128.0356114,36.7467165",,,"127.9741892,35.710039",,"128.6930016,36.5263014","128.698036,36.5683092",,,,,,,,,,
"127.6208619,37.7330897","128.0334231,36.746629",,,"127.9746727,35.7101119",,"128.6940246,36.5267996","128.697902,36.5685314",,,,,,,,,,
"127.621549,37.7333666","128.0329547,36.7466103",,,"127.9759217,35.7102621",,"128.6947572,36.5271565","128.6978541,36.5686148",,,,,,,,,,
"127.6224098,37.7336911","128.0232188,36.7462181",,,"127.9765035,35.710322",,"128.6949991,36.5272748","128.6978334,36.568652",,,,,,,,,,
"127.6227618,37.7338242","128.0219639,36.7461732",,,"127.9765467,35.7103263",,"128.6951745,36.5273497","128.6977757,36.5687508",,,,,,,,,,
"127.6241621,37.7343833","128.0208569,36.7461329",,,"127.9765987,35.7103297",,"128.6952747,36.5273992","128.697766,36.5687743",,,,,,,,,,
"127.624999,37.7347159","128.0187617,36.7460583",,,"127.9773208,35.7103737",,"128.6955864,36.5275493","128.6975369,36.5692075",,,,,,,,,,
"127.6256884,37.7349919","128.0172872,36.7459998",,,"127.9785348,35.7103933",,"128.6964619,36.5279741","128.6974492,36.5693914",,,,,,,,,,
"127.6269115,37.7354827","128.0168076,36.7459784",,,"127.9796773,35.7103049",,"128.6969399,36.5283272","128.697362,36.5696744",,,,,,,,,,
"127.6272239,37.7356158","128.0155931,36.745944",,,"127.9807025,35.7101827",,"128.6971516,36.5285117","128.6973304,36.5700894",,,,,,,,,,
"127.6282994,37.736041","128.0149119,36.7459244",,,"127.9821889,35.7099125",,"128.6972636,36.5286079","128.6973286,36.5701192",,,,,,,,,,
"127.6305867,37.7369416","128.0143374,36.7459485",,,"127.9834821,35.7095251",,"128.6973501,36.5287107","128.6973164,36.5702717",,,,,,,,,,
"127.6320745,37.7375249","128.0138995,36.7459667",,,"127.9846283,35.7091183",,"128.6975742,36.5289744","128.6973247,36.5707331",,,,,,,,,,
"127.6327934,37.7378017","128.0132491,36.7460164",,,"127.9850252,35.7089463",,"128.6976738,36.5291293","128.6973493,36.5710998",,,,,,,,,,
"127.6334056,37.738038","128.0126704,36.7460946",,,"127.9856702,35.708666",,"128.6977997,36.5293246","128.6973621,36.5713493",,,,,,,,,,
"127.634355,37.7383714","128.0125115,36.746116",,,"127.9870143,35.708088",,"128.6980494,36.5297998","128.6974618,36.5715079",,,,,,,,,,
"127.635175,37.7386408","128.0113996,36.7463416",,,"127.9881574,35.7075551",,"128.6982516,36.530235","128.6975618,36.571616",,,,,,,,,,
"127.6360869,37.7389165","128.0106247,36.7465577",,,"127.989165,35.7070929",,"128.6983784,36.5304916","128.6977031,36.5717173",,,,,,,,,,
"127.6372666,37.7391846","128.0101239,36.7467158",,,"127.9897128,35.7068437",,"128.6990718,36.5319197","128.6978239,36.5717999",,,,,,,,,,
"127.6383044,37.7394033","128.0093495,36.7469914",,,"127.990318,35.7065689",,"128.6990983,36.5319735","128.6979747,36.571866",,,,,,,,,,
"127.6385178,37.7394418","128.0087976,36.7472182",,,"127.9915485,35.70605",,"128.6993744,36.5325693","128.6981621,36.5719164",,,,,,,,,,
"127.6395692,37.7396344","128.0078463,36.7476973",,,"127.9932642,35.7053325",,"128.6997578,36.5333813","128.698237,36.5719166",,,,,,,,,,
"127.6404603,37.7397433","128.0065748,36.7485249",,,"127.9937757,35.7051004",,"128.7000397,36.533986","128.6987208,36.5719063",,,,,,,,,,
"127.6418407,37.7398705","128.0060755,36.7489255",,,"127.9953167,35.7043908",,"128.7001822,36.5343127","128.700697,36.5720712",,,,,,,,,,
"127.6466423,37.7401594","128.0056366,36.7492996",,,"127.9988937,35.7027757",,"128.7004534,36.5348761","128.7007943,36.5720792",,,,,,,,,,
"127.6481486,37.7402467","128.0049243,36.7499995",,,"127.9999378,35.7023431",,"128.7008059,36.5356388","128.7008369,36.5720833",,,,,,,,,,
"127.6481509,37.7402467","128.0045114,36.7504159",,,"127.9999995,35.7023176",,"128.7008129,36.5356559","128.7009611,36.5720929",,,,,,,,,,
"127.6497843,37.7403312","128.0024621,36.7525845",,,"128.0014449,35.7018977",,"128.7008907,36.5358462","128.7014243,36.572127",,,,,,,,,,
"127.6508479,37.7403731","128.0018831,36.7531369",,,"128.0016646,35.7018499",,"128.7009648,36.5360924","128.7014992,36.5721325",,,,,,,,,,
"127.6519613,37.740378","128.0012068,36.7537058",,,"128.002296,35.7017129",,"128.7009812,36.5362086","128.701974,36.572116",,,,,,,,,,
"127.6521543,37.7403786","128.0010886,36.7537938",,,"128.0030292,35.7015909",,"128.7010116,36.5366581","128.7019621,36.5722162",,,,,,,,,,
"127.6538897,37.7403692","128.0005914,36.7541637",,,"128.0038774,35.7014755",,"128.7009598,36.5370688","128.7019531,36.572283",,,,,,,,,,
"127.6562401,37.7403282","127.9999992,36.7545754",,,"128.0044244,35.701448",,"128.700951,36.5371455",,,,,,,,,,,
"127.6565012,37.7403234","127.9997046,36.7547579",,,"128.0046156,35.7014391",,"128.7009165,36.5372982",,,,,,,,,,,
"127.6590457,37.7402749","127.99808,36.7557653",,,"128.0050355,35.7014238",,"128.7008262,36.5375271",,,,,,,,,,,
"127.6640511,37.7403104","127.9953735,36.7573686",,,"128.0055008,35.7014065",,"128.7007191,36.5377545",,,,,,,,,,,
"127.6647811,37.740367","127.9946267,36.7577909",,,"128.0064285,35.7014495",,"128.7006563,36.5378867",,,,,,,,,,,
"127.6655894,37.7404588","127.9940073,36.7581613",,,"128.0081492,35.7015648",,"128.7005437,36.538042",,,,,,,,,,,
"127.6674616,37.7407409","127.9924916,36.7590492",,,"128.0097118,35.7016773",,"128.7002083,36.5384601",,,,,,,,,,,
"127.6688117,37.7409679","127.9923241,36.7591454",,,"128.0106694,35.7017435",,"128.699732,36.538939",,,,,,,,,,,
"127.6690989,37.7410162","127.9923208,36.7591473",,,"128.0113208,35.7017894",,"128.6992458,36.5394271",,,,,,,,,,,
"127.6711995,37.7413827","127.9920362,36.759317",,,"128.0150078,35.7020478",,"128.6989589,36.5398023",,,,,,,,,,,
"127.673299,37.741733","127.9906059,36.7600946",,,"128.0162706,35.7021272",,"128.6987603,36.540182",,,,,,,,,,,
"127.6748727,37.7419794","127.9897065,36.7606563",,,"128.0183518,35.7022589",,"128.6986713,36.5403523",,,,,,,,,,,
"127.6749125,37.7419857","127.9893081,36.7609049",,,"128.0189888,35.7022985",,"128.698649,36.5404265",,,,,,,,,,,
"127.6761762,37.7421821","127.9883284,36.7615373",,,"128.0201709,35.7023736",,"128.6985448,36.5407683",,,,,,,,,,,
"127.6772377,37.7423004","127.9875086,36.7621158",,,"128.0222414,35.7025549",,"128.6985095,36.5412338",,,,,,,,,,,
"127.6774943,37.7423288","127.986793,36.7626993",,,"128.0227603,35.7026284",,"128.698521,36.5414663",,,,,,,,,,,
"127.6778689,37.7423616","127.9859535,36.7635465",,,"128.0233854,35.7027204",,"128.6985418,36.5415832",,,,,,,,,,,
"127.67944,37.7424394","127.9854132,36.7642203",,,"128.0244578,35.7029159",,"128.6985664,36.5417335",,,,,,,,,,,
"127.6798237,37.7424452","127.9852856,36.7644164",,,"128.0253403,35.7031338",,"128.6986212,36.5419529",,,,,,,,,,,
"127.6807249,37.7424582","127.9849872,36.7648828",,,"128.0257532,35.7032312",,"128.6988279,36.5423917",,,,,,,,,,,
"127.682012,37.742458","127.984924,36.7650029",,,"128.0262857,35.703356",,"128.6992011,36.5429008",,,,,,,,,,,
"127.6833629,37.7425398","127.9847624,36.7653083",,,"128.0275918,35.7037876",,"128.6997371,36.5433876",,,,,,,,,,,
"127.6848366,37.7427249","127.9847403,36.7653544",,,"128.0281846,35.7039986",,"128.7022186,36.5453531",,,,,,,,,,,
"127.6876243,37.743191","127.9845589,36.7657301",,,"128.0287775,35.7042205",,"128.7024605,36.5455381",,,,,,,,,,,
"127.6885896,37.7433995","127.9844549,36.7659469",,,"128.0312133,35.7053071",,"128.7026713,36.5457289",,,,,,,,,,,
"127.6891587,37.7435725","127.9843167,36.7662341",,,"128.0317565,35.7055409",,"128.7027142,36.5457564",,,,,,,,,,,
"127.6899868,37.7438082","127.984013,36.7671152",,,"128.0324181,35.7057923",,"128.7027368,36.5457724",,,,,,,,,,,
"127.690632,37.7440127","127.9839235,36.7675023",,,"128.0332237,35.7060808",,"128.7027865,36.545808",,,,,,,,,,,
"127.691292,37.7442207","127.9838104,36.768223",,,"128.0342028,35.7063695",,"128.7024051,36.5463608",,,,,,,,,,,
"127.6914874,37.7442826","127.983744,36.7689003",,,"128.0351341,35.7066088",,"128.7023116,36.5465249",,,,,,,,,,,
"127.692286,37.7445229","127.9837718,36.7701027",,,"128.0358172,35.7067753",,"128.7022583,36.5466183",,,,,,,,,,,
"127.6935946,37.7449182","127.9838438,36.7706812",,,"128.0367139,35.7069561",,"128.7020364,36.5470082",,,,,,,,,,,
"127.6941898,37.7450948","127.9838764,36.7708902",,,"128.0378249,35.7071243",,"128.702006,36.5470617",,,,,,,,,,,
"127.6964742,37.7457742","127.9848381,36.7778654",,,"128.0386514,35.707236",,"128.7018841,36.5472729",,,,,,,,,,,
"127.6987438,37.746395","127.9853199,36.7812395",,,"128.0392122,35.7072849",,"128.7016285,36.547719",,,,,,,,,,,
"127.6998773,37.7466428","127.9853408,36.7818857",,,"128.0393084,35.7072925",,"128.7015414,36.5478704",,,,,,,,,,,
"127.7011494,37.7469498","127.9853248,36.7823735",,,"128.0398493,35.7073397",,"128.701437,36.54805",,,,,,,,,,,
"127.7034704,37.7476885","127.9851917,36.7840075",,,"128.0402087,35.707357",,"128.7012977,36.5482939",,,,,,,,,,,
"127.7037249,37.7477854","127.985007,36.785291",,,"128.0409285,35.7073781",,"128.7012727,36.5483383",,,,,,,,,,,
"127.7046158,37.7481236","127.9845992,36.7870911",,,"128.0421134,35.7073566",,"128.7012117,36.5484417",,,,,,,,,,,
"127.7050294,37.7482807","127.9844195,36.7877445",,,"128.0431833,35.7073373",,"128.6990503,36.5521567",,,,,,,,,,,
"127.7057293,37.7485309","127.9842195,36.7883727",,,"128.0509094,35.7071904",,"128.6989579,36.5523262",,,,,,,,,,,
"127.7061463,37.7486663","127.9840234,36.7889108",,,"128.0525153,35.7071452",,"128.6988904,36.5525126",,,,,,,,,,,
"127.7065542,37.748799","127.9838812,36.7892999",,,"128.0538792,35.7071137",,"128.6988766,36.5525605",,,,,,,,,,,
"127.7066371,37.7488259","127.9837424,36.7896818",,,"128.0580372,35.707016",,"128.6988754,36.5526984",,,,,,,,,,,
"127.7076766,37.7491188","127.9835723,36.7900864",,,"128.0594505,35.7069355",,"128.6989039,36.5528081",,,,,,,,,,,
"127.7083525,37.7492879","127.9831545,36.7910076",,,"128.0606926,35.7068639",,"128.6989422,36.5529006",,,,,,,,,,,
"127.7085558,37.7493326","127.9828746,36.791601",,,"128.0621699,35.7067741",,"128.6990045,36.5530243",,,,,,,,,,,
"127.7094803,37.7495212","127.9826265,36.7920671",,,"128.0623268,35.7067643",,"128.6990285,36.5530629",,,,,,,,,,,
"127.7105331,37.7496942","127.9822,36.7928666",,,"128.0633027,35.7067264",,"128.6994335,36.5537448",,,,,,,,,,,
"127.7107908,37.7497334","127.9817739,36.793558",,,"128.0636519,35.7067203",,"128.6995506,36.553951",,,,,,,,,,,
"127.7116743,37.7498498","127.9815874,36.7938445",,,"128.0642654,35.7067066",,"128.6996352,36.5540754",,,,,,,,,,,
"127.7121058,37.7498923","127.9814963,36.7939837",,,"128.0661598,35.7066634",,"128.6997629,36.5542364",,,,,,,,,,,
"127.7122091,37.7499021","127.981352,36.794206",,,"128.0690843,35.7066027",,"128.6999676,36.5544678",,,,,,,,,,,
"127.7135273,37.7499997","127.9797364,36.7964771",,,"128.069228,35.7065994",,"128.7000506,36.5545607",,,,,,,,,,,
"127.7139122,37.7500315","127.9768114,36.8005409",,,"128.0706208,35.7065892",,"128.7005811,36.5549087",,,,,,,,,,,
"127.7141325,37.7500455","127.9709704,36.8086539",,,"128.0732151,35.7065669",,"128.7006917,36.5549815",,,,,,,,,,,
"127.7148296,37.7500893","127.9667864,36.8143659",,,"128.0741716,35.706602",,"128.7015353,36.5554121",,,,,,,,,,,
"127.715999,37.7501728","127.9650693,36.8168552",,,"128.0748761,35.7066582",,"128.7021373,36.5557575",,,,,,,,,,,
"127.7176794,37.7502932","127.9640556,36.8183177",,,"128.0769423,35.7068268",,"128.7021633,36.5557789",,,,,,,,,,,
