0,1,2,3,4,5,6,7,8,9
"129.2273877,35.3022226","127.1679776,35.9206181","127.6483799,36.282348","127.3793005,37.5150468","128.5375868,36.0208494","128.5460859,36.0090464","127.7225888,36.9432585","128.6516169,35.9321697","127.3708087,36.4614562","129.2273877,35.3022226"
"129.2273658,35.3030533","127.1684149,35.9212838","127.6488217,36.2822059","127.3793232,37.5150144","128.5372615,36.0212624","128.5458195,36.009458","127.7213676,36.9434988","128.650877,35.9325149","127.3706334,36.4621294","129.2273658,35.3030533"
"129.22737,35.3034066","127.1686649,35.9216659","127.6504622,36.2817576","127.3797689,37.5143974","128.5364744,36.0222582","128.5455364,36.0098662","127.7185433,36.9439574","128.6489986,35.9333956","127.3702704,36.4629674","129.22737,35.3034066"
"129.2273812,35.3037752","127.1687134,35.9217427","127.6506391,36.2817231","127.3798585,37.514274","128.5361998,36.0225644","128.544779,36.010997","127.7182032,36.9440139","128.6486958,35.9335374","127.3698003,36.4637513","129.2273812,35.3037752"
"129.2274858,35.3049701","127.1688136,35.9218962","127.6522498,36.2814082","127.3801193,37.5139137","128.5360423,36.0227388","128.544392,36.0115197","127.7178979,36.9440686","128.6481386,35.9337969","127.3691774,36.4644862","129.2274858,35.3049701"
"129.2277365,35.3061079","127.1688709,35.9219865","127.6528331,36.281311","127.3806183,37.5132013","128.5352066,36.0235827","128.5441074,36.0119035","127.7159716,36.9444047","128.6472896,35.9341918","127.3687727,36.4649194","129.2277365,35.3061079"
"129.227895,35.3067872","127.1694281,35.9228653","127.6550393,36.2809421","127.3810697,37.5125221","128.5331365,36.0254325","128.5439374,36.0121331","127.7144405,36.9446599","128.6452889,35.9351242","127.3684071,36.4652571","129.227895,35.3067872"
"129.2279584,35.3070279","127.1696121,35.9231327","127.6560367,36.2807749","127.3812478,37.5122537","128.5312617,36.0271165","128.542949,36.0135075","127.7135851,36.9448021","128.6449508,35.9352807","127.3680495,36.4655235","129.2279584,35.3070279"
"129.2279716,35.3070764","127.1697345,35.923289","127.6568448,36.2806215","127.3812977,37.5121771","128.5303446,36.0280196","128.542175,36.0145583","127.7132292,36.9448613","128.6447867,35.9353571","127.3672997,36.4660285","129.2279716,35.3070764"
"129.2280263,35.3072722","127.1698756,35.9234643","127.6572855,36.280538","127.3813363,37.5121167","128.5294449,36.0289054","128.5420627,36.0147125","127.7122952,36.9450171","128.6444421,35.9355181","127.3667411,36.466347","129.2280263,35.3072722"
"129.2281936,35.3077945","127.1699484,35.9235556","127.6616298,36.2797217","127.3815053,37.5118438","128.5293583,36.0289918","128.5415472,36.0154202","127.7119989,36.9450672","128.6438018,35.9357803","127.3666216,36.4664154","129.2281936,35.3077945"
"129.2285864,35.3088852","127.170062,35.9236992","127.662754,36.2795164","127.3820725,37.5109304","128.5287448,36.0296056","128.5406871,36.0165997","127.7117474,36.9451092","128.6433606,35.9359404","127.3660474,36.4666798","129.2285864,35.3088852"
"129.2294721,35.3112788","127.1701304,35.9237707","127.6640464,36.2793407","127.3823583,37.5105242","128.5285938,36.0297764","128.5397614,36.0178491","127.7114859,36.9451538","128.6429359,35.9360815","127.365422,36.4669126","129.2294721,35.3112788"
"129.2299037,35.3124338","127.171012,35.9244745","127.6647745,36.2792675","127.3825952,37.5102378","128.5276995,36.0307334","128.5388185,36.0191492","127.7107245,36.9451912","128.6429094,35.9360899","127.3647206,36.4671705","129.2299037,35.3124338"
"129.2310075,35.3154067","127.1713291,35.9247278","127.6648969,36.2792556","127.3830734,37.5097939","128.5273503,36.0311123","128.5375868,36.0208494","127.7101495,36.9451994","128.6423238,35.9362298","127.364026,36.4673707","129.2310075,35.3154067"
"129.2318954,35.317738","127.1716349,35.9250406","127.6655148,36.2791962","127.3834653,37.5095229","128.5267365,36.031791","128.5372615,36.0212624","127.7075572,36.9451166","128.6420123,35.9363049","127.3625039,36.4678098","129.2318954,35.317738"
"129.2322958,35.3188186","127.1718302,35.9252666","127.6663687,36.2791599","127.3836284,37.5094366","128.5263492,36.0322244","128.5364744,36.0222582","127.7053344,36.9450375","128.641373,35.9364056","127.3618249,36.4680056","129.2322958,35.3188186"
"129.2333222,35.3215068","127.171926,35.925412","127.6672996,36.2791667","127.3840621,37.5092071","128.526149,36.0324497","128.5361998,36.0225644","127.7048818,36.9450211","128.6411483,35.9364303","127.3611895,36.4681879","129.2333222,35.3215068"
"129.2334312,35.3218199","127.1721373,35.9257912","127.6681993,36.2791744","127.3868009,37.5080984","128.5254367,36.033241","128.5360423,36.0227388","127.7048245,36.9450203","128.6411085,35.9364352","127.3604323,36.4684367","129.2334312,35.3218199"
"129.2335732,35.3221866","127.1723246,35.9263165","127.6684254,36.2791858","127.3870228,37.5080085","128.5250244,36.0337161","128.5352066,36.0235827","127.7042247,36.9449997","128.6406547,35.9364855","127.3592137,36.4689086","129.2335732,35.3221866"
"129.2337811,35.3227498","127.1723765,35.9266412","127.6695857,36.2792464","127.3875323,37.5077999","128.5248243,36.0339495","128.5331365,36.0254325","127.704118,36.9449936","128.6406037,35.936486","127.3581792,36.4693698","129.2337811,35.3227498"
"129.2340171,35.3232945","127.1724118,35.9269578","127.6696615,36.2792499","127.3881991,37.5075427","128.5245803,36.034222","128.5312617,36.0271165","127.7036249,36.9449665","128.6404141,35.9364851","127.3560612,36.4703346","129.2340171,35.3232945"
"129.2342038,35.3236913","127.1724256,35.9276484","127.670724,36.2793746","127.3885681,37.5074097","128.5238494,36.0350415","128.5303446,36.0280196","127.7028114,36.9448408","128.6399607,35.9364849","127.3555674,36.4705576","129.2342038,35.3236913"
"129.2346578,35.3246025","127.1724272,35.927781","127.6722621,36.2795581","127.3887617,37.5073395","128.5214892,36.0376716","128.5294449,36.0289054","127.7023675,36.944719","128.639852,35.9364814","127.354276,36.4711006","129.2346578,35.3246025"
"129.2349915,35.3252387","127.1724278,35.9279108","127.6727555,36.2796043","127.3890062,37.5072622","128.5209494,36.0382513","128.5293583,36.0289918","127.7021742,36.9446661","128.639334,35.936462","127.3534562,36.4714106","129.2349915,35.3252387"
"129.235234,35.3256193","127.1724368,35.9286745","127.6732366,36.2796496","127.3890809,37.5072425","128.5201995,36.0390583","128.5287448,36.0296056","127.7017616,36.9445163","128.6385599,35.936362","127.3526608,36.4717116","129.235234,35.3256193"
"129.2356372,35.3262663","127.1724616,35.9296663","127.6745998,36.2797999","127.3891341,37.5072344","128.5196374,36.0397158","128.5285938,36.0297764","127.7017537,36.9445127","128.6377476,35.9362273","127.3511642,36.4721966","129.2356372,35.3262663"
"129.2357306,35.3264164","127.172499,35.9302578","127.6749496,36.2798409","127.3893944,37.5071977","128.5189868,36.0403993","128.5276995,36.0307334","127.7013996,36.9443663","128.6377076,35.9362205","127.3496229,36.4726319","129.2357306,35.3264164"
"129.2358657,35.3266119","127.1725434,35.9307953","127.6771616,36.2801243","127.3897735,37.5071611","128.5186488,36.0407826","128.5273503,36.0311123","127.7011893,36.9442657","128.6374209,35.93617","127.3487719,36.4728553","129.2358657,35.3266119"
"129.2363819,35.327341","127.1725949,35.9312174","127.6773988,36.2801537","127.3899195,37.5071576","128.5182243,36.0412658","128.5267365,36.031791","127.7011241,36.9442289","128.6368996,35.9360794","127.3476507,36.4731126","129.2363819,35.327341"
"129.2364531,35.3274293","127.1726187,35.93135","127.6779869,36.280225","127.3902725,37.5071643","128.5181313,36.041373","128.5263492,36.0322244","127.7009812,36.9441462","128.6366863,35.9360444","127.3472833,36.4731933","129.2364531,35.3274293"
"129.2366229,35.3276558","127.1726295,35.9314159","127.6786619,36.2803078","127.390389,37.5071788","128.517836,36.0417154","128.526149,36.0324497","127.700664,36.9439583","128.6361364,35.9359613","127.3453738,36.4735487","129.2366229,35.3276558"
"129.2366727,35.32772","127.17275,35.9320491","127.6802746,36.2804992","127.3906526,37.5072106","128.5176493,36.0419586","128.5254367,36.033241","127.7003827,36.9437587","128.6358765,35.9359286","127.3436968,36.4737593","129.2366727,35.32772"
"129.2371171,35.3282843","127.172914,35.9328709","127.6818997,36.2806996","127.3908958,37.5072604","128.5174141,36.0423158","128.5250244,36.0337161","127.7003737,36.9437515","128.6353584,35.9358992","127.3416124,36.4739504","129.2371171,35.3282843"
"129.2379632,35.3292648","127.1729847,35.9331957","127.6830614,36.2808412","127.3910089,37.5072839","128.5173445,36.0424255","128.5248243,36.0339495","127.700197,36.9436121","128.6351543,35.9358957","127.3368464,36.4742964","129.2379632,35.3292648"
"129.2392239,35.3306991","127.1730847,35.9336693","127.6844991,36.2808994","127.3913233,37.507378","128.5170526,36.0429491","128.5245803,36.034222","127.7000091,36.9434618","128.6347,35.9359072","127.3356529,36.4743868","129.2392239,35.3306991"
"129.2400843,35.3316793","127.1730891,35.9336909","127.6856115,36.2809166","127.3915381,37.5074674","128.5168496,36.0433898","128.5238494,36.0350415","127.699776,36.9432351","128.634069,35.9359718","127.335222,36.4744195","129.2400843,35.3316793"
"129.2402658,35.3318849","127.1731141,35.9338163","127.6860435,36.2808889","127.3918999,37.5076498","128.5167532,36.043662","128.5214892,36.0376716","127.6995609,36.9429929","128.6334179,35.9361006","127.3305139,36.4747762","129.2402658,35.3318849"
"129.2409409,35.3326839","127.1732825,35.9346336","127.6868874,36.2808344","127.3923351,37.5079341","128.5166726,36.0439584","128.5209494,36.0382513","127.6993851,36.9427697","128.633038,35.9362015","127.3296821,36.4748652","129.2409409,35.3326839"
"129.2415324,35.3333326","127.1734391,35.9353887","127.6878169,36.2807383","127.3925115,37.5080497","128.5165695,36.0444849","128.5201995,36.0390583","127.6991957,36.9424995","128.6324915,35.936359","127.3291673,36.4749321","129.2415324,35.3333326"
"129.2434397,35.3355175","127.1737676,35.9369196","127.6884614,36.280648","127.3928053,37.5082825","128.5164842,36.0451897","128.5196374,36.0397158","127.6990682,36.9422762","128.631062,35.9367845","127.3285744,36.4750097","129.2434397,35.3355175"
"129.2458836,35.3383447","127.1738013,35.9370847","127.6889478,36.280567","127.3928709,37.5083348","128.5164908,36.0455268","128.5189868,36.0403993","127.6989599,36.9420573","128.6253988,35.9384705","127.3271093,36.4752627","129.2458836,35.3383447"
"129.247185,35.3400731","127.1738111,35.9371271","127.6897257,36.2804098","127.3934247,37.5087743","128.5165095,36.0457737","128.5186488,36.0407826","127.6988503,36.9418222","128.6249992,35.9385896","127.3266269,36.4753512","129.247185,35.3400731"
"129.2473655,35.3403292","127.1738317,35.9372272","127.690005,36.2803345","127.3938588,37.5090433","128.516558,36.0461844","128.5182243,36.0412658","127.6987428,36.9415042","128.6246338,35.9386985","127.3257234,36.4755455","129.2473655,35.3403292"
"129.2479803,35.3411885","127.1738741,35.9374329","127.6920602,36.2797209","127.3942997,37.5092744","128.5166729,36.0466531","128.5181313,36.041373","127.6982754,36.9401041","128.6231798,35.9391304","127.3233431,36.4762038","129.2479803,35.3411885"
"129.2484029,35.3418541","127.1739741,35.9379327","127.6924385,36.279604","127.3945338,37.5093522","128.5166868,36.0467035","128.517836,36.0417154","127.698169,36.9397843","128.6227603,35.9392552","127.320698,36.4769733","129.2484029,35.3418541"
"129.2487717,35.3424771","127.1741285,35.9386616","127.6931995,36.2793575","127.394699,37.5094082","128.5167464,36.0469293","128.5176493,36.0419586","127.6980852,36.9395149","128.6219352,35.9394648","127.3201094,36.4771167","129.2487717,35.3424771"
"129.2492885,35.343327","127.1744561,35.9401573","127.6932061,36.2793548","127.394967,37.509476","128.5169152,36.0473669","128.5174141,36.0423158","127.6980558,36.9394347","128.6217749,35.9395006","127.319313,36.4773111","129.2492885,35.343327"
"129.249479,35.343693","127.1744932,35.9402954","127.6967986,36.2781914","127.3955247,37.5096162","128.5169244,36.0473902","128.5173445,36.0424255","127.6980173,36.9393176","128.6213304,35.9395796","127.3190841,36.4773486","129.249479,35.343693"
"129.2499991,35.3446961","127.1744998,35.9403161","127.6972381,36.2780491","127.3958742,37.5096833","128.5171257,36.047769","128.5170526,36.0429491","127.6978158,36.9387058","128.6207482,35.9396481","127.318997,36.4773629","129.2499991,35.3446961"
"129.2500888,35.3448778","127.1745555,35.9405137","127.6976865,36.2779023","127.3963753,37.5097603","128.5172145,36.047935","128.5168496,36.0433898","127.6976008,36.9380563","128.6205178,35.9396647","127.3189311,36.4773745","129.2500888,35.3448778"
"129.2503817,35.3454965","127.1747351,35.940791","127.6991873,36.2774328","127.3965439,37.5097857","128.5172577,36.0480158","128.5167532,36.043662","127.6974909,36.9376895","128.6202664,35.9396824","127.3188194,36.4773933","129.2503817,35.3454965"
"129.2506544,35.3460507","127.1748496,35.9409816","127.7005124,36.2770411","127.3966864,37.5098075","128.5172622,36.0480248","128.5166726,36.0439584","127.697407,36.9373697","128.6196259,35.9397019","127.3185949,36.477429","129.2506544,35.3460507"
"129.2506682,35.3460793","127.1749786,35.9411667","127.7037191,36.2761603","127.3971434,37.5099088","128.5172804,36.0480535","128.5165695,36.0444849","127.6973433,36.9370777","128.6189373,35.9396948","127.3184554,36.4774441","129.2506682,35.3460793"
"129.2512829,35.347384","127.1751167,35.9412834","127.7057023,36.2758305","127.3976242,37.5100165","128.5176089,36.0485664","128.5164842,36.0451897","127.6972875,36.9367524","128.6182295,35.9396536","127.3179797,36.4774966","129.2512829,35.347384"
"129.2518208,35.3484968","127.1752096,35.941345","127.7071213,36.2755883","127.3976864,37.5100328","128.5176213,36.0485816","128.5164908,36.0455268","127.6972358,36.9363062","128.6176573,35.9395633","127.3170776,36.4775592","129.2518208,35.3484968"
"129.2532664,35.3515357","127.1753556,35.9414112","127.7121262,36.2752045","127.3980246,37.510116","128.5177928,36.0487902","128.5165095,36.0457737","127.697215,36.9360944","128.6168932,35.9393938","127.31666,36.4775793","129.2532664,35.3515357"
"129.2535843,35.3522442","127.1755285,35.9414423","127.714839,36.2749923","127.3986975,37.5103536","128.5180747,36.0491331","128.516558,36.0461844","127.6972087,36.9358078","128.616194,35.9391758","127.3161677,36.4776029","129.2535843,35.3522442"
"129.2537978,35.3527514","127.1756915,35.9414337","127.7150795,36.2749738","127.3989124,37.5104331","128.5183939,36.0494351","128.5166729,36.0466531","127.6972209,36.9353354","128.6158986,35.9390649","127.313991,36.477577","129.2537978,35.3527514"
"129.2540535,35.3534833","127.1758025,35.9413989","127.7160791,36.2748972","127.3989746,37.5104575","128.518662,36.0496492","128.5166868,36.0467035","127.6972372,36.9351326","128.6152549,35.9387743","127.3130142,36.4775845","129.2540535,35.3534833"
"129.2540666,35.3535291","127.1759103,35.9413469","127.7163452,36.2748769","127.3989927,37.5104665","128.5192248,36.0500744","128.5167464,36.0469293","127.6973272,36.9343121","128.6146538,35.9384427","127.3127819,36.4776003","129.2540666,35.3535291"
"129.2542258,35.3540714","127.1759781,35.9412875","127.720976,36.2745177","127.3990616,37.5105","128.5199994,36.0505664","128.5169152,36.0473669","127.6974862,36.9328244","128.6141571,35.9381282","127.3122895,36.4776483","129.2542258,35.3540714"
"129.2543619,35.3546662","127.1761061,35.9411635","127.7246282,36.274235","127.3994529,37.5106733","128.5211949,36.0510719","128.5169244,36.0473902","127.6975476,36.9322546","128.6141079,35.9380962","127.3119523,36.4777117","129.2543619,35.3546662"
"129.2544575,35.3551679","127.1761253,35.9410914","127.7258371,36.2741408","127.3994744,37.5106833","128.5222336,36.0514687","128.5171257,36.047769","127.6976583,36.9312187","128.6133515,35.9375983","127.3115189,36.477812","129.2544575,35.3551679"
"129.2545262,35.3557006","127.1761115,35.9409372","127.7260954,36.274125","127.3996384,37.5107681","128.5230169,36.0517686","128.5172145,36.047935","127.6977318,36.9305388","128.6115028,35.9363668","127.3115133,36.4778138","129.2545262,35.3557006"
"129.2545808,35.3564914","127.176071,35.9408154","127.7268045,36.2740749","127.4003745,37.5111491","128.5243735,36.0522781","128.5172577,36.0480158","127.6977623,36.9301638","128.6114592,35.9363375","127.310891,36.4780319","129.2545808,35.3564914"
"129.2545902,35.3571295","127.1759994,35.9406853","127.727124,36.27405","127.4009172,37.511411","128.5258372,36.0528245","128.5172622,36.0480248","127.6978216,36.9296517","128.609454,35.9350055","127.3105289,36.4781927","129.2545902,35.3571295"
"129.2545906,35.3571503","127.175877,35.9405453","127.7287624,36.2738828","127.4011004,37.5115103","128.5283022,36.0537031","128.5172804,36.0480535","127.6978388,36.9293578","128.6088063,35.9345832","127.3099084,36.4785902","129.2545906,35.3571503"
"129.254569,35.357577","127.1756979,35.9404194","127.7299867,36.2737245","127.4013006,37.5116123","128.5283424,36.0537181","128.5176089,36.0485664","127.697847,36.9290422","128.6085146,35.9344182","127.3092597,36.4790724","129.254569,35.357577"
"129.2545384,35.3579922","127.1755352,35.9403442","127.7305632,36.2736593","127.4019519,37.5119464","128.5301186,36.0543862","128.5176213,36.0485816","127.6978468,36.9289773","128.6080969,35.9341958","127.3089621,36.4793414","129.2545384,35.3579922"
"129.2544679,35.3585494","127.1753746,35.9402905","127.731162,36.2735915","127.4023748,37.5121576","128.5303295,36.0544656","128.5177928,36.0487902","127.6978467,36.9289196","128.608012,35.9341506","127.3088021,36.4794881","129.2544679,35.3585494"
"129.2543453,35.3592391","127.1751564,35.9402575","127.7318499,36.2735162","127.4030567,37.5125043","128.5315757,36.0549345","128.5180747,36.0491331","127.6978465,36.928871","128.6073672,35.9338599","127.3086767,36.4796556","129.2543453,35.3592391"
"129.2542103,35.359819","127.1739225,35.9402235","127.733774,36.2731933","127.4034242,37.5126912","128.5323253,36.0552832","128.5183939,36.0494351","127.6978517,36.9286961","128.6070006,35.9337209","127.308424,36.479822","129.2542103,35.359819"
"129.2541111,35.3601657","127.1737184,35.9402491","127.7381128,36.2720695","127.4039489,37.5129557","128.5330706,36.0557348","128.518662,36.0496492","127.6978367,36.9285329","128.6062245,35.9334783","127.3084184,36.4798301","129.2541111,35.3601657"
"129.2538906,35.3608108","127.1737129,35.94025","127.7390739,36.2718152","127.4040326,37.5129982","128.5334673,36.056019","128.5192248,36.0500744","127.6977919,36.9277271","128.605535,35.9333152","127.3083747,36.4798877","129.2538906,35.3608108"
"129.253701,35.3613058","127.1735087,35.9402981","127.7399851,36.2715925","127.4042994,37.5131327","128.5339254,36.0564072","128.5199994,36.0505664","127.6977258,36.927354","128.6048981,35.9331939","127.3082986,36.4799877","129.253701,35.3613058"
"129.2536051,35.3615506","127.1733499,35.94035","127.7404401,36.271469","127.4043752,37.5131625","128.53446,36.0569543","128.5211949,36.0510719","127.6976134,36.9268449","128.6043363,35.9331297","127.3081697,36.480193","129.2536051,35.3615506"
"129.2535101,35.3617891","127.1727211,35.9406755","127.74124,36.2712735","127.4045154,37.5132167","128.5348089,36.0574039","128.5222336,36.0514687","127.6974142,36.9262376","128.6039724,35.9331096","127.3079822,36.4801747","129.2535101,35.3617891"
"129.2530028,35.3628603","127.1725477,35.9407751","127.7416972,36.2711437","127.4051782,37.513475","128.5348452,36.0574604","128.5230169,36.0517686","127.6972141,36.9257313","128.6034831,35.9330798","127.3079342,36.4801701","129.2530028,35.3628603"
"129.2526336,35.3636509","127.1723865,35.9408676","127.7417628,36.2711246","127.4052902,37.5135175","128.5351002,36.0578548","128.5243735,36.0522781","127.6967843,36.9249415","128.6003611,35.9329705","127.3076842,36.4801471","129.2526336,35.3636509"
"129.2524957,35.363945","127.1706394,35.9418879","127.7428385,36.2708195","127.405849,37.5136666","128.5353437,36.0583062","128.5258372,36.0528245","127.6959253,36.9235871","128.5996058,35.9329441","127.3075447,36.4801325","129.2524957,35.363945"
"129.2519519,35.3650573","127.1702447,35.9421672","127.7436495,36.2706159","127.4065243,37.5138159","128.5353874,36.0584212","128.5283022,36.0537031","127.6958723,36.9235061","128.5991023,35.9329289","127.3045492,36.4798049","129.2519519,35.3650573"
"129.2516589,35.3656566","127.1703087,35.9422323","127.7447945,36.2704179","127.4071624,37.5139498","128.5355885,36.0589433","128.5283424,36.0537181","127.695285,36.9225939","128.5985755,35.9329085","127.3040682,36.4797518","129.2516589,35.3656566"
"129.2504424,35.3681435","127.1703229,35.9422864","127.7450493,36.2703777","127.4075492,37.5140583","128.5356281,36.0590863","128.5301186,36.0543862","127.6952388,36.9225299","128.5985633,35.9329077","127.3040147,36.4797454","129.2504424,35.3681435"
"129.2499991,35.3690695","127.1703215,35.9423477","127.7469145,36.270126","127.4076997,37.5140999","128.5356911,36.0593147","128.5303295,36.0544656","127.6951689,36.9224219","128.5977333,35.9329315","127.3039231,36.4797335","129.2499991,35.3690695"
"129.2496365,35.3698663","127.1703014,35.9423865","127.7478271,36.2700069","127.4081374,37.5142742","128.5357609,36.0596423","128.5315757,36.0549345","127.6938298,36.9203435","128.5970126,35.9330012","127.3037669,36.4796963","129.2496365,35.3698663"
"129.249294,35.3706223","127.1702658,35.9424215","127.7491937,36.2698228","127.4082618,37.5143247","128.5358282,36.060115","128.5323253,36.0552832","127.6937047,36.920158","128.5966178,35.9330679","127.3036142,36.4796339","129.249294,35.3706223"
"129.2485818,35.3725556","127.1702247,35.9424385","127.7493962,36.2697954","127.4084529,37.5144141","128.5358448,36.0604557","128.5330706,36.0557348","127.6936529,36.9200806","128.596198,35.9331718","127.3025429,36.4794833","129.2485818,35.3725556"
"129.2481064,35.374197","127.1701648,35.9424483","127.7499993,36.2696913","127.4084699,37.5144222","128.5358558,36.0607846","128.5334673,36.056019","127.6934985,36.9198528","128.595707,35.9333413","127.301783,36.4793324","129.2481064,35.374197"
"129.2476779,35.3764751","127.1701016,35.9424454","127.750836,36.2695102","127.4084993,37.5144385","128.5358327,36.062074","128.5339254,36.0564072","127.693476,36.9198186","128.5951011,35.9336173","127.300972,36.4791291","129.2476779,35.3764751"
"129.2475617,35.3778273","127.1700407,35.9424227","127.7516123,36.2692741","127.4088023,37.5146118","128.5357875,36.0635331","128.53446,36.0569543","127.6931199,36.9192909","128.5949055,35.9337381","127.2999056,36.4787965","129.2475617,35.3778273"
"129.2475375,35.378182","127.1699976,35.9423793","127.7526956,36.2689302","127.4092116,37.5148708","128.5357373,36.0659749","128.5348089,36.0574039","127.6924854,36.9183454","128.5945702,35.9339431","127.2997796,36.4787467","129.2475375,35.378182"
"129.2475148,35.3786637","127.1699701,35.9423324","127.7539279,36.2685246","127.4096119,37.5151217","128.5357496,36.066916","128.5348452,36.0574604","127.6923355,36.9181212","128.5943265,35.9341157","127.2992443,36.478552","129.2475148,35.3786637"
"129.2475119,35.3808762","127.1699659,35.9422819","127.7548955,36.2682178","127.4097544,37.5151993","128.5358098,36.067863","128.5351002,36.0578548","127.6921248,36.9178168","128.5939857,35.9344019","127.2988205,36.4783737","129.2475119,35.3808762"
"129.2476902,35.3824576","127.1698462,35.9422779","127.7554761,36.2680642","127.4099071,37.5152715","128.5358364,36.0682829","128.5353437,36.0583062","127.6921079,36.9177916","128.5936973,35.9347128","127.2983745,36.4781737","129.2476902,35.3824576"
"129.2478184,35.3833988","127.1697686,35.9422759","127.7562626,36.2678813","127.4101604,37.5153637","128.5358893,36.0686782","128.5353874,36.0584212","127.692055,36.9177205","128.5934131,35.9350851","127.2979675,36.47799","129.2478184,35.3833988"
"129.2480197,35.384411","127.1688124,35.9421083","127.7570281,36.2677228","127.41045,37.5154468","128.5359239,36.0689412","128.5355885,36.0589433","127.6917745,36.9173396","128.5932361,35.9353562","127.2974113,36.4777006","129.2480197,35.384411"
"129.2480304,35.3844469","127.1687006,35.9420836","127.7578493,36.2676092","127.4106548,37.5155001","128.536012,36.0696499","128.5356281,36.0590863","127.6912855,36.9166661","128.592875,35.9361006","127.2969353,36.4774284","129.2480304,35.3844469"
"129.2484671,35.3859606","127.1683871,35.942016","127.7590712,36.2674407","127.410932,37.5155445","128.536274,36.071","128.5356911,36.0593147","127.6908473,36.9160394","128.5919562,35.9385323","127.2968762,36.4773895","129.2484671,35.3859606"
"129.2490041,35.3876829","127.168036,35.9419303","127.7598793,36.2673966","127.4113676,37.5155746","128.5364746,36.0719854","128.5357609,36.0596423","127.6904518,36.915473","128.5906987,35.9418173","127.2954143,36.4764017","129.2490041,35.3876829"
"129.2497994,35.3900496","127.1678743,35.9418911","127.760869,36.2673818","127.4116414,37.5155721","128.5365364,36.0722914","128.5358282,36.060115","127.6902795,36.9152533","128.5904785,35.9423359","127.2953831,36.47638","129.2497994,35.3900496"
"129.2499997,35.3906544","127.1672742,35.941683","127.7627887,36.2675173","127.4120296,37.5155571","128.5366867,36.0730825","128.5358448,36.0604557","127.6901072,36.9150328","128.59037,35.9425902","127.2952516,36.4762878","129.2499997,35.3906544"
"129.2503202,35.3917821","127.16694,35.941536","127.7641419,36.2676703","127.4134385,37.5154599","128.5368617,36.0739745","128.5358558,36.0607846","127.6900745,36.9149913","128.5902575,35.9427923","127.2949964,36.4761098","129.2503202,35.3917821"
"129.2507726,35.3932054","127.1666866,35.9414244","127.7648248,36.2677941","127.4136728,37.5154474","128.5369775,36.0749282","128.5358327,36.062074","127.6896973,36.9145439","128.5900495,35.9431449","127.2947624,36.4759543","129.2507726,35.3932054"
"129.2513958,35.3951915","127.1665815,35.9413673","127.7651112,36.2678629","127.4140123,37.5154233","128.5369937,36.0757448","128.5357875,36.0635331","127.6892077,36.9140489","128.5896153,35.9437366","127.2945507,36.4758205","129.2513958,35.3951915"
"129.2514361,35.3953216","127.1663625,35.9412495","127.7670287,36.2683193","127.4141662,37.5154171","128.5369248,36.0766659","128.5357373,36.0659749","127.689012,36.9138707","128.5894076,35.9439549","127.294369,36.4757147","129.2514361,35.3953216"
"129.2520808,35.3973362","127.1661124,35.9411162","127.7676271,36.2684884","127.4142476,37.5154136","128.5368168,36.0772411","128.5357496,36.066916","127.6887049,36.9136134","128.5890595,35.9442826","127.2941606,36.4755963","129.2520808,35.3973362"
"129.2521835,35.3976557","127.165924,35.9410959","127.7690159,36.2689505","127.414681,37.5154058","128.5361875,36.0803163","128.5358098,36.067863","127.6886351,36.913554","128.5885915,35.9446763","127.2938874,36.4754615","129.2521835,35.3976557"
"129.2530556,35.4004026","127.165781,35.9410901","127.7697227,36.269222","127.4150442,37.5154358","128.5357915,36.082304","128.5358364,36.0682829","127.6883786,36.9133354","128.588229,35.944923","127.2933589,36.4752505","129.2530556,35.4004026"
"129.2535272,35.401896","127.1657223,35.9410926","127.7713026,36.2698937","127.415378,37.5154631","128.5355873,36.0833326","128.5358893,36.0686782","127.6881739,36.9131743","128.5877242,35.9452161","127.2932206,36.4752025","129.2535272,35.401896"
"129.2539405,35.4031801","127.1656246,35.9411077","127.7720398,36.270259","127.415412,37.5154658","128.5352839,36.0848363","128.5359239,36.0689412","127.6881357,36.9131465","128.5876426,35.9452502","127.2930566,36.4751589","129.2539405,35.4031801"
"129.2542821,35.4042606","127.1653693,35.9411926","127.7725585,36.2705454","127.4157118,37.5155075","128.5347875,36.0873018","128.536012,36.0696499","127.686749,36.9121246","128.586979,35.9455285","127.2929696,36.4751362","129.2542821,35.4042606"
"129.2545312,35.4050341","127.1650434,35.9414306","127.7738257,36.2712466","127.4161327,37.5155844","128.534515,36.0886312","128.536274,36.071","127.6866624,36.9120499","128.5865365,35.945683","127.2927666,36.4750827","129.2545312,35.4050341"
"129.2547733,35.4057374","127.1646687,35.9416974","127.775235,36.2721368","127.4169529,37.5157112","128.5342409,36.0900066","128.5364746,36.0719854","127.6866331,36.912022","128.5862735,35.9457458","127.2923739,36.4749864","129.2547733,35.4057374"
"129.2550358,35.4064169","127.1643873,35.9418994","127.7786554,36.2746731","127.4170253,37.515722","128.5340754,36.0908555","128.5365364,36.0722914","127.6862595,36.9116683","128.5858745,35.9458423","127.2920526,36.4749074","129.2550358,35.4064169"
"129.2552294,35.4068667","127.1641688,35.9421819","127.7788362,36.2747989","127.4173421,37.5157619","128.5338308,36.0921044","128.5366867,36.0730825","127.6861796,36.9115774","128.5853524,35.9459255","127.291729,36.4748654","129.2552294,35.4068667"
