0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
"127.8886714,37.660272",,"127.1353259,37.0637891","127.1562569,37.5974346",,,,,,,,,,"128.6495879,36.106024",,,,,,,,,,,,,,,,"128.7750564,37.7119253",,,,"129.056487,37.6158583",,,,,,
"127.8858814,37.6607399",,"127.1350933,37.0663331","127.1559124,37.5982079",,,,,,,,,,"128.6497526,36.1059675",,,,,,,,,,,,,,,,"128.775015,37.712088",,,,"129.0573371,37.6156578",,,,,,
"127.8845662,37.6609686",,"127.1349062,37.0680434","127.1554499,37.5990159",,,,,,,,,,"128.6505965,36.105633",,,,,,,,,,,,,,,,"128.7747373,37.7128328",,,,"129.058112,37.6154412",,,,,,
"127.8843136,37.6610127",,"127.1348439,37.0683623","127.1550115,37.5997492",,,,,,,,,,"128.651189,36.1053532",,,,,,,,,,,,,,,,"128.7746369,37.7130664",,,,"129.0589498,37.6151408",,,,,,
"127.8834947,37.6611605",,"127.1348393,37.0683875","127.1546041,37.600379",,,,,,,,,,"128.6515067,36.1052032",,,,,,,,,,,,,,,,"128.7743871,37.7136495",,,,"129.0601374,37.6146078",,,,,,
"127.8829455,37.6612957",,"127.1348324,37.0684209","127.154425,37.6006579",,,,,,,,,,"128.6526577,36.1045169",,,,,,,,,,,,,,,,"128.7740741,37.7144496",,,,"129.0610002,37.6140935",,,,,,
"127.8825073,37.6614179",,"127.134784,37.0686713","127.1541244,37.6009914",,,,,,,,,,"128.6532224,36.1040887",,,,,,,,,,,,,,,,"128.7739366,37.7148333",,,,"129.061074,37.6140493",,,,,,
"127.8824009,37.661448",,"127.1346819,37.0690857","127.1536542,37.6014921",,,,,,,,,,"128.6545118,36.1029971",,,,,,,,,,,,,,,,"128.7737245,37.7156999",,,,"129.0619538,37.6134293",,,,,,
"127.8817989,37.6616789",,"127.1345526,37.0695243","127.1533581,37.6018067",,,,,,,,,,"128.6549223,36.1026605",,,,,,,,,,,,,,,,"128.7736994,37.7160913",,,,"129.0628558,37.6126792",,,,,,
"127.881352,37.6618696",,"127.1345355,37.0695729","127.1531795,37.6019774",,,,,,,,,,"128.6550749,36.1025355",,,,,,,,,,,,,,,,"128.7736747,37.7164998",,,,"129.063383,37.6122107",,,,,,
"127.8809958,37.662051",,"127.1345025,37.0696674","127.1524125,37.6027107",,,,,,,,,,"128.6577694,36.1002269",,,,,,,,,,,,,,,,"128.7736741,37.7169325",,,,"129.0646249,37.611083",,,,,,
"127.8805628,37.662284",,"127.1344306,37.0698718","127.1519894,37.6030663",,,,,,,,,,"128.6584781,36.0996169",,,,,,,,,,,,,,,,"128.7736996,37.7172269",,,,"129.0646761,37.6110382",,,,,,
"127.880139,37.6625585",,"127.1343942,37.0699637","127.1514014,37.6035595",,,,,,,,,,"128.6608252,36.0976415",,,,,,,,,,,,,,,,"128.7737123,37.7173746",,,,"129.0661822,37.6097096",,,,,,
"127.8798533,37.6627821",,"127.1342643,37.0702995","127.1470907,37.607152",,,,,,,,,,"128.6611531,36.0973525",,,,,,,,,,,,,,,,"128.7737676,37.7177534",,,,"129.0669875,37.6089995",,,,,,
"127.8793013,37.6632633",,"127.1341903,37.0704877","127.1458498,37.6081659",,,,,,,,,,"128.6616655,36.0969212",,,,,,,,,,,,,,,,"128.7737741,37.7177993",,,,"129.0681048,37.6079897",,,,,,
"127.8790712,37.6635029",,"127.133982,37.0709864","127.145249,37.6087166",,,,,,,,,,"128.6628209,36.0959489",,,,,,,,,,,,,,,,"128.7740114,37.7186746",,,,"129.0693836,37.606847",,,,,,
"127.8788446,37.6637587",,"127.133756,37.07144","127.1447893,37.6091308",,,,,,,,,,"128.6650893,36.0940003",,,,,,,,,,,,,,,,"128.774162,37.7190497",,,,"129.0702376,37.606084",,,,,,
"127.878599,37.6640687",,"127.1333543,37.0721645","127.1445707,37.6093591",,,,,,,,,,"128.6654775,36.0936594",,,,,,,,,,,,,,,,"128.7743786,37.7194403",,,,"129.0715367,37.604941",,,,,,
"127.8785213,37.664178",,"127.1331831,37.0724344","127.1440397,37.6099884",,,,,,,,,,"128.6664634,36.0928772",,,,,,,,,,,,,,,,"128.7745917,37.7198256",,,,"129.0732991,37.6033664",,,,,,
"127.8782872,37.6645077",,"127.1327583,37.073046","127.1435541,37.6106008",,,,,,,,,,"128.6665841,36.0927814",,,,,,,,,,,,,,,,"128.774887,37.7202433",,,,"129.0748356,37.6019382",,,,,,
"127.8774859,37.6656956",,"127.1325488,37.0733257","127.1431898,37.6111982",,,,,,,,,,"128.6670769,36.092379",,,,,,,,,,,,,,,,"128.7751281,37.7205417",,,,"129.0753241,37.6014666",,,,,,
"127.8768286,37.6666666",,"127.132337,37.0736243","127.1426151,37.6124412",,,,,,,,,,"128.6676019,36.0919727",,,,,,,,,,,,,,,,"128.7754907,37.7209749",,,,"129.0756994,37.6011083",,,,,,
"127.8755614,37.6685517",,"127.1322544,37.0737313","127.1424498,37.6128995",,,,,,,,,,"128.6697522,36.0905417",,,,,,,,,,,,,,,,"128.775797,37.7213059",,,,"129.0764864,37.6003416",,,,,,
"127.8749999,37.6694179",,"127.1313476,37.0749067","127.1419365,37.6147916",,,,,,,,,,"128.6717616,36.0893528",,,,,,,,,,,,,,,,"128.7767333,37.7223061",,,,"129.0772243,37.5996666",,,,,,
"127.8741254,37.6707051",,"127.1310588,37.0753051","127.1418224,37.6151798",,,,,,,,,,"128.6734806,36.0885048",,,,,,,,,,,,,,,,"128.7774929,37.7231334",,,,"129.0776672,37.5992398",,,,,,
"127.873943,37.6709725",,"127.1303067,37.076343","127.1416839,37.6157237",,,,,,,,,,"128.6755873,36.0875114",,,,,,,,,,,,,,,,"128.7778118,37.7234661",,,,"129.0804559,37.5965582",,,,,,
"127.8738462,37.6711152",,"127.130155,37.0765526","127.1416248,37.6159832",,,,,,,,,,"128.677002,36.0868953",,,,,,,,,,,,,,,,"128.7788122,37.7244998",,,,"129.0826696,37.5943853",,,,,,
"127.8734666,37.6716247",,"127.1297377,37.0772147","127.141537,37.6163416",,,,,,,,,,"128.6778614,36.0865055",,,,,,,,,,,,,,,,"128.7790389,37.7247488",,,,"129.0831678,37.5938964",,,,,,
"127.8733708,37.6717386",,"127.1295858,37.0774567","127.1414489,37.6167578",,,,,,,,,,"128.67907,36.085923",,,,,,,,,,,,,,,,"128.7792991,37.7250362",,,,"129.0834874,37.593583",,,,,,
"127.8727686,37.6723967",,"127.1290232,37.078397","127.1413934,37.6169784",,,,,,,,,,"128.6825194,36.0839678",,,,,,,,,,,,,,,,"128.7795525,37.7253156",,,,"129.0838741,37.5932326",,,,,,
"127.8724933,37.6726725",,"127.1287724,37.078837","127.1408621,37.6190833",,,,,,,,,,"128.6836938,36.0833333",,,,,,,,,,,,,,,,"128.7798098,37.7255642",,,,"129.0842873,37.5928999",,,,,,
"127.872001,37.673094",,"127.1284028,37.0796606","127.1408459,37.6191454",,,,,,,,,,"128.6841274,36.0831433",,,,,,,,,,,,,,,,"128.7802279,37.7260608",,,,"129.0848119,37.5925333",,,,,,
"127.87154,37.6734272",,"127.1282969,37.0799055","127.1405142,37.6204901",,,,,,,,,,"128.6847751,36.0828592",,,,,,,,,,,,,,,,"128.780501,37.72643",,,,"129.0853743,37.5921914",,,,,,
"127.8707702,37.6739163",,"127.1281888,37.0801584","127.1401874,37.6220079",,,,,,,,,,"128.6852959,36.0826314",,,,,,,,,,,,,,,,"128.7806116,37.7265956",,,,"129.0859225,37.5918704",,,,,,
"127.8702194,37.6742074",,"127.1281342,37.0802845","127.1398724,37.6233995",,,,,,,,,,"128.6874624,36.0818716",,,,,,,,,,,,,,,,"128.7807796,37.7268632",,,,"129.0863991,37.5915909",,,,,,
"127.8695858,37.674496",,"127.1279624,37.0806833","127.1392854,37.62599",,,,,,,,,,"128.6885736,36.0815414",,,,,,,,,,,,,,,,"128.7810529,37.7273767",,,,"129.0872241,37.5910832",,,,,,
"127.8690594,37.6746923",,"127.127462,37.0817832","127.1391243,37.6267159",,,,,,,,,,"128.6903206,36.0811004",,,,,,,,,,,,,,,,"128.7811991,37.7276987",,,,"129.0880119,37.5905246",,,,,,
"127.8685896,37.6748434",,"127.1267489,37.0833333","127.1387948,37.6276019",,,,,,,,,,"128.6912422,36.0807919",,,,,,,,,,,,,,,,"128.7812969,37.7279752",,,,"129.0886372,37.5900493",,,,,,
"127.8677414,37.6750858",,"127.1264748,37.0839318","127.1387868,37.6276244",,,,,,,,,,"128.6931635,36.0800561",,,,,,,,,,,,,,,,"128.781408,37.7282984",,,,"129.0890365,37.5897078",,,,,,
"127.8667106,37.6753081",,"127.1255752,37.0858941","127.1383873,37.6284325",,,,,,,,,,"128.6944937,36.0794451",,,,,,,,,,,,,,,,"128.7815446,37.7287828",,,,"129.0895248,37.5892326",,,,,,
"127.8648014,37.6756421",,"127.1254524,37.0861623","127.1380742,37.6289742",,,,,,,,,,"128.6955571,36.0788999",,,,,,,,,,,,,,,,"128.781625,37.7292325",,,,"129.090088,37.5886617",,,,,,
"127.8646609,37.6756704",,"127.125251,37.0866205","127.1372742,37.6301164",,,,,,,,,,"128.6983165,36.077118",,,,,,,,,,,,,,,,"128.7816615,37.729708",,,,"129.0906212,37.588066",,,,,,
"127.8633806,37.6758907",,"127.1249995,37.0871912","127.1366186,37.6309274",,,,,,,,,,"128.6997539,36.0761931",,,,,,,,,,,,,,,,"128.7816621,37.7301992",,,,"129.0909368,37.5876246",,,,,,
"127.8602125,37.6764331",,"127.1248334,37.0875495","127.1365867,37.6309661",,,,,,,,,,"128.6999838,36.0760492",,,,,,,,,,,,,,,,"128.7816307,37.7308809",,,,"129.0912489,37.5871743",,,,,,
"127.859322,37.6766053",,"127.123488,37.0904523","127.1362618,37.6313581",,,,,,,,,,"128.700782,36.0755211",,,,,,,,,,,,,,,,"128.7815862,37.731195",,,,"129.0914619,37.5868578",,,,,,
"127.8585835,37.6767905",,"127.1228874,37.0917494","127.1360497,37.6316161",,,,,,,,,,"128.7010297,36.0753734",,,,,,,,,,,,,,,,"128.7815394,37.731447",,,,"129.0916493,37.5865659",,,,,,
"127.858211,37.6768989",,"127.1219956,37.0936855","127.1352743,37.6325745",,,,,,,,,,"128.7021713,36.0747165",,,,,,,,,,,,,,,,"128.7814947,37.7316178",,,,"129.0918874,37.5861499",,,,,,
"127.8577151,37.677078",,"127.1214644,37.0948403","127.1350118,37.6329496",,,,,,,,,,"128.7023485,36.0746156",,,,,,,,,,,,,,,,"128.7814458,37.7318058",,,,"129.092087,37.5857912",,,,,,
"127.8576642,37.6770961",,"127.1209943,37.0959133","127.1345992,37.6336658",,,,,,,,,,"128.7025423,36.0745036",,,,,,,,,,,,,,,,"128.7812116,37.7325077",,,,"129.0922225,37.5855073",,,,,,
"127.8570735,37.6773611",,"127.1202935,37.0974336","127.1343822,37.6342276",,,,,,,,,,"128.7047051,36.0733839",,,,,,,,,,,,,,,,"128.7808249,37.7336412",,,,"129.092255,37.5854402",,,,,,
"127.856742,37.6775343",,"127.1198737,37.0983427","127.1342709,37.6347446",,,,,,,,,,"128.7061583,36.0727697",,,,,,,,,,,,,,,,"128.7806741,37.7341746",,,,"129.0924426,37.5849438",,,,,,
"127.8565282,37.677635",,"127.1198692,37.0983517","127.1338467,37.637121",,,,,,,,,,"128.7063767,36.0726774",,,,,,,,,,,,,,,,"128.7805865,37.7346911",,,,"129.0925927,37.5845452",,,,,,
"127.856146,37.6778696",,"127.1187069,37.1010008","127.133503,37.6387955",,,,,,,,,,"128.7065909,36.0725941",,,,,,,,,,,,,,,,"128.7805368,37.7352333",,,,"129.0927835,37.5840406",,,,,,
"127.8556228,37.6782542",,"127.1186659,37.1010953","127.1334465,37.6389756",,,,,,,,,,"128.7070435,36.0724173",,,,,,,,,,,,,,,,"128.7805249,37.7356579",,,,"129.0927954,37.5840107",,,,,,
"127.8554318,37.6783954",,"127.1184202,37.101621","127.1333431,37.6392718",,,,,,,,,,"128.7086054,36.0718733",,,,,,,,,,,,,,,,"128.7805556,37.7361245",,,,"129.0928879,37.5836751",,,,,,
"127.8548715,37.6788613",,"127.1183019,37.1018784","127.1332488,37.6395401",,,,,,,,,,"128.7094283,36.0715864",,,,,,,,,,,,,,,,"128.7806136,37.7365258",,,,"129.092987,37.5833331",,,,,,
"127.8543861,37.6793242",,"127.1177944,37.102981","127.1330695,37.6400488",,,,,,,,,,"128.7105151,36.0712762",,,,,,,,,,,,,,,,"128.7806492,37.7367498",,,,"129.0929902,37.5833213",,,,,,
"127.8542248,37.6795149",,"127.1175361,37.1035535","127.1328297,37.6406349",,,,,,,,,,"128.7122431,36.0708512",,,,,,,,,,,,,,,,"128.7807009,37.7369169",,,,"129.0930048,37.5832625",,,,,,
"127.8539419,37.6798682",,"127.1172846,37.1041088","127.1323867,37.6415159",,,,,,,,,,"128.7130608,36.0706554",,,,,,,,,,,,,,,,"128.7807418,37.7370526",,,,"129.093315,37.5820371",,,,,,
"127.8536985,37.6802114",,"127.116835,37.1050999","127.1317622,37.6424333",,,,,,,,,,"128.7138233,36.0704917",,,,,,,,,,,,,,,,"128.7808726,37.7375297",,,,"129.0934266,37.5814831",,,,,,
"127.853551,37.680439",,"127.1161909,37.106522","127.1308203,37.6435607",,,,,,,,,,"128.7143856,36.0703706",,,,,,,,,,,,,,,,"128.7810353,37.7379488",,,,"129.0935977,37.5806373",,,,,,
"127.8532734,37.6809635",,"127.1160303,37.1068848","127.130631,37.6437881",,,,,,,,,,"128.714981,36.0702429",,,,,,,,,,,,,,,,"128.7811969,37.7383031",,,,"129.0937684,37.5798238",,,,,,
"127.8530861,37.6813931",,"127.1155238,37.108009","127.1304634,37.6439859",,,,,,,,,,"128.7158831,36.0700498",,,,,,,,,,,,,,,,"128.7813565,37.7386096",,,,"129.094024,37.5787497",,,,,,
"127.8529998,37.6816241",,"127.1149615,37.1092574","127.1303723,37.6440748",,,,,,,,,,"128.7216251,36.0688204",,,,,,,,,,,,,,,,"128.7816115,37.7390493",,,,"129.0941036,37.5784998",,,,,,
"127.8528768,37.6819823",,"127.1137495,37.1118911","127.130124,37.6443165",,,,,,,,,,"128.7217922,36.0687853",,,,,,,,,,,,,,,,"128.7820807,37.7396688",,,,"129.0941864,37.5782383",,,,,,
"127.8527965,37.6822755",,"127.1132621,37.1129991","127.1293123,37.6450242",,,,,,,,,,"128.7252134,36.0680679",,,,,,,,,,,,,,,,"128.7823865,37.7400251",,,,"129.0943,37.5778825",,,,,,
"127.8527545,37.6825045",,"127.1130062,37.1135274","127.127689,37.6464072",,,,,,,,,,"128.7279574,36.0675098",,,,,,,,,,,,,,,,"128.7826003,37.7402526",,,,"129.094649,37.576991",,,,,,
"127.8526887,37.6829824",,"127.1127866,37.1139828","127.1276127,37.6464718",,,,,,,,,,"128.7296913,36.0670475",,,,,,,,,,,,,,,,"128.7829766,37.740618",,,,"129.0950975,37.5759872",,,,,,
"127.8526789,37.6830636",,"127.1124243,37.1146243","127.1275239,37.64655",,,,,,,,,,"128.7310356,36.0665893",,,,,,,,,,,,,,,,"128.7833616,37.7409581",,,,"129.0956619,37.5747331",,,,,,
"127.8524365,37.6855331",,"127.1120748,37.115183","127.127237,37.6467915",,,,,,,,,,"128.7325783,36.0660433",,,,,,,,,,,,,,,,"128.7838247,37.741291",,,,"129.0962246,37.5734583",,,,,,
"127.8524268,37.6856331",,"127.1115748,37.1158745","127.1262114,37.6476409",,,,,,,,,,"128.7339037,36.06545",,,,,,,,,,,,,,,,"128.784262,37.741572",,,,"129.0973867,37.5708758",,,,,,
"127.852349,37.686441",,"127.1110992,37.1164499","127.1261454,37.6477011",,,,,,,,,,"128.7346496,36.0650808",,,,,,,,,,,,,,,,"128.7847882,37.7418772",,,,"129.0977141,37.5700873",,,,,,
"127.8522237,37.6875365",,"127.1105999,37.117008","127.1256124,37.6481816",,,,,,,,,,"128.7358925,36.0644676",,,,,,,,,,,,,,,,"128.7853039,37.7421645",,,,"129.097862,37.5696437",,,,,,
"127.8520622,37.6891242",,"127.1103226,37.1172956","127.1252868,37.6484744",,,,,,,,,,"128.7364622,36.0641859",,,,,,,,,,,,,,,,"128.7862421,37.7426662",,,,"129.0981972,37.5686396",,,,,,
"127.851852,37.6912123",,"127.1101744,37.1174492","127.1252423,37.6485194",,,,,,,,,,"128.7380532,36.0633968",,,,,,,,,,,,,,,,"128.7873124,37.7433241",,,,"129.0982586,37.5683882",,,,,,
"127.8518278,37.691353",,"127.1101213,37.1174977","127.1249996,37.6487665",,,,,,,,,,"128.7382923,36.0632781",,,,,,,,,,,,,,,,"128.7882122,37.7439659",,,,"129.0984867,37.5674577",,,,,,
"127.8517417,37.6918661",,"127.1095241,37.1180411","127.1247285,37.649036",,,,,,,,,,"128.7383562,36.0632468",,,,,,,,,,,,,,,,"128.7886748,37.7443331",,,,"129.0987533,37.56605",,,,,,
"127.8516339,37.6923342",,"127.1085499,37.1187996","127.124324,37.6494493",,,,,,,,,,"128.7416803,36.0616032",,,,,,,,,,,,,,,,"128.789136,37.7447489",,,,"129.0988615,37.5646497",,,,,,
"127.8515403,37.6926941",,"127.1079748,37.119225","127.1242989,37.6494781",,,,,,,,,,"128.7419006,36.0614927",,,,,,,,,,,,,,,,"128.7894243,37.745008",,,,"129.0989035,37.5635451",,,,,,
"127.851432,37.6930595",,"127.1077239,37.1194162","127.1242453,37.6495374",,,,,,,,,,"128.7441392,36.0603768",,,,,,,,,,,,,,,,"128.7898537,37.7454855",,,,"129.0988825,37.5627189",,,,,,
"127.8512025,37.6936938",,"127.1076245,37.1194825","127.1238541,37.6500013",,,,,,,,,,"128.744513,36.0602107",,,,,,,,,,,,,,,,"128.7902566,37.7459462",,,,"129.0987863,37.5616612",,,,,,
"127.8510249,37.6940495",,"127.1064743,37.120308","127.1222183,37.6522539",,,,,,,,,,"128.7453586,36.0598341",,,,,,,,,,,,,,,,"128.7904808,37.7462429",,,,"129.0985852,37.5604644",,,,,,
"127.8506352,37.6948672",,"127.1060642,37.1206005","127.1221531,37.6523501",,,,,,,,,,"128.746134,36.0595087",,,,,,,,,,,,,,,,"128.7907776,37.7466651",,,,"129.0985702,37.560397",,,,,,
"127.8497724,37.6961668",,"127.1059964,37.1206481","127.1205617,37.654538",,,,,,,,,,"128.7470177,36.0592227",,,,,,,,,,,,,,,,"128.7907881,37.7466794",,,,"129.0979052,37.557357",,,,,,
"127.8489499,37.6973518",,"127.1046745,37.121583","127.1203596,37.6548248",,,,,,,,,,"128.7479345,36.0589869",,,,,,,,,,,,,,,,"128.7910075,37.7470249",,,,"129.0976205,37.5560594",,,,,,
"127.8478208,37.6989532",,"127.1035243,37.1224075","127.1199496,37.6554076",,,,,,,,,,"128.7487134,36.0588156",,,,,,,,,,,,,,,,"128.7912755,37.7474942",,,,"129.0973862,37.5549991",,,,,,
"127.8465316,37.7007813",,"127.1023491,37.1232491","127.1191867,37.6565039",,,,,,,,,,"128.7494532,36.0586988",,,,,,,,,,,,,,,,"128.7915857,37.7480974",,,,"129.0971764,37.5540277",,,,,,
"127.8451104,37.7027684",,"127.1007592,37.1243976","127.118908,37.6569068",,,,,,,,,,"128.7499995,36.05863",,,,,,,,,,,,,,,,"128.791915,37.7488229",,,,"129.0967549,37.5521542",,,,,,
"127.8449163,37.7030015",,"127.0983861,37.1261095","127.1187367,37.6571496",,,,,,,,,,"128.7511831,36.0585654",,,,,,,,,,,,,,,,"128.7921996,37.7494579",,,,"129.096639,37.5516574",,,,,,
"127.8445642,37.7033892",,"127.0965995,37.1273996","127.1178366,37.6584743",,,,,,,,,,"128.751969,36.0585536",,,,,,,,,,,,,,,,"128.7924417,37.7499996",,,,"129.0963161,37.5502639",,,,,,
"127.8444727,37.703485",,"127.0947123,37.1287408","127.1173291,37.6592767",,,,,,,,,,"128.7524012,36.0585689",,,,,,,,,,,,,,,,"128.7925323,37.7501842",,,,"129.0960853,37.5495785",,,,,,
"127.8442515,37.7037155",,"127.0930241,37.1299159","127.1168882,37.6599071",,,,,,,,,,"128.7527634,36.058584",,,,,,,,,,,,,,,,"128.7927147,37.7505581",,,,"129.0956015,37.5486053",,,,,,
"127.8440842,37.7038557",,"127.0924498,37.1303583","127.1166861,37.6601867",,,,,,,,,,"128.7532779,36.0586165",,,,,,,,,,,,,,,,"128.7930414,37.7511304",,,,"129.0951816,37.5479711",,,,,,
"127.8439316,37.7039832",,"127.0913751,37.1311109","127.1160432,37.661077",,,,,,,,,,"128.7538652,36.0586816",,,,,,,,,,,,,,,,"128.7931632,37.7513481",,,,"129.0948003,37.5473958",,,,,,
"127.8436795,37.7041732",,"127.0909185,37.1314311","127.1157623,37.6614663",,,,,,,,,,"128.7547335,36.0588285",,,,,,,,,,,,,,,,"128.7931843,37.7513848",,,,"129.0940742,37.5463575",,,,,,
"127.8431955,37.7045063",,"127.0904744,37.1317415","127.115199,37.6623081",,,,,,,,,,"128.7552537,36.0589348",,,,,,,,,,,,,,,,"128.7935667,37.7519024",,,,"129.0936821,37.5456985",,,,,,
"127.8428199,37.704721",,"127.0898616,37.1322325","127.1139961,37.6640483",,,,,,,,,,"128.7559457,36.0590934",,,,,,,,,,,,,,,,"128.7942414,37.7527711",,,,"129.0934565,37.5453131",,,,,,
"127.8416293,37.7053347",,"127.0894365,37.1325492","127.1136031,37.6646094",,,,,,,,,,"128.7598696,36.0601431",,,,,,,,,,,,,,,,"128.7948322,37.7533919",,,,"129.0932617,37.5448831",,,,,,
"127.8364674,37.7080752",,"127.0890372,37.1329075","127.1127921,37.6657542",,,,,,,,,,"128.7623887,36.0608306",,,,,,,,,,,,,,,,"128.7954462,37.7539718",,,,"129.093142,37.5445756",,,,,,
"127.8342841,37.709227",,"127.0886615,37.1332496","127.1126471,37.6659592",,,,,,,,,,"128.7629084,36.0609757",,,,,,,,,,,,,,,,"128.7956778,37.7541658",,,,"129.092964,37.5439769",,,,,,
"127.8329316,37.7099401",,"127.088137,37.133858","127.1120867,37.6666658",,,,,,,,,,"128.764752,36.0614917",,,,,,,,,,,,,,,,"128.7966505,37.7548797",,,,"129.0928238,37.5435047",,,,,,
"127.8320644,37.7103716",,"127.0875496,37.1346249","127.1115744,37.6672662",,,,,,,,,,"128.7666932,36.0619977",,,,,,,,,,,,,,,,"128.7974866,37.7554329",,,,"129.0927122,37.5429411",,,,,,
"127.8320577,37.7103752",,"127.0873724,37.1349082","127.111383,37.6674459",,,,,,,,,,"128.7671726,36.062118",,,,,,,,,,,,,,,,"128.7982248,37.7558411",,,,"129.0926674,37.5424848",,,,,,
"127.8310106,37.7109019",,"127.0872031,37.1352006","127.1110868,37.6677243",,,,,,,,,,"128.7683857,36.0623666",,,,,,,,,,,,,,,,"128.7992137,37.7563079",,,,"129.0926428,37.5419137",,,,,,
"127.8300912,37.7113371",,"127.0866764,37.1364085","127.1100491,37.6686249",,,,,,,,,,"128.7693739,36.062504",,,,,,,,,,,,,,,,"128.7997076,37.7565097",,,,"129.0926662,37.5413654",,,,,,
"127.829192,37.7116938",,"127.0866466,37.1364931","127.1088499,37.6693997",,,,,,,,,,"128.7696454,36.0625389",,,,,,,,,,,,,,,,"128.8003636,37.7567612",,,,"129.0927369,37.5406443",,,,,,
"127.829107,37.7117247",,"127.0862441,37.1376239","127.108362,37.6696658",,,,,,,,,,"128.7704158,36.0625993",,,,,,,,,,,,,,,,"128.8007314,37.7568869",,,,"129.09285,37.5401075",,,,,,
"127.8285101,37.7119445",,"127.0862236,37.1376806","127.107939,37.6698897",,,,,,,,,,"128.7712257,36.0626268",,,,,,,,,,,,,,,,"128.8012073,37.7570349",,,,"129.0930868,37.5392165",,,,,,
"127.8275664,37.7122545",,"127.0853937,37.1401746","127.1075447,37.6700461",,,,,,,,,,"128.7719451,36.0626209",,,,,,,,,,,,,,,,"128.8014183,37.757092",,,,"129.0934664,37.5382804",,,,,,
"127.8268435,37.7124701",,"127.0853548,37.1402799","127.1073163,37.6701391",,,,,,,,,,"128.7730412,36.0625642",,,,,,,,,,,,,,,,"128.8019384,37.7572332",,,,"129.093635,37.5378527",,,,,,
"127.8267041,37.7125074",,"127.0853079,37.1404078","127.1009918,37.6719593",,,,,,,,,,"128.7739718,36.0624371",,,,,,,,,,,,,,,,"128.8019784,37.7572435",,,,"129.093824,37.5373743",,,,,,
"127.8261816,37.7126459",,"127.0852701,37.1405375","127.1006727,37.6720529",,,,,,,,,,"128.7750457,36.0622436",,,,,,,,,,,,,,,,"128.8030045,37.7574972",,,,"129.094129,37.5366005",,,,,,
"127.825633,37.7127664",,"127.0851499,37.1408913","127.0996119,37.6723665",,,,,,,,,,"128.7757493,36.0620865",,,,,,,,,,,,,,,,"128.8039248,37.7577412",,,,"129.0947917,37.5349846",,,,,,
"127.8245426,37.7130028",,"127.0850562,37.1411542","127.0949345,37.6737891",,,,,,,,,,"128.7765055,36.0618819",,,,,,,,,,,,,,,,"128.8043117,37.7578576",,,,"129.0949985,37.5344383",,,,,,
"127.8239849,37.7131089",,"127.0849624,37.1414162","127.0941712,37.6740208",,,,,,,,,,"128.777195,36.0616753",,,,,,,,,,,,,,,,"128.8053364,37.7582248",,,,"129.095108,37.5341061",,,,,,
"127.8224734,37.713314",,"127.0846941,37.1422941","127.0921835,37.6746116",,,,,,,,,,"128.7778024,36.0614768",,,,,,,,,,,,,,,,"128.8057814,37.7584146",,,,"129.0951862,37.5338454",,,,,,
"127.82132,37.7134208",,"127.0846941,37.142295","127.0909863,37.674967",,,,,,,,,,"128.778714,36.0610677",,,,,,,,,,,,,,,,"128.8059678,37.7584936",,,,"129.0952253,37.5336628",,,,,,
"127.8197545,37.7134945",,"127.0844763,37.1430027","127.090649,37.6750677",,,,,,,,,,"128.7793793,36.0607334",,,,,,,,,,,,,,,,"128.8067308,37.7588916",,,,"129.0952617,37.5334578",,,,,,
"127.8170364,37.7135604",,"127.0844086,37.1432261","127.0899982,37.6752565",,,,,,,,,,"128.7794046,36.0607205",,,,,,,,,,,,,,,,"128.8068902,37.7589809",,,,"129.0953364,37.5330332",,,,,,
"127.8148345,37.7136393",,"127.0842278,37.1437573","127.0889063,37.6756376",,,,,,,,,,"128.7796202,36.0605974",,,,,,,,,,,,,,,,"128.8072995,37.7592116",,,,"129.0954274,37.5323118",,,,,,
"127.8147074,37.7136478",,"127.0841741,37.1439076","127.0886233,37.6757565",,,,,,,,,,"128.7803155,36.0602005",,,,,,,,,,,,,,,,"128.8081407,37.7597926",,,,"129.0954624,37.5318805",,,,,,
"127.8139872,37.7136948",,"127.0839796,37.1444703","127.088396,37.6758513",,,,,,,,,,"128.7813594,36.0594618",,,,,,,,,,,,,,,,"128.8087124,37.7602161",,,,"129.0954804,37.5309754",,,,,,
"127.8138148,37.713706",,"127.0838015,37.1453143","127.0867633,37.6766153",,,,,,,,,,"128.7814681,36.0593849",,,,,,,,,,,,,,,,"128.8091496,37.7606078",,,,"129.0954611,37.5307053",,,,,,
"127.8134348,37.7137269",,"127.0836738,37.1462252","127.0857807,37.6771238",,,,,,,,,,"128.7818496,36.0590861",,,,,,,,,,,,,,,,"128.8094246,37.7608833",,,,"129.0953824,37.5300944",,,,,,
"127.8131671,37.7137528",,"127.0836508,37.1467344","127.085129,37.6774685",,,,,,,,,,"128.7824757,36.0585303",,,,,,,,,,,,,,,,"128.8096998,37.7611659",,,,"129.0952319,37.5291906",,,,,,
"127.8126262,37.7138228",,"127.0836411,37.1472635","127.0659304,37.6876908",,,,,,,,,,"128.7843715,36.0565871",,,,,,,,,,,,,,,,"128.8102989,37.7618577",,,,"129.0949054,37.5271951",,,,,,
