0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
"128.3576635,36.1702144","127.2222864,37.596891","126.8844749,35.1707747","128.5837644,35.9116348","127.1609679,36.7264913","127.1039701,37.2927674","128.8719622,35.2212037","126.8052378,37.3506302","127.2199594,37.525838","128.3010562,36.1410774","128.5395702,35.8785198","128.5478687,35.8787813","127.2067583,37.4026546","126.7408633,37.401516","126.7767609,37.6097665","127.046497,35.9706866","126.7878812,37.405139","127.0519946,35.9909515","126.7681975,37.59303","126.7681975,37.59303","126.7574648,35.151238","126.8023416,37.4296287","126.7681975,37.59303","127.2067583,37.4026546","126.8023416,37.4296287","127.0107018,37.3907134","126.8023416,37.4296287","128.5268388,35.864042","127.0107018,37.3907134","126.9894497,37.5460581","127.0899765,37.5803804","127.1702625,35.8406086","126.8023416,37.4296287","127.0559786,37.4586833","128.5601125,35.8382305","127.118151,37.5781963","127.2067583,37.4026546","127.4859049,36.3452031","127.7778244,37.9570074","128.5601125,35.8382305"
"128.3576383,36.170247","127.2231749,37.596775","126.8845555,35.1715911","128.5837443,35.9116241","127.1597516,36.7259911","127.1038373,37.2939911","128.8702562,35.2208984","126.8058946,37.3505422","127.2200311,37.5254272","128.301049,36.1411423","128.5385623,35.8785331","128.5475263,35.8787699","127.2077471,37.4026066","126.7411763,37.4003904","126.7763242,37.610054","127.0465382,35.9706542","126.788201,37.4051374","127.0520012,35.9909641","126.7699399,37.594273","126.7699399,37.594273","126.7564734,35.1512427","126.8027923,37.4297873","126.7699399,37.594273","127.2077471,37.4026066","126.8027923,37.4297873","127.0124406,37.3915454","126.8027923,37.4297873","128.527317,35.8645338","127.0124406,37.3915454","126.9897396,37.54588","127.0903334,37.5803618","127.1702647,35.8406095","126.8027923,37.4297873","127.0563051,37.4585439","128.5598792,35.8381739","127.1188753,37.5780797","127.2077471,37.4026066","127.4866147,36.345342","127.7773517,37.9572258","128.5598792,35.8381739"
"128.3575374,36.1703767","127.2233189,37.596751","126.8845926,35.1719213","128.5837075,35.9116073","127.1576557,36.7251133","127.1038124,37.294658","128.8698,35.220817","126.8083951,37.3503486","127.2201202,37.5249271","128.3010261,36.1411857","128.5384692,35.8785312","128.5471749,35.8787576","127.2085981,37.4025411","126.7413211,37.399919","126.7759058,37.6103192","127.0468869,35.9703833","126.789692,37.4051905","127.0520122,35.9909876","126.7711392,37.5949996","126.7711392,37.5949996","126.7562615,35.1512441","126.8033733,37.4300287","126.7711392,37.5949996","127.2085981,37.4025411","126.8033733,37.4300287","127.013226,37.391856","126.8033733,37.4300287","128.5273529,35.8645713","127.013226,37.391856","126.9899374,37.5457582","127.090715,37.5803676","127.1710915,35.8409525","126.8033733,37.4300287","127.0580337,37.4578203","128.5586239,35.8378658","127.1197868,37.5778771","127.2085981,37.4025411","127.4872042,36.3454845","127.7770335,37.9573716","128.5586239,35.8378658"
"128.3567129,36.1714473","127.2242982,37.5965928","126.8846311,35.1721992","128.5822472,35.9109002","127.1574735,36.7250371","127.1038125,37.2950682","128.8691862,35.2207113","126.8090699,37.3503877","127.2201551,37.5246559","128.3009866,36.1412275","128.5383052,35.8785272","128.5469832,35.8787521","127.2095907,37.4024092","126.7418547,37.398546","126.7756927,37.610445","127.0470873,35.9702578","126.7898416,37.4051427","127.0520408,35.991022","126.7737578,37.5964372","126.7737578,37.5964372","126.7559014,35.1512491","126.8040419,37.430331","126.7737578,37.5964372","127.2095907,37.4024092","126.8040419,37.430331","127.0136612,37.3919984","126.8040419,37.430331","128.5285738,35.8657104","127.0136612,37.3919984","126.9900023,37.5457071","127.0921336,37.5804555","127.1713745,35.8410705","126.8040419,37.430331","127.0582593,37.4577256","128.558524,35.8378469","127.1206183,37.5776238","127.2095907,37.4024092","127.4873045,36.3455089","127.7768552,37.9574748","128.558524,35.8378469"
"128.3560717,36.1723985","127.2244116,37.5965742","126.8846424,35.1723057","128.5820606,35.9107891","127.1573249,36.7249745","127.1038117,37.2967249","128.8681038,35.2205702","126.8114189,37.3503284","127.2201691,37.5245487","128.3009146,36.1412577","128.5374398,35.8785076","128.5469754,35.8787521","127.2105981,37.402217","126.7421057,37.3979672","126.774699,37.6110301","127.0477116,35.9700826","126.789904,37.4051188","127.0520839,35.9910618","126.7743123,37.5967254","126.7743123,37.5967254","126.7554511,35.1512608","126.8043705,37.4304853","126.7743123,37.5967254","127.2105981,37.402217","126.8043705,37.4304853","127.0142565,37.3921784","126.8043705,37.4304853","128.5295996,35.866669","127.0142565,37.3921784","126.9904484,37.5453566","127.0931518,37.5804536","127.1716553,35.841193","126.8043705,37.4304853","127.0593009,37.4572896","128.557881,35.837702","127.1212421,37.5774383","127.2105981,37.402217","127.488011,36.3457235","127.7767713,37.9575696","128.557881,35.837702"
"128.3559647,36.1725805","127.2245861,37.5965421","126.8846494,35.1723914","128.5815124,35.9105714","127.1567693,36.7247385","127.1037872,37.2977416","128.8674093,35.2204978","126.8118119,37.350318","127.220261,37.5232852","128.3009419,36.1413206","128.5370874,35.8784998","128.5464446,35.8787333","127.2115662,37.4019778","126.7426323,37.3969385","126.7744553,37.6111656","127.0483993,35.9698742","126.7899278,37.4051099","127.0525954,35.9914406","126.7749649,37.5970656","126.7749649,37.5970656","126.7554204,35.1512624","126.8046259,37.4306048","126.7749649,37.5970656","127.2115662,37.4019778","126.8046259,37.4306048","127.0142993,37.3921912","126.8046259,37.4306048","128.5298626,35.8669579","127.0142993,37.3921912","126.990525,37.5452497","127.0942156,37.5803923","127.1716862,35.8412066","126.8046259,37.4306048","127.0593055,37.4572878","128.5576378,35.8376482","127.1219558,37.5771621","127.2115662,37.4019778","127.4887499,36.3459661","127.7767544,37.9575976","128.5576378,35.8376482"
"128.3556906,36.1730431","127.2257435,37.5963303","126.8846596,35.1725014","128.5812708,35.910405","127.1566609,36.7246931","127.1037813,37.3016482","128.8668766,35.2204407","126.8130247,37.3503044","127.2202891,37.5227147","128.3010183,36.1414004","128.5362551,35.8784737","128.545601,35.8786956","127.2119939,37.4018337","126.7431128,37.3961231","126.7740178,37.611409","127.0487925,35.9697846","126.7899881,37.4050643","127.0526583,35.9914877","126.7762081,37.5977105","126.7762081,37.5977105","126.7552875,35.1512679","126.8048229,37.430697","126.7762081,37.5977105","127.2119939,37.4018337","126.8048229,37.430697","127.0149118,37.3923496","126.8048229,37.430697","128.5301916,35.867387","127.0149118,37.3923496","126.9905605,37.5451895","127.118151,37.5781963","127.1717249,35.8412248","126.8048229,37.430697","127.059607,37.4571592","128.5576079,35.8376431","127.1232963,37.576576","127.2119939,37.4018337","127.4888346,36.3460031","127.7766378,37.9577917","128.5576079,35.8376431"
"128.355287,36.1737618","127.2264939,37.5961923","126.8846566,35.1726033","128.580985,35.9101686","127.1562978,36.72451","127.103708,37.3018625","128.8667633,35.2204348","126.8154175,37.3502668","127.220318,37.5222614","128.3011161,36.1416125","128.5360512,35.8784691","128.5451977,35.8786856","127.2124577,37.401678","126.7433828,37.3956724","126.773536,37.6116764","127.0489124,35.969758","126.790035,37.4050042","127.0526793,35.9915085","126.7769722,37.5981208","126.7769722,37.5981208","126.7551216,35.1512786","126.8053391,37.4309714","126.7769722,37.5981208","127.2124577,37.401678","126.8053391,37.4309714","127.015749,37.3924991","126.8053391,37.4309714","128.5306534,35.8681529","127.015749,37.3924991","126.9909989,37.5444694","127.1188753,37.5780797","127.171935,35.8412866","126.8053391,37.4309714","127.0597623,37.4570967","128.5575535,35.8376328","127.1237343,37.5763953","127.2124577,37.401678","127.4890964,36.346114","127.776671,37.9578348","128.5575535,35.8376328"
"128.3546577,36.1749969","127.2266832,37.5961576","126.8846418,35.1726745","128.5807415,35.9099518","127.1559371,36.7242664","127.1036999,37.3029829","128.8661837,35.2204026","126.8156704,37.3502674","127.2202483,37.5187892","128.301158,36.1416942","128.535599,35.8784496","128.5448962,35.8786747","127.2127881,37.4015499","126.743909,37.3949114","126.769932,37.6137426","127.0489979,35.9697394","126.7900397,37.4049871","127.0526936,35.9915311","126.7776214,37.5984618","126.7776214,37.5984618","126.7550326,35.1512853","126.8064524,37.4315899","126.7776214,37.5984618","127.2127881,37.4015499","126.8064524,37.4315899","127.0165372,37.3925663","126.8064524,37.4315899","128.530984,35.8689615","127.0165372,37.3925663","126.9910756,37.5443435","127.1197868,37.5778771","127.1719781,35.8413048","126.8064524,37.4315899","127.0598835,37.4570475","128.5572815,35.8375756","127.124453,37.5760271","127.2127881,37.4015499","127.4894118,36.3462583","127.7766917,37.9578961","128.5572815,35.8375756"
"128.3543387,36.1757285","127.2267739,37.5961416","126.8846147,35.1727699","128.5801745,35.9094917","127.1555498,36.7239831","127.103684,37.306428","128.8640302,35.2202718","126.8170244,37.350241","127.2203361,37.5183261","128.3013405,36.1420392","128.5354649,35.8784435","128.54475,35.8786723","127.2134818,37.4012821","126.7445485,37.3940096","126.7697657,37.6138344","127.0492966,35.9696738","126.7901109,37.4047369","127.0527101,35.9915555","126.7783326,37.5988357","126.7783326,37.5988357","126.7549689,35.1512903","126.8077052,37.4322832","126.7783326,37.5988357","127.2134818,37.4012821","126.8077052,37.4322832","127.0176122,37.3926329","126.8077052,37.4322832","128.5311107,35.8695068","127.0176122,37.3926329","126.9911136,37.544259","127.1206183,37.5776238","127.1723661,35.8414672","126.8077052,37.4322832","127.0604117,37.4568242","128.557206,35.8375601","127.1249992,37.575744","127.2134818,37.4012821","127.4896614,36.3463827","127.7766852,37.9579673","128.557206,35.8375601"
"128.3542352,36.1760268","127.2279369,37.5959325","126.8845778,35.1728689","128.5799371,35.9093081","127.1553602,36.723823","127.1036832,37.3065974","128.8627875,35.2202028","126.8172345,37.3502368","127.2204567,37.5178495","128.3014187,36.1421847","128.5353684,35.8784398","128.5446303,35.878668","127.2144427,37.4008319","126.7450982,37.393374","126.7697156,37.613862","127.0493488,35.9696623","126.7906043,37.4029831","127.0527408,35.9916214","126.7785287,37.5989388","126.7785287,37.5989388","126.7547623,35.151308","126.8079166,37.4324007","126.7785287,37.5989388","127.2144427,37.4008319","126.8079166,37.4324007","127.0185622,37.3926494","126.8079166,37.4324007","128.5311447,35.8696525","127.0185622,37.3926494","126.9911493,37.544169","127.1212421,37.5774383","127.1730172,35.8417368","126.8079166,37.4324007","127.0617243,37.4562693","128.5571427,35.8375471","127.1251811,37.5756094","127.2144427,37.4008319","127.4898531,36.3464774","127.7766603,37.9580115","128.5571427,35.8375471"
"128.3541652,36.176231","127.2289819,37.5957745","126.8845219,35.1730012","128.5796497,35.9091159","127.155088,36.7235743","127.1036622,37.3112359","128.8607662,35.2200903","126.8182937,37.3502159","127.2207725,37.5172139","128.301464,36.1422746","128.5351457,35.8784327","128.5445372,35.8786661","127.2152455,37.400376","126.7455382,37.3928748","126.7679122,37.6148567","127.0498619,35.9695497","126.7907636,37.4023883","127.0527524,35.9917342","126.7801124,37.5997597","126.7801124,37.5997597","126.7510319,35.1517773","126.8084103,37.4326749","126.7801124,37.5997597","127.2152455,37.400376","126.8084103,37.4326749","127.0217297,37.3926866","126.8084103,37.4326749","128.531613,35.8729672","127.0217297,37.3926866","126.9911564,37.5441275","127.1219558,37.5771621","127.1732969,35.841853","126.8084103,37.4326749","127.0626504,37.4558788","128.5567853,35.8374817","127.1253994,37.5754361","127.2152455,37.400376","127.4898542,36.3464783","127.7766126,37.9580513","128.5567853,35.8374817"
"128.3540138,36.1767325","127.2298739,37.5956494","126.8844773,35.1730866","128.5792495,35.908941","127.1548617,36.7233492","127.1036494,37.3138833","128.8592492,35.2200416","126.8184993,37.3502053","127.220801,37.5171554","128.3015619,36.1424993","128.534924,35.8784247","128.5438822,35.878642","127.2156622,37.4001291","126.745697,37.3926955","126.7646853,37.6166961","127.0511742,35.9693076","126.7907754,37.4023334","127.0527771,35.9922572","126.7820873,37.600783","126.7820873,37.600783","126.7499998,35.1519071","126.8087544,37.4328671","126.7820873,37.600783","127.2156622,37.4001291","126.8087544,37.4328671","127.0232018,37.3926844","126.8087544,37.4328671","128.5317311,35.8738731","127.0232018,37.3926844","126.9911623,37.5440915","127.1232963,37.576576","127.1734738,35.8419247","126.8087544,37.4328671","127.0627886,37.4558198","128.5555714,35.8372868","127.1255108,37.5753473","127.2156622,37.4001291","127.490018,36.3465702","127.7765592,37.9580776","128.5555714,35.8372868"
"128.3538477,36.1774071","127.2303623,37.5956082","126.8843919,35.1732016","128.5786873,35.9087576","127.1545243,36.7229245","127.1036414,37.3149793","128.8572745,35.220025","126.8197735,37.3501433","127.2208659,37.5170384","128.3016404,36.1426809","128.5342002,35.8783895","128.5436372,35.8786324","127.2159521,37.3999576","126.7462276,37.3921662","126.7646659,37.6167077","127.0521745,35.9691247","126.7908246,37.4021498","127.0527754,35.9923654","126.782734,37.601152","126.782734,37.601152","126.7499393,35.1519166","126.8091501,37.4330984","126.782734,37.601152","127.2159521,37.3999576","126.8091501,37.4330984","127.0248998,37.3926768","126.8091501,37.4330984","128.5318177,35.8744909","127.0248998,37.3926768","126.9911697,37.5439915","127.1237343,37.5763953","127.1735246,35.8419446","126.8091501,37.4330984","127.0630833,37.4556974","128.5554749,35.8372715","127.1256404,37.5752449","127.2159521,37.3999576","127.4901562,36.3466496","127.7767343,37.9583133","128.5554749,35.8372715"
"128.3537645,36.1779396","127.2308495,37.595566","126.8843321,35.1732662","128.5783829,35.9086991","127.1542118,36.7224332","127.1036368,37.315649","128.8556494,35.2200161","126.8206403,37.3500545","127.2210925,37.5166576","128.3018167,36.1430683","128.5334052,35.878335","128.5434732,35.8786266","127.2170156,37.3992652","126.7464615,37.3919325","126.7640516,37.6170671","127.0521548,35.9688947","126.7909352,37.4019161","127.0527763,35.9924023","126.7832726,37.601459","126.7832726,37.601459","126.7497942,35.1519374","126.8096235,37.433368","126.7832726,37.601459","127.2170156,37.3992652","126.8096235,37.433368","127.0250422,37.3926729","126.8096235,37.433368","128.5318899,35.8751033","127.0250422,37.3926729","126.9911566,37.5435912","127.124453,37.5760271","127.1738618,35.8420781","126.8096235,37.433368","127.0635922,37.4554866","128.5552896,35.8372406","127.1260873,37.5748903","127.2170156,37.3992652","127.4902866,36.3467244","127.7768646,37.9584581","128.5552896,35.8372406"
"128.3536987,36.1785387","127.2312744,37.5955498","126.8842735,35.1733101","128.5768107,35.9083949","127.1540007,36.7220567","127.1036242,37.3173995","128.8534992,35.2200826","126.8211739,37.3499836","127.2217202,37.5158533","128.3019096,36.1432399","128.5331113,35.8783069","128.5434599,35.8786259","127.2184256,37.3983735","126.7474864,37.3910079","126.7599025,37.6194441","127.0520332,35.96744","126.7910339,37.4017508","127.052775,35.9924465","126.7835382,37.60164","126.7835382,37.60164","126.7496326,35.1519625","126.8104612,37.4338479","126.7835382,37.60164","127.2184256,37.3983735","126.8104612,37.4338479","127.0261489,37.3927395","126.8104612,37.4338479","128.5319033,35.8754503","127.0261489,37.3927395","126.9912391,37.5431067","127.1249992,37.575744","127.1742421,35.8422351","126.8104612,37.4338479","127.0636828,37.4554599","128.5547281,35.83715","127.1268081,37.5743184","127.2184256,37.3983735","127.4934124,36.3485999","127.77718,37.9587737","128.5547281,35.83715"
"128.3536758,36.1792952","127.2317514,37.5955203","126.8841653,35.1733871","128.5735614,35.907737","127.1533831,36.7209506","127.1036242,37.3193249","128.8522235,35.2201437","126.8214034,37.3499435","127.2228035,37.5145065","128.3019607,36.143455","128.5329348,35.8783643","128.5428337,35.8786061","127.2194807,37.3977937","126.7479123,37.3906663","126.7584758,37.6202499","127.0518612,35.9660888","126.7910546,37.4017203","127.0527743,35.9929496","126.7838556,37.6018564","126.7838556,37.6018564","126.7494546,35.151983","126.8129321,37.4352143","126.7838556,37.6018564","127.2194807,37.3977937","126.8129321,37.4352143","127.0272645,37.3928287","126.8129321,37.4352143","128.5318797,35.8758553","127.0272645,37.3928287","126.9912895,37.5430231","127.1251811,37.5756094","127.1743825,35.8422959","126.8129321,37.4352143","127.0637248,37.4554465","128.5543811,35.8371107","127.1275346,37.5737366","127.2194807,37.3977937","127.4947464,36.3493888","127.7775767,37.9592396","128.5543811,35.8371107"
"128.3537402,36.1802089","127.2318239,37.5955159","126.8832823,35.1739786","128.5687975,35.9067617","127.1533309,36.7208567","127.1036224,37.3196719","128.8511706,35.2201933","126.8217031,37.3498911","127.223299,37.5139254","128.3019847,36.143527","128.5328285,35.8783715","128.5427084,35.8785954","127.2203363,37.3974081","126.7488922,37.389937","126.7581373,37.6204407","127.0518296,35.9657866","126.7911758,37.4015651","127.0527768,35.9933066","126.7846872,37.6024428","126.7846872,37.6024428","126.7476179,35.1522178","126.8132984,37.4353318","126.7846872,37.6024428","127.2203363,37.3974081","126.8134866,37.4355159","127.0278923,37.392879","126.8132984,37.4353318","128.5317507,35.876501","127.0278923,37.392879","126.9913398,37.5429485","127.1253994,37.5754361","127.1745107,35.8423521","126.8132984,37.4353318","127.0637825,37.4554287","128.5540951,35.8370852","127.1280443,37.5732786","127.2203363,37.3974081","127.4947475,36.3493897","127.7779784,37.9598101","128.5540951,35.8370852"
"128.3538176,36.1808836","127.2323869,37.5955163","126.8829866,35.1741665","128.567256,35.9063498","127.1532331,36.7206779","127.1036116,37.3212998","128.8497267,35.2203113","126.8222371,37.3497752","127.2238868,37.5131858","128.3020558,36.1435238","128.5325993,35.8783825","128.5422905,35.878572","127.2209665,37.3971636","126.7496111,37.3894467","126.7577806,37.6206422","127.0518562,35.9655947","126.7913277,37.4013921","127.0527842,35.9941505","126.7856529,37.6032148","126.7856529,37.6032148","126.7470781,35.152292","126.8135992,37.4354408","126.7856529,37.6032148","127.2209665,37.3971636","126.8144615,37.436075","127.0287648,37.3930051","126.8135992,37.4354408","128.5315566,35.8772483","127.0287648,37.3930051","126.9914265,37.5428479","127.1255108,37.5753473","127.1748136,35.8424837","126.8135992,37.4354408","127.0640611,37.4553549","128.5538868,35.8370744","127.1281057,37.5732274","127.2209665,37.3971636","127.4948467,36.3494483","127.77814,37.9600837","128.5538868,35.8370744"
"128.3538936,36.1813329","127.2329374,37.5955329","126.8828475,35.1742578","128.5654561,35.905833","127.1530576,36.7203601","127.1036177,37.3220741","128.8488338,35.2204024","126.8227271,37.3496437","127.2244995,37.5124175","128.3020959,36.1435316","128.532575,35.8783827","128.5414824,35.8785366","127.2220081,37.3968956","126.75,37.3891914","126.7552626,37.622255","127.051412,35.9629495","126.7915683,37.4011573","127.0527855,35.9943101","126.7864852,37.6039652","126.7864852,37.6039652","126.7466524,35.1523804","126.8137997,37.4355159","126.7864852,37.6039652","127.2220081,37.3968956","126.8148123,37.4362744","127.0298764,37.3931988","126.8137997,37.4355159","128.5314393,35.8775982","127.0298764,37.3931988","126.9915517,37.5427565","127.1256404,37.5752449","127.1749363,35.8425417","126.8137997,37.4355159","127.0645285,37.4552773","128.5536687,35.8370827","127.1285369,37.5728231","127.2220081,37.3968956","127.4956368,36.3499162","127.7783074,37.9603979","128.5536687,35.8370827"
"128.3540731,36.1821935","127.233412,37.5955412","126.8827449,35.1743249","128.5646206,35.9055934","127.152671,36.7196819","127.103623,37.3227889","128.8482954,35.2204652","126.8232163,37.3494834","127.2245234,37.5123869","128.3021485,36.1435583","128.5320678,35.8783997","128.540925,35.8785162","127.2232358,37.3966731","126.7506014,37.3888067","126.75393,37.6231569","127.0511993,35.9615414","126.7919875,37.4007894","127.0527866,35.9945076","126.7873324,37.6048194","126.7873324,37.6048194","126.746101,35.1525294","126.8140757,37.4356184","126.7873324,37.6048194","127.2232358,37.3966731","126.8151374,37.4364574","127.0305782,37.3933323","126.8140757,37.4356184","128.5312891,35.8778934","127.0305782,37.3933323","126.9916766,37.5426984","127.1260873,37.5748903","127.1753254,35.8427096","126.8140757,37.4356184","127.0647761,37.4552728","128.5527998,35.8370993","127.1288795,37.5724772","127.2232358,37.3966731","127.4961628,36.3501741","127.7783878,37.9606077","128.5527998,35.8370993"
"128.3543113,36.1832358","127.2339952,37.5955912","126.8826886,35.1743615","128.5642204,35.9054148","127.1525621,36.7194914","127.1036242,37.3229908","128.8482066,35.2204752","126.8241844,37.3491761","127.2248936,37.5117064","128.3021834,36.1436059","128.5318566,35.878425","128.5405638,35.8785166","127.2237478,37.396613","126.7507401,37.3887147","126.7525287,37.6241332","127.0511745,35.9598499","126.7929964,37.3999527","127.0527938,35.9948015","126.7959663,37.6144344","126.7959663,37.6144344","126.7457751,35.1526292","126.8144174,37.4357069","126.7959663,37.6144344","127.2237478,37.396613","126.8162497,37.4370741","127.0313614,37.3934661","126.8144174,37.4357069","128.5311474,35.8781525","127.0313614,37.3934661","126.9918422,37.5426478","127.1268081,37.5743184","127.1762232,35.8430411","126.8144174,37.4357069","127.0649831,37.4552727","128.5526006,35.8371073","127.1294773,37.571813","127.2237478,37.396613","127.4968114,36.3504914","127.7784868,37.9608796","128.5526006,35.8371073"
"128.3545585,36.184397","127.2339997,37.5955912","126.8825926,35.1744233","128.5610761,35.9044636","127.152021,36.7185441","127.1036295,37.3234857","128.8476363,35.2205429","126.8251842,37.3488582","127.2253937,37.510808","128.3021827,36.1436509","128.5316289,35.8784684","128.5405195,35.878517","127.2253664,37.3964248","126.7508628,37.3886434","126.7515473,37.6248084","127.0511996,35.9595326","126.7940146,37.3990871","127.0527984,35.9949692","126.7967356,37.6152826","126.7967356,37.6152826","126.7452869,35.1528345","126.8147198,37.4357673","126.7967356,37.6152826","127.2253664,37.3964248","126.8163374,37.4371242","127.0314732,37.3934801","126.8147198,37.4357673","128.5311343,35.8781724","127.0314732,37.3934801","126.9920472,37.542636","127.1275346,37.5737366","127.1769265,35.8432702","126.8147198,37.4357673","127.0650215,37.4552728","128.5520362,35.8371231","127.130265,37.5709898","127.2253664,37.3964248","127.497781,36.3508367","127.7785732,37.9611651","128.5520362,35.8371231"
"128.3546165,36.1848158","127.2349249,37.5956915","126.8825562,35.1744474","128.5592536,35.9039126","127.1510591,36.7168195","127.1036553,37.3248045","128.8465606,35.2206685","126.8262816,37.3484913","127.2255759,37.5104695","128.3021687,36.1436961","128.5314337,35.8785368","128.5402979,35.8785153","127.2258739,37.3963656","126.7518104,37.3880897","126.7504217,37.625525","127.0514674,35.9566918","126.794731,37.398474","127.0527992,35.9950414","126.7967928,37.6153451","126.7967928,37.6153451","126.7444106,35.1533277","126.8152461,37.4358109","126.7967928,37.6153451","127.2258739,37.3963656","126.8168874,37.4374248","127.0325388,37.3936159","126.8152461,37.4358109","128.5310454,35.8783156","127.0325388,37.3936159","126.9923403,37.54264","127.1280443,37.5732786","127.1774518,35.843442","126.8152461,37.4358109","127.0655435,37.4553361","128.5518712,35.8371273","127.1331827,37.5676233","127.2258739,37.3963656","127.4981265,36.3509332","127.7786033,37.9612958","128.5518712,35.8371273"
"128.3546499,36.1851329","127.2358103,37.5958179","126.8818708,35.1748948","128.5584619,35.9036301","127.1506625,36.7161278","127.1036652,37.3252796","128.8459632,35.2207581","126.8270641,37.3482326","127.2258014,37.5100824","128.302138,36.1437288","128.531295,35.8786011","128.5402005,35.8785153","127.2268698,37.3962183","126.7524226,37.3877591","126.7499997,37.6257891","127.0514888,35.9564259","126.7954667,37.3978546","127.0529367,35.9950536","126.797513,37.6161174","126.797513,37.6161174","126.7432546,35.1540292","126.8155455,37.435828","126.797513,37.6161174","127.2268698,37.3962183","126.8174757,37.4377401","127.034591,37.3938782","126.8155455,37.435828","128.5308989,35.8785522","127.034591,37.3938782","126.9924116,37.5426412","127.1281057,37.5732274","127.1777814,35.8435502","126.8155455,37.435828","127.0659061,37.455405","128.5516122,35.8371331","127.1332025,37.5675215","127.2268698,37.3962183","127.4982023,36.3509539","127.7786716,37.9615912","128.5516122,35.8371331"
"128.3546992,36.1855734","127.2363016,37.5959046","126.8817373,35.1749825","128.5579492,35.9034075","127.1504137,36.7156881","127.1036901,37.3265497","128.8455194,35.2208252","126.8273505,37.3481387","127.2272303,37.5076322","128.3020849,36.1437535","128.5312058,35.8786442","128.5399667,35.8785155","127.2275242,37.3961215","126.7526317,37.3876379","126.7491171,37.6263369","127.0515148,35.9561492","126.7957114,37.3976569","127.0533525,35.9950903","126.7979044,37.6165487","126.7979044,37.6165487","126.7427438,35.1542974","126.8157964,37.4358276","126.7979044,37.6165487","127.2275242,37.3961215","126.8182375,37.438123","127.0404138,37.3946103","126.8157964,37.4358276","128.530625,35.8789639","127.0404138,37.3946103","126.9924965,37.5426398","127.1285369,37.5728231","127.17831,35.8437049","126.8157964,37.4358276","127.0661509,37.4554843","128.5507964,35.8371493","127.1333226,37.5672822","127.2275242,37.3961215","127.4988744,36.3511325","127.7786986,37.961812","128.5507964,35.8371493"
"128.3547029,36.1856041","127.236914,37.5960286","126.8815585,35.1750961","128.5576,35.9032248","127.150387,36.7156411","127.1036745,37.3278089","128.843627,35.2211384","126.8285859,37.3477383","127.229182,37.5048344","128.3020237,36.1437539","128.5311113,35.8786991","128.5398958,35.8785161","127.2293772,37.3957779","126.7533198,37.3872762","126.7483065,37.6268185","127.0515431,35.9558464","126.7957945,37.3975897","127.0541997,35.9951665","126.7980692,37.61673","126.7980692,37.61673","126.7424297,35.1544298","126.8160464,37.435811","126.7980692,37.61673","127.2293772,37.3957779","126.81885,37.4383997","127.0408518,37.3946679","126.8160464,37.435811","128.5304583,35.8792646","127.0408518,37.3946679","126.9925339,37.542639","127.1288795,37.5724772","127.179291,35.8440258","126.8160464,37.435811","127.0662424,37.4555135","128.550678,35.8371512","127.1333751,37.5671985","127.2293772,37.3957779","127.4997593,36.3513029","127.7787374,37.9621409","128.550678,35.8371512"
"128.3547191,36.1862765","127.2379927,37.5962824","126.8815077,35.1751301","128.5572244,35.9029829","127.1499749,36.714916","127.103658,37.3283704","128.8426299,35.2213027","126.8292764,37.3475376","127.2295333,37.5043629","128.3019825,36.1437433","128.5309292,35.8788441","128.5395702,35.8785198","127.2307408,37.3954637","126.7569276,37.3854656","126.7473271,37.6273007","127.0515691,35.9555751","126.7958389,37.3975585","127.0543114,35.9950245","126.7981567,37.6168287","126.7981567,37.6168287","126.7421708,35.1545247","126.8162954,37.4357773","126.7981567,37.6168287","127.2307408,37.3954637","126.8192745,37.4385833","127.0428995,37.3949345","126.8162954,37.4357773","128.5303625,35.8794746","127.0428995,37.3949345","126.992612,37.5426385","127.1294773,37.571813","127.1795751,35.8441392","126.8162954,37.4357773","127.0673089,37.4558581","128.5500503,35.8371576","127.1334106,37.5671049","127.2307408,37.3954637","127.5,36.3513335","127.7787962,37.9626391","128.5500503,35.8371576"
"128.3547291,36.186582","127.2387,37.5964742","126.881287,35.1752759","128.5565249,35.902458","127.1492739,36.7136825","127.1035972,37.3304921","128.842437,35.2213346","126.8292854,37.3475349","127.2300721,37.5036646","128.3019366,36.1437157","128.5307026,35.8790525","128.5385623,35.8785331","127.2311661,37.3953412","126.7577245,37.3850659","126.7468386,37.6275311","127.0518309,35.9528037","126.7958787,37.397529","127.0547114,35.9947248","126.7985255,37.6172518","126.7985255,37.6172518","126.7419945,35.1545894","126.8165331,37.4357444","126.7985255,37.6172518","127.2311661,37.3953412","126.8196992,37.4387408","127.0430745,37.3949577","126.8165331,37.4357444","128.5300425,35.8800895","127.0430745,37.3949577","126.9926482,37.5426377","127.130265,37.5709898","127.1799066,35.8443078","126.8165331,37.4357444","127.0679645,37.4560768","128.5492997,35.837166","127.1334545,37.566922","127.2311661,37.3953412","127.5006999,36.3514083","127.7789251,37.9639069","128.5492997,35.837166"
