0,1,2,3
"128.5908712,35.8857651","128.5606375,35.8590331","127.1385653,37.5192299","126.7335196,37.4360771"
"128.5912211,35.8868068","128.5606041,35.8590226","127.1388193,37.519119","126.7327295,37.4360774"
"128.5912315,35.8868383","128.5597867,35.8587666","127.139087,37.5190017","126.7324209,37.4360772"
"128.5912547,35.8869084","128.5595742,35.8586936","127.1400078,37.5185899","126.7323339,37.4360766"
"128.5912812,35.8869857","128.5586875,35.8583913","127.1421602,37.5176383","126.73217,37.4360729"
"128.5914314,35.8874351","128.558574,35.8583499","127.1433813,37.5171498","126.732172,37.4359909"
"128.5915023,35.8876761","128.5585428,35.8583385","127.1435456,37.517089","126.732174,37.4357917"
"128.5915558,35.8878622","128.558426,35.8582989","127.1437836,37.5170276","126.7321795,37.4357016"
"128.5915927,35.8880458","128.557764,35.8580722","127.1438153,37.5170195","126.7321872,37.4348327"
"128.5915869,35.888191","128.5574826,35.8579836","127.1438912,37.5170044","126.7321914,37.4335384"
"128.5915335,35.8884124","128.557466,35.8579783","127.144215,37.5169531","126.7321922,37.4333482"
"128.5914312,35.8886297","128.5574459,35.8579722","127.1446001,37.5168975","126.7321958,37.4332175"
"128.5913329,35.8888163","128.5573748,35.8579494","127.145224,37.5168075","126.7322039,37.4329787"
"128.591266,35.8889449","128.5572045,35.8578905","127.145831,37.5167101","126.7322061,37.4328778"
"128.591157,35.8891533","128.5571878,35.8578852","127.1463689,37.5166234","126.7322064,37.4328409"
"128.591063,35.8893335","128.5570299,35.8578307","127.1470866,37.5165588","126.7322147,37.4326976"
"128.5907867,35.8898626","128.5565879,35.8576606","127.1471693,37.5165519","126.7322184,37.4325579"
"128.590737,35.8899577","128.5564321,35.8576033","127.1475564,37.516517","126.7322358,37.4322885"
"128.5906754,35.8900736","128.556244,35.8575302","127.1478351,37.5164556","126.7322359,37.4322831"
"128.5904407,35.8904869","128.5554959,35.8572383","127.1485499,37.5162829","126.7322383,37.4322723"
"128.5903618,35.8906327","128.5549527,35.857033","127.1487742,37.5162331","126.7322599,37.4321472"
"128.5902625,35.8908212","128.5546967,35.856937","127.1489068,37.5162064","126.7323098,37.4320141"
"128.5900536,35.8912666","128.5545119,35.8568665","127.1490302,37.5161789","126.7324261,37.4316958"
"128.5900288,35.8913173","128.5544273,35.8568348","127.1491027,37.5161628","126.7324652,37.4316329"
"128.5898445,35.8916914","128.55405,35.8566939","127.1492749,37.5161228","126.7326813,37.4312819"
"128.5898114,35.8917827","128.5538864,35.8566331","127.1493225,37.5161121","126.7327617,37.431158"
"128.5897943,35.8918316","128.553016,35.8563044","127.1494449,37.51608","126.7328981,37.4309696"
"128.5899869,35.891892","128.552356,35.8560551","127.1503195,37.5158519","126.7332248,37.4305166"
"128.5904364,35.8920331","128.5520087,35.8559175","127.1505155,37.5158011","126.7335413,37.4300733"
"128.5909138,35.8921856","128.5519084,35.855876","127.1509659,37.5155581","126.7335998,37.4299908"
"128.5912366,35.8922918","128.5518661,35.8558583","127.151186,37.5154389","126.7336767,37.4298777"
"128.5912455,35.8922953","128.5517559,35.8558133","127.1512723,37.5153644","126.7337352,37.4297907"
"128.5913624,35.892333","128.5504321,35.8552848","127.1513121,37.5153248","126.7338373,37.4296408"
"128.5914058,35.8923488","128.5503999,35.8552716","127.1514283,37.5151647","126.7339448,37.4294089"
"128.5915583,35.8924034","128.5503242,35.8552416","127.1515322,37.5149496","126.7340487,37.4290851"
"128.591899,35.8925247","128.5485867,35.8545833","127.1516681,37.5144425","126.7341422,37.4286756"
"128.5921441,35.8926225","128.5483697,35.8545014","127.1517411,37.5140696","126.7342327,37.4282156"
"128.5923435,35.8926973","128.5482195,35.854445","127.1517118,37.5138081","126.7344127,37.4273046"
"128.5923613,35.8927044","128.5481872,35.8544335","127.1516247,37.512591","126.7344363,37.427202"
"128.5922741,35.8928125","128.5481627,35.8544238","127.1515866,37.5120077","126.7344562,37.4271426"
"128.5922372,35.8928669","128.5480993,35.8543991","127.1516116,37.5117581","126.7344496,37.4268938"
"128.5921732,35.892963","128.5477843,35.8542838","127.1517122,37.511525","126.7344472,37.4268028"
"128.5920845,35.8931243","128.547633,35.8542256","127.1518373,37.5113991","126.7344507,37.4266802"
"128.5920715,35.8931452","128.5472367,35.8540749","127.151962,37.5113409","126.734457,37.4265"
"128.5920293,35.8932141","128.546628,35.8538521","127.1521116,37.5112999","126.7344336,37.4262466"
"128.5918287,35.8935387","128.5458246,35.853558","127.1523368,37.5112744","126.7343992,37.4261859"
"128.5915681,35.8940838","128.545809,35.8535518","127.1525935,37.5113139","126.7340652,37.4255781"
"128.5914869,35.8943018","128.5456821,35.8535024","127.152756,37.5114136","126.7336973,37.4248618"
"128.5914022,35.8945892","128.5447549,35.8531399","127.1528147,37.5114525","126.7335278,37.4245281"
"128.5912645,35.8951314","128.5446658,35.8531046","127.1528743,37.5115329","126.7334602,37.4243934"
"128.5911628,35.8953082","128.5443742,35.8529909","127.1529622,37.5115998","126.7333893,37.4242568"
"128.5911247,35.8956836","128.5439244,35.8528081","127.153449,37.5122746","126.7330449,37.4235605"
"128.591119,35.8965635","128.5438086,35.8527614","127.1534975,37.512318","126.7327921,37.4230776"
"128.591144,35.8969275","128.5428868,35.8523916","127.1535561,37.5123696","126.7327467,37.4229907"
"128.5911866,35.8972075","128.5421889,35.8521227","127.1537116,37.5125079","126.7326912,37.4228876"
"128.5913381,35.8979085","128.54151,35.8518608","127.1541495,37.5127499","126.7323337,37.422148"
"128.5914369,35.8982457","128.5413397,35.8517974","127.154562,37.5128664","126.7321562,37.4218296"
"128.5916825,35.8990233","128.5411249,35.8517163","127.1557899,37.5130656","126.7320818,37.4216957"
"128.5917554,35.8993345","128.5410392,35.8516837","127.1562501,37.51314","126.7320041,37.4215573"
"128.5917972,35.8995487","128.540525,35.8514826","127.1566391,37.5132015","126.7318906,37.4213844"
"128.5918162,35.8997262","128.5396156,35.8511289","127.1570153,37.5133252","126.7318561,37.421331"
"128.5918279,35.8999325","128.5394119,35.8510495","127.1610372,37.5139993","126.7318025,37.4212729"
"128.5918278,35.9000885","128.5381122,35.8505658","127.1612373,37.5140332","126.7316796,37.4211279"
"128.5917945,35.9004873","128.5377218,35.8504421","127.1634287,37.5143901","126.7319454,37.4211107"
"128.5917659,35.9006624","128.5373468,35.8503029","127.1654244,37.5147167","126.7320166,37.4211058"
"128.591742,35.9007772","128.5373301,35.8502958","127.1661379,37.5148295","126.7322089,37.4210926"
"128.5916804,35.9009743","128.5373057,35.850287","127.1688433,37.5151319","126.7339617,37.4209841"
"128.5916194,35.9011272","128.5372356,35.8502605","127.1700365,37.5152777","126.7343914,37.420958"
"128.5914715,35.9014152","128.5368055,35.850147","127.1719307,37.5155425","126.7350631,37.4209182"
"128.5912895,35.9017189","128.5367234,35.8501369","127.1744352,37.5160001","126.7356093,37.4208857"
"128.5911906,35.9018613","128.5367035,35.8501344","127.1755229,37.5161996","126.7362233,37.4208482"
"128.5909333,35.9021675","128.5364506,35.8501059","127.180855,37.5172516","126.7364122,37.4208368"
"128.5906479,35.902446","128.5359827,35.8500631","127.1830948,37.517693","126.7384771,37.4207131"
"128.590387,35.9026476","128.5350991,35.8499833","127.1845553,37.5180683","126.7414326,37.4205789"
"128.5901741,35.9028028","128.5346002,35.8499416","127.1845858,37.5180783","126.7420137,37.420552"
"128.5899016,35.9029702","128.5343996,35.8499244","127.1863995,37.5186744","126.7423371,37.4205369"
"128.5896574,35.9031023","128.5334118,35.8498409","127.1872266,37.5189821","126.7432417,37.4204895"
"128.5894912,35.9031831","128.5324977,35.849718","127.1877383,37.5192161","126.7436081,37.4204603"
"128.5892366,35.9032837","128.5322249,35.8496816","127.1887499,37.5197749","126.7439826,37.420423"
"128.5889156,35.9033921","128.5321117,35.8496664","127.1894993,37.5202582","126.7443118,37.4203864"
"128.5887135,35.9034426","128.5310708,35.8495004","127.1901785,37.5207404","126.7446763,37.4203301"
"128.5884572,35.9034999","128.5309421,35.8494808","127.190783,37.5212593","126.7452991,37.4202043"
"128.588255,35.9035387","128.5307291,35.8494501","127.1912057,37.5216534","126.7456174,37.4201315"
"128.5880349,35.9035696","128.5307136,35.8494476","127.191422,37.5219046","126.7458836,37.4200674"
"128.5877703,35.90359","128.530677,35.8494425","127.1917993,37.5223427","126.7463631,37.4199209"
"128.5874679,35.9036","128.5306115,35.8494331","127.1920819,37.5226833","126.7468485,37.41975"
"128.5870647,35.9036099","128.5303319,35.8493895","127.1921528,37.5227808","126.7473295,37.4195665"
"128.5866337,35.9036165","128.5302808,35.8493818","127.1926868,37.5236628","126.7482511,37.419173"
"128.5856047,35.9036466","128.5300978,35.8493537","127.1929945,37.5242306","126.7492422,37.4187178"
"128.5848216,35.9036708","128.5294742,35.8492589","127.1934617,37.5251241","126.7495295,37.4185827"
"128.5844593,35.903674","128.52853,35.8491165","127.1943703,37.5268292","126.7499996,37.4183639"
"128.5840804,35.9036838","128.527922,35.8490279","127.1948592,37.5276597","126.7522018,37.4173674"
"128.5828364,35.903713","128.5271453,35.848911","127.1952963,37.5281593","126.7530033,37.4170048"
"128.5816899,35.9037441","128.5262944,35.8487867","127.1960116,37.5292662","126.7537197,37.4166659"
"128.5809666,35.9037641","128.525914,35.8487484","127.1963614,37.5298079","126.7557843,37.4157568"
"128.5790434,35.9038031","128.525717,35.8487537","127.196662,37.530208","126.7568265,37.4152667"
"128.5786611,35.9038056","128.5256407,35.8487607","127.1970373,37.5305992","126.7568402,37.4152605"
"128.5764633,35.9038587","128.5254593,35.8487776","127.197449,37.5309329","126.7572159,37.4150862"
"128.5751004,35.9038691","128.5252962,35.8488421","127.1978489,37.5311331","126.7574414,37.4149163"
"128.5748123,35.9038708","128.5251902,35.8488673","127.1982625,37.531291","126.7581225,37.4146051"
"128.574134,35.9038597","128.5249617,35.8489216","127.1986491,37.5314082","126.7585155,37.4143931"
"128.5736926,35.9038312","128.5247454,35.8489793","127.1990371,37.531466","126.7588567,37.4141789"
"128.5733853,35.9038024","128.5246627,35.8490071","127.1993866,37.5315075","126.7593696,37.4138486"
"128.5728069,35.9037246","128.5244215,35.8491119","127.1997623,37.5315409","126.7597321,37.413639"
"128.5709052,35.9033882","128.5243194,35.8491732","127.2014568,37.5314983","126.7599329,37.4135556"
"128.5702427,35.9032336","128.5242515,35.8492359","127.2025876,37.5314696","126.7600031,37.4135434"
"128.5698588,35.9031162","128.52422,35.8492849","127.2030853,37.5315285","126.7600743,37.413542"
"128.569449,35.9029675","128.5242113,35.8492985","127.2040759,37.5314878","126.7601737,37.4135508"
"128.5692663,35.9028943","128.5241638,35.8493936","127.2049599,37.5314521","126.7604219,37.4135848"
"128.5690747,35.9028176","128.5241592,35.8494666","127.2060014,37.5314042","126.7605562,37.4137199"
"128.5681346,35.9023734","128.5241688,35.8495252","127.2082745,37.531299","126.7607163,37.4138723"
"128.5675487,35.9020702","128.5241998,35.8496087","127.2102318,37.5311975","126.7607958,37.4139495"
"128.567303,35.9019282","128.524237,35.8496598","127.2110254,37.5311598","126.7610421,37.4141817"
"128.5666291,35.9014996","128.5242941,35.8497062","127.2119242,37.5311079","126.7620344,37.4150866"
"128.5663151,35.9013023","128.5243788,35.8497452","127.2125616,37.5310743","126.7623837,37.4154214"
"128.5658497,35.9009773","128.524462,35.8497589","127.2131118,37.5310161","126.7636801,37.4166661"
"128.5656797,35.9008589","128.5245418,35.8497672","127.2135954,37.5309551","126.7667924,37.4197961"
"128.5649203,35.9002544","128.5246392,35.8497637","127.2140734,37.5308589","126.7670183,37.4200309"
"128.5645315,35.8999288","128.524732,35.8497476","127.2145208,37.5307491","126.7681028,37.4211229"
"128.563609,35.89914","128.5248234,35.8497071","127.2148495,37.5306363","126.7685393,37.4215564"
"128.5628964,35.8985513","128.5249158,35.8496558","127.2151793,37.5305173","126.7688069,37.4218222"
"128.562149,35.897934","128.5250583,35.8495428","127.215661,37.5303291","126.7698974,37.4228799"
"128.561373,35.8974035","128.5250814,35.8494471","127.21611,37.5301193","126.7705811,37.4235764"
"128.560907,35.897111","128.5250909,35.8493235","127.2162336,37.5300619","126.7709089,37.4239245"
"128.5602716,35.8967416","128.5250548,35.8491858","127.2167846,37.5298099","126.77125,37.4242944"
"128.5593059,35.8962768","128.5249959,35.8490799","127.2172577,37.5295082","126.7713975,37.4244665"
"128.5591888,35.8962219","128.52497,35.8490477","127.2175267,37.5293133","126.7714411,37.4245209"
"128.5586609,35.8960183","128.524428,35.8484915","127.2178922,37.5290185","126.7715047,37.4246006"
"128.5575602,35.895653","128.5243584,35.8484245","127.2182114,37.5287164","126.771633,37.4247781"
"128.5574968,35.8956382","128.523895,35.848121","127.2184999,37.5284413","126.7716653,37.4248296"
"128.5549536,35.8950277","128.5236154,35.8479936","127.2188125,37.5280833","126.7723018,37.4258566"
"128.5533978,35.8945996","128.5234421,35.8479527","127.2192367,37.5275327","126.7723563,37.4259507"
"128.5527504,35.894406","128.5232827,35.8479523","127.2194999,37.5270583","126.7724291,37.4260124"
"128.5522835,35.8942108","128.5231213,35.8479789","127.2196778,37.5267027","126.7726155,37.4262533"
"128.5522791,35.8942091","128.5230111,35.8480168","127.219801,37.5264407","126.7727762,37.4264715"
"128.5513127,35.8937722","128.5229055,35.8480772","127.2199594,37.525838","126.7733838,37.427565"
"128.5513049,35.8937686","128.5227678,35.8482136","127.2200311,37.5254272","126.7734127,37.4276202"
"128.5511869,35.8937327","128.5227214,35.8483113","127.2201202,37.5249271","126.7734238,37.427641"
"128.5508367,35.8936411","128.5225672,35.8486336","127.2201551,37.5246559","126.7736468,37.4280687"
"128.5505179,35.8935772","128.5224987,35.8488199","127.2201691,37.5245487","126.7737312,37.4282296"
"128.5499528,35.8934938","128.5222758,35.849223","127.220261,37.5232852","126.7737589,37.4282848"
"128.549574,35.8934186","128.5222652,35.8492619","127.2202891,37.5227147","126.7738525,37.4284233"
"128.5491794,35.8933238","128.5221628,35.8496531","127.220318,37.5222614","126.7739365,37.4285004"
"128.548552,35.8931373","128.5221072,35.8499836","127.2202483,37.5187892","126.7740128,37.4285586"
"128.5467718,35.8924883","128.5220959,35.8500495","127.2203361,37.5183261","126.7741556,37.4286388"
"128.545653,35.8920825","128.5220679,35.8502832","127.2204567,37.5178495","126.7742919,37.4286838"
"128.5452689,35.8919434","128.5220483,35.85091","127.2207725,37.5172139","126.77454,37.4287412"
"128.5446484,35.8916909","128.5220645,35.8512281","127.220801,37.5171554","126.7763729,37.428784"
"128.5432003,35.8911022","128.5221243,35.8518326","127.2208659,37.5170384","126.7785499,37.4288829"
"128.5425694,35.8908101","128.5221545,35.8520243","127.2210925,37.5166576","126.7789994,37.4289163"
"128.542556,35.890803","128.5223157,35.8525946","127.2217202,37.5158533","126.7792115,37.4289581"
"128.5418163,35.8904092","128.5229094,35.8542367","127.2228035,37.5145065","126.7794965,37.4290572"
"128.5418118,35.8904065","128.5231872,35.8549997","127.223299,37.5139254","126.7797125,37.4291658"
"128.5413441,35.890141","128.5243656,35.8581957","127.2238868,37.5131858","126.7798745,37.4292488"
"128.5406132,35.8896551","128.5250324,35.8600085","127.2244995,37.5124175","126.7800284,37.4293471"
"128.5399339,35.8891425","128.525223,35.8605279","127.2245234,37.5123869","126.780411,37.4295189"
"128.5398891,35.8891033","128.5254248,35.8610663","127.2248936,37.5117064","126.7807998,37.4297583"
"128.5393825,35.8886605","128.525932,35.8625225","127.2253937,37.510808","126.7812489,37.4299494"
"128.5390204,35.8883363","128.5262149,35.8631539","127.2255759,37.5104695","126.7816997,37.430091"
"128.5386779,35.887985","128.5264592,35.863553","127.2258014,37.5100824","126.7822618,37.4301746"
"128.5383124,35.8875689","128.5268388,35.864042","127.2272303,37.5076322","126.7827237,37.4302108"
"128.5380817,35.8872923","128.527317,35.8645338","127.229182,37.5048344","126.783167,37.4301882"
"128.5379023,35.8870459","128.5273529,35.8645713","127.2295333,37.5043629","126.7846873,37.4299378"
"128.5378493,35.8869725","128.5285738,35.8657104","127.2300721,37.5036646","126.7849692,37.4298909"
"128.5374071,35.8863632","128.5295996,35.866669","127.2315149,37.5017029","126.7859484,37.42973"
"128.536488,35.8848728","128.5298626,35.8669579","127.2323496,37.5005168","126.7865375,37.4297047"
"128.5364744,35.8848494","128.5301916,35.867387","127.2327248,37.4999994","126.7887372,37.4293331"
"128.5363239,35.8846055","128.5306534,35.8681529","127.2337991,37.4985416","126.7908122,37.4289832"
"128.5347782,35.8821152","128.530984,35.8689615","127.233998,37.4982708","126.791695,37.428856"
"128.5345821,35.8819483","128.5311107,35.8695068","127.2354497,37.496291","126.7920289,37.4288076"
"128.5342873,35.8815956","128.5311447,35.8696525","127.2359966,37.4955035","126.7924624,37.4287417"
"128.5340784,35.8813828","128.531613,35.8729672","127.2367412,37.4944804","126.7931743,37.4286414"
"128.533889,35.8812078","128.5317311,35.8738731","127.2372185,37.4938703","126.79368,37.428593"
"128.5336788,35.880977","128.5318177,35.8744909","127.2373276,37.4937101","126.7938542,37.4285742"
"128.5335964,35.8808569","128.5318899,35.8751033","127.2377665,37.4930711","126.794362,37.4285412"
"128.5335744,35.8807867","128.5319033,35.8754503","127.2380485,37.4926481","126.7950992,37.4285158"
"128.5335709,35.8807732","128.5318797,35.8758553","127.2383547,37.4921197","126.795662,37.4285165"
"128.5335486,35.8806779","128.5317507,35.876501","127.2386338,37.4915596","126.7965491,37.4285326"
"128.5336016,35.8803204","128.5315566,35.8772483","127.2388469,37.4910959","126.7980148,37.4286774"
"128.5338374,35.8800578","128.5314393,35.8775982","127.238888,37.4910068","126.7982068,37.4286984"
"128.5341748,35.8796744","128.5312891,35.8778934","127.2391118,37.4904006","126.798699,37.4287581"
"128.5343869,35.8793742","128.5311474,35.8781525","127.2392651,37.4899133","126.7995996,37.4289076"
"128.5346497,35.8789662","128.5311343,35.8781724","127.2397163,37.4883162","126.7998861,37.4289661"
"128.5347035,35.8788441","128.5310454,35.8783156","127.2401528,37.4867262","126.8005867,37.4291082"
"128.5346044,35.8786357","128.5308989,35.8785522","127.240233,37.4864326","126.8013498,37.4293245"
"128.534536,35.8785732","128.530625,35.8789639","127.2402623,37.4861415","126.8017409,37.4294458"
"128.5344589,35.8785252","128.5304583,35.8792646","127.2407717,37.4843832","126.8020476,37.4295314"
"128.5342002,35.8783895","128.5303625,35.8794746","127.2409491,37.4837922","126.8023416,37.4296287"
"128.5334052,35.878335","128.5300425,35.8800895","127.2413386,37.4826871","126.8027923,37.4297873"
"128.5331113,35.8783069","128.5297951,35.8804892","127.2415869,37.4821703","126.8033733,37.4300287"
"128.5329348,35.8783643","128.5297222,35.8805935","127.2417943,37.4817462","126.8040419,37.430331"
"128.5328285,35.8783715","128.5288227,35.8817084","127.2420173,37.4813591","126.8043705,37.4304853"
"128.5325993,35.8783825","128.5282562,35.882191","127.242279,37.4809099","126.8046259,37.4306048"
"128.532575,35.8783827","128.5277981,35.8828342","127.2427234,37.48027","126.8048229,37.430697"
"128.5320678,35.8783997","128.527562,35.8831662","127.2428189,37.4801314","126.8053391,37.4309714"
"128.5318566,35.878425","128.5271747,35.8837158","127.2434051,37.4793836","126.8064524,37.4315899"
"128.5316289,35.8784684","128.5268369,35.8842389","127.2442557,37.4783444","126.8077052,37.4322832"
"128.5314337,35.8785368","128.5265845,35.8846783","127.2446827,37.4778432","126.8079166,37.4324007"
"128.531295,35.8786011","128.5263023,35.8853073","127.2449508,37.4775076","126.8084103,37.4326749"
"128.5312058,35.8786442","128.526114,35.8858255","127.2453996,37.4768992","126.8087544,37.4328671"
"128.5311113,35.8786991","128.5260181,35.8862032","127.2459875,37.4759577","126.8091501,37.4330984"
"128.5309292,35.8788441","128.5259017,35.8868903","127.2462741,37.4754743","126.8096235,37.433368"
"128.5307026,35.8790525","128.5256777,35.8885042","127.2466998,37.4746829","126.8104612,37.4338479"
"128.5305392,35.8792639","128.5257231,35.8891863","127.2467716,37.4745181","126.8129321,37.4352143"
"128.5303625,35.8794746","128.5256554,35.8901254","127.2469084,37.4742056","126.8134866,37.4355159"
"128.5300425,35.8800895","128.525749,35.8905078","127.2472368,37.4733996","126.8144615,37.436075"
"128.5297951,35.8804892","128.5258994,35.8908329","127.2474411,37.4728565","126.8148123,37.4362744"
"128.5297222,35.8805935","128.5261499,35.8911832","127.2475565,37.4724899","126.8151374,37.4364574"
"128.5288227,35.8817084","128.5265873,35.8916826","127.2477877,37.4716665","126.8162497,37.4370741"
"128.5282562,35.882191","128.5267874,35.891991","127.2478621,37.4713999","126.8163374,37.4371242"
"128.5277981,35.8828342","128.5268993,35.8922416","127.2479571,37.4710711","126.8168874,37.4374248"
"128.527562,35.8831662","128.5269493,35.8924242","127.2482855,37.4699297","126.8174757,37.4377401"
"128.5271747,35.8837158","128.5269493,35.8926","127.2486219,37.4687623","126.8182375,37.438123"
"128.5268369,35.8842389","128.5269121,35.8928077","127.2487431,37.4683668","126.81885,37.4383997"
"128.5265845,35.8846783","128.526849,35.8929831","127.2488095,37.4681317","126.8192745,37.4385833"
"128.5263023,35.8853073","128.5267497,35.8931913","127.2488837,37.4679065","126.8196992,37.4387408"
"128.526114,35.8858255","128.526574,35.8933993","127.2493371,37.466258","126.820275,37.4389496"
"128.5260181,35.8862032","128.5262493,35.89365","127.2495772,37.4654527","126.8206548,37.4390699"
"128.5259017,35.8868903","128.5259249,35.8938412","127.2497956,37.4647221","126.8211993,37.4392416"
"128.5256777,35.8885042","128.5257607,35.8939111","127.2499994,37.4639663","126.8218206,37.4394101"
"128.5254346,35.8902698","128.5255745,35.8939911","127.2502248,37.4631997","126.8228832,37.4396568"
"128.5252339,35.8917239","128.5252124,35.8940916","127.2505702,37.4620188","126.8235108,37.4397641"
"128.5251809,35.8920796","128.5249615,35.8941415","127.2508745,37.4609414","126.8244884,37.4399058"
"128.5251303,35.8924478","128.5246171,35.8941517","127.2513366,37.4593496","126.8255425,37.4399776"
"128.525024,35.8932304","128.5244618,35.8941413","127.2515366,37.4587326","126.8260057,37.4400091"
"128.5249471,35.8937936","128.5240871,35.8940408","127.2517077,37.4582696","126.8261797,37.4400146"
"128.5249319,35.8939047","128.5238119,35.8939241","127.2518115,37.4579913","126.8270622,37.4400494"
"128.5248336,35.8946213","128.5237405,35.893886","127.2520131,37.4575564","126.8309604,37.440131"
"128.5248053,35.8948298","128.5233534,35.893681","127.2525796,37.4565237","126.8333542,37.4401787"
"128.5246977,35.8962796","128.5231182,35.8935721","127.2532195,37.4555173","126.833925,37.4401829"
"128.5246418,35.896848","128.5228158,35.893489","127.2536996,37.4549496","126.8346993,37.4401899"
"128.5244797,35.8982856","128.5224204,35.8934131","127.2542611,37.4543901","126.8374923,37.4402155"
"128.5244451,35.8991189","128.5219949,35.893414","127.2547523,37.4539017","126.8381412,37.4402174"
"128.5244519,35.8993957","128.5214948,35.8934714","127.2551979,37.4535213","126.8398739,37.4402415"
"128.524446,35.8996211","128.5208647,35.8935805","127.2556172,37.453213","126.8427606,37.4402954"
"128.5244741,35.9003412","128.5202013,35.8936934","127.2557646,37.4531042","126.8435112,37.4402942"
"128.5247117,35.9018349","128.5182844,35.8940297","127.2558495,37.4530458","126.8454121,37.4402245"
"128.5249033,35.9029449","128.517661,35.8940648","127.2561181,37.4528607","126.8459053,37.440184"
"128.5249363,35.9031853","128.5168915,35.8941939","127.256279,37.4527493","126.8464652,37.4401429"
"128.5249717,35.9033536","128.5162005,35.8943124","127.256833,37.4524106","126.8468793,37.4401055"
"128.5250154,35.9035615","128.515787,35.8943826","127.257166,37.4522229","126.8484091,37.439931"
"128.5255029,35.9058789","128.5145875,35.8945911","127.2588305,37.4514376","126.8495591,37.4397544"
"128.5258978,35.9077958","128.5136244,35.8947498","127.258937,37.4513909","126.8498614,37.4396992"
"128.5260184,35.9083772","128.5128247,35.8948575","127.260112,37.4509408","126.8502282,37.4396409"
