0,1,2,3
"126.924973,37.5150509","126.7328981,37.4309696","127.4736806,36.6429117","126.7818054,35.159876"
"126.9256284,37.5148747","126.7332248,37.4305166","127.4734614,36.6428242","126.7816801,35.1598906"
"126.9263628,37.5147169","126.7335413,37.4300733","127.4731638,36.642761","126.781535,35.1599069"
"126.9265033,37.5146915","126.7335998,37.4299908","127.4728618,36.6427249","126.7805403,35.160157"
"126.9265249,37.5146871","126.7336767,37.4298777","127.4725553,36.6427149","126.7803589,35.1601776"
"126.9267674,37.5146432","126.7337352,37.4297907","127.4723248,36.6427077","126.7801833,35.1601703"
"126.9269283,37.5146142","126.7338373,37.4296408","127.4721537,36.6427157","126.7800463,35.1601379"
"126.9270585,37.5145968","126.7339448,37.4294089","127.471572,36.6427408","126.7798866,35.1600747"
"126.9274367,37.5145608","126.7340487,37.4290851","127.4713829,36.6427471","126.7797326,35.1599755"
"126.9275579,37.5145488","126.7341422,37.4286756","127.4703078,36.642791","126.7796194,35.1598729"
"126.9277096,37.5145342","126.7342327,37.4282156","127.4701121,36.6428","126.7795586,35.1597959"
"126.9285304,37.514485","126.7344127,37.4273046","127.4691914,36.6428169","126.7795078,35.1597019"
"126.9285395,37.5144841","126.7344363,37.427202","127.4689956,36.6428213","126.7794637,35.1596006"
"126.9290136,37.5144846","126.7344562,37.4271426","127.4688457,36.6428294","126.7794521,35.1595437"
"126.9294729,37.5144967","126.7344496,37.4268938","127.4687864,36.642833","126.7794405,35.1594914"
"126.9298518,37.5145175","126.7344472,37.4268028","127.4685056,36.6428419","126.7794553,35.1593066"
"126.9299706,37.5145235","126.7344507,37.4266802","127.4671822,36.6428866","126.7795314,35.159143"
"126.9337795,37.5148041","126.734457,37.4265","127.467049,36.6428911","126.7796634,35.1589823"
"126.9338768,37.5148109","126.7344336,37.4262466","127.4655243,36.6429412","126.779774,35.158891"
"126.9347134,37.5149122","126.7343992,37.4261859","127.4653262,36.6429501","126.7798968,35.1587881"
"126.9354063,37.5150129","126.7340652,37.4255781","127.4639614,36.6430083","126.7801855,35.1585481"
"126.9394779,37.5157362","126.7336973,37.4248618","127.4629624,36.6430495","126.7804452,35.1582314"
"126.9396722,37.5157696","126.7335278,37.4245281","127.4626514,36.6430647","126.7804802,35.1581225"
"126.941242,37.5160375","126.7334602,37.4243934","127.4625686,36.6430683","126.7805075,35.1580216"
"126.9420524,37.5161603","126.7333893,37.4242568","127.4625395,36.6430701","126.7807401,35.1569166"
"126.9422209,37.5161846","126.7330449,37.4235605","127.4624366,36.6430746","126.7807275,35.1565937"
"126.9440554,37.5164501","126.7327921,37.4230776","127.4622229,36.6430772","126.7807196,35.156499"
"126.9449224,37.516575","126.7327467,37.4229907","127.461903,36.6430888","126.7807144,35.1563394"
"126.9449405,37.5165778","126.7326912,37.4228876","127.4616367,36.6430995","126.7806941,35.1559065"
"126.9454413,37.516645","126.7323337,37.422148","127.4606746,36.6431326","126.7806748,35.1554744"
"126.9458846,37.5166849","126.7321562,37.4218296","127.4603144,36.6431424","126.7804726,35.1549998"
"126.9462013,37.5167","126.7320818,37.4216957","127.4593221,36.6431691","126.780391,35.1536675"
"126.9465623,37.5167034","126.7320041,37.4215573","127.4591364,36.6431744","126.7803814,35.1533907"
"126.9468747,37.5166923","126.7318906,37.4213844","127.457747,36.6432416","126.7803744,35.1531832"
"126.947116,37.5166601","126.7318561,37.421331","127.4575747,36.6432496","126.7803413,35.1528305"
"126.9474015,37.5166037","126.7318025,37.4212729","127.457229,36.6432594","126.7803352,35.1527691"
"126.947736,37.5165197","126.7316796,37.4211279","127.4562278,36.6432861","126.7803092,35.1524822"
"126.9478891,37.5164717","126.7319454,37.4211107","127.4560242,36.6432914","126.7803031,35.1524245"
"126.9481931,37.516365","126.7320166,37.4211058","127.4555162,36.6433183","126.7802247,35.1523492"
"126.9488196,37.5161101","126.7322089,37.4210926","127.4547723,36.6433577","126.7800712,35.1522022"
"126.9490124,37.5160605","126.7339617,37.4209841","127.4545407,36.6433684","126.7798717,35.152045"
"126.9491359,37.5160359","126.7343914,37.420958","127.4544423,36.6433711","126.7796369,35.1519075"
"126.9495989,37.5158577","126.7350631,37.4209182","127.4540854,36.6433827","126.779266,35.1518836"
"126.9510049,37.5153136","126.7356093,37.4208857","127.4538605,36.6433835","126.7791738,35.1518777"
"126.9519656,37.5150025","126.7362233,37.4208482","127.4537196,36.6433834","126.7789446,35.1518583"
"126.9520348,37.5149803","126.7364122,37.4208368","127.453281,36.6433995","126.778837,35.1518495"
"126.9524375,37.5148497","126.7384771,37.4207131","127.4531155,36.6434093","126.7777991,35.1517748"
"126.9529364,37.5147105","126.7414326,37.4205789","127.4525483,36.6434415","126.7775622,35.1517499"
"126.9545499,37.5142493","126.7420137,37.420552","127.452263,36.6434883","126.7767494,35.1516666"
"126.955024,37.5140991","126.7423371,37.4205369","127.4517338,36.6435737","126.776586,35.1516494"
"126.9554245,37.5139577","126.7432417,37.4204895","127.4503364,36.6438076","126.7763491,35.1516246"
"126.9585758,37.5123903","126.7436081,37.4204603","127.4496864,36.6438578","126.7760103,35.1515748"
"126.9588073,37.5122967","126.7439826,37.420423","127.4479356,36.6439039","126.7759456,35.1515645"
"126.959126,37.512199","126.7443118,37.4203864","127.4477991,36.6439074","126.7755273,35.1515583"
"126.9596304,37.5120724","126.7446763,37.4203301","127.4475731,36.6439164","126.7753036,35.15153"
"126.9601315,37.5119359","126.7452991,37.4202043","127.446696,36.6439331","126.774757,35.1513932"
"126.9603993,37.5118389","126.7456174,37.4201315","127.4454408,36.6439551","126.7747154,35.1513804"
"126.9604764,37.5118113","126.7458836,37.4200674","127.4434473,36.64401","126.7742008,35.1512204"
"126.9605377,37.511789","126.7463631,37.4199209","127.4414548,36.6440704","126.7736043,35.1510193"
"126.9608317,37.5116633","126.7468485,37.41975","127.4412993,36.6440784","126.773485,35.150979"
"126.9608771,37.5116409","126.7473295,37.4195665","127.4383369,36.6441355","126.7733864,35.1509459"
"126.9608828,37.5116383","126.7482511,37.419173","127.436463,36.6442021","126.7733098,35.1509229"
"126.9610621,37.5115526","126.7492422,37.4187178","127.4362997,36.6442102","126.7730964,35.150845"
"126.9611712,37.5114882","126.7495295,37.4185827","127.4360032,36.6442244","126.7729322,35.150789"
"126.961194,37.5114747","126.7499996,37.4183639","127.4353857,36.6442538","126.7728129,35.1507468"
"126.9612496,37.5114425","126.7522018,37.4173674","127.4353767,36.6442538","126.7725229,35.1506468"
"126.9613088,37.5114005","126.7530033,37.4170048","127.4352503,36.6442601","126.7724408,35.1506183"
"126.9614749,37.5112687","126.7537197,37.4166659","127.4351094,36.6442636","126.7723916,35.1506018"
"126.9615285,37.5112176","126.7557843,37.4157568","127.4345511,36.6442768","126.7722909,35.1505669"
"126.9617061,37.5110561","126.7568265,37.4152667","127.4341629,36.6442901","126.7709742,35.1501109"
"126.9617768,37.5109826","126.7568402,37.4152605","127.4328741,36.6443273","126.7704905,35.1499429"
"126.9619273,37.5108291","126.7572159,37.4150862","127.4325698,36.6443415","126.7697526,35.1497122"
"126.9624496,37.5102582","126.7574414,37.4149163","127.4320608,36.64438","126.7694984,35.1496511"
"126.9628431,37.5098274","126.7581225,37.4146051","127.4318505,36.6443934","126.7693922,35.1496252"
"126.9630027,37.5096523","126.7585155,37.4143931","127.4312317,36.644467","126.7692749,35.1495975"
"126.9630449,37.5096057","126.7588567,37.4141789","127.4304933,36.6445711","126.7692355,35.1495882"
"126.9630735,37.5095706","126.7593696,37.4138486","127.4302046,36.6446295","126.7691665,35.1495743"
"126.9631704,37.5094602","126.7597321,37.413639","127.4299517,36.6446871","126.7691413,35.1495687"
"126.9636632,37.5088991","126.7599329,37.4135556","127.4292736,36.6448742","126.7690492,35.1495492"
"126.9638104,37.5087339","126.7600031,37.4135434","127.4289838,36.6449849","126.7689933,35.1495399"
"126.963872,37.5086648","126.7600743,37.413542","127.4279463,36.645417","126.7688376,35.1495173"
"126.9642742,37.50827","126.7601737,37.4135508","127.4275636,36.6455799","126.7686973,35.1494948"
"126.9645371,37.5080576","126.7604219,37.4135848","127.4274561,36.6456205","126.7681436,35.1494103"
"126.964736,37.5079359","126.7605562,37.4137199","127.4273621,36.6456556","126.7660587,35.1491822"
"126.9651496,37.5076827","126.7607163,37.4138723","127.4267724,36.6458562","126.7658053,35.1491563"
"126.9653746,37.5075494","126.7607958,37.4139495","127.4264412,36.6459182","126.7653872,35.1491448"
"126.9653916,37.5075405","126.7610421,37.4141817","127.4263897,36.6459254","126.7650642,35.1491644"
"126.965612,37.5074243","126.7620344,37.4150866","127.4260048,36.6459793","126.7648268,35.1492"
"126.9656869,37.5073913","126.7623837,37.4154214","127.4256915,36.6460079","126.764511,35.1492801"
"126.9657243,37.5073743","126.7636801,37.4166661","127.4256311,36.6460133","126.7643106,35.1493447"
"126.9659364,37.5073059","126.7667924,37.4197961","127.4254968,36.6460258","126.7640063,35.1494817"
"126.9660476,37.5072649","126.7670183,37.4200309","127.4249777,36.6460579","126.7638155,35.149578"
"126.966085,37.5072516","126.7681028,37.4211229","127.4237918,36.6461212","126.7635398,35.1497242"
"126.9662722,37.5071857","126.7685393,37.4215564","127.423718,36.6461257","126.7631116,35.1499713"
"126.9664673,37.5071073","126.7688069,37.4218222","127.4234853,36.6461372","126.7626769,35.1502112"
"126.9665592,37.5070698","126.7698974,37.4228799","127.4232671,36.6461497","126.7623007,35.1504145"
"126.9667952,37.5069781","126.7705811,37.4235764","127.4229751,36.6461666","126.762015,35.1505607"
"126.966945,37.5069211","126.7709089,37.4239245","127.4229572,36.6461675","126.7615906,35.1507511"
"126.966979,37.5069077","126.77125,37.4242944","127.4227614,36.6461836","126.7609453,35.1509725"
"126.9673046,37.5067839","126.7713975,37.4244665","127.4226999,36.6461881","126.760503,35.1510735"
"126.9673818,37.5067554","126.7714411,37.4245209","127.4221035,36.6462238","126.7599115,35.1511655"
"126.967747,37.5066227","126.7715047,37.4246006","127.4220364,36.6462273","126.7595555,35.1512003"
"126.9685899,37.5063128","126.771633,37.4247781","127.4219614,36.6462318","126.7591766,35.1512178"
"126.9686523,37.5062897","126.7716653,37.4248296","127.4216952,36.6462533","126.7589811,35.151222"
"126.9686943,37.5062736","126.7723018,37.4258566","127.4215508,36.6462613","126.7586715,35.1512301"
"126.9687555,37.5062496","126.7723563,37.4259507","127.4202676,36.6463362","126.7586089,35.1512306"
"126.968802,37.5062318","126.7724291,37.4260124","127.4200852,36.6463441","126.7585474,35.151232"
"126.9691027,37.5061159","126.7726155,37.4262533","127.4196332,36.6463772","126.7583629,35.1512336"
"126.9692558,37.5060644","126.7727762,37.4264715","127.4194687,36.6463888","126.758241,35.1512346"
"126.9695507,37.505962","126.7733838,37.427565","127.4191633,36.6464093","126.7574648,35.151238"
"126.9696653,37.5059202","126.7734127,37.4276202","127.4188612,36.6464299","126.7564734,35.1512427"
"126.9698059,37.5058685","126.7734238,37.427641","127.4187605,36.6464352","126.7562615,35.1512441"
"126.9700338,37.5058037","126.7736468,37.4280687","127.4186151,36.6464432","126.7559014,35.1512491"
"126.9701245,37.5057825","126.7737312,37.4282296","127.4183499,36.6464575","126.7554511,35.1512608"
"126.9703749,37.5057332","126.7737589,37.4282848","127.4181127,36.6465177","126.7554204,35.1512624"
"126.9705413,37.5057096","126.7738525,37.4284233","127.4179414,36.6466122","126.7552875,35.1512679"
"126.9706116,37.5057","126.7739365,37.4285004","127.4178899,36.6466582","126.7551216,35.1512786"
"126.970787,37.5056909","126.7740128,37.4285586","127.417835,36.6467212","126.7550326,35.1512853"
"126.9711898,37.5056909","126.7741556,37.4286388","127.4178114,36.646815","126.7549689,35.1512903"
"126.9713165,37.5056932","126.7742919,37.4286838","127.4178257,36.6470683","126.7547623,35.151308"
"126.971934,37.5057266","126.77454,37.4287412","127.417915,36.6472919","126.7510319,35.1517773"
"126.9721558,37.5057231","126.7763729,37.428784","127.4180388,36.6476472","126.7499998,35.1519071"
"126.972449,37.5056992","126.7785499,37.4288829","127.418051,36.6476797","126.7499393,35.1519166"
"126.9726779,37.5056461","126.7789994,37.4289163","127.4180622,36.6477076","126.7497942,35.1519374"
"126.9726995,37.5056408","126.7792115,37.4289581","127.4181391,36.647961","126.7496326,35.1519625"
"126.9730239,37.5055161","126.7794965,37.4290572","127.4183623,36.6485327","126.7494546,35.151983"
"126.9744744,37.5048663","126.7797125,37.4291658","127.4183968,36.6486824","126.7476179,35.1522178"
"126.9747617,37.5047243","126.7798745,37.4292488","127.4184123,36.6488492","126.7470781,35.152292"
"126.9748333,37.5046778","126.7800284,37.4293471","127.4184042,36.6490682","126.7466524,35.1523804"
"126.9749515,37.5046008","126.780411,37.4295189","127.4183849,36.649363","126.746101,35.1525294"
"126.975593,37.503951","126.7807998,37.4297583","127.4183969,36.649638","126.7457751,35.1526292"
"126.9756124,37.5039322","126.7812489,37.4299494","127.4184491,36.6499914","126.7452869,35.1528345"
"126.9757127,37.503829","126.7816997,37.430091","127.4184793,36.6500644","126.7444106,35.1533277"
"126.9758368,37.5037079","126.7822618,37.4301746","127.4187369,36.6507957","126.7432546,35.1540292"
"126.9761398,37.5034199","126.7827237,37.4302108","127.4188497,36.651041","126.7427438,35.1542974"
"126.9764325,37.5031408","126.783167,37.4301882","127.4190498,36.6511574","126.7424297,35.1544298"
"126.9764678,37.5031085","126.7846873,37.4299378","127.41925,36.6512495","126.7421708,35.1545247"
"126.9768174,37.5027829","126.7849692,37.4298909","127.4194121,36.6513163","126.7419945,35.1545894"
"126.976897,37.5027229","126.7859484,37.42973","127.4195866,36.6513498","126.7415687,35.1546886"
"126.9770403,37.5026135","126.7865375,37.4297047","127.4197623,36.6513409","126.741074,35.1547585"
"126.9774504,37.5023837","126.7887372,37.4293331","127.4199749,36.6512996","126.7410707,35.1547585"
"126.9776881,37.5022072","126.7908122,37.4289832","127.4201619,36.6512078","126.7408333,35.1547823"
"126.9779592,37.502093","126.791695,37.428856","127.4202918,36.6510925","126.7404367,35.1548096"
"126.9782721,37.5020043","126.7920289,37.4288076","127.4204172,36.6509285","126.7400832,35.1548055"
"126.9787364,37.5019387","126.7924624,37.4287417","127.4204745,36.6507076","126.7395721,35.1547554"
"126.9794779,37.5018726","126.7931743,37.4286414","127.420487,36.6505661","126.7391786,35.1546853"
"126.9799771,37.5018405","126.79368,37.428593","127.4204748,36.6504282","126.7388926,35.1546231"
"126.9803722,37.5018008","126.7938542,37.4285742","127.4204514,36.6503011","126.738515,35.1544936"
"126.980516,37.5017879","126.794362,37.4285412","127.4202529,36.6496879","126.7377306,35.1541938"
"126.980859,37.5017543","126.7950992,37.4285158","127.4199207,36.6485843","126.7372119,35.1540111"
"126.981081,37.5017228","126.795662,37.4285165","127.4198985,36.6483652","126.736681,35.1538482"
"126.9812622,37.5016947","126.7965491,37.4285326","127.4195461,36.647257","126.7362973,35.1537899"
"126.9814208,37.5016639","126.7980148,37.4286774","127.4194045,36.6468242","126.7360462,35.1537477"
"126.9819943,37.5015096","126.7982068,37.4286984","127.4193231,36.6465762","126.7357129,35.1537014"
"126.9823221,37.5013947","126.798699,37.4287581","127.419109,36.6459405","126.7353201,35.1536764"
"126.982649,37.5012348","126.7995996,37.4289076","127.4185246,36.6441993","126.7349491,35.1536705"
"126.9830806,37.500996","126.7998861,37.4289661","127.4181366,36.6429415","126.7346052,35.1536908"
"126.9841575,37.5003626","126.8005867,37.4291082","127.4180118,36.6424582","126.7340557,35.1537496"
"126.9845122,37.5001027","126.8013498,37.4293245","127.417875,36.6417576","126.734037,35.153754"
"126.9846498,37.4999997","126.8017409,37.4294458","127.4177873,36.6410995","126.7337215,35.1538043"
"126.9849115,37.4997827","126.8020476,37.4295314","127.4177242,36.6404747","126.7321615,35.1541415"
"126.9851324,37.4995863","126.8023416,37.4296287","127.4177179,36.6400861","126.7311373,35.1543578"
"126.9853283,37.4993915","126.8027923,37.4297873","127.4177116,36.639666","126.7310119,35.1543849"
"126.9856995,37.4990416","126.8033733,37.4300287","127.417774,36.6388746","126.7309316,35.1544024"
"126.9859851,37.4988004","126.8040419,37.430331","127.4178868,36.6379659","126.7304893,35.1544979"
"126.9862578,37.498624","126.8043705,37.4304853","127.4179746,36.6374576","126.7292868,35.1547581"
"126.98646,37.498514","126.8046259,37.4306048","127.4180994,36.6369077","126.7289293,35.1548342"
"126.9866335,37.4984481","126.8048229,37.430697","127.4183241,36.6359829","126.7280106,35.1550412"
"126.9868909,37.49836","126.8053391,37.4309714","127.4185869,36.6349248","126.7278995,35.1550666"
"126.987197,37.4982721","126.8064524,37.4315899","127.4186173,36.6348004","126.7268742,35.1552828"
"126.9875876,37.4982179","126.8077052,37.4322832","127.4189239,36.6335583","126.7267125,35.1553161"
"126.9878151,37.4982107","126.8079166,37.4324007","127.4189857,36.6333095","126.7257873,35.1555076"
"126.9881441,37.4982437","126.8084103,37.4326749","127.4194114,36.6315826","126.7252513,35.1556485"
"126.9887652,37.498232","126.8087544,37.4328671","127.4200494,36.6289831","126.7250884,35.1556907"
"126.9902429,37.4982023","126.8091501,37.4330984","127.4202114,36.628125","126.7239943,35.1559785"
"126.9905303,37.4981954","126.8096235,37.433368","127.4203622,36.6272163","126.7237312,35.1560517"
"126.9907148,37.4981899","126.8104612,37.4338479","127.4203679,36.6271325","126.7234998,35.1561413"
"126.9908754,37.4981879","126.8129321,37.4352143","127.4203861,36.6268495","126.7232244,35.1562414"
"126.9909705,37.4981883","126.8134866,37.4355159","127.4204372,36.6260832","126.722887,35.1563916"
"126.9910236,37.4981886","126.8144615,37.436075","127.4204351,36.6259209","126.7223526,35.1567092"
"126.9913755,37.498182","126.8148123,37.4362744","127.4204239,36.6248409","126.7203365,35.1581164"
"126.9921177,37.4981761","126.8151374,37.4364574","127.4203743,36.6241576","126.720299,35.1581387"
"126.9921539,37.4981763","126.8162497,37.4370741","127.4201148,36.6219794","126.7198242,35.1584161"
"126.9924187,37.4981711","126.8163374,37.4371242","127.4199596,36.6206613","126.7195739,35.1585245"
"126.9924628,37.4981713","126.8168874,37.4374248","127.4198619,36.6199743","126.7190769,35.1587151"
"126.9928599,37.498173","126.8174757,37.4377401","127.4197865,36.6193666","126.7190747,35.158716"
"126.9930248,37.4981999","126.8182375,37.438123","127.4196367,36.6182495","126.7189757,35.1587397"
"126.9931831,37.4982258","126.81885,37.4383997","127.4194947,36.6171298","126.7182241,35.1589161"
"126.9932249,37.4982332","126.8192745,37.4385833","127.4194614,36.6168665","126.7157962,35.1592846"
"126.9936869,37.4983325","126.8196992,37.4387408","127.4194492,36.6167746","126.7154807,35.1593303"
"126.9942493,37.4984746","126.820275,37.4389496","127.4193118,36.6155574","126.7144582,35.1594716"
"126.9942956,37.498491","126.8206548,37.4390699","127.4192875,36.6152635","126.7137832,35.1595655"
"126.9946782,37.4986288","126.8211993,37.4392416","127.41925,36.6148245","126.7114732,35.159885"
"126.9950032,37.4987464","126.8218206,37.4394101","127.4192423,36.6146631","126.710899,35.1599976"
"126.9951477,37.4987984","126.8228832,37.4396568","127.4192204,36.61417","126.7105732,35.1600811"
"126.9955246,37.4989326","126.8235108,37.4397641","127.4192112,36.6133451","126.7095637,35.1603558"
"126.9967262,37.4994208","126.8244884,37.4399058","127.4192397,36.6128258","126.7091506,35.1604902"
"126.9969338,37.4995055","126.8255425,37.4399776","127.4192614,36.6124031","126.7087485,35.1606346"
"126.9970929,37.4995666","126.8260057,37.4400091","127.419325,36.6115241","126.706677,35.1613865"
"126.9973942,37.4996832","126.8261797,37.4400146","127.4196299,36.6086413","126.7064645,35.1614447"
"126.9976323,37.4997798","126.8270622,37.4400494","127.4196773,36.6082132","126.7057606,35.1615699"
"126.997656,37.4997889","126.8309604,37.440131","127.4198046,36.6072766","126.7055318,35.161609"
"126.9977214,37.499818","126.8333542,37.4401787","127.4198746,36.6066077","126.7053295,35.1616329"
"126.9977507,37.499829","126.833925,37.4401829","127.4199481,36.6058784","126.7048899,35.1616796"
"126.9979504,37.4999118","126.8346993,37.4401899","127.4199798,36.6054908","126.7041959,35.1616805"
"126.9979967,37.499931","126.8374923,37.4402155","127.4200782,36.6043793","126.7037987,35.1616589"
"126.9981061,37.4999765","126.8381412,37.4402174","127.4201125,36.6036491","126.7032559,35.161585"
"126.9981614,37.4999993","126.8398739,37.4402415","127.4201115,36.6024078","126.7027266,35.1614814"
"126.9986963,37.5002025","126.8427606,37.4402954","127.4200699,36.6016045","126.7022491,35.1613557"
"126.9990743,37.5003511","126.8435112,37.4402942","127.420037,36.6009581","126.7017762,35.1612056"
"126.9992876,37.5004349","126.8454121,37.4402245","127.4198745,36.5991243","126.6975925,35.1595648"
"126.9997614,37.5006325","126.8459053,37.440184","127.4198848,36.5988917","126.6969403,35.1593405"
"126.9999995,37.5007327","126.8464652,37.4401429","127.4199009,36.598551","126.6958263,35.1590689"
"127.0000469,37.50075","126.8468793,37.4401055","127.4199729,36.5980976","126.6953822,35.15901"
"127.0025326,37.5017457","126.8484091,37.439931","127.4200223,36.5978957","126.6948163,35.1589504"
"127.0040311,37.502346","126.8495591,37.4397544","127.420149,36.597491","126.6946714,35.1589422"
"127.0051743,37.5027825","126.8498614,37.4396992","127.4204,36.597008","126.6944936,35.1589374"
