0,1,2,3,4,5
"128.9759645,35.1520137","127.2759789,37.0062488","128.9759645,35.1520137","127.6358654,34.803564","128.8681309,35.2484238","127.0193449,37.5008328"
"128.9758068,35.1519732","127.2763073,37.0061818","128.9758068,35.1519732","127.6359774,34.8038732","128.8681072,35.2483898","127.0196365,37.4999993"
"128.9754412,35.1520309","127.2767684,37.0060853","128.9754412,35.1520309","127.6361494,34.8040759","128.8679791,35.2481541","127.0197491,37.4997158"
"128.975255,35.1520539","127.2769067,37.0060567","128.975255,35.1520539","127.6363357,34.8043534","128.8679483,35.2480904","127.0203423,37.4982499"
"128.9727429,35.152464","127.2778571,37.0058647","128.9727429,35.152464","127.6364529,34.8044696","128.8674818,35.2471436","127.0207059,37.4972942"
"128.9701381,35.1529627","127.2780348,37.005829","128.9701381,35.1529627","127.6365678,34.8045579","128.8672162,35.2465759","127.0211282,37.4961836"
"128.9696855,35.1530061","127.2790335,37.0056154","128.9696855,35.1530061","127.6367298,34.8046524","128.8671991,35.2465382","127.0212789,37.4957876"
"128.9695073,35.1530497","127.2794755,37.0055261","128.9695073,35.1530497","127.6369201,34.8047288","128.8671177,35.2463389","127.0221844,37.493409"
"128.9671966,35.1535475","127.279479,37.0054693","128.9671966,35.1535475","127.6371082,34.8047628","128.8669908,35.2459833","127.0230472,37.4911402"
"128.9638523,35.1541388","127.2794971,37.0054269","128.9638523,35.1541388","127.6373324,34.8047761","128.8668969,35.2456905","127.0231738,37.4908072"
"128.9607626,35.154663","127.2795388,37.0053864","128.9607626,35.154663","127.637469,34.8047588","128.8668807,35.245642","127.0231784,37.4907964"
"128.9604594,35.1547144","127.2796074,37.0053649","128.9604594,35.1547144","127.637634,34.8047217","128.866833,35.2454874","127.0235385,37.4898388"
"128.9585713,35.155032","127.2796726,37.0053569","128.9585713,35.155032","127.6378972,34.8045636","128.8666436,35.2448738","127.0238284,37.4890792"
"128.956062,35.1554202","127.2797479,37.0053643","128.956062,35.1554202","127.6380313,34.8043506","128.8666308,35.2448306","127.0240451,37.4884446"
"128.9559482,35.1554387","127.2798108,37.0053852","128.9559482,35.1554387","127.6381033,34.8042098","128.8665869,35.244704","127.0243799,37.4875581"
"128.9543697,35.1556947","127.2798466,37.0054294","128.9543697,35.1556947","127.6381064,34.8041133","128.8665361,35.2445594","127.0245317,37.4871558"
"128.9539625,35.1557609","127.2798623,37.0054574","128.9539625,35.1557609","127.6380876,34.8040124","128.866447,35.2442953","127.0252024,37.4853837"
"128.9522975,35.1560334","127.2798701,37.0054952","128.9522975,35.1560334","127.6380152,34.8038763","128.8664181,35.2442091","127.0257161,37.483922"
"128.9522449,35.1560421","127.279996,37.0054892","128.9522449,35.1560421","127.6378708,34.8037637","128.8663892,35.2441238","127.0257794,37.4837447"
"128.9519418,35.1560971","127.280196,37.005504","128.9519418,35.1560971","127.6376487,34.8037","128.8663538,35.2440421","127.0258163,37.4836403"
"128.9509643,35.1562585","127.280497,37.0055622","128.9509643,35.1562585","127.6374792,34.803692","128.8663469,35.244026","127.0259706,37.4832019"
"128.9476629,35.1568029","127.2806498,37.0055976","128.9476629,35.1568029","127.6373218,34.8037093","128.8663153,35.243974","127.0259752,37.4831893"
"128.9468298,35.15694","127.2808025,37.0056529","128.9468298,35.15694","127.6371426,34.80376","128.8662746,35.2439087","127.0260547,37.4829634"
"128.9448872,35.1572806","127.2811325,37.0057996","128.9448872,35.1572806","127.6363277,34.8041361","128.8662197,35.2438435","127.0263358,37.4821605"
"128.9445708,35.1573348","127.28133,37.0059279","128.9445708,35.1573348","127.635812,34.8043693","128.8659174,35.2435782","127.0264141,37.4819373"
"128.9436197,35.1574967","127.2814366,37.0059993","128.9436197,35.1574967","127.635103,34.8046939","128.865846,35.2435159","127.0264452,37.4818536"
"128.9430385,35.1575956","127.2815622,37.0061041","128.9430385,35.1575956","127.6346288,34.8048251","128.8654981,35.2432178","127.0267282,37.4810895"
"128.9387652,35.1583236","127.2816597,37.006199","128.9387652,35.1583236","127.6332881,34.8053496","128.8652997,35.2430523","127.0272172,37.4797709"
"128.9384653,35.1583767","127.2817045,37.0062585","128.9384653,35.1583767","127.633192,34.8053903","128.8650124,35.2428284","127.0278864,37.4780331"
"128.9331936,35.1592696","127.2821048,37.0069723","128.9331936,35.1592696","127.6328872,34.8055052","128.8648352,35.2426852","127.0283187,37.4769126"
"128.932896,35.1593236","127.2823051,37.0072747","128.932896,35.1593236","127.6322075,34.8057602","128.8646749,35.2425617","127.0285808,37.4762475"
"128.9304233,35.1597478","127.2824864,37.0075635","128.9304233,35.1597478","127.6320251,34.8058335","128.8645591,35.242471","127.0290494,37.4752741"
"128.9269737,35.1603132","127.2825278,37.0076275","128.9269737,35.1603132","127.6312766,34.8061228","128.8645491,35.2424639","127.0295246,37.4745243"
"128.9266299,35.1603668","127.2826589,37.0077846","128.9266299,35.1603668","127.6310996,34.806188","128.8645123,35.2424355","127.0300117,37.4738583"
"128.926168,35.1604507","127.282828,37.0079914","128.926168,35.1604507","127.6302758,34.8065081","128.8643754,35.2423297","127.0301404,37.4737092"
"128.924696,35.160716","127.28319,37.0083751","128.924696,35.160716","127.6297699,34.806716","128.8636985,35.2418081","127.0303683,37.4734478"
"128.9238498,35.1608612","127.283274,37.00846","128.9238498,35.1608612","127.6294137,34.8068625","128.8627703,35.2410513","127.030407,37.4734029"
"128.9235072,35.1609193","127.283951,37.0091391","128.9235072,35.1609193","127.628744,34.8071923","128.8627113,35.2410024","127.030702,37.4730616"
"128.9218488,35.1612039","127.2840048,37.0092014","128.9218488,35.1612039","127.6283748,34.8074055","128.8619895,35.240428","127.0311745,37.4725551"
"128.9212424,35.1613075","127.2842602,37.0094994","128.9212424,35.1613075","127.627951,34.8076783","128.861524,35.2400636","127.0318497,37.471833"
"128.919622,35.1615699","127.28438,37.0096925","128.919622,35.1615699","127.6275721,34.8079457","128.8611888,35.2398005","127.0323404,37.4713095"
"128.9179504,35.16185","127.284437,37.0097945","128.9179504,35.16185","127.6272619,34.8081949","128.8610808,35.2397152","127.0338622,37.4697246"
"128.9177139,35.1618916","127.2845298,37.009974","128.9177139,35.1618916","127.6270305,34.808389","128.8609917,35.239644","127.0352864,37.4682087"
"128.9171283,35.1619949","127.2846337,37.0101806","128.9171283,35.1619949","127.6266844,34.8087383","128.8609672,35.2396245","127.0357371,37.467731"
"128.9136221,35.1625958","127.2847864,37.0102603","128.9136221,35.1625958","127.6264355,34.8089902","128.8609516,35.2396129","127.0359602,37.467493"
"128.9131546,35.1626752","127.2848875,37.0102821","128.9131546,35.1626752","127.6257894,34.8097438","128.860848,35.2395311","127.0371316,37.4662411"
"128.9126368,35.1627624","127.2849931,37.0102832","128.9126368,35.1627624","127.6249992,34.8106645","128.8602486,35.239042","127.0387923,37.4644845"
"128.91101,35.1630365","127.285137,37.0102843","128.91101,35.1630365","127.6248988,34.8107773","128.8599123,35.2387744","127.0393762,37.4638675"
"128.907237,35.163771","127.2852867,37.0102224","128.907237,35.163771","127.6222628,34.8137747","128.8596026,35.2385245","127.0395116,37.4637238"
"128.9070958,35.163797","127.2856502,37.0100815","128.9070958,35.163797","127.6220936,34.8139688","128.859381,35.2383512","127.0395708,37.463661"
"128.9058743,35.1640195","127.2858245,37.0100395","128.9058743,35.1640195","127.621502,34.8146529","128.8591895,35.238201","127.0400545,37.4631581"
"128.8991227,35.1651589","127.2859246,37.0100216","128.8991227,35.1651589","127.6207914,34.8154824","128.8591583,35.238177","127.0405519,37.4626255"
"128.8982509,35.1652843","127.2862372,37.0099645","128.8982509,35.1652843","127.620585,34.8157224","128.8589222,35.2379921","127.0405732,37.4624751"
"128.8975803,35.1653615","127.2863373,37.0099566","128.8975803,35.1653615","127.6200293,34.8162857","128.8585737,35.2377174","127.0405941,37.4623868"
"128.8960782,35.1654861","127.2867003,37.0099743","128.8960782,35.1654861","127.6191252,34.8171324","128.8580459,35.2373032","127.0405992,37.4622832"
"128.8951643,35.1655282","127.28687,37.0099927","128.8951643,35.1655282","127.6183771,34.8177996","128.8580269,35.237288","127.0405872,37.4622083"
"128.8946024,35.1655482","127.2871329,37.0100454","128.8946024,35.1655482","127.6177098,34.8183584","128.8579534,35.2372303","127.0405492,37.4621415"
"128.8945124,35.1655501","127.2883741,37.0103334","128.8945124,35.1655501","127.6175886,34.8184595","128.8579423,35.2372214","127.0404874,37.4620826"
"128.8939985,35.1655425","127.288482,37.010357","128.8939985,35.1655425","127.6173134,34.8186889","128.85791,35.2371965","127.040412,37.4620247"
"128.8934296,35.1655347","127.2885449,37.0103716","128.8934296,35.1655347","127.6165456,34.8193289","128.8569524,35.2364435","127.040299,37.4619999"
"128.8921435,35.1655161","127.2887448,37.0104188","128.8921435,35.1655161","127.615663,34.8200007","128.8569413,35.2364356","127.0401871,37.4619913"
"128.8918624,35.165513","127.2920475,37.0111855","128.8918624,35.165513","127.6150229,34.8204883","128.85689,35.2363956","127.0400616,37.4619909"
"128.8888789,35.1654291","127.2924013,37.011278","128.8888789,35.1654291","127.6141435,34.8211537","128.856821,35.2363413","127.0397945,37.462034"
"128.8885725,35.1654299","127.2925979,37.0113288","128.8885725,35.1654299","127.6138475,34.8213767","128.8556462,35.2354159","127.0394617,37.4620868"
"128.8879314,35.1654319","127.2932864,37.0115139","128.8879314,35.1654319","127.6137951,34.8214182","128.8550514,35.234933","127.0393211,37.4621502"
"128.8878128,35.165436","127.2939267,37.0116854","128.8878128,35.165436","127.6134608,34.8216855","128.8549011,35.2348157","127.039212,37.4622507"
"128.8869991,35.1654913","127.2947434,37.0118509","128.8869991,35.1654913","127.6129846,34.8220665","128.8547118,35.2346681","127.0391501,37.462374"
"128.8862489,35.1656035","127.294767,37.0118545","128.8862489,35.1656035","127.6117667,34.8230604","128.8546862,35.2346486","127.0391382,37.4624695"
"128.8855841,35.1657689","127.2948895,37.0118773","128.8855841,35.1657689","127.6116083,34.8232058","128.8545838,35.2345686","127.0391469,37.4625362"
"128.8849375,35.1659675","127.2949277,37.0118846","128.8849375,35.1659675","127.6097875,34.8248234","128.854527,35.2345241","127.0391645,37.4626138"
"128.8843108,35.1662397","127.295131,37.0119183","128.8843108,35.1662397","127.6090787,34.8255094","128.8534315,35.2336717","127.0391935,37.4626761"
"128.8837612,35.1664642","127.2955435,37.0119559","128.8837612,35.1664642","127.6085098,34.8261574","128.8533313,35.2335935","127.0393103,37.4628127"
"128.8834121,35.1666665","127.2962998,37.0120113","128.8834121,35.1666665","127.6078776,34.8268775","128.8532066,35.2334957","127.0398914,37.463189"
"128.8826503,35.1671324","127.2968203,37.0120077","128.8826503,35.1671324","127.6071504,34.8277069","128.8525251,35.2329578","127.0402316,37.4634103"
"128.8819991,35.1675816","127.2970799,37.0120289","128.8819991,35.1675816","127.6024274,34.8331604","128.852198,35.2327108","127.0403408,37.463481"
"128.8806164,35.168535","127.2974788,37.0120629","128.8806164,35.168535","127.6022799,34.8333327","128.8521479,35.2326744","127.040488,37.4636483"
"128.8806044,35.1685424","127.2981891,37.0121218","128.8806044,35.1685424","127.6013495,34.8344661","128.8520389,35.2325936","127.040756,37.4638188"
"128.8803262,35.1687133","127.2982374,37.0121237","128.8803262,35.1687133","127.6001242,34.8359578","128.8519453,35.2325198","127.041926,37.4646274"
"128.8800861,35.1688621","127.2989802,37.0122007","128.8800861,35.1688621","127.5992375,34.8370839","128.8518818,35.2324646","127.0423686,37.464931"
"128.8798633,35.1690008","127.2998556,37.0122995","128.8798633,35.1690008","127.5989219,34.8375107","128.8518361,35.2324264","127.0429117,37.4652396"
"128.8790104,35.1695316","127.3008468,37.0124193","128.8790104,35.1695316","127.5983705,34.8382758","128.8518216,35.232413","127.0429862,37.4652669"
"128.8784292,35.1698385","127.3013547,37.0124877","128.8784292,35.1698385","127.5975615,34.83952","128.8517748,35.2323721","127.0430359,37.4652734"
"128.875734,35.171108","127.3017288,37.0125488","128.875734,35.171108","127.5971959,34.8401362","128.8517067,35.2323097","127.0431231,37.4652549"
"128.8749998,35.1714544","127.3023715,37.0126751","128.8749998,35.1714544","127.5967025,34.8409897","128.8516273,35.2322249","127.0432467,37.4651904"
"128.8732194,35.1722771","127.3034803,37.0129114","128.8732194,35.1722771","127.5965563,34.8412712","128.8515655,35.2321445","127.0434057,37.4650928"
"128.8727053,35.172529","127.304833,37.0132021","128.8727053,35.172529","127.5965028,34.8413758","128.8514981,35.2320587","127.0435661,37.4649285"
"128.8726074,35.1725815","127.3052161,37.0132865","128.8726074,35.1725815","127.5956791,34.8432052","128.8508268,35.2311997","127.044875,37.4637212"
"128.8713873,35.1731652","127.3052981,37.0133056","128.8713873,35.1731652","127.5945914,34.8456102","128.8507368,35.2310763","127.0452759,37.4634325"
"128.8702283,35.1737202","127.3054273,37.0133355","128.8702283,35.1737202","127.5943372,34.8462678","128.8497835,35.2297787","127.0456119,37.4632247"
"128.8679129,35.1748626","127.3057059,37.0134","128.8679129,35.1748626","127.5939818,34.8472952","128.8497026,35.2296705","127.045843,37.4631579"
"128.8662788,35.1757114","127.3057508,37.0134109","128.8662788,35.1757114","127.5935372,34.8487492","128.84967,35.2296258","127.0460859,37.4630075"
"128.8654905,35.1761125","127.3064496,37.0135725","128.8654905,35.1761125","127.5929693,34.8505306","128.8496115,35.229548","127.04695,37.4625916"
"128.8646169,35.1766002","127.3082136,37.0139152","128.8646169,35.1766002","127.5926881,34.8514317","128.8492531,35.2290056","127.0491167,37.4616246"
"128.8637774,35.1770326","127.3088215,37.0140216","128.8637774,35.1770326","127.5923578,34.8524518","128.849146,35.2288418","127.0498662,37.4612904"
"128.8631391,35.1773454","127.3101462,37.0142338","128.8631391,35.1773454","127.5919673,34.8534855","128.8489791,35.2285849","127.0499943,37.4612359"
"128.8628888,35.177478","127.3103597,37.0142711","128.8628888,35.177478","127.5915067,34.8544706","128.8489023,35.2284577","127.0500498,37.4612118"
"128.8619219,35.1779091","127.3106901,37.0143221","128.8619219,35.1779091","127.5909957,34.8553214","128.8488249,35.2282963","127.0502686,37.4611153"
"128.8615552,35.1780448","127.3115766,37.0144759","128.8615552,35.1780448","127.590099,34.8566612","128.8487675,35.228149","127.0503163,37.4610938"
"128.8609904,35.1782225","127.3122305,37.0146256","128.8609904,35.1782225","127.5894938,34.8574101","128.8487122,35.2279269","127.0505203,37.4610062"
"128.8604371,35.1783649","127.3124316,37.0146809","128.8604371,35.1783649","127.5886906,34.858206","128.8486761,35.2277371","127.0520768,37.4603379"
"128.8598835,35.1784874","127.3127922,37.0147798","128.8598835,35.1784874","127.5885059,34.8583883","128.8486637,35.2275199","127.0540233,37.4595016"
"128.859312,35.1785921","127.3131516,37.0148777","128.859312,35.1785921","127.5879769,34.858817","128.8486638,35.2273279","127.0541276,37.4594569"
"128.859096,35.1786135","127.3132707,37.0149103","128.859096,35.1786135","127.5869209,34.8596095","128.8486722,35.2272358","127.0552963,37.4589593"
"128.8582498,35.1787032","127.3135796,37.015001","128.8582498,35.1787032","127.586383,34.8599472","128.8486807,35.2271492","127.0554765,37.4588879"
"128.8574982,35.1787459","127.3142514,37.0151994","128.8574982,35.1787459","127.5852186,34.860673","128.8487118,35.2269712","127.0556817,37.4588048"
"128.8570678,35.1787489","127.3149781,37.0154178","128.8570678,35.1787489","127.5837328,34.8615965","128.8487669,35.2267804","127.0559786,37.4586833"
"128.8564106,35.1787193","127.3156892,37.0156163","128.8564106,35.1787193","127.5821529,34.8626121","128.8488684,35.2265394","127.0563051,37.4585439"
"128.8557782,35.1786624","127.3160476,37.0157025","128.8557782,35.1786624","127.5812859,34.8631718","128.848964,35.2263436","127.0580337,37.4578203"
"128.8557749,35.1786624","127.3166994,37.0158063","128.8557749,35.1786624","127.5796055,34.8643217","128.8489757,35.2263164","127.0582593,37.4577256"
"128.8551907,35.1785986","127.3171838,37.0158548","128.8551907,35.1785986","127.5784114,34.8650719","128.8490316,35.2261796","127.0593009,37.4572896"
"128.8548121,35.178546","127.3174524,37.0158805","128.8548121,35.178546","127.5742978,34.8676562","128.849085,35.2260159","127.0593055,37.4572878"
"128.8544752,35.178493","127.3176861,37.0159016","128.8544752,35.178493","127.5734974,34.8681978","128.8491221,35.2258676","127.059607,37.4571592"
"128.8543111,35.1784678","127.3177322,37.0159061","128.8543111,35.1784678","127.5726292,34.8687384","128.8491489,35.2256987","127.0597623,37.4570967"
"128.8541438,35.1784435","127.3180502,37.0159526","128.8541438,35.1784435","127.5720507,34.8691482","128.8491608,35.2255507","127.0598835,37.4570475"
"128.8538036,35.1783923","127.3183783,37.0160171","128.8538036,35.1783923","127.5714647,34.8695769","128.8491565,35.225429","127.0604117,37.4568242"
"128.8529361,35.1782605","127.3186626,37.016087","128.8529361,35.1782605","127.5711596,34.869816","128.8491499,35.2252253","127.0617243,37.4562693"
"128.8528128,35.1782411","127.319004,37.0161966","128.8528128,35.1782411","127.5707212,34.8701589","128.8491304,35.2251119","127.0626504,37.4558788"
"128.8508189,35.1779289","127.3193645,37.0163413","128.8508189,35.1779289","127.5702619,34.8705488","128.8491231,35.2250687","127.0627886,37.4558198"
"128.8495545,35.1777707","127.3201316,37.0166598","128.8495545,35.1777707","127.5692943,34.8714051","128.849108,35.2250184","127.0630833,37.4556974"
"128.8479978,35.1776005","127.3210457,37.0170398","128.8479978,35.1776005","127.5681169,34.8725618","128.8490281,35.2247037","127.0635922,37.4554866"
"128.84628,35.177451","127.3214535,37.0171828","128.84628,35.177451","127.5679726,34.872708","128.8490071,35.22463","127.0636828,37.4554599"
"128.8445107,35.1773733","127.321924,37.0173692","128.8445107,35.1773733","127.5676227,34.8730599","128.8489175,35.2243308","127.0637248,37.4554465"
