0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
,"129.2231574,35.9339696","129.3955238,35.9210421","127.8666667,36.7898344","128.6992978,36.5662205",,,,"127.9998163,34.8305391",,,,,,"127.9443411,37.4016452",,
,"129.2243482,35.9341364","129.394959,35.9227773","127.8658728,36.7899739","128.6990798,36.5665787",,,,"127.9998048,34.8304436",,,,,,"127.9447691,37.401622",,
,"129.2264449,35.9345209","129.3949219,35.9228914","127.8657025,36.7899942","128.6990242,36.5666658",,,,"127.9997851,34.8302534",,,,,,"127.9452005,37.4015807",,
,"129.2264927,35.9345292","129.394844,35.9230667","127.8654124,36.7900294","128.6987224,36.5671674",,,,"127.9997413,34.8302518",,,,,,"127.9459873,37.4014578",,
,"129.2269668,35.9346153","129.3945285,35.9237315","127.8653989,36.7900312","128.6984489,36.5676226",,,,"127.9997019,34.8302411",,,,,,"127.9475473,37.4012158",,
,"129.2273608,35.9346862","129.3944662,35.9238596","127.8646583,36.790084","128.6982659,36.5679274",,,,"127.9996723,34.8302241",,,,,,"127.9487292,37.4010328",,
,"129.2279728,35.9347955","129.3942009,35.9244001","127.8640577,36.7901056","128.698036,36.5683092",,,,"127.9996492,34.8302053",,,,,,"127.9493501,37.4009458",,
,"129.2280195,35.9348039","129.3937009,35.9252284","127.8626621,36.7900747","128.697902,36.5685314",,,,"127.9996348,34.8301855",,,,,,"127.9498614,37.4008681",,
,"129.2297622,35.9351159","129.3933196,35.9257852","127.8592518,36.7899156","128.6978541,36.5686148",,,,"127.9996249,34.8301621",,,,,,"127.9501211,37.4008428",,
,"129.2301983,35.935189","129.3930851,35.9261287","127.8590388,36.7899054","128.6978334,36.568652",,,,"127.9996192,34.830136",,,,,,"127.9504114,37.4008272",,
,"129.2306122,35.9352578","129.3928312,35.9265005","127.8589301,36.7899004","128.6977757,36.5687508",,,,"127.9996213,34.8301116",,,,,,"127.9510577,37.4008257",,
,"129.2327741,35.9356332","129.3924135,35.9270624","127.8581746,36.7898918","128.697766,36.5687743",,,,"127.9996255,34.83009",,,,,,"127.951104,37.4008264",,
,"129.2328153,35.9356407","129.3921281,35.9274112","127.8574104,36.7899392","128.6975369,36.5692075",,,,"127.9996341,34.8300692",,,,,,"127.9513729,37.4008335",,
,"129.2364749,35.9362747","129.3916416,35.9279706","127.8569467,36.7899938","128.6974492,36.5693914",,,,"127.9995399,34.8300416",,,,,,"127.9517889,37.4008589",,
,"129.2380988,35.936573","129.3908336,35.928809","127.8564404,36.7900665","128.697362,36.5696744",,,,"127.9995071,34.8300318",,,,,,"127.9521676,37.4008954",,
,"129.2382869,35.9366082","129.3903823,35.9292182","127.8558502,36.7901764","128.6973304,36.5700894",,,,"127.999186,34.8299349",,,,,,"127.9525442,37.4009498",,
,"129.2385573,35.9366592","129.3894381,35.9300606","127.8547936,36.7904816","128.6973286,36.5701192",,,,"127.9989483,34.8298628",,,,,,"127.9526448,37.4009683",,
,"129.2386341,35.9366726","129.3883954,35.9308667","127.853897,36.7907511","128.6973164,36.5702717",,,,"127.9988497,34.8298325",,,,,,"127.9530634,37.4010479",,
,"129.2424135,35.9373524","129.3874761,35.9315942","127.8517468,36.7913831","128.6973247,36.5707331",,,,"127.9986054,34.8297677",,,,,,"127.9534299,37.4011258",,
,"129.2426717,35.9374019","129.3869632,35.932071","127.85142,36.7914778","128.6973493,36.5710998",,,,"127.9984116,34.8297162",,,,,,"127.9535114,37.4011435",,
,"129.2428365,35.9374328","129.386759,35.9322915","127.8507518,36.791688","128.6973621,36.5713493",,,,"127.9980621,34.8296166",,,,,,"127.9537637,37.4012065",,
,"129.2436811,35.9375801","129.3866012,35.9324616","127.849807,36.7919631","128.6974618,36.5715079",,,,"127.9978617,34.8295742",,,,,,"127.954049,37.4012965",,
,"129.2447037,35.9377591","129.3863837,35.9327337","127.8491288,36.7921841","128.6975618,36.571616",,,,"127.9978595,34.8295742",,,,,,"127.9544757,37.40143",,
,"129.2471218,35.9381828","129.3860661,35.9331723","127.8481073,36.7925792","128.6977031,36.5717173",,,,"127.9975871,34.8295491",,,,,,"127.9553477,37.4017557",,
,"129.2473121,35.938216","129.3857722,35.9337746","127.8473141,36.7929214","128.6978239,36.5717999",,,,"127.997563,34.8295501",,,,,,"127.9576805,37.4026336",,
,"129.2473466,35.9382228","129.3855202,35.9343618","127.8458581,36.7936522","128.6979747,36.571866",,,,"127.9975357,34.8295521",,,,,,"127.960078,37.4035347",,
,"129.2474679,35.9382444","129.3854293,35.9346904","127.8444644,36.7943044","128.6981621,36.5719164",,,,"127.9974144,34.8295679",,,,,,"127.9602943,37.4036159",,
,"129.2490914,35.9385255","129.3853202,35.9352303","127.8421233,36.7954218","128.698237,36.5719166",,,,"127.9972548,34.8295848",,,,,,"127.9607269,37.4037783",,
,"129.2493228,35.9385591","129.3852726,35.9360243","127.8416961,36.7956259","128.6987208,36.5719063",,,,"127.9971871,34.8295923",,,,,,"127.9614288,37.4039955",,
,"129.2499989,35.9386583","129.3852899,35.9363792","127.8410082,36.7959686","128.700697,36.5720712",,,,"127.9970658,34.8296036",,,,,,"127.9618,37.4040932",,
,"129.2507612,35.9387427","129.3853461,35.9367867","127.8403697,36.7963058","128.7007943,36.5720792",,,,"127.9968974,34.8296124",,,,,,"127.9622797,37.4041994",,
,"129.2516292,35.9387914","129.3853697,35.9370333","127.8397234,36.7966637","128.7008369,36.5720833",,,,"127.9967497,34.8296076",,,,,,"127.9627763,37.4042867",,
,"129.2522392,35.9388095","129.385507,35.9375405","127.8392214,36.7969716","128.7009611,36.5720929",,,,"127.9966161,34.8295802",,,,,,"127.9633461,37.4043449",,
,"129.25264,35.9388352","129.3855424,35.9376283","127.8385532,36.7974432","128.7014243,36.572127",,,,"127.9964956,34.8295419",,,,,,"127.9642605,37.4043909",,
,"129.2529875,35.9388581","129.3857855,35.9382987","127.8367303,36.7986572","128.7014992,36.5721325",,,,"127.9963794,34.8294909",,,,,,"127.9655068,37.4043977",,
,"129.2536261,35.9389145","129.3860973,35.9390096","127.8349184,36.7998514","128.701974,36.572116",,,,"127.9962862,34.8294498",,,,,,"127.9660231,37.4043966",,
,"129.2542677,35.9390025","129.3866593,35.9402231","127.8344265,36.8001521","128.7019621,36.5722162",,,,"127.9962489,34.8294275",,,,,,"127.9675688,37.4043842",,
,"129.2545645,35.9390433","129.387187,35.9413434","127.8339983,36.8003967","128.7019531,36.572283",,,,"127.9961457,34.8293648",,,,,,"127.9689958,37.4043812",,
,"129.2552724,35.9391699","129.3873532,35.9416185","127.8333172,36.8007655",,,,,"127.9959743,34.8292248",,,,,,"127.9724409,37.4043801",,
,"129.2565202,35.9394528","129.3874525,35.9417846","127.8324748,36.8011573",,,,,"127.9958697,34.829108",,,,,,"127.9725606,37.4043805",,
,"129.2577722,35.9398257","129.3875757,35.9419809","127.8319332,36.8013778",,,,,"127.9957748,34.8289659",,,,,,"127.975112,37.4043919",,
,"129.258622,35.9401053","129.3880136,35.942725","127.8313356,36.8016103",,,,,"127.9956074,34.8285905",,,,,,"127.9763145,37.4044385",,
,"129.2606532,35.9407732","129.3885127,35.9435744","127.8303214,36.8019521",,,,,"127.9955753,34.8285194",,,,,,"127.9769532,37.404481",,
,"129.2615409,35.941009","129.3887205,35.9437343","127.8299252,36.8020875",,,,,"127.9955741,34.8285158",,,,,,"127.977661,37.4045565",,
,"129.2615598,35.9410142","129.3890119,35.944102","127.8286536,36.8025147",,,,,"127.9955343,34.8284294",,,,,,"127.9781416,37.4046132",,
,"129.2634067,35.9414161","129.3891173,35.9441977","127.8283301,36.8026229",,,,,"127.9955055,34.8283835",,,,,,"127.9783021,37.4046342",,
,"129.2673205,35.9422898","129.3893016,35.9443507","127.8271637,36.8030245",,,,,"127.9954724,34.8283242",,,,,,"127.9789264,37.4047137",,
,"129.2675591,35.9423512","129.3895345,35.9444922","127.8265524,36.8032191",,,,,"127.9952598,34.8280716",,,,,,"127.980113,37.4049279",,
,"129.2683,35.9425665","129.3897872,35.9446289","127.8261752,36.8033491",,,,,"127.9952111,34.8279672",,,,,,"127.9807635,37.405056",,
,"129.2693366,35.9429154","129.3903671,35.9448207","127.8260969,36.8033763",,,,,"127.9951774,34.8278249",,,,,,"127.981328,37.405169",,
,"129.2694483,35.9429534","129.3917125,35.9451763","127.8256705,36.8035506",,,,,"127.9951113,34.8275673",,,,,,"127.9820286,37.4053428",,
,"129.2705542,35.9433834","129.3927412,35.9453143","127.8255698,36.8035959",,,,,"127.995078,34.8274718",,,,,,"127.9824791,37.4054699",,
,"129.2707377,35.9434555","129.393193,35.9453387","127.8252945,36.8037211",,,,,"127.9949775,34.8273063",,,,,,"127.9832522,37.4056822",,
,"129.2708215,35.9434876","129.3937618,35.9453432","127.8243637,36.8041527",,,,,"127.9949377,34.8272442",,,,,,"127.9841445,37.4059868",,
,"129.2710161,35.9435631","129.3953864,35.9451346","127.8231065,36.8048196",,,,,"127.9949013,34.8271876",,,,,,"127.9850223,37.4063104",,
,"129.272073,35.9439775","129.3957123,35.9451303","127.8198904,36.8064924",,,,,"127.9947714,34.8270366",,,,,,"127.9854029,37.4064567",,
,"129.2733099,35.9444632","129.396302,35.9450363","127.8197853,36.8065477",,,,,"127.994624,34.8269064",,,,,,"127.9857383,37.406595",,
,"129.2741684,35.9447318","129.3968708,35.9449462","127.8174831,36.8077555",,,,,"127.994535,34.8268374",,,,,,"127.9863535,37.4068611",,
,"129.274289,35.9447696","129.3980378,35.9447474","127.8173791,36.8078072",,,,,"127.9944274,34.8267639",,,,,,"127.9866448,37.4069951",,
,"129.2748734,35.9449251","129.3985115,35.9446687","127.8168342,36.80808",,,,,"127.9943232,34.8267075",,,,,,"127.9876617,37.4075083",,
,"129.2757281,35.9451243","129.3992997,35.9445318","127.8160612,36.8084652",,,,,"127.9942092,34.8266674",,,,,,"127.9885992,37.4079794",,
,"129.2766825,35.9453157","129.3999527,35.9443953","127.815647,36.8086321",,,,,"127.9940614,34.8266391",,,,,,"127.9892208,37.4083446",,
,"129.2837104,35.9468629","129.4004918,35.9442705","127.8152889,36.8087674",,,,,"127.9938721,34.8266092",,,,,,"127.9899492,37.4087995",,
,"129.2837505,35.9468713","129.4017612,35.9439484","127.8152351,36.8087874",,,,,"127.9937747,34.8265916",,,,,,"127.9900343,37.4088559",,
,"129.2897201,35.9481851","129.4026269,35.9437147","127.8147101,36.8089754",,,,,"127.9932962,34.8264907",,,,,,"127.9906744,37.4092832",,
,"129.2902082,35.9482959","129.4034617,35.9434851","127.8145466,36.8090218",,,,,"127.9930926,34.8264573",,,,,,"127.9908004,37.4093728",,
,"129.2903653,35.9483296","129.4042097,35.9432885","127.8144492,36.8090491",,,,,"127.9929678,34.8264388",,,,,,"127.9915054,37.4098747",,
,"129.2936539,35.9490314","129.405081,35.9430592","127.814251,36.8091055",,,,,"127.9928125,34.8264332",,,,,,"127.9920437,37.4102943",,
,"129.2941586,35.9491438","129.4065458,35.9427051","127.8140684,36.8091538",,,,,"127.9926518,34.8264518",,,,,,"127.9925752,37.4106968",,
,"129.2943436,35.9491852","129.4072207,35.94256","127.8137011,36.8092377",,,,,"127.9924825,34.8264877",,,,,,"127.9929807,37.4110187",,
,"129.2953665,35.9494133","129.407849,35.9424572","127.8130849,36.8093574",,,,,"127.9923526,34.8265243",,,,,,"127.993377,37.4113046",,
,"129.2960117,35.9495578","129.4084055,35.9424132","127.8126928,36.8094116",,,,,"127.9921506,34.8265774",,,,,,"127.9940959,37.4118568",,
,"129.2974113,35.949773","129.409352,35.9424054","127.8125661,36.8094227",,,,,"127.9920567,34.8265958",,,,,,"127.9947966,37.4123848",,
,"129.2976914,35.9498058","129.4096171,35.9424119","127.8118299,36.809504",,,,,"127.9919671,34.8266034",,,,,,"127.9951873,37.4126824",,
,"129.2979048,35.9498287","129.4098481,35.9424281","127.8108055,36.8095671",,,,,"127.9916774,34.8266172",,,,,,"127.9955461,37.4129522",,
,"129.2981782,35.9498589","129.4102407,35.9424805","127.8103269,36.8095918",,,,,"127.9916194,34.8266165",,,,,,"127.9961152,37.4133906",,
,"129.298884,35.9499384","129.4106055,35.9425296","127.8100691,36.8096042",,,,,"127.9914991,34.8266161",,,,,,"127.9967205,37.4138433",,
,"129.299522,35.9500091","129.4109739,35.9425923","127.8097205,36.8096195",,,,,"127.9911545,34.8265887",,,,,,"127.9972622,37.4142583",,
,"129.3003832,35.9501458","129.4120981,35.9429196","127.8088462,36.8096578",,,,,"127.9910493,34.8265575",,,,,,"127.997812,37.4146833",,
,"129.3005191,35.9501744","129.4136065,35.943459","127.8080235,36.8097113",,,,,"127.9909791,34.8265217",,,,,,"127.9982382,37.4150501",,
,"129.3009368,35.9502619","129.414253,35.9436984","127.806674,36.8097996",,,,,"127.990899,34.8264743",,,,,,"127.9986134,37.415392",,
,"129.3014353,35.9503896","129.4170943,35.9447528","127.8065496,36.809808",,,,,"127.9908287,34.8264141",,,,,,"127.9991369,37.4159414",,
,"129.3020025,35.9505641","129.4188505,35.9454044","127.8061798,36.8098513",,,,,"127.9907616,34.8263576",,,,,,"127.9994651,37.4163636",,
,"129.3025635,35.9507603","129.4190753,35.9454855","127.806154,36.8098541",,,,,"127.9906437,34.8262129",,,,,,"127.9996977,37.4166664",,
,"129.3034129,35.9511109","129.4199744,35.9458092","127.805837,36.8099081",,,,,"127.9903389,34.8257019",,,,,,"128.0,37.4170915",,
,"129.3036035,35.9512008","129.4212542,35.9462872","127.8051492,36.8100577",,,,,"127.990269,34.8255327",,,,,,"128.0000365,37.4171499",,
,"129.3043152,35.9515381","129.4248262,35.9475713","127.8048637,36.8101549",,,,,"127.9902188,34.8253624",,,,,,"128.000081,37.4172191",,
,"129.3058945,35.952295","129.4253773,35.9477608","127.8045928,36.8102647",,,,,"127.9901959,34.825193",,,,,,"128.0001267,37.4172911",,
,"129.3074246,35.9528832","129.4261833,35.9480372","127.8040591,36.8105356",,,,,"127.9902123,34.825009",,,,,,"128.0002489,37.4174816",,
,"129.3101291,35.9538701","129.4274536,35.9483467","127.8036812,36.8107844",,,,,"127.9903139,34.8246262",,,,,,"128.0005869,37.4180084",,
,"129.3121361,35.9546087","129.4279958,35.9484417","127.8035549,36.8108956",,,,,"127.9904491,34.8241847",,,,,,"128.0008884,37.4184804",,
,"129.3149301,35.9556266","129.428665,35.9485166","127.8033762,36.811053",,,,,"127.9905055,34.8239203",,,,,,"128.0011008,37.4188121",,
,"129.3165126,35.9562183","129.4297016,35.9486117","127.8031663,36.8112771",,,,,"127.9904858,34.8237418",,,,,,"128.0014023,37.4192822",,
,"129.3174154,35.9565698","129.4305439,35.948691","127.8029375,36.81154",,,,,"127.990407,34.823532",,,,,,"128.0015246,37.4194827",,
,"129.3176481,35.9566609","129.4312534,35.9487823","127.8026488,36.8119689",,,,,"127.9903319,34.8234205",,,,,,"128.0022462,37.420582",,
,"129.317723,35.9566895","129.4319635,35.9489404","127.8023784,36.8124807",,,,,"127.9902879,34.8233657",,,,,,"128.00305,37.421808",,
,"129.3177901,35.9567155","129.4324078,35.9490657","127.8018989,36.813433",,,,,"127.9902383,34.8233018",,,,,,"128.0033982,37.4223384",,
,"129.3184338,35.9569843","129.4330511,35.9493059","127.8017187,36.8137859",,,,,"127.9901987,34.8232587",,,,,,"128.0056865,37.4258241",,
,"129.3189342,35.9572373","129.4331518,35.9493431","127.8013381,36.8145216",,,,,"127.990136,34.8232067",,,,,,"128.007187,37.4281081",,
,"129.3196581,35.9576184","129.43347,35.949484","127.8013303,36.8145378",,,,,"127.9899495,34.8230938",,,,,,"128.0072739,37.4282546",,
,"129.3203342,35.9580427","129.4338844,35.9496982","127.8010889,36.8150207",,,,,"127.9898101,34.8230186",,,,,,"128.0080993,37.429641",,
,"129.3210697,35.9585435","129.4340577,35.9498054","127.8007042,36.8155644",,,,,"127.9896895,34.8229632",,,,,,"128.0081795,37.4297966",,
,"129.3212735,35.9586784","129.4345046,35.9500821","127.800301,36.8159575",,,,,"127.9892993,34.8227979",,,,,,"128.008924,37.43125",,
,"129.3220939,35.9592537","129.4346514,35.9501942","127.8000139,36.8162188",,,,,"127.9889739,34.822691",,,,,,"128.0089664,37.4313336",,
,"129.3221412,35.9592863","129.4352934,35.9506977","127.7997612,36.8163898",,,,,"127.9887318,34.8226226",,,,,,"128.00938,37.4321557",,
,"129.3225063,35.9595422","129.4359124,35.9512583","127.7996974,36.8164332",,,,,"127.9885775,34.8226033",,,,,,"128.0101741,37.4337333",,
,"129.3235497,35.9602159","129.4360836,35.9514106","127.7995151,36.816541",,,,,"127.9878981,34.8225502",,,,,,"128.0109239,37.4351244",,
,"129.3244936,35.9607118","129.4371312,35.9523636","127.7990316,36.8167531",,,,,"127.9877285,34.8225364",,,,,,"128.0113244,37.4356825",,
,"129.3252245,35.9610081","129.4377212,35.9528697","127.7985747,36.8169075",,,,,"127.9875742,34.8225082",,,,,,"128.0119118,37.436291",,
,"129.3259946,35.9612758","129.4382491,35.9533291","127.7978488,36.8170734",,,,,"127.9873748,34.8224413",,,,,,"128.0122551,37.4365735",,
,"129.3287648,35.9620594","129.4388257,35.9538318","127.7976191,36.8171164",,,,,"127.9871116,34.8223116",,,,,,"128.0125996,37.4368577",,
,"129.3338242,35.9634912","129.4398977,35.954687","127.7967631,36.8172762",,,,,"127.9869866,34.8222499",,,,,,"128.0133365,37.4373413",,
,"129.3349961,35.9638672","129.4405772,35.9551835","127.7962108,36.8173723",,,,,"127.9868844,34.8221647",,,,,,"128.0139117,37.4376416",,
,"129.335749,35.9641081","129.4410807,35.9555513","127.7956897,36.8174502",,,,,"127.9868425,34.8221188",,,,,,"128.0144739,37.4378744",,
,"129.337904,35.9649864","129.4421347,35.9562581","127.7949513,36.8175746",,,,,"127.9867589,34.8220236",,,,,,"128.0154493,37.4381748",,
,"129.3389372,35.9654078","129.4437933,35.9573418","127.7902374,36.8183994",,,,,"127.9862993,34.8214077",,,,,,"128.0160562,37.4383164",,
,"129.3433122,35.9672409","129.4444096,35.957742","127.7893748,36.8185908",,,,,"127.9861116,34.8211082",,,,,,"128.0161615,37.4383412",,
,"129.3438961,35.9674573","129.4450034,35.9581281","127.7879748,36.8190161",,,,,"127.9859245,34.8207076",,,,,,"128.0172499,37.4384825",,
,"129.3442484,35.967588","129.445985,35.9587774","127.787087,36.8193743",,,,,"127.985762,34.8204161",,,,,,"128.0186653,37.4386664",,
,"129.3447999,35.9677914","129.4469025,35.9593854","127.7865408,36.8196262",,,,,"127.985274,34.8197995",,,,,,"128.0188497,37.4386909",,
,"129.3463131,35.9682504","129.4481296,35.9601858","127.7862364,36.8197829",,,,,"127.9848565,34.8192799",,,,,,"128.0211247,37.4389432",,
,"129.3472133,35.9685232","129.4491839,35.9609448","127.7859566,36.8199206",,,,,"127.9846373,34.8190075",,,,,,"128.0215614,37.4389908",,
,"129.3476008,35.9686407","129.4497366,35.961419","127.7850368,36.8204339",,,,,"127.984406,34.8187244",,,,,,"128.0232484,37.4392123",,
,"129.3477806,35.9686956","129.4500854,35.9617595","127.7842379,36.8208902",,,,,"127.9842331,34.8185132",,,,,,"128.0232744,37.4392158",,
,"129.3485748,35.9689412","129.4503114,35.9620208","127.7840343,36.8210097",,,,,"127.9839865,34.8182166",,,,,,"128.0243707,37.4393479",,
,"129.3488739,35.969025","129.4505714,35.9623601","127.7833943,36.8213862",,,,,"127.9838784,34.8180637",,,,,,"128.0245246,37.4393662",,
,"129.3494248,35.9691075","129.450862,35.962816","127.7823247,36.822008",,,,,"127.9837615,34.8178992",,,,,,"128.0257865,37.4395742",,
,"129.3497,35.9691159","129.4511374,35.9632829","127.782149,36.822113",,,,,"127.9836371,34.817566",,,,,,"128.0266992,37.4398",,
,"129.3498624,35.9690908","129.4513158,35.9636821","127.7820741,36.8221583",,,,,"127.983452,34.8171357",,,,,,"128.027637,37.4400662",,
,"129.3499744,35.9690413","129.4513814,35.963827","127.7814497,36.8225158",,,,,"127.9834253,34.8170465",,,,,,"128.0292372,37.4406413",,
,"129.3500999,35.9689583","129.4515756,35.9642827","127.7811621,36.8226743",,,,,"127.9834097,34.8168148",,,,,,"128.0306118,37.4412661",,
,"129.350199,35.9688332","129.4520344,35.9658942","127.7810066,36.8227675",,,,,"127.983487,34.8161914",,,,,,"128.0314992,37.4417498",,
,"129.3502372,35.9687083","129.4522836,35.9668268","127.7807998,36.8229582",,,,,"127.9835493,34.815816",,,,,,"128.0324872,37.4423826",,
,"129.3502492,35.9685575","129.4523523,35.9670961","127.7807373,36.823016",,,,,"127.9836428,34.8153513",,,,,,"128.0336965,37.4432938",,
,"129.3502456,35.9685486","129.4525574,35.9677697","127.7807116,36.8230495",,,,,"127.9836534,34.8153007",,,,,,"128.034687,37.4441249",,
,"129.3501949,35.9684186","129.452705,35.9682685","127.7806816,36.8231153",,,,,"127.98369,34.8151942",,,,,,"128.0360941,37.4453417",,
,"129.3500959,35.9683111","129.4528767,35.9687119","127.7806683,36.8231821",,,,,"127.9837449,34.8150461",,,,,,"128.0363341,37.4455488",,
,"129.3499254,35.9682245","129.4530489,35.969085","127.7806686,36.8232398",,,,,"127.9838086,34.8149205",,,,,,"128.0365878,37.4457622",,
,"129.349805,35.9681975","129.4531708,35.9693066","127.7806834,36.8233091",,,,,"127.9838498,34.8148482",,,,,,"128.0371873,37.4462832",,
,"129.3496584,35.9681916","129.453363,35.969637","127.7807094,36.8233677",,,,,"127.9838768,34.8148003",,,,,,"128.0378614,37.4467993",,
,"129.3495191,35.9682073","129.4533793,35.9696656","127.7807533,36.8234163",,,,,"127.9839094,34.8147595",,,,,,"128.0387624,37.4474243",,
,"129.3494245,35.9682403","129.4537547,35.970231","127.7808129,36.8234657",,,,,"127.9841124,34.8145071",,,,,,"128.0394616,37.447816",,
,"129.3491823,35.968363","129.4544516,35.971149","127.7808949,36.8235043",,,,,"127.9842872,34.8143018",,,,,,"128.0401491,37.4481463",,
,"129.3487745,35.9687083","129.4547562,35.9715407","127.7809869,36.8235248",,,,,"127.9844555,34.8141009",,,,,,"128.0407365,37.4483996",,
,"129.3486616,35.9687659","129.4555743,35.9725622","127.7810867,36.8235327",,,,,"127.9844901,34.8140358",,,,,,"128.0412533,37.4485739",,
,"129.3485619,35.9688666","129.4558589,35.9729488","127.781199,36.8235748",,,,,"127.9845492,34.8138588",,,,,,"128.0417248,37.4487331",,
,"129.3483873,35.9690325","129.4560436,35.9732","127.7812998,36.8235412",,,,,"127.9845792,34.8137442",,,,,,"128.0423999,37.4489076",,
,"129.3481464,35.9692588","129.4564621,35.9738025","127.7813872,36.8235076",,,,,"127.984595,34.8136522",,,,,,"128.0430057,37.4490382",,
,"129.3477972,35.9695509","129.4566746,35.9741416","127.7814744,36.8234497",,,,,"127.9846009,34.813543",,,,,,"128.0434869,37.4491414",,
,"129.3467459,35.970455","129.4568872,35.9744906","127.781537,36.8233828",,,,,"127.9845413,34.8132484",,,,,,"128.0443968,37.4492725",,
,"129.3465358,35.9705754","129.4571935,35.9750355","127.7815748,36.8233079",,,,,"127.9844636,34.8128636",,,,,,"128.0451615,37.4493248",,
,"129.3451917,35.9718122","129.4574117,35.9754294","127.7815991,36.8231916",,,,,"127.9844344,34.8127285",,,,,,"128.0459497,37.4493491",,
,"129.3446741,35.9722997","129.4576494,35.9759412","127.7815998,36.8230915",,,,,"127.9842117,34.8116743",,,,,,"128.0466244,37.4493244",,
,"129.3434494,35.9734246","129.4579624,35.9766248","127.7815748,36.8229915",,,,,"127.9842084,34.8116626",,,,,,"128.0474121,37.4492748",,
,"129.3401615,35.9763994","129.4581492,35.9770913","127.781524,36.8228916",,,,,"127.9841794,34.8115662",,,,,,"128.0485868,37.4491242",,
,"129.3397486,35.9767645","129.4583999,35.977766","127.7814867,36.822825",,,,,"127.9840489,34.811133",,,,,,"128.0490239,37.4490708",,
,"129.3396692,35.9768342","129.4585368,35.9781911","127.7814248,36.8227494",,,,,"127.9838865,34.8108415",,,,,,"128.0507103,37.4488628",,
,"129.3394735,35.9770031","129.4586874,35.9787664","127.7814101,36.8227368",,,,,"127.9835499,34.8104993",,,,,,"128.052549,37.4486037",,
,"129.3390243,35.9773832","129.4590382,35.9800353","127.7810906,36.8224473",,,,,"127.9831233,34.8102674",,,,,,"128.0527015,37.4485858",,
,"129.3381451,35.9780169","129.4594179,35.9814886","127.7807081,36.8221011",,,,,"127.9830739,34.8102414",,,,,,"128.0542092,37.4483733",,
,"129.3377981,35.9782593","129.4598182,35.9828747","127.7802739,36.8217082",,,,,"127.9818718,34.8097827",,,,,,"128.0550337,37.448263",,
,"129.3374407,35.9784883","129.4599225,35.9832354","127.7801099,36.8216365",,,,,"127.9816527,34.8096997",,,,,,"128.0609947,37.4474507",,
,"129.3357492,35.9795328","129.4600139,35.9834773","127.7800705,36.8216059",,,,,"127.9815946,34.8096774",,,,,,"128.0627351,37.4472216",,
,"129.3346872,35.9800828","129.4600949,35.9836572","127.7800368,36.8215771",,,,,"127.9815508,34.8096604",,,,,,"128.0637934,37.4470822",,
,"129.3323176,35.981207","129.4602639,35.9840339","127.7790243,36.8206582",,,,,"127.9814927,34.8096336",,,,,,"128.0659064,37.4467801",,
,"129.3311745,35.9817491","129.4605191,35.9845309","127.7786249,36.8202742",,,,,"127.9814258,34.8096032",,,,,,"128.0667263,37.4466626",,
,"129.3306246,35.9819991","129.4609019,35.9851196","127.7782366,36.819883",,,,,"127.9813918,34.8095817",,,,,,"128.0675597,37.4465486",,
,"129.328775,35.9828332","129.4612304,35.9855289","127.777649,36.8192326",,,,,"127.9813435,34.8095512",,,,,,"128.0695632,37.446274",,
,"129.3273614,35.9834831","129.4615852,35.985972","127.7775747,36.8191499",,,,,"127.9813216,34.8095378",,,,,,"128.0713836,37.4460146",,
,"129.3265495,35.983866","129.4617245,35.9862248","127.7771998,36.8187415",,,,,"127.9813096,34.8095442",,,,,,"128.071841,37.4459439",,
,"129.325987,35.9841495","129.4618386,35.9863537","127.775985,36.8173551",,,,,"127.9812769,34.8095596",,,,,,"128.0722926,37.4458669",,
,"129.3252742,35.9845993","129.4623849,35.9868694","127.7756586,36.8169854",,,,,"127.9812517,34.8095615",,,,,,"128.0728512,37.4457434",,
,"129.3249249,35.9848408","129.4625785,35.9870294","127.7753726,36.8166579",,,,,"127.9811938,34.8095563",,,,,,"128.0732372,37.4456568",,
,"129.3242549,35.9853666","129.463039,35.9873058","127.7742074,36.8153237",,,,,"127.9811642,34.8095447",,,,,,"128.0737574,37.4455281",,
,"129.3240119,35.9855578","129.463303,35.9874376","127.774096,36.8152122",,,,,"127.9811411,34.8095277",,,,,,"128.0743767,37.445353",,
,"129.3235243,35.9860574","129.4637182,35.9875885","127.7736999,36.8147993",,,,,"127.9811246,34.8095061",,,,,,"128.0750635,37.4451297",,
,"129.3230993,35.9865327","129.46426,35.9877455","127.7734995,36.8145744",,,,,"127.9811157,34.8094791",,,,,,"128.0774618,37.4443113",,
,"129.322049,35.9879333","129.4649396,35.9879552","127.7733228,36.8143729",,,,,"127.9811177,34.8094547",,,,,,"128.0779523,37.4441439",,
,"129.3205865,35.9899333","129.4654619,35.9880828","127.7732867,36.8143315",,,,,"127.9810137,34.8094353",,,,,,"128.0799196,37.4434538",,
,"129.3195373,35.991341","129.4657332,35.9881117","127.773074,36.8140994",,,,,"127.9809853,34.8094273",,,,,,"128.080533,37.4432389",,
,"129.3194521,35.9914478","129.4661813,35.9881116","127.7728994,36.8138664",,,,,"127.9809042,34.8094042",,,,,,"128.0821362,37.4426848",,
,"129.3193379,35.9915928","129.4670941,35.98802","127.7727991,36.813716",,,,,"127.9806621,34.8093249",,,,,,"128.0823132,37.4426235",,
,"129.3191675,35.9918046","129.4672862,35.9880267","127.7725993,36.8133496",,,,,"127.9806018,34.8092963",,,,,,"128.0832273,37.4422747",,
