0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
"127.9875191,37.7998082","127.5225335,37.4901286","128.0428622,35.0862332","128.6946018,36.0795477","126.4319773,34.7434892","127.7316501,37.7548264",,"127.5470911,37.1688163","127.7981159,37.7556874",,"126.5519963,34.7380361",,,,,,"128.0324872,37.4423826",,"127.8335,35.0037337",,,"127.4238072,37.515412",,"127.768037,37.8421744","127.5776739,37.3852202","127.9551392,37.4052042","127.7444936,37.8604943",,"127.7608456,37.8575435","127.768037,37.8421744","127.7896177,37.7670914","127.7770551,37.8645376",,,"127.8834622,37.3897231","128.6091743,36.4854582","127.7316501,37.7548264",,,"127.6935946,37.7449182","127.768037,37.8421744",,,,"127.9808125,37.7855761","128.6053739,36.5015414","127.707003,37.8234528","127.9623373,37.4155908","127.768037,37.8421744",,,"128.6053739,36.5015414"
"127.9875239,37.80002","127.5225991,37.4901682","128.0426243,35.0860909","128.6932607,36.0801687","126.4312488,34.7435631","127.732942,37.7551798",,"127.5471034,37.168646","127.7985623,37.7557574",,"126.5516733,34.7381057",,,,,,"128.0336965,37.4432938",,"127.8324614,35.003558",,,"127.4242554,37.5153276",,"127.7679365,37.8423495","127.5786543,37.3850474","127.9552497,37.4053498","127.7445077,37.8606358",,"127.7612032,37.8577103","127.7679365,37.8423495","127.7892799,37.7672283","127.7771061,37.8647808",,,"127.8837056,37.389615","128.6088,36.485751","127.732942,37.7551798",,,"127.6941898,37.7450948","127.7679365,37.8423495",,,,"127.9809566,37.7857242","128.6054865,36.5017667","127.7072937,37.8238201","127.9623477,37.4156304","127.7679365,37.8423495",,,"128.6054865,36.5017667"
"127.9875569,37.8003669","127.5226331,37.4902268","128.0421624,35.0857494","128.6912269,36.0809534","126.4290688,34.7438641","127.7333532,37.7552818",,"127.547317,37.1679428","127.7987656,37.755793",,"126.5504787,34.7384499",,,,,,"128.034687,37.4441249",,"127.8316315,35.0034854",,,"127.4246991,37.5152548",,"127.7678871,37.8425163","127.5800841,37.3848021","127.9558445,37.4061768","127.7445227,37.8606979",,"127.761333,37.8577758","127.7678871,37.8425163","127.7883039,37.7676219","127.7771277,37.8653846",,,"127.8839108,37.3895296","128.6084544,36.4860202","127.7333532,37.7552818",,,"127.6964742,37.7457742","127.7678871,37.8425163",,,,"127.9813247,37.7860995","128.6055498,36.5018995","127.7078398,37.8244653","127.9623835,37.4157637","127.7678871,37.8425163",,,"128.6055498,36.5018995"
"127.9875974,37.8006551","127.5226342,37.4902629","128.0417495,35.0853581","128.6910734,36.0810109","126.420837,34.7449997","127.7346723,37.7556072",,"127.5473394,37.1678436","127.7992246,37.7558747",,"126.550426,34.7384693",,,,,,"128.0360941,37.4453417",,"127.8305894,35.0034973",,,"127.4251348,37.5152083",,"127.7678865,37.8426579","127.5801948,37.3847831","127.9560655,37.4064743","127.7445514,37.8607988",,"127.7612447,37.8578815","127.7678865,37.8426579","127.7872292,37.7680616","127.7771377,37.8656478",,,"127.8847088,37.3891809","128.6082248,36.4861999","127.7346723,37.7556072",,,"127.6987438,37.746395","127.7678865,37.8426579",,,,"127.9815307,37.7863339","128.6056874,36.5021497","127.708248,37.8249486","127.9625291,37.4164616","127.7678865,37.8426579",,,"128.6056874,36.5021497"
"127.9876632,37.8009974","127.5226342,37.4902971","128.0412,35.0846996","128.6903671,36.0812397","126.420489,34.7450471","127.7353369,37.7557699",,"127.5473393,37.1676291","127.7998097,37.7559895",,"126.5491602,34.7389221",,,,,,"128.0363341,37.4455488",,"127.8301993,35.0035281",,,"127.4253589,37.5151922",,"127.7678994,37.8427831","127.5811706,37.3846094","127.9560758,37.4064887","127.744596,37.860869",,"127.761093,37.858072","127.7678994,37.8427831","127.7856447,37.7687883","127.7771408,37.8658524",,,"127.8858371,37.3886905","128.6073858,36.4868631","127.7353369,37.7557699",,,"127.6998773,37.7466428","127.7678994,37.8427831",,,,"127.9816439,37.7864623","128.6058749,36.5024581","127.7085637,37.8253149","127.9625699,37.4166661","127.7678994,37.8427831",,,"128.6058749,36.5024581"
"127.9878701,37.8015346","127.5226105,37.4903503","128.0404867,35.0836631","128.6886044,36.0816655","126.419156,34.7452265","127.7369172,37.7561598",,"127.5473054,37.1674785","127.8001301,37.7560527",,"126.5479358,34.7393895",,,,,,"128.0365878,37.4457622",,"127.8296616,35.003608",,,"127.4261634,37.515162",,"127.7679248,37.842875","127.5823406,37.3844013","127.9562999,37.4067456","127.744709,37.8610193",,"127.7610829,37.8580837","127.7679248,37.842875","127.7834049,37.7698023","127.7771421,37.8659083",,,"127.8882561,37.3876676","128.6069248,36.4872658","127.7369172,37.7561598",,,"127.7011494,37.7469498","127.7679248,37.842875",,,,"127.9818376,37.786722","128.6060991,36.502758","127.708981,37.8257982","127.9625827,37.4167282","127.7679248,37.842875",,,"128.6060991,36.502758"
"127.9879392,37.8016749","127.5225664,37.4903936","128.0402618,35.0833332","128.6875816,36.081966","126.4185771,34.7453043","127.7369695,37.7561741",,"127.5472885,37.1674272","127.8006118,37.7561398",,"126.5464442,34.7400046",,,,,,"128.0371873,37.4462832",,"127.8287364,35.0038215",,,"127.4264282,37.5151568",,"127.7679741,37.8430164","127.5827145,37.3843325","127.9564867,37.4069829","127.745359,37.8616146",,"127.7608226,37.8584232","127.7679741,37.8430164","127.7831703,37.769912","127.7771583,37.866878",,,"127.8891579,37.3872861","128.6065491,36.4876163","127.7369695,37.7561741",,,"127.7034704,37.7476885","127.7679741,37.8430164",,,,"127.9820729,37.7871068","128.6062491,36.5029414","127.7090095,37.8258396","127.9626189,37.4169111","127.7679741,37.8430164",,,"128.6062491,36.5029414"
"127.9880267,37.8018593","127.5225279,37.4904089","128.0401865,35.0832244","128.686398,36.0823617","126.418324,34.745449","127.7377921,37.7563815",,"127.5472591,37.1673352","127.8009867,37.7562073",,"126.545529,34.7404591",,,,,,"128.0378614,37.4467993",,"127.8281858,35.0039772",,,"127.4271242,37.5151509",,"127.7681114,37.8432576","127.5828071,37.3843144","127.9568195,37.4072691","127.7460101,37.8621937",,"127.7606494,37.8586327","127.7681114,37.8432576","127.7811222,37.7708605","127.7771509,37.8670259",,,"127.8905816,37.3867045","128.6061494,36.4880825","127.7377921,37.7563815",,,"127.7037249,37.7477854","127.7681114,37.8432576",,,,"127.9824247,37.7877741","128.6067616,36.5034911","127.7093027,37.8262663","127.9627144,37.4177373","127.7681114,37.8432576",,,"128.6067616,36.5034911"
"127.9882139,37.8021677","127.5224883,37.4904179","128.039649,35.0825577","128.6853875,36.0827423","126.4181193,34.7454787","127.7398439,37.7568866",,"127.5472231,37.1672676","127.8015434,37.7563114",,"126.5446167,34.740947",,,,,,"128.0387624,37.4474243",,"127.8273844,35.0041985",,,"127.4273403,37.5151501",,"127.7681891,37.8433809","127.5842211,37.3840664","127.9569457,37.4074101","127.7462746,37.8624293",,"127.7605838,37.8587167","127.7681891,37.8433809","127.7802347,37.7712728","127.7771149,37.8671296",,,"127.8909446,37.3865663","128.6058123,36.488558","127.7398439,37.7568866",,,"127.7046158,37.7481236","127.7681891,37.8433809",,,,"127.983016,37.7889326","128.6070114,36.5036997","127.7095977,37.8268877","127.9627285,37.4178264","127.7681891,37.8433809",,,"128.6070114,36.5036997"
"127.9884729,37.8025163","127.5224963,37.4905883","128.039174,35.0820576","128.6848502,36.0829748","126.4178172,34.745522","127.7414869,37.7572997",,"127.5471531,37.1671334","127.8025896,37.7564844",,"126.5445134,34.7410048",,,,,,"128.0394616,37.447816",,"127.8266576,35.0044196",,,"127.4294179,37.5151487",,"127.7682531,37.8434736","127.5868627,37.383603","127.9578445,37.4084081","127.7465346,37.8626631",,"127.7605294,37.8587853","127.7682531,37.8434736","127.7789992,37.7718462","127.7768233,37.8675972",,,"127.8922223,37.3861519","128.6056368,36.488858","127.7414869,37.7572997",,,"127.7050294,37.7482807","127.7682531,37.8434736",,,,"127.9832243,37.7893409","128.6082373,36.5047079","127.7097101,37.8272687","127.962745,37.4179372","127.7682531,37.8434736",,,"128.6082373,36.5047079"
"127.9886779,37.8027597","127.5225541,37.490764","128.0390174,35.0819302","128.6840225,36.0833327","126.4175721,34.7455532","127.7417482,37.7573658",,"127.5470415,37.1669666","127.8032121,37.7565676",,"126.5443419,34.7411017",,,,,,"128.0401491,37.4481463",,"127.8266302,35.004426",,,"127.4294428,37.5151478",,"127.7685764,37.8439289","127.5880632,37.3834345","127.9579241,37.4084997","127.7475358,37.8635569",,"127.7603246,37.8590498","127.7685764,37.8439289","127.7770438,37.772735","127.7768218,37.8678153",,,"127.8930357,37.38595","128.6054366,36.489225","127.7417482,37.7573658",,,"127.7057293,37.7485309","127.7685764,37.8439289",,,,"127.983345,37.789573","128.6094014,36.505612","127.7098225,37.8276462","127.962752,37.4179751","127.7685764,37.8439289",,,"128.6094014,36.505612"
"127.9891706,37.8032381","127.5227272,37.4909957","128.0388244,35.0817742","128.6833921,36.0836563","126.4172638,34.7455721","127.7417618,37.7573694",,"127.5469401,37.1668675","127.8041343,37.7566688",,"126.5441316,34.7412425",,,,,,"128.0407365,37.4483996",,"127.825912,35.0045992",,,"127.4295118,37.515146",,"127.7687478,37.8441629","127.5882835,37.3834091","127.9585275,37.4092302","127.7476623,37.8636702",,"127.7601707,37.8592376","127.7687478,37.8441629","127.7758911,37.7732975","127.7768371,37.8682398",,,"127.8938832,37.3857886","128.6053245,36.4895055","127.7417618,37.7573694",,,"127.7061463,37.7486663","127.7687478,37.8441629",,,,"127.9836778,37.7900935","128.6102494,36.5062703","127.7099143,37.8279515","127.9627602,37.41803","127.7687478,37.8441629",,,"128.6102494,36.5062703"
"127.9895247,37.8035313","127.5230055,37.4911786","128.0383616,35.0814498","128.6819462,36.0844783","126.4167873,34.7455922","127.7418107,37.7573819",,"127.5468071,37.1667396","127.8050371,37.7567386",,"126.5429041,34.7420643",,,,,,"128.0412533,37.4485739",,"127.8255769,35.0046623",,,"127.4305563,37.5151214",,"127.7688086,37.844316","127.5888731,37.3833681","127.9586776,37.4093964","127.7478391,37.8638276",,"127.7598741,37.8595997","127.7688086,37.844316","127.77499,37.7737502","127.7768673,37.8696349",,,"127.8946766,37.3856453","128.6052868,36.4895996","127.7418107,37.7573819",,,"127.7065542,37.748799","127.7688086,37.844316",,,,"127.9837489,37.7902077","128.6103624,36.5063576","127.7100967,37.8285641","127.962806,37.4182994","127.7688086,37.844316",,,"128.6103624,36.5063576"
"127.991278,37.8051536","127.5230757,37.4912155","128.0377749,35.0811413","128.6791662,36.0860401","126.4165764,34.7455913","127.7420652,37.7574463",,"127.5467113,37.1666666","127.8055822,37.7567679",,"126.5422224,34.7425423",,,,,,"128.0417248,37.4487331",,"127.8249746,35.0047749",,,"127.4310689,37.5150776",,"127.7690221,37.8446021","127.590233,37.3832805","127.9590702,37.4098473","127.7486966,37.8645946",,"127.7598594,37.8596241","127.7690221,37.8446021","127.7743735,37.774068","127.7768706,37.8699098",,,"127.8956487,37.3855465","128.6052052,36.4898293","127.7420652,37.7574463",,,"127.7066371,37.7488259","127.7690221,37.8446021",,,,"127.9841294,37.7907334","128.6109394,36.5068066","127.7103217,37.8293704","127.962933,37.4189208","127.7690221,37.8446021",,,"128.6109394,36.5068066"
"127.991558,37.8054129",,"128.037335,35.0809746","128.6777867,36.0867064","126.4163263,34.7455908","127.7421118,37.7574579",,"127.5461749,37.1662161","127.8060602,37.7567846",,"126.541795,34.7428527",,,,,,"128.0423999,37.4489076",,"127.8244124,35.0047908",,,"127.43162,37.5150103",,"127.76975,37.8456496","127.591244,37.3832689","127.9597257,37.410601","127.7490911,37.8649462",,"127.7598006,37.8597179","127.76975,37.8456496","127.7734501,37.7746182","127.7768719,37.8699476",,,"127.8970051,37.3855014","128.6051741,36.4899161","127.7421118,37.7574579",,,"127.7076766,37.7491188","127.76975,37.8456496",,,,"127.9843493,37.7910083","128.6117118,36.5074079","127.7104009,37.8296515","127.9629761,37.4191343","127.76975,37.8456496",,,"128.6117118,36.5074079"
"127.9918723,37.8056991",,"128.0368436,35.0808082","128.6749521,36.0879666","126.4160216,34.74558","127.7437218,37.7578728",,"127.5456294,37.1657025","127.8068674,37.7567997",,"126.5415538,34.7430167",,,,,,"128.0430057,37.4490382",,"127.8236365,35.004783",,,"127.4324485,37.5148774",,"127.7698128,37.8457377","127.5914631,37.383266","127.9598509,37.4107511","127.7495723,37.8653678",,"127.7597916,37.8597315","127.7698128,37.8457377","127.772929,37.7749727","127.7768748,37.8701153",,,"127.8984049,37.3855283","128.6050491,36.4903915","127.7437218,37.7578728",,,"127.7083525,37.7492879","127.7698128,37.8457377",,,,"127.9848425,37.7915686","128.6128601,36.5082914","127.7104469,37.8298154","127.9630435,37.4196225","127.7698128,37.8457377",,,"128.6128601,36.5082914"
"127.9919752,37.8057933",,"128.0360372,35.0806161","128.6720187,36.0893864","126.4156658,34.7455552","127.7447739,37.7581329",,"127.5455449,37.1656034","127.80767,37.7568021",,"126.5408263,34.7434916",,,,,,"128.0434869,37.4491414",,"127.8221125,35.0046166",,,"127.4345071,37.5145432",,"127.7698676,37.8458151","127.5924414,37.3832905","127.9601324,37.4111466","127.7497479,37.8655198",,"127.7597248,37.8598326","127.7698676,37.8458151","127.7724648,37.7753289","127.7768928,37.8709778",,,"127.8993214,37.3856126","128.6049997,36.4906912","127.7447739,37.7581329",,,"127.7085558,37.7493326","127.7698676,37.8458151",,,,"127.9855081,37.7922707","128.6145493,36.5095909","127.7105247,37.8300217","127.9630783,37.419946","127.7698676,37.8458151",,,"128.6145493,36.5095909"
"127.9920894,37.8058956",,"128.0355067,35.0805192","128.6704087,36.0903226","126.4156211,34.7455521","127.7456964,37.758332",,"127.5452248,37.1652249","127.8087655,37.7568001",,"126.5396163,34.7443063",,,,,,"128.0443968,37.4492725",,"127.82027,35.0042653",,,"127.4350616,37.5144525",,"127.7699293,37.8459069","127.5925792,37.3832967","127.9601997,37.411241","127.7498693,37.8654249",,"127.7594664,37.8603622","127.7699293,37.8459069","127.7718061,37.7759181","127.7769287,37.8720566",,,"127.8998449,37.385701","128.6049497,36.4912578","127.7456964,37.758332",,,"127.7094803,37.7495212","127.7699293,37.8459069",,,,"127.9857838,37.7925778","128.6170619,36.5115326","127.7106518,37.830363","127.9631974,37.4207559","127.7699293,37.8459069",,,"128.6170619,36.5115326"
"127.9921066,37.8059109",,"128.0352333,35.0804754","128.6696448,36.0907925","126.4153579,34.7454605","127.7463428,37.7584586",,"127.5447614,37.1644994","127.8105774,37.7568035",,"126.5382416,34.7451918",,,,,,"128.0451615,37.4493248",,"127.8199157,35.0041977",,,"127.4356433,37.5143582",,"127.7699522,37.8459375","127.5935405,37.3833636","127.9603,37.4113875","127.7499373,37.865368",,"127.7593094,37.8606708","127.7699522,37.8459375","127.7710527,37.7767247","127.776958,37.8729218",,,"127.9000304,37.3857355","128.6049367,36.4919908","127.7463428,37.7584586",,,"127.7105331,37.7496942","127.7699522,37.8459375",,,,"127.9861527,37.7930639","128.6176999,36.5120242","127.7109868,37.8310772","127.9633614,37.4215079","127.7699522,37.8459375",,,"128.6176999,36.5120242"
"127.9921317,37.8059333",,"128.0324102,35.0800252","128.6677201,36.0920797","126.4154025,34.7453094","127.746637,37.7585166",,"127.5447332,37.1644436","127.8116876,37.7568014",,"126.5372321,34.7458547",,,,,,"128.0459497,37.4493491",,"127.8187806,35.0039824",,,"127.4359625,37.514297",,"127.770007,37.8460203","127.5946714,37.3834654","127.9611248,37.4126579","127.7498917,37.865323",,"127.7592869,37.8607249","127.770007,37.8460203","127.7707249,37.7771247","127.7769849,37.8737221",,,"127.9003877,37.385801","128.6049245,36.4930997","127.746637,37.7585166",,,"127.7107908,37.7497334","127.770007,37.8460203",,,,"127.9862939,37.793286","128.6181008,36.5123378","127.7112608,37.8315003","127.9636803,37.422463","127.770007,37.8460203",,,"128.6181008,36.5123378"
"127.9922426,37.8060311",,"128.0311617,35.0798332","128.6666877,36.0928741","126.4154448,34.7451664","127.7471902,37.7586236",,"127.5444998,37.1639911","127.8127251,37.7567771",,"126.5366761,34.746229",,,,,,"128.0466244,37.4493244",,"127.8182929,35.0039639",,,"127.4362353,37.5142341",,"127.7700802,37.8461265","127.5950713,37.3835084","127.9613865,37.4131409","127.7494628,37.8649273",,"127.7591243,37.8610615","127.7700802,37.8461265","127.7704536,37.7774507","127.7770226,37.8752776",,,"127.9012043,37.3859974","128.6049241,36.4948747","127.7471902,37.7586236",,,"127.7116743,37.7498498","127.7700802,37.8461265",,,,"127.9865878,37.7939337","128.6197883,36.5136579","127.71144,37.8317731","127.9638744,37.4229553","127.7700802,37.8461265",,,"128.6197883,36.5136579"
"127.992262,37.806049",,"128.0297244,35.0796078","128.6665658,36.0929654","126.4155166,34.7449353","127.7481741,37.7588379",,"127.5442844,37.1635405","127.8152795,37.7567991",,"126.5361849,34.7465633",,,,,,"128.0474121,37.4492748",,"127.8174901,35.0038307",,,"127.4365488,37.5141531",,"127.7701133,37.846176","127.5962496,37.3836228","127.9615364,37.4134414","127.7494195,37.8648869",,"127.7588275,37.8616876","127.7701133,37.846176","127.7701374,37.7779589","127.7770227,37.8753182",,,"127.9021478,37.3862565","128.6049249,36.4961909","127.7481741,37.7588379",,,"127.7121058,37.7498923","127.7701133,37.846176",,,,"127.9868601,37.7945941","128.6199374,36.5137746","127.7119044,37.8324555","127.9640755,37.4234953","127.7701133,37.846176",,,"128.6199374,36.5137746"
"127.992294,37.8060768",,"128.0290248,35.0794746","128.666189,36.0932486","126.4156768,34.7445436","127.7487354,37.758971",,"127.5442371,37.1634414","127.8160788,37.756806",,"126.5358138,34.7468173",,,,,,"128.0485868,37.4491242",,"127.8171908,35.0038072",,,"127.436954,37.5139911",,"127.7701819,37.846275","127.5978053,37.3837748","127.9617286,37.4138201",,,"127.758708,37.8619664","127.7701819,37.846275","127.7698305,37.7784896","127.7770243,37.8754444",,,"127.9028616,37.3864515","128.6049214,36.4971203","127.7487354,37.758971",,,"127.7122091,37.7499021","127.7701819,37.846275",,,,"127.9870762,37.7951449","128.6216744,36.5151249","127.7119318,37.8324996","127.9641249,37.4236195","127.7701819,37.846275",,,"128.6216744,36.5151249"
"127.9924197,37.8061854",,"128.0284743,35.0793328","128.6655631,36.0937397","126.4158984,34.7441398","127.7491137,37.7590675",,"127.5441468,37.1631331","127.8168825,37.7568074",,"126.5354656,34.7470797",,,,,,"128.0490239,37.4490708",,"127.8168982,35.0038097",,,"127.4374611,37.5137705",,"127.7712651,37.8478327","127.5984233,37.3838337","127.9617446,37.4138471",,,"127.7585765,37.8624011","127.7712651,37.8478327","127.7695151,37.7792051","127.7770244,37.8754669",,,"127.9046164,37.386953","128.6049175,36.4982634","127.7491137,37.7590675",,,"127.7135273,37.7499997","127.7712651,37.8478327",,,,"127.98727,37.7956109","128.6222499,36.5156081","127.7121499,37.8328444","127.9641825,37.4237941","127.7712651,37.8478327",,,"128.6222499,36.5156081"
"127.9924619,37.8062221",,"128.0280114,35.0791662","128.6649832,36.0942637","126.4159897,34.7440107","127.75,37.7592838",,"127.5441242,37.1630583","127.8178192,37.7568184",,"126.5352727,34.7472252",,,,,,"128.0507103,37.4488628",,"127.8165565,35.003862",,,"127.4386361,37.513224",,"127.7714034,37.8480315","127.5992344,37.3838962","127.9617927,37.4139524",,,"127.7585496,37.8624913","127.7714034,37.8480315","127.7692958,37.7797878","127.7770246,37.8755237",,,"127.9052816,37.3871319","128.6049132,36.4992983","127.75,37.7592838",,,"127.7139122,37.7500315","127.7714034,37.8480315",,,,"127.9874448,37.7961023","128.6227496,36.5161082","127.7122663,37.8330271","127.9642046,37.4239004","127.7714034,37.8480315",,,"128.6227496,36.5161082"
"127.9927008,37.8064365",,"128.0272745,35.0788583","128.6643875,36.0947689","126.4160607,34.743923","127.7542223,37.7603239",,"127.5441208,37.1629979","127.8181268,37.7568212",,"126.5347357,34.7476546",,,,,,"128.052549,37.4486037",,"127.8160989,35.0039913",,,"127.4388433,37.5131277",,"127.7715816,37.848288","127.6000037,37.383964","127.9618156,37.414001",,,"127.7583305,37.8632462","127.7715816,37.848288","127.7691241,37.7803587","127.7770248,37.8755615",,,"127.9060801,37.3873193","128.6049121,36.4995327","127.7542223,37.7603239",,,"127.7141325,37.7500455","127.7715816,37.848288",,,,"127.9874978,37.7963995","128.6230864,36.5164665","127.7124524,37.8333333","127.9643196,37.424219","127.7715816,37.848288",,,"128.6230864,36.5164665"
"127.9930392,37.8067623",,"128.0267616,35.0785828","128.6634374,36.0955742","126.4164349,34.7434619","127.7553222,37.7606018",,"127.5440878,37.1624958","127.8184129,37.7568231",,"126.5343043,34.7480191",,,,,,"128.0527015,37.4485858",,"127.8155079,35.0041912",,,"127.4406646,37.5122795",,"127.7716593,37.8483996","127.6012001,37.3840712","127.961834,37.4140478",,,"127.7582889,37.8633941","127.7716593,37.8483996","127.7690122,37.7808115","127.7768466,37.8756638",,,"127.9066399,37.387431","128.6049499,36.4999912","127.7553222,37.7606018",,,"127.7148296,37.7500893","127.7716593,37.8483996",,,,"127.9875215,37.7968807","128.6234617,36.5169327","127.7125483,37.8334881","127.9643621,37.4243369","127.7716593,37.8483996",,,"128.6234617,36.5169327"
"127.9933548,37.8070755",,"128.026377,35.0782977","128.6616184,36.0971154","126.4170887,34.7428329","127.7563117,37.7608097",,"127.544037,37.1622777","127.8186377,37.7568342",,"126.53409,34.7482203",,,,,,"128.0542092,37.4483733",,"127.8152451,35.0042496",,,"127.4409872,37.5121328",,"127.771865,37.8486947","127.6013176,37.3840819","127.9618616,37.4141261",,,"127.7582522,37.8636069","127.771865,37.8486947","127.768979,37.7810342","127.7766933,37.8757119",,,"127.9072856,37.3875604","128.6049489,36.4999994","127.7563117,37.7608097",,,"127.715999,37.7501728","127.771865,37.8486947",,,,"127.9875246,37.7978821","128.6237741,36.5173741","127.7130069,37.8344986","127.9644127,37.4244747","127.771865,37.8486947",,,"128.6237741,36.5173741"
"127.9938992,37.8076158",,"128.0259647,35.0779893","128.6612641,36.09742","126.4178802,34.7421177","127.7574523,37.7610064",,"127.5439119,37.1620082","127.8193384,37.7568828",,"126.5338185,34.7484571",,,,,,"128.0550337,37.448263",,"127.8151695,35.0042579",,,"127.4410246,37.5121157",,"127.7723118,37.8493372","127.603106,37.3842444","127.9618719,37.4141504",,,"127.7581864,37.863991","127.7723118,37.8493372","127.768918,37.7814426","127.7766467,37.8757256",,,"127.907834,37.3876513","128.6050115,36.5003999","127.7574523,37.7610064",,,"127.7176794,37.7502932","127.7723118,37.8493372",,,,"127.9875062,37.7981967","128.6242367,36.5181577","127.7137069,37.8360403","127.9644493,37.4245529","127.7723118,37.8493372",,,"128.6242367,36.5181577"
"127.9941054,37.8078791",,"128.0250534,35.077161","128.6609151,36.0977137","126.4179952,34.7420141","127.7585642,37.76115",,"127.543798,37.1618343","127.8195451,37.7568976",,"126.5333918,34.7488839",,,,,,"128.0609947,37.4474507",,"127.8149963,35.0042538",,,"127.441183,37.5120436",,"127.77269,37.8498744","127.6033489,37.3842667","127.9619259,37.4143007",,,"127.7581622,37.8645246","127.77269,37.8498744","127.7688895,37.7817455","127.7759096,37.8759445",,,"127.9087634,37.3878067","128.6050875,36.5007165","127.7585642,37.76115",,,"127.7179235,37.7503189","127.77269,37.8498744",,,,"127.9874933,37.7986537","128.6243458,36.5183703","127.7137846,37.8362105","127.9644871,37.4246312","127.77269,37.8498744",,,"128.6243458,36.5183703"
"127.9943496,37.8082079",,"128.024996,35.0771098","128.6603227,36.0982215","126.4184748,34.741591","127.7592285,37.7611773",,"127.5437664,37.1617865","127.8203752,37.7569647",,"126.5332568,34.749028",,,,,,"128.0627351,37.4472216",,"127.8149327,35.0042423",,,"127.4413755,37.5119617",,"127.772706,37.8498978","127.6048639,37.3844024","127.9620822,37.4147246",,,"127.7581911,37.8653276","127.772706,37.8498978","127.7688762,37.7824576","127.775637,37.8760245",,,"127.9091884,37.3878503","128.6051746,36.501033","127.7592285,37.7611773",,,"127.7179269,37.7503189","127.772706,37.8498978",,,,"127.9875028,37.7990584","128.6246745,36.5190081","127.7138625,37.8363979","127.9649067,37.4254056","127.772706,37.8498978",,,"128.6246745,36.5190081"
"127.9944186,37.8083356",,"128.0247447,35.0769134","128.6570613,36.1010217","126.4192091,34.7409013","127.7599302,37.7612146",,"127.5437281,37.1617289","127.8207239,37.7569989",,"126.5327945,34.7495121",,,,,,"128.0637934,37.4470822",,"127.8148306,35.0041875",,,"127.4415102,37.5119095",,"127.7727208,37.8499176","127.6048944,37.3844033","127.9621225,37.4148525",,,"127.7582004,37.8653754","127.7727208,37.8499176","127.7688864,37.7827469","127.7751121,37.876141",,,"127.9102577,37.3879647","128.6053739,36.5015414","127.7599302,37.7612146",,,"127.7183164,37.7503596","127.7727208,37.8499176",,,,"127.9875189,37.7997749","128.6249993,36.5196163","127.7140744,37.8369851","127.9649923,37.4255396","127.7727208,37.8499176",,,"128.6249993,36.5196163"
"127.9945992,37.8086665",,"128.0244768,35.0767108","128.6554914,36.1023729","126.4204885,34.739708","127.7603958,37.7612243",,"127.5435444,37.1614486","127.8211668,37.7570428",,"126.532583,34.7497575",,,,,,"128.0659064,37.4467801",,"127.8147197,35.0041328",,,"127.4417014,37.5118438",,"127.7727414,37.8499437","127.6068218,37.3845809","127.9622574,37.4152783",,,"127.7582131,37.8654339","127.7727414,37.8499437","127.7689738,37.783675","127.7748621,37.8761831",,,"127.9106859,37.3879858","128.6054865,36.5017667","127.7603958,37.7612243",,,"127.7192305,37.7504733","127.7727414,37.8499437",,,,"127.9875191,37.7998082","128.6250994,36.5198163","127.7141915,37.8373761","127.9651498,37.4257887","127.7727414,37.8499437",,,"128.6250994,36.5198163"
"127.9949744,37.8094076",,"128.0244746,35.076709","128.6550524,36.1027386","126.4206012,34.739608","127.7609827,37.7612221",,"127.54347,37.1614441","127.824339,37.7573613",,"126.5323748,34.7499993",,,,,,"128.0667263,37.4466626",,"127.8145823,35.0040331",,,"127.4419652,37.5117646",,"127.7727963,37.8500229","127.6080747,37.3846978","127.9623373,37.4155908",,,"127.7582397,37.8655727","127.7727963,37.8500229","127.7690622,37.7842526","127.7745222,37.8762118",,,"127.9116159,37.3880303","128.6055498,36.5018995","127.7609827,37.7612221",,,"127.7201743,37.7506419","127.7727963,37.8500229",,,,"127.9875239,37.80002","128.6254366,36.5204244","127.714234,37.8375581","127.965273,37.4259757","127.7727963,37.8500229",,,"128.6254366,36.5204244"
"127.9951994,37.809925",,"128.0239261,35.0763579","128.6546353,36.1030843","126.4208034,34.7394303","127.7618012,37.7611987",,"127.5433878,37.1614333","127.8280516,37.7577088",,"126.5322195,34.7502019",,,,,,"128.0675597,37.4465486",,"127.8144579,35.0038846",,,"127.4422526,37.5116836",,"127.7732842,37.8507239","127.6086904,37.3847559","127.9623477,37.4156304",,,"127.7579976,37.8655966","127.7732842,37.8507239","127.7691798,37.7850518","127.7741766,37.8762316",,,"127.9124226,37.38805","128.6056874,36.5021497","127.7618012,37.7611987",,,"127.7207593,37.7507769","127.7732842,37.8507239",,,,"127.9875569,37.8003669","128.6256164,36.5207373","127.7143469,37.8380743","127.9658661,37.4266557","127.7732842,37.8507239",,,"128.6256164,36.5207373"
