0,1,2
"127.1255437,37.4675494","126.7955119,37.4563495","126.9726779,37.5056461"
"127.1253502,37.4687071","126.7960553,37.4561545","126.9726995,37.5056408"
"127.1252476,37.469317","126.7961619,37.4561163","126.9730239,37.5055161"
"127.1252464,37.4693485","126.7970053,37.4557698","126.9744744,37.5048663"
"127.1252383,37.4698253","126.7970745,37.4557414","126.9747617,37.5047243"
"127.125253,37.4700471","126.7976196,37.4554905","126.9748333,37.5046778"
"127.1253114,37.4703609","126.7979625,37.4553329","126.9749515,37.5046008"
"127.1253224,37.4704349","126.7987285,37.4549148","126.975593,37.503951"
"127.125341,37.4705584","126.7993687,37.4545211","126.9756124,37.5039322"
"127.1255567,37.4712901","126.7999203,37.454171","126.9757127,37.503829"
"127.1257601,37.4717685","126.8006994,37.4535582","126.9758368,37.5037079"
"127.126064,37.4722959","126.8009706,37.4533299","126.9761398,37.5034199"
"127.1264099,37.4727738","126.8014197,37.4529351","126.9764325,37.5031408"
"127.1264864,37.4728605","126.8014871,37.4528661","126.9764678,37.5031085"
"127.1268599,37.4732646","126.8019656,37.4523461","126.9768174,37.5027829"
"127.1269622,37.4733749","126.8029216,37.4513062","126.976897,37.5027229"
"127.1273147,37.4736915","126.8032037,37.4509996","126.9770403,37.5026135"
"127.1274442,37.4738037","126.8032299,37.4509736","126.9774504,37.5023837"
"127.1281485,37.4743143","126.8032562,37.4509467","126.9776881,37.5022072"
"127.1281507,37.4743152","126.803569,37.4506259","126.9779592,37.502093"
"127.1285882,37.4745933","126.8051879,37.4490382","126.9782721,37.5020043"
"127.1286175,37.4746123","126.8053123,37.4489164","126.9787364,37.5019387"
"127.1289737,37.4748451","126.8055781,37.4486556","126.9794779,37.5018726"
"127.1296332,37.4752753","126.8056865,37.4485499","126.9799771,37.5018405"
"127.129977,37.475499","126.8069535,37.447245","126.9803722,37.5018008"
"127.1311067,37.4762353","126.807038,37.4471526","126.980516,37.5017879"
"127.1316715,37.476604","126.8070494,37.447141","126.980859,37.5017543"
"127.1318597,37.4767262","126.8081247,37.4460161","126.981081,37.5017228"
"127.1324391,37.4771391","126.8086439,37.4454963","126.9812622,37.5016947"
"127.1326814,37.4773111","126.8088117,37.4453161","126.9814208,37.5016639"
"127.1333447,37.4778819","126.8088642,37.4452651","126.9819943,37.5015096"
"127.1338748,37.4784298","126.8093619,37.4447416","126.9823221,37.5013947"
"127.1341636,37.4788011","126.8101301,37.4439348","126.982649,37.5012348"
"127.1342255,37.4788806","126.8111667,37.4428331","126.9830806,37.500996"
"127.1347643,37.4797025","126.8112752,37.4427166","126.9841575,37.5003626"
"127.1349928,37.480172","126.8114396,37.4425418","126.9845122,37.5001027"
"127.1352052,37.4806945","126.812048,37.4418945","126.9846498,37.4999997"
"127.1354337,37.481602","126.8124498,37.4414669","126.9849115,37.4997827"
"127.1354658,37.4817589","126.8128242,37.4410752","126.9851324,37.4995863"
"127.1355453,37.4821531","126.8133972,37.4404755","126.9853283,37.4993915"
"127.1357677,37.4834012","126.8138241,37.4400246","126.9856995,37.4990416"
"127.1358412,37.4838675","126.8151243,37.4386332","126.9859851,37.4988004"
"127.1358456,37.4838981","126.8162304,37.4374544","126.9862578,37.498624"
"127.1358654,37.4840181","126.8166003,37.4370509","126.98646,37.498514"
"127.1362911,37.4865035","126.8179939,37.435578","126.9866335,37.4984481"
"127.1365661,37.4878673","126.8237042,37.4295726","126.9868909,37.49836"
"127.1368272,37.4888478","126.8247525,37.4285015","126.987197,37.4982721"
"127.1368283,37.4888523","126.8252114,37.4278749","126.9875876,37.4982179"
"127.1368551,37.4889272","126.8255997,37.427175","126.9878151,37.4982107"
"127.1369142,37.4890942","126.8259872,37.4264327","126.9881441,37.4982437"
"127.1370717,37.4895129","126.8264123,37.4254166","126.9887652,37.498232"
"127.1374073,37.49029","126.8270746,37.4236492","126.9902429,37.4982023"
"127.137423,37.4903225","126.8274644,37.4226482","126.9905303,37.4981954"
"127.1381554,37.4918562","126.8297961,37.4166664","126.9907148,37.4981899"
"127.1383032,37.4921649","126.8316669,37.4120296","126.9908754,37.4981879"
"127.1391632,37.4940009","126.8320374,37.4112827","126.9909705,37.4981883"
"127.1395439,37.4948133","126.8323743,37.4107492","126.9910236,37.4981886"
"127.1395629,37.4948539","126.8330239,37.4098749","126.9913755,37.498182"
"127.1404603,37.4966891","126.8335282,37.4093315","126.9921177,37.4981761"
"127.1420826,37.4999993","126.834278,37.4086228","126.9921539,37.4981763"
"127.1435428,37.5029286","126.8354535,37.4075558","126.9924187,37.4981711"
"127.1441011,37.5040039","126.8365414,37.4065551","126.9924628,37.4981713"
"127.1445605,37.5047209","126.8375996,37.4055912","126.9928599,37.498173"
"127.1446133,37.504804","126.838325,37.4049463","126.9930248,37.4981999"
"127.1450659,37.5055075","126.8398091,37.4035953","126.9931831,37.4982258"
"127.1451995,37.5057161","126.8418394,37.4018066","126.9932249,37.4982332"
"127.1452265,37.5057532","126.8439139,37.3998514","126.9936869,37.4983325"
"127.1456692,37.5064026","126.8445744,37.3992556","126.9942493,37.4984746"
"127.1471794,37.5086226","126.844801,37.3990504","126.9942956,37.498491"
"127.1473155,37.5088114","126.845229,37.3986751","126.9946782,37.4986288"
"127.1475413,37.5091501","126.8455376,37.398401","126.9950032,37.4987464"
"127.1482995,37.5100916","126.8456617,37.3982909","126.9951477,37.4987984"
"127.148724,37.51053","126.846895,37.3971701","126.9955246,37.4989326"
"127.1492458,37.5109696","126.8471786,37.3969111","126.9967262,37.4994208"
"127.1498911,37.5113862","126.8473482,37.396757","126.9969338,37.4995055"
"127.1504123,37.511723","126.8485382,37.3956747","126.9970929,37.4995666"
"127.1509,37.5119741","126.8491998,37.3950736","126.9973942,37.4996832"
"127.1513065,37.5121538","126.8505452,37.3939092","126.9976323,37.4997798"
"127.1518566,37.5123483","126.8510996,37.3934291","126.997656,37.4997889"
"127.1524747,37.5125412","126.8516441,37.3929066","126.9977214,37.499818"
"127.1534241,37.5127667","126.8522262,37.3923482","126.9977507,37.499829"
"127.1558303,37.5131387","126.8525956,37.3919528","126.9979504,37.4999118"
"127.1563018,37.5132113","126.852851,37.3916783","126.9979967,37.499931"
"127.1570153,37.5133252","126.8535276,37.3907698","126.9981061,37.4999765"
"127.1610372,37.5139993","126.8540814,37.3898183","126.9981614,37.4999993"
"127.1612373,37.5140332","126.8544797,37.3889543","126.9986963,37.5002025"
"127.1634287,37.5143901","126.8547649,37.3880923","126.9990743,37.5003511"
"127.1654244,37.5147167","126.8549229,37.3874532","126.9992876,37.5004349"
"127.1661379,37.5148295","126.8550266,37.3868264","126.9997614,37.5006325"
"127.1688433,37.5151319","126.855207,37.385278","126.9999995,37.5007327"
"127.1700365,37.5152777","126.8552181,37.3851735","127.0000469,37.50075"
"127.1719307,37.5155425","126.8555146,37.3824638","127.0025326,37.5017457"
"127.1744352,37.5160001","126.8555588,37.3820539","127.0040311,37.502346"
"127.1755229,37.5161996","126.8556028,37.3816638","127.0051743,37.5027825"
"127.180855,37.5172516","126.8556248,37.3814665","127.0059382,37.5030922"
"127.1830948,37.517693","126.855824,37.379975","127.0060217,37.5031259"
"127.1845553,37.5180683","126.8559913,37.3791628","127.006209,37.5032042"
"127.1845858,37.5180783","126.8560031,37.3791079","127.0096102,37.504555"
"127.1863995,37.5186744","126.8563496,37.3779416","127.009697,37.5045906"
"127.1872266,37.5189821","126.8567265,37.377054","127.009837,37.5046353"
"127.1877383,37.5192161","126.8570501,37.3764618","127.0099523,37.504661"
"127.1887499,37.5197749","126.8573622,37.3758911","127.010185,37.5047134"
"127.1894993,37.5202582","126.8579343,37.3750298","127.010289,37.5047291"
"127.1901785,37.5207404","126.858464,37.3743675","127.0103975,37.5047422"
"127.190783,37.5212593","126.859449,37.3732831","127.01119,37.5048473"
"127.1912057,37.5216534","126.8599829,37.3727875","127.0113675,37.5048553"
"127.191422,37.5219046","126.8605878,37.3723103","127.0116526,37.50487"
"127.1917993,37.5223427","126.8606629,37.3722503","127.0122497,37.5048995"
"127.1920819,37.5226833","126.8613405,37.371724","127.0131121,37.5048661"
"127.1921528,37.5227808","126.8620707,37.3712493","127.0137123,37.5047829"
"127.1926868,37.5236628","126.8634449,37.370477","127.0137893,37.5047652"
"127.1929945,37.5242306","126.8636989,37.3702305","127.0146349,37.5045334"
"127.1934617,37.5251241","126.8646584,37.3697489","127.0149512,37.5044239"
"127.1943703,37.5268292","126.8655134,37.3693317","127.0150816,37.5043784"
"127.1948592,37.5276597","126.8661462,37.3688907","127.015093,37.5043731"
"127.1953875,37.5285498","126.8665635,37.3685531","127.0151146,37.5043632"
"127.1961498,37.5297992","126.8668874,37.3681826","127.0153892,37.5042373"
"127.1963248,37.5301746","126.8671492,37.3677991","127.0154822,37.5041908"
"127.1963872,37.5304164","126.8673747,37.3674416","127.0157433,37.504063"
"127.1964069,37.5305949","126.8675496,37.3670576","127.0158625,37.5040022"
"127.1963924,37.5308121","126.8676742,37.3666076","127.0159272,37.5039628"
"127.1963832,37.5308481","126.8677121,37.3661247","127.0169242,37.5034062"
"127.1963598,37.5310445","126.8676879,37.3657802","127.0170241,37.5033507"
"127.196315,37.5312112","126.8676392,37.3655258","127.0171138,37.5033087"
"127.1961993,37.5315345","126.8675504,37.3652125","127.0172369,37.5031569"
"127.196074,37.5317496","126.8675326,37.3650402","127.0173564,37.5030537"
"127.1958749,37.5319825","126.8675172,37.3649996","127.017586,37.5028924"
"127.1957374,37.5321246","126.8673425,37.3645534","127.0177815,37.50274"
"127.1953445,37.5324417","126.8669865,37.3636411","127.0179464,37.5026136"
"127.1952004,37.5325351","126.8668997,37.3632161","127.0181535,37.5024215"
"127.1949622,37.5326661","126.8661491,37.3614328","127.0183756,37.5022025"
"127.1946868,37.5327582","126.8660947,37.3613243","127.018502,37.502075"
"127.1945247,37.5328083","126.8652174,37.3595691","127.0185384,37.5020382"
"127.1942246,37.532858","126.864578,37.3585219","127.0186821,37.5018667"
"127.1938871,37.5328913","126.8641008,37.3577964","127.018827,37.5016698"
"127.1926872,37.5329243","126.8638991,37.3574853","127.0189595,37.5014793"
"127.1921391,37.533013","126.8636249,37.3570638","127.0190739,37.501277"
"127.1915918,37.5331639","126.8629338,37.3559982","127.0191829,37.5010394"
"127.1907244,37.5335303","126.8629182,37.3559675","127.0193449,37.5008328"
"127.1902878,37.5337274","126.8629049,37.3559395","127.0196365,37.4999993"
"127.1902572,37.5337409","126.8628126,37.3557731","127.0197491,37.4997158"
"127.1900168,37.5338502","126.8625296,37.3550496","127.0203423,37.4982499"
"127.18936,37.5342063","126.8619851,37.3533458","127.0207059,37.4972942"
"127.1891843,37.5342636","126.8616549,37.3526031","127.0211282,37.4961836"
"127.1888873,37.5343592","126.8612339,37.3516553","127.0212789,37.4957876"
"127.1887138,37.5344507","126.8611006,37.3513985","127.0221844,37.493409"
"127.1884495,37.5345996","126.860904,37.3510135","127.0230472,37.4911402"
"127.1881793,37.5347765","126.8601832,37.3496007","127.0231738,37.4908072"
"127.1876241,37.5351833","126.8600958,37.3493885","127.0231784,37.4907964"
"127.1875197,37.535266","126.8597341,37.3485031","127.0235385,37.4898388"
"127.1872369,37.5354915","126.8596148,37.3480671","127.0238284,37.4890792"
"127.1864871,37.5361412","126.859539,37.3475556","127.0240451,37.4884446"
"127.1857993,37.5368658","126.8595202,37.3473708","127.0243799,37.4875581"
"127.1852374,37.5375241","126.8594994,37.3471579","127.0245317,37.4871558"
"127.1848742,37.5380162","126.8594956,37.3469398","127.0252024,37.4853837"
"127.1844617,37.538683","126.859487,37.3464999","127.0257161,37.483922"
"127.1833165,37.5410145","126.8596745,37.3455499","127.0257794,37.4837447"
"127.1832217,37.5412116","126.8598997,37.3449661","127.0258163,37.4836403"
"127.1828768,37.5419309","126.8599996,37.3447666","127.0259706,37.4832019"
"127.1822909,37.5431551","126.8600869,37.3445913","127.0259752,37.4831893"
"127.1820065,37.5437502","126.8601867,37.3443998","127.0260547,37.4829634"
"127.1818192,37.5441381","126.8604116,37.3439747","127.0263358,37.4821605"
"127.1809245,37.5458249","126.8604747,37.3438497","127.0264141,37.4819373"
"127.1804755,37.5467971","126.8612246,37.3428911","127.0264452,37.4818536"
"127.1801552,37.5475741","126.8617958,37.3423606","127.0267282,37.4810895"
"127.1798293,37.5483241","126.8618868,37.3422908","127.0272172,37.4797709"
"127.1797172,37.5485996","126.8621117,37.3421243","127.0278864,37.4780331"
"127.1794701,37.54921","126.8624365,37.3418998","127.0283187,37.4769126"
"127.1794231,37.5493271","126.8632252,37.3414192","127.0285808,37.4762475"
"127.1793614,37.5494783","126.8640353,37.3410657","127.0290494,37.4752741"
"127.1791017,37.5501041","126.8640954,37.3410435","127.0295246,37.4745243"
"127.1785744,37.551369","126.8646298,37.3408507","127.0300117,37.4738583"
"127.1780617,37.5523745","126.8651427,37.3406831","127.0301404,37.4737092"
"127.1774873,37.5535221","126.8671759,37.3401379","127.0303683,37.4734478"
"127.1771517,37.5541666","126.8678333,37.3399629","127.030407,37.4734029"
"127.1767082,37.5551406","126.868459,37.3397995","127.030702,37.4730616"
"127.175871,37.5573475","126.8703462,37.3393039","127.0311745,37.4725551"
"127.1757565,37.5576402","126.870362,37.3392995","127.0318497,37.471833"
"127.1755744,37.5581327","126.8714868,37.3388412","127.0323404,37.4713095"
"127.1751234,37.5595232","126.8716059,37.3387806","127.0338622,37.4697246"
"127.1750866,37.5596339","126.8721116,37.3385164","127.0352864,37.4682087"
"127.175074,37.5596744","126.8727141,37.3381456","127.0357371,37.467731"
"127.1747749,37.5604993","126.8732993,37.3376827","127.0359602,37.467493"
"127.1742426,37.5618426","126.8736997,37.3373161","127.0371316,37.4662411"
