0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
"127.1525894,35.8262348","127.2030778,37.2961061","127.1591807,35.8516972","128.1630746,35.1585122","128.4849663,35.854359","128.582015,35.8476496","127.1676352,37.2501461","128.1630746,35.1585122","127.1497871,35.8358415","127.0118081,37.5054745","127.2107177,37.5431308","127.4978832,36.6512408","128.1630746,35.1585122","128.1630746,35.1585122","128.1630746,35.1585122","128.1630746,35.1585122","128.3440755,36.1187977","128.7259234,36.5599874","128.6636192,35.2355085","128.7310444,36.5607577","128.6636192,35.2355085","128.6636192,35.2355085","128.1630746,35.1585122","128.6636192,35.2355085","128.6636192,35.2355085","129.3641146,36.01157"
"127.1526897,35.8263352","127.2032703,37.2962165","127.1592198,35.8516198","128.1636042,35.1584182","128.4849761,35.8540731","128.5815402,35.8476728","127.1676454,37.2501335","128.1636042,35.1584182","127.1498943,35.8358896","127.0116814,37.5054803","127.2113537,37.5431703","127.4981495,36.6515248","128.1636042,35.1584182","128.1636042,35.1584182","128.1636042,35.1584182","128.1636042,35.1584182","128.3441999,36.1187977","128.7258429,36.5599819","128.6639763,35.2359649","128.7311105,36.560766","128.6639763,35.2359649","128.6639763,35.2359649","128.1636042,35.1584182","128.6639763,35.2359649","128.6639763,35.2359649","129.3640614,36.0117159"
"127.1526908,35.8263361","127.2033953,37.2962799","127.1592432,35.8515748","128.1638958,35.1583661","128.4849642,35.8540101","128.5813289,35.8476828","127.1677137,37.2499993","128.1638958,35.1583661","127.1500314,35.8359513","127.0116769,37.5054803","127.2123077,37.5432321","127.4982121,36.6516077","128.1638958,35.1583661","128.1638958,35.1583661","128.1638958,35.1583661","128.1638958,35.1583661","128.3443476,36.1187922","128.7257915,36.5599861","128.6638169,35.2360431","128.7322476,36.5608787","128.6638169,35.2360431","128.6638169,35.2360431","128.1638958,35.1583661","128.6638169,35.2360431","128.6638169,35.2360431","129.363924,36.0120994"
"127.1526963,35.8263424","127.204577,37.2970437","127.1592957,35.8514685","128.1639438,35.1585922","128.4849581,35.8539651","128.581009,35.8476983","127.167733,37.2499606","128.1639438,35.1585922","127.1501485,35.8360048","127.0115456,37.5054806","127.2124866,37.5432415","127.4982244,36.6516916","128.1639438,35.1585922","128.1639438,35.1585922","128.1639438,35.1585922","128.1639438,35.1585922","128.3443399,36.1181684","128.7257269,36.5600012","128.6634116,35.2355159","128.7324121,36.560895","128.6634116,35.2355159","128.6634116,35.2355159","128.1639438,35.1585922","128.6634116,35.2355159","128.6634116,35.2355159","129.3639146,36.0121257"
"127.1526985,35.8263442","127.2044762,37.2971426","127.1595426,35.8509706","128.1639662,35.1587805","128.4848447,35.8537496","128.5804978,35.8477227","127.1676703,37.2498523","128.1639662,35.1587805","127.1502115,35.836033","127.0111892,37.5054828","127.2127401,37.5432566","127.4981864,36.6519575","128.1639662,35.1587805","128.1639662,35.1587805","128.1639662,35.1587805","128.1639662,35.1587805","128.3443842,36.1179535","128.7256113,36.5600384","128.6626742,35.2345159","128.7330489,36.5609578","128.6626742,35.2345159","128.6626742,35.2345159","128.1639662,35.1587805","128.6626742,35.2345159","128.6626742,35.2345159","129.3638741,36.0122417"
"127.1527481,35.8263976","127.204286,37.297317","127.1598319,35.8504044","128.1639986,35.1589895","128.4847843,35.8536969","128.5801282,35.8477405","127.1676043,37.2497403","128.1639986,35.1589895","127.1504779,35.8361239","127.0111688,37.5054818","127.2137247,37.5433148","127.4981372,36.6520828","128.1639986,35.1589895","128.1639986,35.1589895","128.1639986,35.1589895","128.1639986,35.1589895","128.3443969,36.1178912","128.7256084,36.5600637","128.6617163,35.2331537","128.7334182,36.5609901","128.6617163,35.2331537","128.6617163,35.2331537","128.1639986,35.1589895","128.6617163,35.2331537","128.6617163,35.2331537","129.3637654,36.0125246"
"127.1527668,35.8264166","127.2041989,37.2973609","127.1602004,35.8496832","128.1641023,35.1597283","128.4844358,35.8535465","128.5802123,35.8479831","127.1675606,37.249669","128.1641023,35.1597283","127.1506781,35.8361759","127.0110614,37.5054777","127.2138469,37.5433259","127.4980868,36.652191","128.1641023,35.1597283","128.1641023,35.1597283","128.1641023,35.1597283","128.1641023,35.1597283","128.3447717,36.1179282","128.7256031,36.5600854","128.6616434,35.2330498","128.7334298,36.5609458","128.6616434,35.2330498","128.6616434,35.2330498","128.1641023,35.1597283","128.6616434,35.2330498","128.6616434,35.2330498","129.3636347,36.0128656"
"127.1528341,35.8264754","127.2041492,37.2973833","127.1602406,35.8495986","128.1641118,35.1598121","128.4843924,35.853527","128.580249,35.8480757","127.1674889,37.2495642","128.1641118,35.1598121","127.1507279,35.8361869","127.0109596,37.5054737","127.213925,37.5433324","127.4980365,36.6522658","128.1641118,35.1598121","128.1641118,35.1598121","128.1641118,35.1598121","128.1641118,35.1598121","128.3451333,36.1179644","128.7255813,36.5601208","128.6615717,35.232954","128.7334738,36.5606938","128.6615717,35.232954","128.6615717,35.232954","128.1641118,35.1598121","128.6615717,35.232954","128.6615717,35.232954","129.3635856,36.0129935"
"127.1528749,35.8265124","127.2039616,37.2974523","127.1602674,35.8495482","128.1641562,35.1601365","128.4839236,35.853319","128.5805081,35.8487279","127.1674329,37.2494884","128.1641562,35.1601365","127.1508032,35.8361808","127.0109007,37.505478","127.2139476,37.5433343","127.4978619,36.6524659","128.1641562,35.1601365","128.1641562,35.1601365","128.1641562,35.1601365","128.1641562,35.1601365","128.3455671,36.1180083","128.7255471,36.5601454","128.6614706,35.2328026","128.7335548,36.5602332","128.6614706,35.2328026","128.6614706,35.2328026","128.1641562,35.1601365","128.6614706,35.2328026","128.6614706,35.2328026","129.3636804,36.0131101"
"127.1528837,35.8265188","127.2039277,37.2974828","127.1603578,35.849378","128.1641773,35.1603068","128.4837911,35.8532687","128.5805998,35.8489579","127.1673229,37.2493664","128.1641773,35.1603068","127.1509417,35.8361694","127.0107839,37.5055199","127.2141253,37.5433446","127.4978284,36.652502","128.1641773,35.1603068","128.1641773,35.1603068","128.1641773,35.1603068","128.1641773,35.1603068","128.3456872,36.1180164","128.7255092,36.5601548","128.6612311,35.2324208","128.7336101,36.5599857","128.6612311,35.2324208","128.6612311,35.2324208","128.1641773,35.1603068","128.6612311,35.2324208","128.6612311,35.2324208","129.3637775,36.0132294"
"127.1528992,35.8265341","127.2039139,37.2975396","127.1603657,35.8493636","128.1642079,35.1605636","128.4837928,35.853046","128.5806871,35.8491915","127.16725,37.2492877","128.1642079,35.1605636","127.1510623,35.836186","127.0107305,37.5055521","127.2146844,37.5433848","127.497674,36.6526661","128.1642079,35.1605636","128.1642079,35.1605636","128.1642079,35.1605636","128.1642079,35.1605636","128.3460727,36.118011","128.7254734,36.5601516","128.6605465,35.2314229","128.7336153,36.5599631","128.6605465,35.2314229","128.6605465,35.2314229","128.1642079,35.1605636","128.6605465,35.2314229","128.6605465,35.2314229","129.3639215,36.0134047"
"127.1530072,35.8266408","127.203933,37.2975703","127.1603891,35.8493186","128.1642253,35.1606735","128.483782,35.8527089","128.5807834,35.8494286","127.1661799,37.2482643","128.1642253,35.1606735","127.1512261,35.8362045","127.0106826,37.5056069","127.2148428,37.543396","127.497637,36.6527743","128.1642253,35.1606735","128.1642253,35.1606735","128.1642253,35.1606735","128.1642253,35.1606735","128.3462592,36.1179953","128.7254387,36.5601448","128.6603343,35.2311013","128.7336247,36.5599242","128.6603343,35.2311013","128.6603343,35.2311013","128.1642253,35.1606735","128.6603343,35.2311013","128.6603343,35.2311013","129.364102,36.0136264"
"127.1530668,35.8266933","127.2039577,37.2975992","127.1605685,35.8490522","128.1642517,35.1608186","128.4837603,35.8524783","128.5809243,35.8497745","127.1660945,37.2481839","128.1642517,35.1608186","127.1522598,35.8362995","127.0106346,37.5056941","127.2148915,37.5433997","127.4976739,36.6530159","128.1642517,35.1608186","128.1642517,35.1608186","128.1642517,35.1608186","128.1642517,35.1608186","128.3465684,36.1179164","128.7254015,36.560128","128.660058,35.2306846","128.7336558,36.559767","128.660058,35.2306846","128.660058,35.2306846","128.1642517,35.1608186","128.660058,35.2306846","128.660058,35.2306846","129.3641168,36.0136442"
"127.15308,35.8267033","127.2039892,37.2976245","127.1605841,35.8490279","128.1642725,35.1609357","128.4835191,35.852492","128.5809781,35.8499056","127.1660384,37.2481359","128.1642725,35.1609357","127.1527634,35.8363505","127.0106128,37.5057346","127.2150341,37.5434081","127.4976739,36.653216","128.1642725,35.1609357","128.1642725,35.1609357","128.1642725,35.1609357","128.1642725,35.1609357","128.3470179,36.1177708","128.7253777,36.5601021","128.6599885,35.2305852","128.7336598,36.5597381","128.6599885,35.2305852","128.6599885,35.2305852","128.1642725,35.1609357","128.6599885,35.2305852","128.6599885,35.2305852","129.3641614,36.0136993"
"127.1530977,35.8267168","127.2040162,37.2976408","127.1608069,35.8487373","128.164406,35.1610242","128.4834737,35.8524959","128.58101,35.8499729","127.1657936,37.2479108","128.164406,35.1610242","127.152884,35.8363626","127.0105635,37.5058263","127.2150759,37.54341","127.4975497,36.6534161","128.164406,35.1610242","128.164406,35.1610242","128.164406,35.1610242","128.164406,35.1610242","128.3470965,36.1177387","128.7253706,36.560076","128.6596238,35.2300594","128.7336727,36.5597056","128.6596238,35.2300594","128.6596238,35.2300594","128.164406,35.1610242","128.6596238,35.2300594","128.6596238,35.2300594","129.3642564,36.0138241"
"127.1531385,35.8267485","127.2040522,37.2976589","127.1615237,35.8478864","128.1646009,35.1610935","128.482841,35.8526409","128.5812053,35.8504075","127.1656229,37.2477391","128.1646009,35.1610935","127.153122,35.8363858","127.0104445,37.5060439","127.2152016,37.5434167","127.497524,36.6534891","128.1646009,35.1610935","128.1646009,35.1610935","128.1646009,35.1610935","128.1646009,35.1610935","128.3471617,36.1177121","128.7253722,36.5600418","128.6595565,35.2299627","128.7336823,36.5596793","128.6595565,35.2299627","128.6595565,35.2299627","128.1646009,35.1610935","128.6595565,35.2299627","128.6595565,35.2299627","129.3643686,36.0139702"
"127.1532709,35.8268562","127.2041649,37.2977079","127.1615448,35.8478621","128.1652367,35.1610999","128.4820992,35.8527497","128.5812665,35.8505089","127.1647303,37.2468847","128.1652367,35.1610999","127.1537263,35.8364462","127.0103471,37.506222","127.2161002,37.5434522","127.4974871,36.653591","128.1652367,35.1610999","128.1652367,35.1610999","128.1652367,35.1610999","128.1652367,35.1610999","128.3474962,36.1175096","128.7252092,36.5600452","128.6595543,35.2299591","128.7336866,36.5596685","128.6595543,35.2299591","128.6595543,35.2299591","128.1652367,35.1610999","128.6595543,35.2299591","128.6595543,35.2299591","129.3648117,36.0145492"
"127.1533767,35.8269503","127.2041036,37.2977852","127.1616316,35.8477623","128.1662116,35.1610828","128.4813299,35.8528669","128.5815937,35.8510415","127.1639154,37.2460558","128.1662116,35.1610828","127.1541303,35.836487","127.0103448,37.5062274","127.2161625,37.543455","127.497562,36.6537082","128.1662116,35.1610828","128.1662116,35.1610828","128.1662116,35.1610828","128.1662116,35.1610828","128.3477375,36.1174159","128.7251309,36.5600424","128.6594779,35.2298454","128.7358076,36.5543478","128.6594779,35.2298454","128.6594779,35.2298454","128.1662116,35.1610828","128.6594779,35.2298454","128.6594779,35.2298454","129.3649246,36.0146827"
"127.1536856,35.826953","127.2040491,37.2978806","127.1619298,35.847425","128.1665123,35.1610659","128.4812127,35.852885","128.5817625,35.8513158","127.1636932,37.2458055","128.1665123,35.1610659","127.1542166,35.8364954","127.010266,37.506337","127.2161896,37.5434551","127.4976997,36.6537993","128.1665123,35.1610659","128.1665123,35.1610659","128.1665123,35.1610659","128.1665123,35.1610659","128.3483873,36.1171914","128.7250424,36.5600307","128.6594005,35.2297298","128.7358759,36.5541451","128.6594005,35.2297298","128.6594005,35.2297298","128.1665123,35.1610659","128.6594005,35.2297298","128.6594005,35.2297298","129.3650743,36.014866"
"127.153824,35.8269498","127.2040001,37.2979932","127.1619743,35.847372","128.1674374,35.1609994","128.4810624,35.8529078","128.5820334,35.8517768","127.1636204,37.2456998","128.1674374,35.1609994","127.154262,35.8365","127.0102119,37.5063188","127.2161976,37.5434551","127.4978619,36.6538912","128.1674374,35.1609994","128.1674374,35.1609994","128.1674374,35.1609994","128.1674374,35.1609994","128.3485445,36.117137","128.7249449,36.5600128","128.6589368,35.2290381","128.7359102,36.5540546","128.6589368,35.2290381","128.6589368,35.2290381","128.1674374,35.1609994","128.6589368,35.2290381","128.6589368,35.2290381","129.36527,36.015119"
"127.153868,35.8270166","127.20396,37.2981644","127.162198,35.8471228","128.1678371,35.1609999","128.4809386,35.8529251","128.582149,35.851975","127.1635329,37.2456031","128.1678371,35.1609999","127.154335,35.8365083","127.0100741,37.5062704","127.2163255,37.5434545","127.4978641,36.653893","128.1678371,35.1609999","128.1678371,35.1609999","128.1678371,35.1609999","128.1678371,35.1609999","128.3486519,36.1171002","128.7247914,36.5599837","128.6589054,35.2289916","128.7359241,36.5540166","128.6589054,35.2289916","128.6589054,35.2289916","128.1678371,35.1609999","128.6589054,35.2289916","128.6589054,35.2289916","129.3652998,36.0151573"
"127.154099,35.8273662","127.2039471,37.298295","127.1624573,35.8468287","128.1680994,35.1609832","128.4797325,35.853099","128.5822689,35.8521605","127.1632832,37.2452094","128.1680994,35.1609832","127.1545055,35.836526","127.0099037,37.506213","127.2163192,37.5433283","127.4980498,36.654058","128.1680994,35.1609832","128.1680994,35.1609832","128.1680994,35.1609832","128.1680994,35.1609832","128.3488478,36.1170285","128.7247544,36.5599769","128.6588268,35.2288787","128.7359538,36.5539136","128.6588268,35.2288787","128.6588268,35.2288787","128.1680994,35.1609832","128.6588268,35.2288787","128.6588268,35.2288787","129.365325,36.0151912"
"127.1541242,35.827433","127.2039621,37.2984817","127.1628579,35.8463583","128.1685319,35.1609727","128.4792967,35.8531449","128.5823991,35.8523658","127.1631625,37.244972","128.1685319,35.1609727","127.1550788,35.8365799","127.0096836,37.5061273","127.2163055,37.5427658","127.4981494,36.6541833","128.1685319,35.1609727","128.1685319,35.1609727","128.1685319,35.1609727","128.1685319,35.1609727","128.3494599,36.1168132","128.7246468,36.5599555","128.658285,35.2280968","128.7359598,36.5538711","128.658285,35.2280968","128.658285,35.2280968","128.1685319,35.1609727","128.658285,35.2280968","128.658285,35.2280968","129.3655121,36.0154082"
"127.1541372,35.8274997","127.2039931,37.2986431","127.1632408,35.8459095","128.1689118,35.1609661","128.4789008,35.853186","128.5825601,35.8524013","127.1630467,37.2446408","128.1689118,35.1609661","127.1552514,35.8365966","127.0092506,37.5069358","127.2162839,37.5421943","127.4982121,36.6543077","128.1689118,35.1609661","128.1689118,35.1609661","128.1689118,35.1609661","128.1689118,35.1609661","128.3496473,36.1167722","128.7231366,36.5596329","128.6580047,35.2277036","128.7360064,36.5535669","128.6580047,35.2277036","128.6580047,35.2277036","128.1689118,35.1609661","128.6580047,35.2277036","128.6580047,35.2277036","129.3652742,36.01553"
"127.1541456,35.8275971","127.2040534,37.2988055","127.1633098,35.8458294","128.1694434,35.1609947","128.4785025,35.8532172","128.5828922,35.8524705","127.1630111,37.244529","128.1694434,35.1609947","127.1556643,35.8366375","127.0092986,37.5072082","127.2162817,37.5421519","127.498287,36.6546079","128.1694434,35.1609947","128.1694434,35.1609947","128.1694434,35.1609947","128.1694434,35.1609947","128.349855,36.1167662","128.723011,36.5596045","128.6579463,35.2276194","128.7360314,36.5533827","128.6579463,35.2276194","128.6579463,35.2276194","128.1694434,35.1609947","128.6579463,35.2276194","128.6579463,35.2276194","129.3649517,36.0156901"
"127.1541606,35.8282112","127.2041576,37.2989734","127.163421,35.8457026","128.1697447,35.1610417","128.4783718,35.8532174","128.5829999,35.8524911","127.1628899,37.2441573","128.1697447,35.1610417","127.1560571,35.836681","127.0093589,37.5073338","127.2162822,37.5420384","127.4983497,36.6547161","128.1697447,35.1610417","128.1697447,35.1610417","128.1697447,35.1610417","128.1697447,35.1610417","128.3500741,36.1167908","128.721256,36.5592087","128.6578399,35.2274771","128.7360746,36.5530118","128.6578399,35.2274771","128.6578399,35.2274771","128.1697447,35.1610417","128.6578399,35.2274771","128.6578399,35.2274771","129.3642741,36.0160332"
"127.1541624,35.8283158","127.2043797,37.2993156","127.1635056,35.845601","128.1700119,35.1610988","128.478167,35.8532236","128.5831257,35.8525396","127.1628441,37.2437984","128.1700119,35.1610988","127.1563836,35.8367189","127.0093981,37.5073889","127.2162823,37.5420176","127.4984123,36.6547828","128.1700119,35.1610988","128.1700119,35.1610988","128.1700119,35.1610988","128.1700119,35.1610988","128.3504193,36.1169606","128.7210831,36.5592285","128.657831,35.2274654","128.736175,36.5521579","128.657831,35.2274654","128.657831,35.2274654","128.1700119,35.1610988","128.657831,35.2274654","128.657831,35.2274654","129.3634047,36.0164812"
"127.1541246,35.8288666","127.2047029,37.2997725","127.1640797,35.8449751","128.1701582,35.1611296","128.4780796,35.8532279","128.5832195,35.8525991","127.1628191,37.2436018","128.1701582,35.1611296","127.1565839,35.836742","127.0096118,37.5075827","127.2162905,37.5419447","127.4992246,36.6553408","128.1701582,35.1611296","128.1701582,35.1611296","128.1701582,35.1611296","128.1701582,35.1611296","128.350541,36.1170084","128.7209684,36.5592513","128.657803,35.2274287","128.73619,36.5520514","128.657803,35.2274287","128.657803,35.2274287","128.1701582,35.1611296","128.657803,35.2274287","128.657803,35.2274287","129.3633368,36.0165166"
"127.1540991,35.829137","127.2047634,37.2998682","127.1648865,35.8440297","128.1704675,35.1612208","128.4777009,35.8532337","128.5832598,35.8526285","127.1628049,37.2434873","128.1704675,35.1612208","127.1566205,35.8367466","127.0102883,37.5077847","127.2162928,37.5419284","127.4993622,36.6554995","128.1704675,35.1612208","128.1704675,35.1612208","128.1704675,35.1612208","128.1704675,35.1612208","128.350579,36.1170298","128.7207881,36.5592973","128.6577146,35.2273178","128.7363101,36.5512416","128.6577146,35.2273178","128.6577146,35.2273178","128.1704675,35.1612208","128.6577146,35.2273178","128.6577146,35.2273178","129.3620747,36.0171582"
"127.1540829,35.8292947","127.204788,37.2999467","127.1649421,35.8439686","128.1707175,35.1613059","128.4774994,35.8532353","128.583299,35.8526579","127.1627637,37.2428706","128.1707175,35.1613059","127.1566935,35.8367558","127.0104565,37.507835","127.2163266,37.5416599","127.4994864,36.6557159","128.1707175,35.1613059","128.1707175,35.1613059","128.1707175,35.1613059","128.1707175,35.1613059","128.3508415,36.117164","128.7207883,36.5593127","128.6576285,35.2272122","128.7363494,36.5509743","128.6576285,35.2272122","128.6576285,35.2272122","128.1707175,35.1613059","128.6576285,35.2272122","128.6576285,35.2272122","129.3611963,36.0175991"
"127.1540701,35.8294317","127.2048211,37.3001397","127.1650489,35.8438481","128.1710369,35.1614349","128.476411,35.8532577","128.5833104,35.8526822","127.1627351,37.2421945","128.1710369,35.1614349","127.1569325,35.8367836","127.0112436,37.5080708","127.2163548,37.5413869","127.4994932,36.6557492","128.1710369,35.1614349","128.1710369,35.1614349","128.1710369,35.1614349","128.1710369,35.1614349","128.3509767,36.1172316","128.7207741,36.5596166","128.6570278,35.226466","128.7363525,36.5509581","128.6570278,35.226466","128.6570278,35.226466","128.1710369,35.1614349","128.6570278,35.226466","128.6570278,35.226466","129.3609454,36.0177346"
"127.1541066,35.8294336","127.2048116,37.3002496","127.1650812,35.8438121","128.1712784,35.1615553","128.4758242,35.8532661","128.5833172,35.8526974","127.1627127,37.2416707","128.1712784,35.1615553","127.157291,35.8368459","127.0113972,37.5081156","127.216419,37.5408796","127.4995345,36.6559692","128.1712784,35.1615553","128.1712784,35.1615553","128.1712784,35.1615553","128.1712784,35.1615553","128.351132,36.1173089","128.7207624,36.5598664","128.6566866,35.225958","128.7363748,36.5508163","128.6566866,35.225958","128.6566866,35.225958","128.1712784,35.1615553","128.6566866,35.225958","128.6566866,35.225958","129.3608161,36.0178015"
"127.1541321,35.82944","127.2048001,37.3003019","127.1651702,35.8437204","128.1717738,35.1618492","128.4754092,35.8532857","128.5833219,35.8527163","127.1627065,37.24153","128.1717738,35.1618492","127.1575764,35.8369053","127.0115745,37.508165","127.2164352,37.5407795","127.4995491,36.6560494","128.1717738,35.1618492","128.1717738,35.1618492","128.1717738,35.1618492","128.1717738,35.1618492","128.3512638,36.117372","128.7207584,36.5599665","128.6566552,35.2259195","128.736385,36.5507504","128.6566552,35.2259195","128.6566552,35.2259195","128.1717738,35.1618492","128.6566552,35.2259195","128.6566552,35.2259195","129.3607558,36.0178331"
"127.1541586,35.82945","127.204724,37.3004261","127.1654971,35.8434003","128.1720057,35.1620111","128.4752187,35.853289","128.5833246,35.8527524","127.1626517,37.2411955","128.1720057,35.1620111","127.1578972,35.8369747","127.0116479,37.5081851","127.2165292,37.5407807","127.4996241,36.6561909","128.1720057,35.1620111","128.1720057,35.1620111","128.1720057,35.1620111","128.1720057,35.1620111","128.3513699,36.117419","128.7207565,36.5601333","128.6565353,35.2259035","128.7363858,36.5507324","128.6565353,35.2259035","128.6565353,35.2259035","128.1720057,35.1620111","128.6565353,35.2259035","128.6565353,35.2259035","129.3605354,36.0179447"
