0,1,2,3,4,5,6,7,8,9
"128.9883934,35.282998","129.03649,36.0537493",,"128.2591654,36.1937805","128.5569999,36.231266","128.5792035,36.1508724","127.2777292,36.55285","128.5552133,36.2170586","128.9883934,35.282998","129.03649,36.0537493"
"128.9896208,35.2834345","129.0369806,36.0536898",,"128.2591124,36.1946246","128.557349,36.2331498","128.5791616,36.150899","127.2775179,36.5532896","128.5550089,36.2173308","128.9896208,35.2834345","129.0369806,36.0536898"
"128.9914526,35.2840332","129.0380791,36.053545",,"128.2590832,36.1950576","128.5577369,36.235841","128.5791076,36.1509337","127.277343,36.5538788","128.5549412,36.2174207","128.9914526,35.2840332","129.0380791,36.053545"
"128.9918154,35.2841486","129.039279,36.0533646",,"128.2590492,36.1955744","128.5579248,36.2371492","128.5758011,36.1530847","127.2773316,36.5539473","128.5545452,36.2180931","128.9918154,35.2841486","129.039279,36.0533646"
"128.9937226,35.2848364","129.0408689,36.0530332",,"128.2590781,36.19672","128.5579402,36.2372194","128.575116,36.153548","127.2773179,36.5540393","128.5541755,36.2189825","128.9937226,35.2848364","129.0408689,36.0530332"
"128.9946645,35.2851728","129.0413095,36.0529103",,"128.2590869,36.1970581","128.5581866,36.2383243","128.574662,36.1538441","127.2773122,36.5540744","128.5540036,36.2196872","128.9946645,35.2851728","129.0413095,36.0529103"
"128.9953706,35.2854796","129.0426509,36.0525307",,"128.2591241,36.1975699","128.5585997,36.2394159","128.5739076,36.1542836","127.2773116,36.5543079","128.5539374,36.220391","128.9953706,35.2854796","129.0426509,36.0525307"
"128.9958433,35.2857136","129.0430338,36.0524076",,"128.2591996,36.1985909","128.5588147,36.2398432","128.5735072,36.1545072","127.2773179,36.5548416","128.5539493,36.2209408","128.9958433,35.2857136","129.0430338,36.0524076"
"128.9961555,35.2858892","129.0440331,36.0520225",,"128.2592993,36.1992411","128.5591017,36.2404113","128.5723576,36.1551486","127.2773208,36.5549885","128.554037,36.2215909","128.9961555,35.2858892","129.0440331,36.0520225"
"128.9963834,35.2860207","129.0443863,36.0518611",,"128.2593894,36.1999276","128.559112,36.2404328","128.571502,36.1556674","127.2773217,36.5550616","128.5541744,36.2221324","128.9963834,35.2860207","129.0443863,36.0518611"
"128.9964656,35.2860684","129.0464963,36.0508765",,"128.2594772,36.2003814","128.5596278,36.2412982","128.5708759,36.1560615","127.277318,36.5551734","128.5546415,36.2235248","128.9964656,35.2860684","129.0464963,36.0508765"
"128.9966247,35.2861701","129.0465997,36.0508283",,"128.2595182,36.2005966","128.5598373,36.2416497","128.5699339,36.1567668","127.2773154,36.5552932","128.5547023,36.2237442","128.9966247,35.2861701","129.0465997,36.0508283"
"128.9967905,35.2862771","129.0491618,36.0494664",,"128.2605146,36.2053964","128.5617771,36.2448645","128.5695149,36.1571032","127.2773101,36.5555961","128.5550957,36.2250335","128.9967905,35.2862771","129.0491618,36.0494664"
"128.9969399,35.2863853","129.0501065,36.048953",,"128.2610216,36.207903","128.5618603,36.2450089","128.5693016,36.1572728","127.2773109,36.5557007","128.5551608,36.2252412","128.9969399,35.2863853","129.0501065,36.048953"
"128.9985093,35.2875361","129.0524152,36.047752",,"128.2611852,36.2087098","128.5621499,36.2455165","128.568781,36.1577454","127.2773645,36.555708","128.5552491,36.2255244","128.9985093,35.2875361","129.0524152,36.047752"
"128.9999991,35.2886618","129.0564267,36.0456491",,"128.2616043,36.2107473","128.5623992,36.2459317","128.5687118,36.1578055","127.2774125,36.5557334","128.5554897,36.2262849","128.9999991,35.2886618","129.0564267,36.0456491"
"129.0061313,35.2932666","129.0571101,36.0452887",,"128.2618623,36.2119997","128.5627294,36.2464796","128.5683619,36.1582332","127.2774392,36.5557686","128.5564764,36.2294099","129.0061313,35.2932666","129.0571101,36.0452887"
"129.0064025,35.2934832","129.0577407,36.044956",,"128.2625144,36.2152266","128.5633522,36.2475153","128.5682141,36.1584879","127.2774459,36.5557884","128.5566135,36.2298459","129.0064025,35.2934832","129.0577407,36.044956"
"129.0069974,35.2939582","129.0591098,36.0442485",,"128.2626865,36.2161163","128.5637245,36.2481332","128.5681605,36.1586335","127.2774458,36.5558128","128.5566623,36.2299996","129.0069974,35.2939582","129.0591098,36.0442485"
"129.0076094,35.2945195","129.059581,36.0440486",,"128.2634241,36.2196582","128.564387,36.2492172","128.568214,36.1588088","127.2774368,36.5558452","128.5569999,36.231266","129.0076094,35.2945195","129.059581,36.0440486"
"129.0079966,35.2949429","129.0600874,36.0438346",,"128.2638996,36.221991","128.5648662,36.2499999","128.5682916,36.1589551","127.2774222,36.5558749","128.557349,36.2331498","129.0079966,35.2949429","129.0600874,36.0438346"
"129.0084172,35.2954443","129.0607888,36.0435488",,"128.2641872,36.2234163","128.5649825,36.2502054","128.5684268,36.1590864","127.277383,36.5559055","128.5577369,36.235841","129.0084172,35.2954443","129.0607888,36.0435488"
"129.0087828,35.2959438","129.061321,36.0433507",,"128.2643762,36.2243212","128.5662843,36.2523853","128.5686069,36.1591686","127.2773427,36.5559108","128.5579248,36.2371492","129.0087828,35.2959438","129.061321,36.0433507"
"129.0090602,35.2963758","129.0623105,36.0430358",,"128.2645571,36.2251855","128.5670291,36.2536237","128.5688064,36.1592065","127.277298,36.5559089","128.5579402,36.2372194","129.0090602,35.2963758","129.0623105,36.0430358"
"129.0093978,35.2970243","129.0630222,36.0428228",,"128.2645851,36.2253178","128.5671065,36.2537519","128.5690409,36.1591972","127.2772489,36.5558917","128.5581866,36.2383243","129.0093978,35.2970243","129.0630222,36.0428228"
"129.0096393,35.2975902","129.0642594,36.0424623",,"128.2648189,36.2264784","128.5683693,36.255842","128.5692847,36.1591445","127.2772222,36.5558736","128.5585997,36.2394159","129.0096393,35.2975902","129.0642594,36.0424623"
"129.0097645,35.2979376","129.066292,36.0419652",,"128.2649243,36.2271332","128.5684149,36.2559183","128.5694555,36.1589501","127.2772044,36.5558466","128.5588147,36.2398432","129.0097645,35.2979376","129.066292,36.0419652"
"129.0098092,35.298093","129.0663671,36.0419471",,"128.2649614,36.2277424","128.5684741,36.256016","128.5696256,36.1587052","127.2771966,36.5558105","128.5591017,36.2404113","129.0098092,35.298093","129.0663671,36.0419471"
"129.0098358,35.2981657","129.0675259,36.0417219",,"128.2649491,36.2281914","128.5692844,36.2574061","128.5697279,36.1584635","127.2771945,36.555778","128.559112,36.2404328","129.0098358,35.2981657","129.0675259,36.0417219"
"129.0098698,35.2982771","129.0694862,36.0415015",,"128.2649,36.228858","128.5695865,36.2579245","128.5697788,36.158198","127.276806,36.5556592","128.5596278,36.2412982","129.0098698,35.2982771","129.0694862,36.0415015"
"129.0098969,35.2983777","129.0702085,36.0414272",,"128.2648621,36.2291999","128.5703124,36.2589998","128.5697602,36.1578944","127.2767457,36.5556402","128.5598373,36.2416497","129.0098969,35.2983777","129.0702085,36.0414272"
"129.010053,35.2989645","129.0705564,36.0413974",,"128.2647773,36.2296359","128.5705745,36.259358","128.5696395,36.1575186","127.2765436,36.5555785","128.5617771,36.2448645","129.010053,35.2989645","129.0705564,36.0413974"
"129.0102741,35.2999156","129.0711304,36.0413493",,"128.2647334,36.2298129","128.570974,36.2598413","128.5695146,36.1573223","127.2763303,36.5555393","128.5618603,36.2450089","129.0102741,35.2999156","129.0711304,36.0413493"
"129.0104763,35.3007922","129.0716229,36.0413311",,"128.2646874,36.2299998","128.5716866,36.2605913","128.569253,36.1570524","127.2760097,36.5555153","128.5621499,36.2455165","129.0104763,35.3007922","129.0716229,36.0413311"
"129.0106952,35.3017406","129.0721564,36.0413106",,"128.2644494,36.2307","128.5723716,36.261273","128.568927,36.1567857","127.2757605,36.5555193","128.5623992,36.2459317","129.0106952,35.3017406","129.0721564,36.0413106"
"129.0108272,35.3022736","129.0734911,36.0413363",,"128.2636123,36.2330746","128.5726583,36.2615571","128.568404,36.1565037","127.2746004,36.5555847","128.5627294,36.2464796","129.0108272,35.3022736","129.0734911,36.0413363"
"129.0112884,35.3043045","129.0742874,36.0413592",,"128.2628311,36.2352468","128.5728896,36.2617849","128.5679314,36.1563294","127.2741108,36.5556217","128.5633522,36.2475153","129.0112884,35.3043045","129.0742874,36.0413592"
"129.0116258,35.3057131","129.0759947,36.0415315",,"128.2626371,36.2357773","128.5735564,36.2624397","128.5671875,36.1561531","127.2738493,36.55565","128.5637245,36.2481332","129.0116258,35.3057131","129.0759947,36.0415315"
"129.0120108,35.3072527","129.0772658,36.0416518",,"128.2623552,36.2365463","128.5741862,36.2630696","128.5659526,36.1559207","127.273685,36.555675","128.564387,36.2492172","129.0120108,35.3072527","129.0772658,36.0416518"
"129.0120914,35.3076241","129.078483,36.0417954",,"128.2619307,36.2377579","128.5742686,36.2631536","128.5657682,36.1559268","127.2735429,36.555709","128.5648662,36.2499999","129.0120914,35.3076241","129.078483,36.0417954"
"129.0122609,35.3083982","129.0796592,36.0419944",,"128.2613694,36.2393148","128.5746747,36.2636242","128.5654539,36.1558683","127.2733763,36.5557492","128.5649825,36.2502054","129.0122609,35.3083982","129.0796592,36.0419944"
"129.0123278,35.3086823","129.0798387,36.0420362",,"128.2613694,36.2393157","128.575127,36.264216","128.5623233,36.1552822","127.2731246,36.5558371","128.5662843,36.2523853","129.0123278,35.3086823","129.0798387,36.0420362"
"129.0124311,35.3091498","129.0807777,36.0422564",,"128.2599161,36.2433557","128.5752773,36.2644616","128.5615754,36.1552167","127.2727935,36.5559789","128.5670291,36.2536237","129.0124311,35.3091498","129.0807777,36.0422564"
"129.0132134,35.3127076","129.0809217,36.042296",,"128.2596973,36.2439729","128.5754499,36.2647873","128.5612695,36.1552077","127.2726021,36.5560678","128.5671065,36.2537519","129.0132134,35.3127076","129.0809217,36.042296"
"129.0134879,35.3138051","129.0817923,36.042536",,"128.2596908,36.243991","128.5756809,36.2653217","128.5608696,36.1552238","127.2725551,36.5560902","128.5683693,36.255842","129.0134879,35.3138051","129.0817923,36.042536"
"129.0136599,35.3144746","129.082145,36.0426305",,"128.2595997,36.2442395","128.5756867,36.2653333","128.560763,36.1552329","127.2723838,36.5562161","128.5684149,36.2559183","129.0136599,35.3144746","129.082145,36.0426305"
"129.0139473,35.3153167","129.0837047,36.0431391",,"128.2577941,36.2492743","128.5765873,36.2676078","128.5605143,36.1552576","127.2723558,36.5562413","128.5684741,36.256016","129.0139473,35.3153167","129.0837047,36.0431391"
"129.0143731,35.3162075","129.084453,36.0434213",,"128.2577443,36.2494143","128.5766623,36.2678019","128.5600438,36.1553204","127.2722192,36.5563465","128.5692844,36.2574061","129.0143731,35.3162075","129.084453,36.0434213"
"129.0147105,35.316783","129.0853373,36.0437909",,"128.2575373,36.2499998","128.578037,36.2713495","128.5595894,36.1554218","127.2720075,36.5565093","128.5695865,36.2579245","129.0147105,35.316783","129.0853373,36.0437909"
"129.014912,35.3170861","129.0862167,36.0441904",,"128.2574692,36.2502013","128.5782994,36.2719746","128.5594387,36.1554628","127.2719458,36.5565696","128.5703124,36.2589998","129.014912,35.3170861","129.0862167,36.0441904"
"129.0149482,35.3171416","129.088409,36.0454072",,"128.2568729,36.2518549","128.5784508,36.2723771","128.559091,36.1555578","127.27179,36.5567387","128.5705745,36.259358","129.0149482,35.3171416","129.088409,36.0454072"
"129.0151856,35.317483","129.0886315,36.045544",,"128.2564536,36.2532639","128.5787281,36.273113","128.5584626,36.1557879","127.2713693,36.5573185","128.570974,36.2598413","129.0151856,35.317483","129.0886315,36.045544"
"129.0153848,35.3177249","129.0888002,36.0456499",,"128.2562873,36.2539159","128.5789869,36.2737994","128.557935,36.1560684","127.2705782,36.5584249","128.5716866,36.2605913","129.0153848,35.3177249","129.0888002,36.0456499"
"129.015933,35.3183338","129.0890475,36.0458053",,"128.2561249,36.2547328","128.5801703,36.2769404","128.557348,36.156482","127.2704918,36.5585474","128.5723716,36.261273","129.015933,35.3183338","129.0890475,36.0458053"
"129.0160464,35.3184604","129.0905624,36.0468913",,"128.2560509,36.2551425","128.580257,36.2771722","128.5566686,36.1570496","127.2704166,36.5586518","128.5726583,36.2615571","129.0160464,35.3184604","129.0905624,36.0468913"
"129.0161081,35.3185209","129.0913556,36.047529",,"128.2560372,36.2552166","128.5810498,36.2792745","128.5542138,36.1591898","127.2703123,36.5587976","128.5728896,36.2617849","129.0161081,35.3185209","129.0913556,36.047529"
"129.0166818,35.3190835","129.0917726,36.0478957",,"128.25595,36.2558743","128.581224,36.2798833","128.5532966,36.1600183","127.2701529,36.559011","128.5735564,36.2624397","129.0166818,35.3190835","129.0917726,36.0478957"
"129.0172489,35.3195876","129.0928996,36.048958",,"128.2558989,36.2565832","128.5813739,36.2806581","128.5526501,36.1605568","127.2701931,36.5590291","128.5741862,36.2630696","129.0172489,35.3195876","129.0928996,36.048958"
"129.0179528,35.320108","129.0954104,36.0513658",,"128.255875,36.2571","128.5815118,36.2816161","128.5523207,36.1607842","127.2710357,36.559404","128.5742686,36.2631536","129.0179528,35.320108","129.0954104,36.0513658"
"129.0183175,35.3203766","129.0960658,36.0519909",,"128.2558632,36.2576067","128.5815138,36.2816746","128.551661,36.1611641","127.2710334,36.5594346","128.5746747,36.2636242","129.0183175,35.3203766","129.0960658,36.0519909"
"129.021769,35.3227017","129.096733,36.052595",,"128.2558622,36.2576247","128.5815498,36.2825911","128.5515225,36.1612825","127.2710478,36.5594662","128.575127,36.264216","129.021769,35.3227017","129.096733,36.052595"
"129.0218024,35.3227238","129.0973368,36.0531413",,"128.255875,36.2581412","128.5814872,36.2837826","128.550945,36.1615779","127.2719116,36.5610076","128.5752773,36.2644616","129.0218024,35.3227238","129.0973368,36.0531413"
"129.0224854,35.3231813","129.0982497,36.0538161",,"128.2558864,36.2586325","128.5813617,36.2850161","128.5505452,36.1617761","127.2723175,36.5616881","128.5754499,36.2647873","129.0224854,35.3231813","129.0982497,36.0538161"
"129.0225723,35.3232433","129.0994871,36.0545081",,"128.2559239,36.259175","128.5810864,36.2876618","128.5500959,36.1620162","127.2723621,36.5617162","128.5756809,36.2653217","129.0225723,35.3232433","129.0994871,36.0545081"
"129.0235993,35.3239778","129.1005619,36.0550076",,"128.2560124,36.259691","128.5809907,36.2884776","128.5497025,36.162282","127.2725193,36.5618463","128.5756867,36.2653333","129.0235993,35.3239778","129.1005619,36.0550076"
"129.0252249,35.3251312","129.101474,36.0553164",,"128.2560874,36.2601999","128.5809073,36.2893726","128.5493884,36.1626517","127.2726663,36.5620052","128.5765873,36.2676078","129.0252249,35.3251312","129.101474,36.0553164"
"129.0264614,35.3260081","129.1022614,36.0555493",,"128.2561868,36.2606996","128.5808782,36.289683","128.5491645,36.1630395","127.2728745,36.5622725","128.5766623,36.2678019","129.0264614,35.3260081","129.1022614,36.0555493"
"129.027487,35.326666","129.1027343,36.0556556",,"128.2562874,36.2611993","128.5808501,36.2899853","128.5489972,36.1634981","127.272938,36.5623456","128.578037,36.2713495","129.027487,35.326666","129.1027343,36.0556556"
"129.0284102,35.3272602","129.1030745,36.0557331",,"128.2564124,36.2616998","128.5808366,36.2901387","128.548981,36.1639517","127.2729658,36.5624015","128.5782994,36.2719746","129.0284102,35.3272602","129.1030745,36.0557331"
"129.0284982,35.3273159","129.1036873,36.0558412",,"128.2565496,36.2621912","128.580825,36.2902659","128.5490435,36.1643911","127.2729757,36.5624466","128.5784508,36.2723771","129.0284982,35.3273159","129.1036873,36.0558412"
"129.0295703,35.3279929","129.104462,36.0559408",,"128.2568373,36.2631576","128.5807969,36.2908954","128.5492123,36.1649557","127.2729811,36.5625044","128.5787281,36.273113","129.0295703,35.3279929","129.104462,36.0559408"
"129.0300679,35.3283013","129.1054124,36.0559993",,"128.2571372,36.264133","128.5807749,36.2913995","128.5496242,36.1660808","127.2730035,36.5628821","128.5789869,36.2737994","129.0300679,35.3283013","129.1054124,36.0559993"
"129.030157,35.328356","129.1062119,36.0560075",,"128.2572867,36.2646242","128.5807898,36.2918348","128.5498432,36.1666658","127.2730212,36.562939","128.5801703,36.2769404","129.030157,35.328356","129.1062119,36.0560075"
"129.0308313,35.3287613","129.1081374,36.0559745",,"128.2574372,36.2651083","128.5807991,36.2920998","128.5499759,36.1670289","127.2730734,36.5630608","128.580257,36.2771722","129.0308313,35.3287613","129.1081374,36.0559745"
"129.0312249,35.328979","129.1095624,36.0558995",,"128.2575623,36.2656079","128.5808273,36.292287","128.5499967,36.1672523","127.273099,36.5630915","128.5810498,36.2792745","129.0312249,35.328979","129.1095624,36.0558995"
"129.0315116,35.3291332","129.109862,36.0558909",,"128.2575681,36.2656403","128.5808874,36.2926913","128.5501131,36.1675587","127.2731269,36.5631077","128.581224,36.2798833","129.0315116,35.3291332","129.109862,36.0558909"
"129.032057,35.3294085","129.1124745,36.0557909",,"128.2576495,36.2661077","128.5810497,36.293475","128.5503493,36.1681813","127.2732162,36.5631232","128.5813739,36.2806581","129.032057,35.3294085","129.1124745,36.0557909"
"129.0325624,35.3296644","129.1126908,36.0557835",,"128.2576867,36.2666159","128.5812246,36.2940495","128.5505833,36.1688004","127.2732665,36.5631369","128.5815118,36.2816161","129.0325624,35.3296644","129.1126908,36.0557835"
"129.0329222,35.3298393","129.1162087,36.0556604",,"128.2576801,36.2669774","128.5814303,36.2945903","128.5508991,36.1696325","127.2733569,36.5631713","128.5815138,36.2816746","129.0329222,35.3298393","129.1162087,36.0556604"
"129.0331243,35.3299377","129.1164871,36.0556494",,"128.2576736,36.2673417","128.5816624,36.2951075","128.551362,36.1709915","127.2733992,36.5632083","128.5815498,36.2825911","129.0331243,35.3299377","129.1164871,36.0556494"
"129.0337094,35.3302215","129.1168321,36.0556357",,"128.257649,36.2675537","128.581888,36.2955598","128.5515492,36.171858","127.2734348,36.5632715","128.5814872,36.2837826","129.0337094,35.3302215","129.1168321,36.0556357"
"129.0344393,35.3305936","129.1208791,36.0554405",,"128.2576254,36.2677648","128.5818995,36.2955831","128.5515867,36.172166","127.2734937,36.5633987","128.5813617,36.2850161","129.0344393,35.3305936","129.1208791,36.0554405"
"129.0349158,35.3308373","129.1213141,36.0554319",,"128.2576024,36.2679218","128.5823117,36.2962411","128.551593,36.172303","127.273537,36.5634745","128.5810864,36.2876618","129.0349158,35.3308373","129.1213141,36.0554319"
"129.0350869,35.3309235","129.1220014,36.0554361",,"128.2575243,36.2682496","128.5828747,36.2970077","128.5516188,36.1729014","127.273624,36.5635495","128.5809907,36.2884776","129.0350869,35.3309235","129.1220014,36.0554361"
"129.0354871,35.3311411","129.122752,36.0554413",,"128.2574561,36.2685629","128.5848993,36.2994162","128.551625,36.1730329","127.2739245,36.5639594","128.5809073,36.2893726","129.0354871,35.3311411","129.122752,36.0554413"
"129.0365747,35.3316998","129.1234186,36.0554656",,"128.2573968,36.2687589","128.5852934,36.2998859","128.5515522,36.1739108","127.2739691,36.5640199","128.5808782,36.289683","129.0365747,35.3316998","129.1234186,36.0554656"
"129.0366036,35.3317138","129.1249996,36.0555244",,"128.2572496,36.2691997","128.585735,36.300412","128.551523,36.1742211","127.2739835,36.5640568","128.5808501,36.2899853","129.0366036,35.3317138","129.1249996,36.0555244"
"129.036758,35.331793","129.1250563,36.055529",,"128.2570118,36.2697079","128.5859446,36.300667","128.5513996,36.1747244","127.27398,36.5640956","128.5808366,36.2901387","129.036758,35.331793","129.1250563,36.055529"
"129.0371032,35.3319536","129.1259828,36.0556111",,"128.2569132,36.2698771","128.5862911,36.3010785","128.5513923,36.1747596",,"128.580825,36.2902659","129.0371032,35.3319536","129.1259828,36.0556111"
"129.0377505,35.3322627","129.127945,36.0558531",,"128.2564121,36.2706664","128.5878369,36.3029161","128.5513369,36.1750242",,"128.5807969,36.2908954","129.0377505,35.3322627","129.127945,36.0558531"
"129.0380743,35.3324515","129.129374,36.0560744",,"128.2558969,36.2712692","128.5881693,36.3033531","128.5507446,36.1770497",,"128.5807749,36.2913995","129.0380743,35.3324515","129.129374,36.0560744"
"129.0384367,35.3327075","129.1310423,36.0564393",,"128.2555396,36.2716294","128.5883497,36.3035912","128.5506744,36.1772911",,"128.5807898,36.2918348","129.0384367,35.3327075","129.1310423,36.0564393"
"129.0387371,35.3329408","129.1322494,36.0567249",,"128.2549114,36.2721751","128.5885558,36.3039211","128.5496326,36.1807152",,"128.5807991,36.2920998","129.0387371,35.3329408","129.1322494,36.0567249"
"129.0390097,35.3332213","129.1338835,36.0571984",,"128.2532216,36.273484","128.5886299,36.3040394","128.549574,36.1809077",,"128.5808273,36.292287","129.0390097,35.3332213","129.1338835,36.0571984"
"129.0390624,35.3332747","129.1352864,36.0576661",,"128.2515805,36.274761","128.5886367,36.3040493","128.5494372,36.1815724",,"128.5808874,36.2926913","129.0390624,35.3332747","129.1352864,36.0576661"
"129.039112,35.3333327","129.1376996,36.0586076",,"128.2506002,36.2755199","128.5888522,36.304489","128.5494119,36.1825111",,"128.5810497,36.293475","129.039112,35.3333327","129.1376996,36.0586076"
"129.0393245,35.3335743","129.139524,36.0594833",,"128.250125,36.275888","128.5890273,36.30483","128.5494073,36.1826662",,"128.5812246,36.2940495","129.0393245,35.3335743","129.139524,36.0594833"
"129.0399116,35.3343079","129.1413615,36.060447",,"128.249999,36.2759916","128.5893495,36.3056492","128.5494921,36.1831902",,"128.5814303,36.2945903","129.0399116,35.3343079","129.1413615,36.060447"
"129.039923,35.3343258","129.1414042,36.0604726",,"128.24945,36.2764413","128.589587,36.3065495","128.5495417,36.1834088",,"128.5816624,36.2951075","129.039923,35.3343258","129.1414042,36.0604726"
"129.0400624,35.3345413","129.143094,36.0614861",,"128.2478793,36.2778737","128.5896614,36.3070167","128.5495913,36.1836247",,"128.581888,36.2955598","129.0400624,35.3345413","129.143094,36.0614861"
"129.0401442,35.3346791","129.1436987,36.0618943",,"128.2476497,36.2780825","128.5896706,36.3071131","128.5496529,36.183818",,"128.5818995,36.2955831","129.0401442,35.3346791","129.1436987,36.0618943"
"129.0401744,35.3347653","129.1444638,36.0624328",,"128.2469737,36.2787764","128.5896864,36.3072914","128.5497624,36.1841101",,"128.5823117,36.2962411","129.0401744,35.3347653","129.1444638,36.0624328"
"129.0402741,35.3350327","129.1444942,36.0624558",,"128.246847,36.2789106","128.5897156,36.308025","128.5498874,36.184392",,"128.5828747,36.2970077","129.0402741,35.3350327","129.1444942,36.0624558"
"129.0403518,35.3353545","129.1449174,36.0627809",,"128.2453587,36.280356","128.5896621,36.3089828","128.5499238,36.1844575",,"128.5848993,36.2994162","129.0403518,35.3353545","129.1449174,36.0627809"
"129.0403816,35.3355326","129.1449411,36.0627995",,"128.2447073,36.2809425","128.589162,36.3121075","128.550171,36.1848953",,"128.5852934,36.2998859","129.0403816,35.3355326","129.1449411,36.0627995"
"129.0403866,35.3355659","129.145273,36.0630626",,"128.2441994,36.2813991","128.5889997,36.3129329","128.550277,36.1850846",,"128.585735,36.300412","129.0403866,35.3355659","129.145273,36.0630626"
"129.0403247,35.3360166","129.145343,36.0631185",,"128.2436867,36.2818161","128.5888745,36.313383","128.5504879,36.1853938",,"128.5859446,36.300667","129.0403247,35.3360166","129.145343,36.0631185"
"129.0402245,35.3364164","129.145786,36.0634946",,"128.2430489,36.2823078","128.5885116,36.3142833","128.5507412,36.1857026",,"128.5862911,36.3010785","129.0402245,35.3364164","129.145786,36.0634946"
"129.0399871,35.3370081","129.1459556,36.0636392",,"128.2426365,36.282616","128.5882935,36.3146982","128.5511247,36.1861076",,"128.5878369,36.3029161","129.0399871,35.3370081","129.1459556,36.0636392"
"129.0399494,35.3372827","129.14628,36.0639151",,"128.2418457,36.2831825","128.587625,36.3159664","128.5518497,36.1867665",,"128.5881693,36.3033531","129.0399494,35.3372827","129.14628,36.0639151"
"129.0399374,35.3376408","129.147112,36.064624",,"128.2417993,36.2832162","128.5873874,36.3165076","128.5523619,36.1872326",,"128.5883497,36.3035912","129.0399374,35.3376408","129.147112,36.064624"
"129.0400633,35.3383613","129.14713,36.0646399",,"128.2410246,36.2837159","128.587335,36.3166641","128.5526287,36.1874674",,"128.5885558,36.3039211","129.0400633,35.3383613","129.14713,36.0646399"
"129.0400992,35.3385115","129.1472976,36.0647945",,"128.2405741,36.2840081","128.5872248,36.3169914","128.5529009,36.1877039",,"128.5886299,36.3040394","129.0400992,35.3385115","129.1472976,36.0647945"
"129.0401485,35.3389643","129.1510457,36.0682334",,"128.2396749,36.284533","128.5870501,36.3177295","128.5540015,36.1886679",,"128.5886367,36.3040493","129.0401485,35.3389643","129.1510457,36.0682334"
"129.0403495,35.339408","129.1518421,36.0689355",,"128.2395619,36.2845968","128.5870491,36.3177331","128.5541624,36.188808",,"128.5888522,36.304489","129.0403495,35.339408","129.1518421,36.0689355"
"129.0408491,35.3402825","129.1571188,36.0737666",,"128.2387367,36.285058","128.5869992,36.3184746","128.5550372,36.1896829",,"128.5890273,36.30483","129.0408491,35.3402825","129.1571188,36.0737666"
"129.0411432,35.3407043","129.1637619,36.0797991",,"128.2377747,36.2855409","128.5870286,36.3199483","128.5553994,36.1901575",,"128.5893495,36.3056492","129.0411432,35.3407043","129.1637619,36.0797991"
"129.041176,35.3407526","129.1656281,36.0814562",,"128.2370521,36.2859051","128.5870348,36.320234","128.5558499,36.1909081",,"128.589587,36.3065495","129.041176,35.3407526","129.1656281,36.0814562"
"129.0413436,35.3410002","129.1660242,36.0818077",,"128.2367994,36.2860328","128.5870366,36.3203665","128.5564906,36.1924034",,"128.5896614,36.3070167","129.0413436,35.3410002","129.1660242,36.0818077"
"129.0414351,35.341128","129.1666891,36.0823727",,"128.235262,36.2867915","128.5869493,36.3212165","128.5567995,36.1931246",,"128.5896706,36.3071131","129.0414351,35.341128","129.1666891,36.0823727"
"129.0421268,35.3420874","129.1677968,36.0831821",,"128.2343866,36.2872494","128.5867999,36.3219328","128.5577758,36.1956754",,"128.5896864,36.3072914","129.0421268,35.3420874","129.1677968,36.0831821"
"129.0430987,35.3434355","129.167988,36.0832957",,"128.2332744,36.2878747","128.5860864,36.3239829","128.558005,36.1962576",,"128.5897156,36.308025","129.0430987,35.3434355","129.167988,36.0832957"
"129.0436879,35.3442719","129.1680499,36.0833327",,"128.2329545,36.2880768","128.5852329,36.3263021","128.5590852,36.1989192",,"128.5896621,36.3089828","129.0436879,35.3442719","129.1680499,36.0833327"
"129.0439231,35.3446061","129.1689616,36.0838582",,"128.2327741,36.2881915","128.5848067,36.3274599","128.5592556,36.1993477",,"128.589162,36.3121075","129.0439231,35.3446061","129.1689616,36.0838582"
"129.0452113,35.3464324","129.1695434,36.0841629",,"128.2318867,36.2887991","128.5845995,36.3280243","128.5593109,36.1994834",,"128.5889997,36.3129329","129.0452113,35.3464324","129.1695434,36.0841629"
"129.0453742,35.3466666","129.1700745,36.0844413",,"128.2310634,36.2894767","128.5839832,36.3297815","128.5593615,36.1996082",,"128.5888745,36.313383","129.0453742,35.3466666","129.1700745,36.0844413"
"129.045504,35.3468975","129.1705151,36.0846353",,"128.2306026,36.2898627","128.5837367,36.3304833","128.5595555,36.2000582",,"128.5885116,36.3142833","129.045504,35.3468975","129.1705151,36.0846353"
"129.0457181,35.3472752","129.1716451,36.0851342",,"128.2302372,36.2902075","128.5834749,36.3312916","128.5596497,36.2002809",,"128.5882935,36.3146982","129.0457181,35.3472752","129.1716451,36.0851342"
"129.045905,35.3477859","129.172799,36.0855508",,"128.229725,36.2906911","128.5833139,36.3320558","128.5600123,36.2011828",,"128.587625,36.3159664","129.045905,35.3477859","129.172799,36.0855508"
"129.0459526,35.3479151","129.1735431,36.0857631",,"128.2292495,36.2911746","128.5832888,36.3321723","128.5602944,36.2018943",,"128.5873874,36.3165076","129.0459526,35.3479151","129.1735431,36.0857631"
"129.0460008,35.3480785","129.1748762,36.0860951",,"128.2285874,36.2919494","128.5832424,36.332683","128.5606743,36.2028493",,"128.587335,36.3166641","129.0460008,35.3480785","129.1748762,36.0860951"
