0,1,2,3,4,5,6,7,8,9,10,11,12,13
,,,,,"129.1032375,37.5072534",,,,"128.8703713,36.0409339",,,"128.8703713,36.0409339",
,,,,,"129.1032407,37.5067712",,,,"128.8714471,36.0402418",,,"128.8714471,36.0402418",
,,,,,"129.1032402,37.5067478",,,,"128.8735032,36.0387957",,,"128.8735032,36.0387957",
,,,,,"129.1032418,37.5065576",,,,"128.8749992,36.037758",,,"128.8749992,36.037758",
,,,,,"129.1032833,37.5063263",,,,"128.8753414,36.0375224",,,"128.8753414,36.0375224",
,,,,,"129.1033786,37.5060753",,,,"128.8757845,36.0372171",,,"128.8757845,36.0372171",
,,,,,"129.1034614,37.505875",,,,"128.8773791,36.036108",,,"128.8773791,36.036108",
,,,,,"129.1035875,37.5056895",,,,"128.8781073,36.035602",,,"128.8781073,36.035602",
,,,,,"129.1037977,37.5054108",,,,"128.8806222,36.0338737",,,"128.8806222,36.0338737",
,,,,,"129.1038362,37.5053607",,,,"128.8818461,36.0330302",,,"128.8818461,36.0330302",
,,,,,"129.1042042,37.5050051",,,,"128.8822375,36.0327517",,,"128.8822375,36.0327517",
,,,,,"129.104496,37.5047894",,,,"128.8823427,36.0326765",,,"128.8823427,36.0326765",
,,,,,"129.10482,37.5046002",,,,"128.883325,36.0319783",,,"128.883325,36.0319783",
,,,,,"129.1048926,37.5045578",,,,"128.8835423,36.0317125",,,"128.8835423,36.0317125",
,,,,,"129.1052165,37.5044128",,,,"128.8841092,36.0311912",,,"128.8841092,36.0311912",
,,,,,"129.1054193,37.5043226",,,,"128.8845351,36.0306021",,,"128.8845351,36.0306021",
,,,,,"129.1055988,37.5042507",,,,"128.8847996,36.0301186",,,"128.8847996,36.0301186",
,,,,,"129.1060037,37.5040893",,,,"128.885016,36.0294183",,,"128.885016,36.0294183",
,,,,,"129.1066993,37.5038167",,,,"128.8850786,36.028874",,,"128.8850786,36.028874",
,,,,,"129.1069799,37.5037164",,,,"128.885058,36.0283297",,,"128.885058,36.0283297",
,,,,,"129.1069945,37.5037108",,,,"128.8849556,36.0276142",,,"128.8849556,36.0276142",
,,,,,"129.1070417,37.5036939",,,,"128.8849252,36.0273982",,,"128.8849252,36.0273982",
,,,,,"129.1070742,37.5036827",,,,"128.8849533,36.0267857",,,"128.8849533,36.0267857",
,,,,,"129.1076122,37.5034996",,,,"128.885136,36.0263806",,,"128.885136,36.0263806",
,,,,,"129.1078019,37.5034312",,,,"128.8853155,36.0261108",,,"128.8853155,36.0261108",
,,,,,"129.1083454,37.5032436",,,,"128.8858983,36.0256145",,,"128.8858983,36.0256145",
,,,,,"129.1087573,37.5030902",,,,"128.8862786,36.0253379",,,"128.8862786,36.0253379",
,,,,,"129.1094869,37.5028243",,,,"128.8863509,36.0252857",,,"128.8863509,36.0252857",
,,,,,"129.1098875,37.502616",,,,"128.8864495,36.0252142",,,"128.8864495,36.0252142",
,,,,,"129.1101624,37.5024077",,,,"128.8870708,36.0247626",,,"128.8870708,36.0247626",
,,,,,"129.1103008,37.502267",,,,"128.8871399,36.0247131",,,"128.8871399,36.0247131",
,,,,,"129.1103993,37.5021665",,,,"128.8888168,36.0235127",,,"128.8888168,36.0235127",
,,,,,"129.1105748,37.5019082",,,,"128.8892859,36.0231773",,,"128.8892859,36.0231773",
,,,,,"129.1106752,37.5016878",,,,"128.8893746,36.0231132",,,"128.8893746,36.0231132",
,,,,,"129.1107873,37.5012158",,,,"128.8904421,36.0223472",,,"128.8904421,36.0223472",
,,,,,"129.1107872,37.5",,,,"128.8910492,36.021911",,,"128.8910492,36.021911",
,,,,,"129.1107787,37.4996062",,,,"128.8912827,36.0217433",,,"128.8912827,36.0217433",
,,,,,"129.1107701,37.4992071",,,,"128.8917621,36.0214276",,,"128.8917621,36.0214276",
,,,,,"129.1107623,37.4988954",,,,"128.8919459,36.0213435",,,"128.8919459,36.0213435",
,,,,,"129.1113198,37.498885",,,,"128.8922216,36.0212474",,,"128.8922216,36.0212474",
,,,,,"129.1132127,37.4989025",,,,"128.892446,36.021197",,,"128.892446,36.021197",
,,,,,"129.1135057,37.4989048",,,,"128.8926875,36.0211708",,,"128.8926875,36.0211708",
,,,,,"129.1149562,37.4989183",,,,"128.8929538,36.0211686",,,"128.8929538,36.0211686",
,,,,,"129.1153114,37.4989197",,,,"128.8931895,36.0211947",,,"128.8931895,36.0211947",
,,,,,"129.1153669,37.4989199",,,,"128.8934759,36.0212617",,,"128.8934759,36.0212617",
,,,,,"129.115497,37.4989208",,,,"128.8938169,36.0214065",,,"128.8938169,36.0214065",
,,,,,"129.1157604,37.4989145",,,,"128.8939931,36.0215189",,,"128.8939931,36.0215189",
,,,,,"129.1161189,37.4989078",,,,"128.8942595,36.0217105",,,"128.8942595,36.0217105",
,,,,,"129.116535,37.4988994",,,,"128.8944176,36.0218629",,,"128.8944176,36.0218629",
,,,,,"129.1168365,37.4988754",,,,"128.8945674,36.0221153",,,"128.8945674,36.0221153",
,,,,,"129.117062,37.4988408",,,,"128.8946911,36.0224583",,,"128.8946911,36.0224583",
,,,,,"129.1173193,37.4987616",,,,"128.8949446,36.0232442",,,"128.8949446,36.0232442",
,,,,,"129.1174518,37.4987129",,,,"128.8951364,36.0236124",,,"128.8951364,36.0236124",
,,,,,"129.1183907,37.4982413",,,,"128.8952983,36.0238549",,,"128.8952983,36.0238549",
,,,,,"129.1188439,37.4980161",,,,"128.8954595,36.0240594",,,"128.8954595,36.0240594",
,,,,,"129.1189279,37.4979744",,,,"128.8956013,36.0242363",,,"128.8956013,36.0242363",
,,,,,"129.1191629,37.4978576",,,,"128.8958927,36.0245232",,,"128.8958927,36.0245232",
,,,,,"129.1195273,37.4977066",,,,"128.8970839,36.025427",,,"128.8970839,36.025427",
,,,,,"129.119805,37.497628",,,,"128.8973278,36.0256595",,,"128.8973278,36.0256595",
,,,,,"129.120024,37.497606",,,,"128.8981368,36.0262243",,,"128.8981368,36.0262243",
,,,,,"129.1201847,37.4976101",,,,"128.8998872,36.0272415",,,"128.8998872,36.0272415",
,,,,,"129.1203516,37.4976385",,,,"128.9015461,36.0280407",,,"128.9015461,36.0280407",
,,,,,"129.1205205,37.4977074",,,,"128.9018436,36.028168",,,"128.9018436,36.028168",
,,,,,"129.1206865,37.4977997",,,,"128.90284,36.0285926",,,"128.90284,36.0285926",
,,,,,"129.1213442,37.4983973",,,,"128.9049055,36.0292869",,,"128.9049055,36.0292869",
,,,,,"129.1214423,37.498486",,,,"128.9060934,36.0296192",,,"128.9060934,36.0296192",
,,,,,"129.1215872,37.4985976",,,,"128.9110924,36.0308812",,,"128.9110924,36.0308812",
,,,,,"129.1217705,37.4987032",,,,"128.9119241,36.0310886",,,"128.9119241,36.0310886",
,,,,,"129.122511,37.4991004",,,,"128.9136607,36.0315045",,,"128.9136607,36.0315045",
,,,,,"129.1231119,37.499423",,,,"128.9150656,36.0318657",,,"128.9150656,36.0318657",
,,,,,"129.1231622,37.4994493",,,,"128.915796,36.0320536",,,"128.915796,36.0320536",
,,,,,"129.1237493,37.4998666",,,,"128.9171706,36.0323952",,,"128.9171706,36.0323952",
,,,,,"129.1238744,37.4999992",,,,"128.9174972,36.0324761",,,"128.9174972,36.0324761",
,,,,,"129.1241166,37.5002681",,,,"128.9213793,36.0334497",,,"128.9213793,36.0334497",
,,,,,"129.1242673,37.5004336",,,,"128.9215265,36.0334868",,,"128.9215265,36.0334868",
,,,,,"129.124572,37.500716",,,,"128.9221754,36.0336513",,,"128.9221754,36.0336513",
,,,,,"129.124999,37.5010535",,,,"128.9246371,36.0342603",,,"128.9246371,36.0342603",
,,,,,"129.1253117,37.5013331",,,,"128.9299583,36.0355681",,,"128.9299583,36.0355681",
,,,,,"129.1255259,37.5015609",,,,"128.9321413,36.0361046",,,"128.9321413,36.0361046",
,,,,,"129.1256753,37.5017202",,,,"128.932624,36.0362241",,,"128.932624,36.0362241",
,,,,,"129.1257008,37.5017478",,,,"128.9345163,36.0367064",,,"128.9345163,36.0367064",
,,,,,"129.1259223,37.5019998",,,,"128.9369071,36.037316",,,"128.9369071,36.037316",
,,,,,"129.1260327,37.5021344",,,,"128.937449,36.0374483",,,"128.937449,36.0374483",
,,,,,"129.1261739,37.5023325",,,,"128.9383097,36.037658",,,"128.9383097,36.037658",
,,,,,"129.1262929,37.5024985",,,,"128.9387613,36.0377752",,,"128.9387613,36.0377752",
,,,,,"129.1263442,37.502569",,,,"128.9398544,36.0380667",,,"128.9398544,36.0380667",
,,,,,"129.1265475,37.5030231",,,,"128.9408246,36.0383742",,,"128.9408246,36.0383742",
,,,,,"129.1266004,37.5031693",,,,"128.9412481,36.0385332",,,"128.9412481,36.0385332",
,,,,,"129.1267117,37.5036076",,,,"128.9420366,36.0388582",,,"128.9420366,36.0388582",
,,,,,"129.1267874,37.5041221",,,,"128.9427247,36.0392159",,,"128.9427247,36.0392159",
,,,,,"129.1268114,37.5042912",,,,"128.9427471,36.039231",,,"128.9427471,36.039231",
,,,,,"129.1270178,37.5042631",,,,"128.9430425,36.0394194",,,"128.9430425,36.0394194",
,,,,,"129.127054,37.504259",,,,"128.9439747,36.0400158",,,"128.9439747,36.0400158",
,,,,,"129.127371,37.5042213",,,,"128.944799,36.0407244",,,"128.944799,36.0407244",
,,,,,"129.1274598,37.504193",,,,"128.9461997,36.0420498",,,"128.9461997,36.0420498",
,,,,,"129.1275437,37.5041522",,,,"128.946577,36.0424095",,,"128.946577,36.0424095",
,,,,,"129.1275921,37.5040858",,,,"128.9469498,36.0427665",,,"128.9469498,36.0427665",
,,,,,"129.1276224,37.5040232",,,,"128.9486101,36.0443871",,,"128.9486101,36.0443871",
,,,,,"129.1276426,37.5039616",,,,"128.9490171,36.0447861",,,"128.9490171,36.0447861",
,,,,,"129.1276495,37.5039164",,,,"128.9503577,36.0460987",,,"128.9503577,36.0460987",
,,,,,"129.1276143,37.503597",,,,"128.9509978,36.04674",,,"128.9509978,36.04674",
,,,,,"129.1275949,37.503435",,,,"128.9519494,36.0476661",,,"128.9519494,36.0476661",
,,,,,"129.127535,37.5034358",,,,"128.9529368,36.0485998",,,"128.9529368,36.0485998",
,,,,,"129.1274928,37.5034211",,,,"128.9541747,36.0496332",,,"128.9541747,36.0496332",
,,,,,"129.1274617,37.5033945",,,,"128.9550992,36.0502828",,,"128.9550992,36.0502828",
,,,,,"129.1274415,37.5033524",,,,"128.9563993,36.0510747",,,"128.9563993,36.0510747",
,,,,,"129.127441,37.5033263",,,,"128.9567645,36.0512506",,,"128.9567645,36.0512506",
,,,,,"129.1274518,37.5033027",,,,"128.9576281,36.0516683",,,"128.9576281,36.0516683",
,,,,,"129.1274774,37.5032834",,,,"128.9577569,36.051728",,,"128.9577569,36.051728",
,,,,,"129.1275029,37.5032632",,,,"128.9586828,36.0521531",,,"128.9586828,36.0521531",
,,,,,"129.1275344,37.5032529",,,,"128.9590047,36.0522718",,,"128.9590047,36.0522718",
,,,,,"129.1275649,37.5032489",,,,"128.9599097,36.0525844",,,"128.9599097,36.0525844",
,,,,,"129.1275864,37.5032495",,,,"128.9605492,36.0527632",,,"128.9605492,36.0527632",
,,,,,"129.1276171,37.5032572",,,,"128.9612743,36.0529536",,,"128.9612743,36.0529536",
,,,,,"129.1276468,37.5032694",,,,"128.9623955,36.0531896",,,"128.9623955,36.0531896",
,,,,,"129.1276723,37.5032997",,,,"128.9628309,36.0532619",,,"128.9628309,36.0532619",
,,,,,"129.1276843,37.503331",,,,"128.964132,36.0534398",,,"128.964132,36.0534398",
,,,,,"129.1276839,37.5033635",,,,"128.9646891,36.0534907",,,"128.9646891,36.0534907",
,,,,,"129.1276664,37.5033926",,,,"128.9661739,36.0535744",,,"128.9661739,36.0535744",
,,,,,"129.1277561,37.5035662",,,,"128.9679619,36.0536661",,,"128.9679619,36.0536661",
,,,,,"129.1278052,37.5036367",,,,"128.9801748,36.0541361",,,"128.9801748,36.0541361",
,,,,,"129.1278583,37.5036837",,,,"128.9827756,36.0542356",,,"128.9827756,36.0542356",
,,,,,"129.1279603,37.5037445",,,,"128.9865319,36.0543802",,,"128.9865319,36.0543802",
,,,,,"129.1281112,37.503819",,,,"128.9875396,36.05442",,,"128.9875396,36.05442",
,,,,,"129.1282747,37.5038997",,,,"128.9889172,36.0544714",,,"128.9889172,36.0544714",
,,,,,"129.1288993,37.5042165",,,,"128.9977116,36.0547999",,,"128.9977116,36.0547999",
,,,,,"129.1294151,37.5044734",,,,"128.9982069,36.0548046",,,"128.9982069,36.0548046",
,,,,,"129.1295912,37.5045611",,,,"128.9986721,36.0548105",,,"128.9986721,36.0548105",
,,,,,,,,,"128.9999991,36.0548245",,,"128.9999991,36.0548245",
,,,,,,,,,"129.0030502,36.0547836",,,"129.0030502,36.0547836",
,,,,,,,,,"129.003109,36.054782",,,"129.003109,36.054782",
,,,,,,,,,"129.0040534,36.0547602",,,"129.0040534,36.0547602",
,,,,,,,,,"129.0042187,36.0547554",,,"129.0042187,36.0547554",
,,,,,,,,,"129.004991,36.0547331",,,"129.004991,36.0547331",
,,,,,,,,,"129.005235,36.0547228",,,"129.005235,36.0547228",
,,,,,,,,,"129.0054447,36.0547139",,,"129.0054447,36.0547139",
,,,,,,,,,"129.005489,36.0547115",,,"129.005489,36.0547115",
,,,,,,,,,"129.0056465,36.0547032",,,"129.0056465,36.0547032",
,,,,,,,,,"129.0065371,36.0546569",,,"129.0065371,36.0546569",
,,,,,,,,,"129.0079289,36.0545763",,,"129.0079289,36.0545763",
,,,,,,,,,"129.0099869,36.0544485",,,"129.0099869,36.0544485",
,,,,,,,,,"129.0126374,36.0543556",,,"129.0126374,36.0543556",
,,,,,,,,,"129.0150375,36.0542955",,,"129.0150375,36.0542955",
,,,,,,,,,"129.0202693,36.0541545",,,"129.0202693,36.0541545",
,,,,,,,,,"129.0227949,36.0540935",,,"129.0227949,36.0540935",
,,,,,,,,,"129.0228826,36.0540915",,,"129.0228826,36.0540915",
,,,,,,,,,"129.0260296,36.0540163",,,"129.0260296,36.0540163",
,,,,,,,,,"129.0299095,36.0539507",,,"129.0299095,36.0539507",
,,,,,,,,,"129.0308296,36.0539407",,,"129.0308296,36.0539407",
,,,,,,,,,"129.0322034,36.0539087",,,"129.0322034,36.0539087",
,,,,,,,,,"129.0331344,36.0538869",,,"129.0331344,36.0538869",
,,,,,,,,,"129.0344593,36.0538546",,,"129.0344593,36.0538546",
,,,,,,,,,"129.0350441,36.0538408",,,"129.0350441,36.0538408",
,,,,,,,,,"129.0352837,36.0538333",,,"129.0352837,36.0538333",
,,,,,,,,,"129.0358048,36.0537986",,,"129.0358048,36.0537986",
,,,,,,,,,"129.0364291,36.0537564",,,"129.0364291,36.0537564",
,,,,,,,,,"129.03649,36.0537493",,,"129.03649,36.0537493",
,,,,,,,,,"129.0369806,36.0536898",,,"129.0369806,36.0536898",
,,,,,,,,,"129.0380791,36.053545",,,"129.0380791,36.053545",
,,,,,,,,,"129.039279,36.0533646",,,"129.039279,36.0533646",
,,,,,,,,,"129.0408689,36.0530332",,,"129.0408689,36.0530332",
,,,,,,,,,"129.0413095,36.0529103",,,"129.0413095,36.0529103",
,,,,,,,,,"129.0426509,36.0525307",,,"129.0426509,36.0525307",
,,,,,,,,,"129.0430338,36.0524076",,,"129.0430338,36.0524076",
,,,,,,,,,"129.0440331,36.0520225",,,"129.0440331,36.0520225",
,,,,,,,,,"129.0443863,36.0518611",,,"129.0443863,36.0518611",
,,,,,,,,,"129.0464963,36.0508765",,,"129.0464963,36.0508765",
,,,,,,,,,"129.0465997,36.0508283",,,"129.0465997,36.0508283",
,,,,,,,,,"129.0491618,36.0494664",,,"129.0491618,36.0494664",
,,,,,,,,,"129.0501065,36.048953",,,"129.0501065,36.048953",
,,,,,,,,,"129.0524152,36.047752",,,"129.0524152,36.047752",
,,,,,,,,,"129.0564267,36.0456491",,,"129.0564267,36.0456491",
,,,,,,,,,"129.0571101,36.0452887",,,"129.0571101,36.0452887",
,,,,,,,,,"129.0577407,36.044956",,,"129.0577407,36.044956",
,,,,,,,,,"129.0591098,36.0442485",,,"129.0591098,36.0442485",
,,,,,,,,,"129.059581,36.0440486",,,"129.059581,36.0440486",
,,,,,,,,,"129.0600874,36.0438346",,,"129.0600874,36.0438346",
,,,,,,,,,"129.0607888,36.0435488",,,"129.0607888,36.0435488",
,,,,,,,,,"129.061321,36.0433507",,,"129.061321,36.0433507",
,,,,,,,,,"129.0623105,36.0430358",,,"129.0623105,36.0430358",
,,,,,,,,,"129.0630222,36.0428228",,,"129.0630222,36.0428228",
,,,,,,,,,"129.0642594,36.0424623",,,"129.0642594,36.0424623",
,,,,,,,,,"129.066292,36.0419652",,,"129.066292,36.0419652",
,,,,,,,,,"129.0663671,36.0419471",,,"129.0663671,36.0419471",
,,,,,,,,,"129.0675259,36.0417219",,,"129.0675259,36.0417219",
,,,,,,,,,"129.0694862,36.0415015",,,"129.0694862,36.0415015",
,,,,,,,,,"129.0702085,36.0414272",,,"129.0702085,36.0414272",
,,,,,,,,,"129.0705564,36.0413974",,,"129.0705564,36.0413974",
,,,,,,,,,"129.0711304,36.0413493",,,"129.0711304,36.0413493",
,,,,,,,,,"129.0716229,36.0413311",,,"129.0716229,36.0413311",
,,,,,,,,,"129.0721564,36.0413106",,,"129.0721564,36.0413106",
,,,,,,,,,"129.0734911,36.0413363",,,"129.0734911,36.0413363",
,,,,,,,,,"129.0742874,36.0413592",,,"129.0742874,36.0413592",
,,,,,,,,,"129.0759947,36.0415315",,,"129.0759947,36.0415315",
,,,,,,,,,"129.0772658,36.0416518",,,"129.0772658,36.0416518",
,,,,,,,,,"129.078483,36.0417954",,,"129.078483,36.0417954",
,,,,,,,,,"129.0796592,36.0419944",,,"129.0796592,36.0419944",
,,,,,,,,,"129.0798387,36.0420362",,,"129.0798387,36.0420362",
,,,,,,,,,"129.0807777,36.0422564",,,"129.0807777,36.0422564",
,,,,,,,,,"129.0809217,36.042296",,,"129.0809217,36.042296",
,,,,,,,,,"129.0817923,36.042536",,,"129.0817923,36.042536",
,,,,,,,,,"129.082145,36.0426305",,,"129.082145,36.0426305",
,,,,,,,,,"129.0837047,36.0431391",,,"129.0837047,36.0431391",
,,,,,,,,,"129.084453,36.0434213",,,"129.084453,36.0434213",
,,,,,,,,,"129.0853373,36.0437909",,,"129.0853373,36.0437909",
,,,,,,,,,"129.0862167,36.0441904",,,"129.0862167,36.0441904",
,,,,,,,,,"129.088409,36.0454072",,,"129.088409,36.0454072",
,,,,,,,,,"129.0886315,36.045544",,,"129.0886315,36.045544",
,,,,,,,,,"129.0888002,36.0456499",,,"129.0888002,36.0456499",
,,,,,,,,,"129.0890475,36.0458053",,,"129.0890475,36.0458053",
,,,,,,,,,"129.0905624,36.0468913",,,"129.0905624,36.0468913",
,,,,,,,,,"129.0913556,36.047529",,,"129.0913556,36.047529",
,,,,,,,,,"129.0917726,36.0478957",,,"129.0917726,36.0478957",
,,,,,,,,,"129.0928996,36.048958",,,"129.0928996,36.048958",
,,,,,,,,,"129.0954104,36.0513658",,,"129.0954104,36.0513658",
,,,,,,,,,"129.0960658,36.0519909",,,"129.0960658,36.0519909",
,,,,,,,,,"129.096733,36.052595",,,"129.096733,36.052595",
,,,,,,,,,"129.0973368,36.0531413",,,"129.0973368,36.0531413",
,,,,,,,,,"129.0982497,36.0538161",,,"129.0982497,36.0538161",
,,,,,,,,,"129.0994871,36.0545081",,,"129.0994871,36.0545081",
,,,,,,,,,"129.1005619,36.0550076",,,"129.1005619,36.0550076",
,,,,,,,,,"129.101474,36.0553164",,,"129.101474,36.0553164",
,,,,,,,,,"129.1022614,36.0555493",,,"129.1022614,36.0555493",
,,,,,,,,,"129.1027343,36.0556556",,,"129.1027343,36.0556556",
,,,,,,,,,"129.1030745,36.0557331",,,"129.1030745,36.0557331",
,,,,,,,,,"129.1036873,36.0558412",,,"129.1036873,36.0558412",
,,,,,,,,,"129.104462,36.0559408",,,"129.104462,36.0559408",
,,,,,,,,,"129.1054124,36.0559993",,,"129.1054124,36.0559993",
,,,,,,,,,"129.1062119,36.0560075",,,"129.1062119,36.0560075",
,,,,,,,,,"129.1081374,36.0559745",,,"129.1081374,36.0559745",
,,,,,,,,,"129.1095624,36.0558995",,,"129.1095624,36.0558995",
,,,,,,,,,"129.109862,36.0558909",,,"129.109862,36.0558909",
,,,,,,,,,"129.1124745,36.0557909",,,"129.1124745,36.0557909",
,,,,,,,,,"129.1126908,36.0557835",,,"129.1126908,36.0557835",
,,,,,,,,,"129.1162087,36.0556604",,,"129.1162087,36.0556604",
,,,,,,,,,"129.1164871,36.0556494",,,"129.1164871,36.0556494",
,,,,,,,,,"129.1168321,36.0556357",,,"129.1168321,36.0556357",
,,,,,,,,,"129.1208791,36.0554405",,,"129.1208791,36.0554405",
,,,,,,,,,"129.1213141,36.0554319",,,"129.1213141,36.0554319",
,,,,,,,,,"129.1220014,36.0554361",,,"129.1220014,36.0554361",
,,,,,,,,,"129.122752,36.0554413",,,"129.122752,36.0554413",
,,,,,,,,,"129.1234186,36.0554656",,,"129.1234186,36.0554656",
,,,,,,,,,"129.1249996,36.0555244",,,"129.1249996,36.0555244",
,,,,,,,,,"129.1250563,36.055529",,,"129.1250563,36.055529",
,,,,,,,,,"129.1259828,36.0556111",,,"129.1259828,36.0556111",
,,,,,,,,,"129.127945,36.0558531",,,"129.127945,36.0558531",
,,,,,,,,,"129.129374,36.0560744",,,"129.129374,36.0560744",
,,,,,,,,,"129.1310423,36.0564393",,,"129.1310423,36.0564393",
,,,,,,,,,"129.1322494,36.0567249",,,"129.1322494,36.0567249",
,,,,,,,,,"129.1338835,36.0571984",,,"129.1338835,36.0571984",
,,,,,,,,,"129.1352864,36.0576661",,,"129.1352864,36.0576661",
,,,,,,,,,"129.1376996,36.0586076",,,"129.1376996,36.0586076",
,,,,,,,,,"129.139524,36.0594833",,,"129.139524,36.0594833",
,,,,,,,,,"129.1413615,36.060447",,,"129.1413615,36.060447",
,,,,,,,,,"129.1414042,36.0604726",,,"129.1414042,36.0604726",
,,,,,,,,,"129.143094,36.0614861",,,"129.143094,36.0614861",
,,,,,,,,,"129.1436987,36.0618943",,,"129.1436987,36.0618943",
,,,,,,,,,"129.1444638,36.0624328",,,"129.1444638,36.0624328",
,,,,,,,,,"129.1444942,36.0624558",,,"129.1444942,36.0624558",
,,,,,,,,,"129.1449174,36.0627809",,,"129.1449174,36.0627809",
,,,,,,,,,"129.1449411,36.0627995",,,"129.1449411,36.0627995",
,,,,,,,,,"129.145273,36.0630626",,,"129.145273,36.0630626",
,,,,,,,,,"129.145343,36.0631185",,,"129.145343,36.0631185",
,,,,,,,,,"129.145786,36.0634946",,,"129.145786,36.0634946",
,,,,,,,,,"129.1459556,36.0636392",,,"129.1459556,36.0636392",
,,,,,,,,,"129.14628,36.0639151",,,"129.14628,36.0639151",
,,,,,,,,,"129.147112,36.064624",,,"129.147112,36.064624",
,,,,,,,,,"129.14713,36.0646399",,,"129.14713,36.0646399",
,,,,,,,,,"129.1472976,36.0647945",,,"129.1472976,36.0647945",
,,,,,,,,,"129.1510457,36.0682334",,,"129.1510457,36.0682334",
,,,,,,,,,"129.1518421,36.0689355",,,"129.1518421,36.0689355",
,,,,,,,,,"129.1571188,36.0737666",,,"129.1571188,36.0737666",
,,,,,,,,,"129.1637619,36.0797991",,,"129.1637619,36.0797991",
,,,,,,,,,"129.1656281,36.0814562",,,"129.1656281,36.0814562",
,,,,,,,,,"129.1660242,36.0818077",,,"129.1660242,36.0818077",
,,,,,,,,,"129.1666891,36.0823727",,,"129.1666891,36.0823727",
,,,,,,,,,"129.1677968,36.0831821",,,"129.1677968,36.0831821",
,,,,,,,,,"129.167988,36.0832957",,,"129.167988,36.0832957",
,,,,,,,,,"129.1680499,36.0833327",,,"129.1680499,36.0833327",
,,,,,,,,,"129.1689616,36.0838582",,,"129.1689616,36.0838582",
,,,,,,,,,"129.1695434,36.0841629",,,"129.1695434,36.0841629",
,,,,,,,,,"129.1700745,36.0844413",,,"129.1700745,36.0844413",
,,,,,,,,,"129.1705151,36.0846353",,,"129.1705151,36.0846353",
,,,,,,,,,"129.1716451,36.0851342",,,"129.1716451,36.0851342",
,,,,,,,,,"129.172799,36.0855508",,,"129.172799,36.0855508",
,,,,,,,,,"129.1735431,36.0857631",,,"129.1735431,36.0857631",
,,,,,,,,,"129.1748762,36.0860951",,,"129.1748762,36.0860951",
,,,,,,,,,"129.1755141,36.0862196",,,"129.1755141,36.0862196",
,,,,,,,,,"129.1767388,36.0864116",,,"129.1767388,36.0864116",
,,,,,,,,,"129.1777228,36.086516",,,"129.1777228,36.086516",
,,,,,,,,,"129.1786125,36.0865729",,,"129.1786125,36.0865729",
,,,,,,,,,"129.1788682,36.0865892",,,"129.1788682,36.0865892",
,,,,,,,,,"129.1800201,36.0865947",,,"129.1800201,36.0865947",
,,,,,,,,,"129.1803674,36.0865808",,,"129.1803674,36.0865808",
,,,,,,,,,"129.1812429,36.0865459",,,"129.1812429,36.0865459",
,,,,,,,,,"129.18157,36.0865197",,,"129.18157,36.0865197",
,,,,,,,,,"129.1818549,36.0864968",,,"129.1818549,36.0864968",
,,,,,,,,,"129.1820855,36.0864782",,,"129.1820855,36.0864782",
,,,,,,,,,"129.18306,36.0863437",,,"129.18306,36.0863437",
,,,,,,,,,"129.1840009,36.086198",,,"129.1840009,36.086198",
,,,,,,,,,"129.1863175,36.0857264",,,"129.1863175,36.0857264",
,,,,,,,,,"129.1879068,36.0853642",,,"129.1879068,36.0853642",
,,,,,,,,,"129.1891118,36.0850551",,,"129.1891118,36.0850551",
,,,,,,,,,"129.1901476,36.0847773",,,"129.1901476,36.0847773",
,,,,,,,,,"129.1909101,36.0845493",,,"129.1909101,36.0845493",
,,,,,,,,,"129.1920847,36.0841658",,,"129.1920847,36.0841658",
,,,,,,,,,"129.1932334,36.0837674",,,"129.1932334,36.0837674",
,,,,,,,,,"129.1944246,36.0833331",,,"129.1944246,36.0833331",
,,,,,,,,,"129.1949217,36.0831071",,,"129.1949217,36.0831071",
,,,,,,,,,"129.1957619,36.0827247",,,"129.1957619,36.0827247",
,,,,,,,,,"129.1971022,36.0820972",,,"129.1971022,36.0820972",
,,,,,,,,,"129.1972748,36.0820163",,,"129.1972748,36.0820163",
,,,,,,,,,"129.1975056,36.0819022",,,"129.1975056,36.0819022",
,,,,,,,,,"129.1987187,36.0813027",,,"129.1987187,36.0813027",
,,,,,,,,,"129.1997948,36.0806834",,,"129.1997948,36.0806834",
,,,,,,,,,"129.2006148,36.0801868",,,"129.2006148,36.0801868",
,,,,,,,,,"129.2013205,36.0797495",,,"129.2013205,36.0797495",
,,,,,,,,,"129.2016109,36.0795696",,,"129.2016109,36.0795696",
,,,,,,,,,"129.2025961,36.0789588",,,"129.2025961,36.0789588",
,,,,,,,,,"129.2037957,36.0782503",,,"129.2037957,36.0782503",
,,,,,,,,,"129.2041391,36.078058",,,"129.2041391,36.078058",
,,,,,,,,,"129.2053483,36.0773818",,,"129.2053483,36.0773818",
,,,,,,,,,"129.2059568,36.077072",,,"129.2059568,36.077072",
,,,,,,,,,"129.2067597,36.0766631",,,"129.2067597,36.0766631",
,,,,,,,,,"129.2092564,36.0755033",,,"129.2092564,36.0755033",
,,,,,,,,,"129.2149231,36.0729515",,,"129.2149231,36.0729515",
,,,,,,,,,"129.2167837,36.0721135",,,"129.2167837,36.0721135",
,,,,,,,,,"129.2186066,36.071277",,,"129.2186066,36.071277",
,,,,,,,,,"129.2187638,36.0712053",,,"129.2187638,36.0712053",
,,,,,,,,,"129.2201249,36.0705827",,,"129.2201249,36.0705827",
,,,,,,,,,"129.2213234,36.0700445",,,"129.2213234,36.0700445",
,,,,,,,,,"129.2246123,36.0685666",,,"129.2246123,36.0685666",
