dataset,model_name,epochs,num-folds,SEED,criterion,fold_test_losses,fold_test_r2s,cv_mean_test_loss,cv_mean_test_r2,best_fold,worst_fold
freesolv,KROVEX,300,5,100,MSELoss(),"[1.1764907240867615, 1.8081643283367157, 0.7572197131812572, 1.1380192935466766, 1.021150509203513]","[0.9156010794930765, 0.9010829618491004, 0.942960346821216, 0.9314006668808239, 0.9128643069911725]",1.1802089136709848,0.9207818724070778,3,2
