smiles,FP,xtb_homo_ev,xtb_lumo_ev,xtb_gap_ev,xtb_mol_c6_au,xtb_mol_c8_au,xtb_charge_mean,xtb_charge_std,xtb_charge_min,xtb_charge_max,xtb_charge_range,xtb_charge_abs_mean,xtb_charge_abs_max,xtb_charge_median,xtb_charge_q25,xtb_charge_q75,xtb_radius_gyration,xtb_max_distance,xtb_mean_dist_from_com,xtb_charge_iqr,xtb_charge_skew_proxy,xtb_charge_tail_ratio,xtb_softness_inv_gap,xtb_electronegativity,xtb_geom_compactness_rg_over_maxdist,xtb_geom_com_ratio,xtb_hardness_gap_half,xtb_dispersion_balance_c8_c6,xtb_size_density_proxy,xtb_charge_extreme_balance,xtb_total_energy,xtb_dipole_debye,xtb_inertia_1,xtb_inertia_2
CC(C)(C)C=O,258.15,0.05512491,0.05512491,0.05512491,4265.621282,92261.40084,5.20E-18,0.264370371,-0.49464391,0.33905823,0.83370214,0.250419059,0.49464391,-0.14801056,-0.200129103,0.265844495,1.78007552,5.347415301,1.998105696,0.465973598,0.559860622,1.975264632,18.14061919,-0.05512491,0.33288522,0.373658223,0.027562455,21.6290652,797.697774,0.685459223,-19.85188771,-0.148,113.2352096,183.7657585
C=C(C)CCO,313.25,0.02124151,0.02124151,0.02124151,4014.75392,88266.79543,-6.25E-10,0.234816979,-0.46054776,0.30962601,0.77017377,0.215072804,0.46054776,-0.060035955,-0.20015081,0.22890518,1.826697036,5.632620716,2.036645308,0.42905599,0.255671266,2.141357487,47.07763243,-0.02124151,0.324306771,0.36158041,0.010620755,21.98560539,712.768376,0.672299459,-19.83245273,0.772,71.24835681,274.426375
C=COCCC,247.05,0.0243311,0.0243311,0.0243311,3944.5794,87702.958,6.25E-10,0.252613574,-0.52135653,0.32287777,0.8442343,0.234372478,0.52135653,0.050864995,-0.235935428,0.223026895,1.823577802,5.790177057,1.986853401,0.458962323,-0.201354953,2.224478463,41.09966257,-0.0243311,0.314943357,0.34314208,0.01216555,22.23379202,681.2536752,0.619303205,-19.83317445,-0.769,26.25792104,378.2987546
CC(O)C1CC1,303.75,0.00639964,0.00639964,0.00639964,4197.314658,91783.70679,6.25E-10,0.272958618,-0.49251569,0.31223517,0.80475086,0.264201376,0.49251569,0.01698799,-0.239036145,0.258956985,1.812629419,5.558893102,2.045334484,0.49799313,-0.062236501,1.864167773,156.2587895,-0.00639964,0.326077402,0.367939165,0.00319982,21.86724472,755.063028,0.633959844,-19.83616537,-0.338,89.72264313,176.8407313
C=CCCCO,316.15,0.04418069,0.04418069,0.04418069,4184.543919,91264.91851,-1.25E-09,0.260099857,-0.4913192,0.31805537,0.80937457,0.243840344,0.4913192,-0.09115548,-0.209999575,0.271690275,1.805585218,5.757466801,2.011582164,0.48168985,0.350463394,2.0149217,22.63432282,-0.04418069,0.313607578,0.349386672,0.022090345,21.81000374,726.8029611,0.647349768,-19.82644666,-0.778,67.07048515,299.4741361
CC=CC(C)O,300.95,0.03040575,0.03040575,0.03040575,4080.035372,89949.7768,6.25E-10,0.27789101,-0.58762024,0.32212522,0.90974546,0.261197562,0.58762024,0.015238805,-0.231645,0.264375898,1.726035621,5.356559375,1.98651962,0.496020898,-0.054837342,2.24971564,32.88851615,-0.03040575,0.322228412,0.370857388,0.015202875,22.04632279,761.6895635,0.548186053,-19.83395351,-0.604,65.6599392,292.6448134
CC/C=C\CO,323.75,0.09342714,0.09342714,0.09342714,4179.438965,90892.6645,1.25E-09,0.245924159,-0.45630166,0.3065305,0.76283216,0.231759483,0.45630166,-0.10974216,-0.201503673,0.254843093,1.8456868,5.810245042,2.015730062,0.456346765,0.446243923,1.968858642,10.7035279,-0.09342714,0.31766075,0.346926859,0.04671357,21.74757551,719.3223237,0.671771608,-19.82784586,0.694,59.31224977,319.3943101
CC/C=C/CO,323.75,0.05903583,0.05903583,0.05903583,4268.540496,92781.30403,-6.25E-10,0.26626052,-0.52634624,0.30936164,0.83570788,0.253712347,0.52634624,0.00481935,-0.227361388,0.25866963,1.81874426,4.865793936,1.936631774,0.486031018,-0.018100132,2.074578736,16.93886577,-0.05903583,0.373781603,0.39800941,0.029517915,21.73607211,877.2546787,0.587753111,-19.82934527,0.005,54.9296647,341.050946
C=C(C)C(C)O,302.75,0.06772446,0.06772446,0.06772446,4050.347157,89573.37926,-3.47E-18,0.253832898,-0.4758053,0.27662965,0.75243495,0.243072476,0.4758053,0.01976763,-0.228494705,0.25059702,1.833042378,5.54234394,1.952853887,0.479091725,-0.077876548,1.957462677,14.76571389,-0.06772446,0.330734144,0.352351624,0.03386223,22.11498812,730.8003979,0.581392536,-19.8336067,0.31,105.3540298,170.7715308
CCC(=O)CC,285.95,0.03900629,0.03900629,0.03900629,4143.752547,90955.75324,-6.25E-10,0.271723847,-0.4833807,0.39227653,0.87565723,0.260950794,0.4833807,0.020631415,-0.238874285,0.241115133,1.769644482,5.533782634,2.000822322,0.479989418,-0.07592788,1.852382558,25.63689087,-0.03900629,0.319789301,0.361565037,0.019503145,21.95009287,748.8101397,0.811527084,-19.85841013,0.158,78.78983274,232.9805857
C#CC(C)(C)O,285.95,0.0423178,0.0423178,0.0423178,3323.544616,76959.65647,0,0.238561183,-0.43651225,0.33662524,0.77313749,0.214561391,0.43651225,-0.035010415,-0.196439883,0.22051973,1.977967576,5.55061171,1.993494526,0.416959613,0.146756545,2.034439873,23.63071804,-0.0423178,0.356351278,0.359148618,0.0211589,23.1558969,598.7708724,0.771170202,-18.77143277,0.661,105.1221009,182.2492319
CC=COCC,254.25,0.17954893,0.17954893,0.17954893,3977.304473,87732.31582,1.25E-09,0.249489264,-0.48237119,0.31764054,0.80001173,0.226599614,0.48237119,-0.043393295,-0.225940233,0.260679758,1.992699365,5.838649871,2.002344586,0.48661999,0.173928511,2.128737918,5.569512444,-0.17954893,0.341294547,0.342946508,0.089774465,22.05823477,681.2027713,0.658498158,-19.84101599,-0.157,36.01218344,344.7889108
CC(=O)C(C)C,279,0.14485552,0.14485552,0.14485552,4012.314506,88587.11338,6.25E-10,0.241414792,-0.48393032,0.32263124,0.80656156,0.216493603,0.48393032,-0.03775488,-0.20682192,0.226420085,1.859290981,6.043600485,2.074869121,0.433242005,0.156390089,2.235310018,6.903430397,-0.14485552,0.307646243,0.343316724,0.07242776,22.07880595,663.894729,0.666689452,-19.86046984,-0.31,106.425648,175.6345972
CCC(=O)CC,286,0.03900629,0.03900629,0.03900629,4143.752547,90955.75324,-6.25E-10,0.271723847,-0.4833807,0.39227653,0.87565723,0.260950794,0.4833807,0.020631415,-0.238874285,0.241115133,1.769644482,5.533782634,2.000822322,0.479989418,-0.07592788,1.852382558,25.63689087,-0.03900629,0.319789301,0.361565037,0.019503145,21.95009287,748.8101397,0.811527084,-19.85841013,0.158,78.78983274,232.9805857
CCCCC=O,281,0.20660953,0.20660953,0.20660953,4270.379123,92313.68095,1.25E-09,0.259638517,-0.45430261,0.33981157,0.79411418,0.247546606,0.45430261,-0.14230243,-0.200973817,0.25858818,1.765542211,5.611608838,2.000851983,0.459561997,0.548079048,1.835220514,4.840047794,-0.20660953,0.314623179,0.356555854,0.103304765,21.61720969,760.9901627,0.747985071,-19.84665663,-0.038,52.39508679,339.2873407
C1CNCCN1,322.85,0.01236658,0.01236658,0.01236658,3825.153686,82687.33347,-6.25E-10,0.233518913,-0.39697097,0.23530335,0.63227432,0.218472712,0.39697097,0.06942483,-0.20278473,0.212261575,1.969225579,6.623496896,2.067844121,0.415046305,-0.297298535,1.817027704,80.86310038,-0.01236658,0.297309051,0.312198247,0.00618329,21.61673498,577.5127166,0.592746996,-19.49839344,0.174,107.5188268,113.9079074
C1=CCSC1,296.65,0.08620443,0.08620443,0.08620443,2887.497447,81873.71378,0,0.1732372,-0.17993976,0.23475412,0.41469388,0.159848909,0.23475412,0.01253744,-0.175487705,0.18618905,1.996487037,6.32198331,2.235645478,0.361676755,-0.072371523,1.468600076,11.60033191,-0.08620443,0.315800745,0.353630399,0.043102215,28.35455798,456.7391759,1.30462617,-14.83836403,-0.034,75.91532828,104.0073473
CCC(C)(C)C,225.15,0.01547377,0.01547377,0.01547377,6546.817702,135586.9022,-1.50E-09,0.219134318,-0.25620767,0.27528856,0.53149623,0.214449477,0.27528856,-0.125009515,-0.217812583,0.237031013,1.890234819,6.881730369,2.250233946,0.454843595,0.570469814,1.283698908,64.62549204,-0.01547377,0.27467435,0.326986648,0.007736885,20.71035247,951.3330733,1.074474312,-19.99627837,-0.029,118.0771234,203.0513399
CCC(C)CC,267.15,0.05832779,0.05832779,0.05832779,6525.208897,134999.9153,-4.16E-18,0.219982448,-0.24105404,0.30856904,0.54962308,0.209838449,0.30856904,-0.110538625,-0.217123,0.241166343,1.848753054,6.257330945,2.250007724,0.458289343,0.502488384,1.470507628,17.14448636,-0.05832779,0.295453936,0.359579467,0.029163895,20.68897983,1042.810258,1.280082425,-19.99279781,0.015,77.01220017,271.1312646
CCCC(C)C,241.15,0.03820892,0.03820892,0.03820892,6567.872541,136175.5042,-5.00E-10,0.220407934,-0.24631852,0.28745276,0.53377128,0.215332,0.28745276,-0.11699354,-0.229596758,0.22925638,1.862092902,6.875138168,2.293140564,0.458853138,0.530804575,1.334928201,26.17189913,-0.03820892,0.270844433,0.333541015,0.01910446,20.733579,955.307716,1.166996132,-19.99447387,0.145,76.11315316,292.8299335
CCCC(C)C,250,0.03820892,0.03820892,0.03820892,6567.87254,136175.5042,-5.00E-10,0.220407934,-0.24631852,0.28745276,0.53377128,0.215332,0.28745276,-0.11699354,-0.229596758,0.22925638,1.862092901,6.875138171,2.293140563,0.458853138,0.530804575,1.334928201,26.17189913,-0.03820892,0.270844433,0.333541015,0.01910446,20.733579,955.3077155,1.166996132,-19.99447387,0.145,76.11315316,292.8299335
CCC(C)CC,267,0.0444201,0.0444201,0.0444201,6547.499425,135402.7364,5.00E-10,0.220659694,-0.24192165,0.30380809,0.54572974,0.210513401,0.30380809,-0.10983171,-0.218373995,0.238272923,1.845924185,6.21890903,2.246006541,0.456646917,0.497742513,1.443176963,22.51233113,-0.0444201,0.296824439,0.361157645,0.02221005,20.68006846,1052.837305,1.255811913,-19.99279781,0.203,77.01220017,271.1312646
NC(=O)C1CO1,513.95,0.00402957,0.00402957,0.00402957,1902.054452,44496.70503,-1.82E-09,0.318774218,-0.44016688,0.37658428,0.81675116,0.305146953,0.44016688,-0.16740512,-0.23374948,0.3255128,1.879834125,4.697351412,1.719190035,0.55926228,0.525152628,1.442475096,248.1654369,-0.00402957,0.400190226,0.365991361,0.002014785,23.3940227,404.9206213,0.855548877,-19.99219659,-0.799,70.55188494,166.6928356
CCC(C)=NO,333.15,0.03328134,0.03328134,0.03328134,3355.026719,74021.36382,3.70E-18,0.314164663,-0.61931369,0.33669974,0.95601343,0.294859797,0.61931369,0.20159908,-0.234145975,0.28571652,1.780250468,5.366128847,1.902243606,0.519862495,-0.641698777,2.100366668,30.0468671,-0.03328134,0.331756937,0.354490856,0.01664067,22.06282394,625.2229148,0.543665909,-20.08383107,-0.177,130.059033,149.214774
CCCC=NO,331.15,0.02364786,0.02364786,0.02364786,3389.929786,74049.68193,1.48E-17,0.252914876,-0.4415852,0.33240743,0.77399263,0.235261303,0.4415852,-0.04605488,-0.207782285,0.230906925,1.95516159,5.525315843,1.992204088,0.43868921,0.182096367,1.876998873,42.2871245,-0.02364786,0.353855172,0.360559314,0.01182393,21.84401643,613.5268792,0.752759445,-20.07448604,-0.482,86.50103631,218.2708196
C1COCCN1,308.75,0.03791974,0.03791974,0.03791974,3283.833411,72450.95153,1.85E-18,0.269485425,-0.53283638,0.32722458,0.86006096,0.241515709,0.53283638,0.00533495,-0.20892669,0.248728225,1.889657002,5.270253419,2.049735307,0.457654915,-0.019796803,2.20621831,26.37148883,-0.03791974,0.358551449,0.388925379,0.01895987,22.0629193,623.0883318,0.614118315,-20.1226301,0.313,101.333683,116.4120249
CCCC(N)=O,361.05,0.0627218,0.0627218,0.0627218,3395.461438,74496.10347,-1.85E-18,0.291714186,-0.50734984,0.32804025,0.83539009,0.279660025,0.50734984,0.21416026,-0.23568645,0.26238974,1.773384232,4.28828449,1.827231099,0.49807619,-0.734144139,1.814166467,15.94341999,-0.0627218,0.413541647,0.426098386,0.0313609,21.93990561,791.799482,0.646576039,-20.14663694,0.987,57.87389334,272.823074
CC(C)C(N)=O,360.85,0.06139882,0.06139882,0.06139882,3358.270697,73361.98155,6.67E-10,0.240188861,-0.44203565,0.31278135,0.754817,0.215691734,0.44203565,-0.01932465,-0.18693903,0.22741517,1.953988994,5.165778699,2.023539702,0.4143542,0.080456065,2.049386139,16.28695796,-0.06139882,0.378256427,0.391720168,0.03069941,21.84516621,650.099606,0.707593041,-20.14752965,-0.554,103.9374712,192.5246223
CCNC(C)=O,378.55,0.0160467,0.0160467,0.0160467,3279.992678,72410.60194,-7.40E-18,0.256511803,-0.46534387,0.29511992,0.76046379,0.236434945,0.46534387,0.06376698,-0.21279596,0.243086185,2.019372002,6.935569448,2.086222609,0.455882145,-0.248592771,1.968168747,62.31810902,-0.0160467,0.291161673,0.300800479,0.00802335,22.07645231,472.9233414,0.634197502,-20.14981614,0.173,60.79238751,258.4873859
CCC(=O)NC,378.55,0.02587698,0.02587698,0.02587698,3383.119226,73469.61686,-6.67E-10,0.249852889,-0.45021943,0.32636833,0.77658776,0.228037682,0.45021943,-0.08055963,-0.19102719,0.249150125,1.92986652,5.877927525,2.090633269,0.440177315,0.322428249,1.974320323,38.64438586,-0.02587698,0.328324314,0.355675238,0.01293849,21.71653198,575.5632766,0.724909474,-20.1464409,0.008,55.28840248,243.8312482
C1COCCN1,308,0.0376704,0.0376704,0.0376704,3284.880152,72481.05807,-1.11E-17,0.269473177,-0.53254823,0.32723343,0.85978166,0.241566387,0.53254823,0.00647383,-0.209026025,0.248762205,1.890872339,5.280783642,2.049942142,0.45778823,-0.024024024,2.204562635,26.54604145,-0.0376704,0.358066618,0.388189004,0.0188352,22.06505404,622.0440705,0.614467219,-20.1226301,0.313,101.333683,116.4120249
CCN=C=S,305.35,0.07301899,0.07301899,0.07301899,2348.337637,67565.81662,8.33E-18,0.191103388,-0.25785167,0.2323829,0.49023457,0.188617324,0.25785167,0.00165981,-0.175416525,0.185025563,2.338183318,5.991902888,2.009760789,0.360442087,-0.008685403,1.367062497,13.69506754,-0.07301899,0.390223834,0.335412777,0.036509495,28.77176414,391.9185075,0.90122705,-15.07318133,-0.094,17.76629415,346.5108003
CCSC#N,295.15,0.06873741,0.06873741,0.06873741,2352.817785,67651.56221,2.78E-18,0.189104682,-0.25692079,0.22989381,0.4868146,0.18659087,0.25692079,0.002113975,-0.17176926,0.175821143,2.364955187,6.042021279,2.026086546,0.347590403,-0.011178861,1.376920478,14.5481187,-0.06873741,0.391417885,0.335332574,0.034368705,28.75342181,389.4090531,0.894804231,-15.08852763,0.027,75.23868529,174.5732157
CCC(C)CN,276.45,0.07320897,0.07320897,0.07320897,5372.046765,111856.5396,-5.26E-10,0.203244686,-0.38244375,0.26629764,0.64874139,0.187616647,0.38244375,-0.06438276,-0.201606715,0.206659035,1.954532978,6.26851617,2.238614036,0.40826575,0.316774627,2.038431858,13.65952833,-0.07320897,0.311801537,0.357120246,0.036604485,20.8219594,856.988579,0.696305378,-20.24430181,0.22,105.0070686,222.9539695
CCCCNC,274.85,0.04528549,0.04528549,0.04528549,5406.323746,112533.2205,-1.05E-09,0.214405011,-0.31100999,0.31701387,0.62802386,0.203819612,0.31701387,0.05740749,-0.2335543,0.189557395,2.085311235,5.796457406,2.172890113,0.423111695,-0.267752562,1.555364901,22.08212829,-0.04528549,0.359756156,0.374865191,0.022642745,20.81510946,932.6944662,1.01930446,-20.24719491,0.021,32.78688316,422.855356
CC(C)C(C)N,245.35,0.21524093,0.21524093,0.21524093,5325.478127,111067.5719,2.92E-18,0.205578928,-0.35456658,0.28271441,0.63728099,0.189224745,0.35456658,0.06041517,-0.21845169,0.17142185,2.114848238,6.111024242,2.204605782,0.38987354,-0.293878223,1.873785479,4.64595651,-0.21524093,0.346070995,0.360758802,0.107620465,20.85588734,871.4542629,0.797352108,-20.24822349,-0.176,115.079921,194.6972075
CCC(N)CC,275.35,0.01511888,0.01511888,0.01511888,5510.27906,113773.0522,-5.26E-10,0.204452538,-0.28830233,0.27229994,0.56060227,0.194528038,0.28830233,-0.02525055,-0.20226328,0.19835234,2.134021924,5.961327486,2.222624848,0.40061562,0.123503233,1.482060542,66.14246558,-0.01511888,0.357977636,0.372840589,0.00755944,20.64742112,924.3375864,0.944494413,-20.24786856,0.025,103.0203254,223.3121268
CCN(C)CC,275.35,0.03896845,0.03896845,0.03896845,5511.476952,114127.4139,-1.05E-09,0.221275215,-0.4108111,0.2667471,0.6775582,0.211698289,0.4108111,-0.09476196,-0.21281655,0.22000724,1.927097876,6.771373789,2.252037168,0.43282379,0.428253834,1.940549926,25.66178537,-0.03896845,0.284594816,0.332582019,0.019484225,20.70722874,813.9377804,0.649318142,-20.25103803,0,88.95452115,227.5502989
CC(C)N(C)C,264.15,0.02897728,0.02897728,0.02897728,5458.738791,113417.7397,5.26E-10,0.223776207,-0.37834177,0.27869727,0.65703904,0.214050682,0.37834177,-0.10563036,-0.221836655,0.22122043,1.972351154,6.992886197,2.222936423,0.443057085,0.472035709,1.767533592,34.50979526,-0.02897728,0.282051087,0.3178854,0.01448864,20.77727916,780.6131313,0.73662834,-20.25224574,-0.177,112.8440518,190.5524863
CC(C)CCN,291.45,0.02884942,0.02884942,0.02884942,5422.839769,111978.1998,-5.26E-10,0.192559633,-0.31476597,0.27538222,0.59014819,0.179165513,0.31476597,-0.06657273,-0.19191097,0.196451195,2.107536089,5.616165256,2.244045402,0.388362165,0.345725261,1.756844632,34.66274192,-0.02884942,0.375262478,0.399568976,0.01442471,20.64936539,965.5769589,0.874879263,-20.24606347,-0.021,74.30797766,291.8895338
CCCCCN,277.55,0.03575797,0.03575797,0.03575797,5270.91874,110339.7697,1.10E-18,0.20772984,-0.37393587,0.3305001,0.70443597,0.187974404,0.37393587,-0.04964294,-0.21207942,0.19948566,1.995453033,6.47739024,2.217697568,0.41156508,0.238978377,1.989291423,27.96579336,-0.03575797,0.308064353,0.342375167,0.017878985,20.93368825,813.7411125,0.88384166,-20.24680006,-1.162,34.48945479,432.5242409
CCNC(C)C,289.25,0.03284188,0.03284188,0.03284188,5488.313709,113798.9961,4.38E-18,0.2217119,-0.40586323,0.25513137,0.6609946,0.211875673,0.40586323,-0.08496358,-0.21239108,0.22294802,1.932943852,6.502959124,2.243083209,0.4353391,0.383216147,1.915572585,30.4489268,-0.03284188,0.297240658,0.344932694,0.01642094,20.73478342,843.9717372,0.628614152,-20.25018583,-0.019,74.794903,274.7047786
C=C(Cl)C#N,279.85,0.04188252,0.04188252,0.04188252,1423.999276,41405.10397,1.43E-09,0.237135691,-0.31220609,0.32954292,0.64174901,0.227164279,0.32954292,-0.12953742,-0.17666573,0.23276603,1.568111787,3.470600036,1.727921131,0.40943176,0.546258645,1.450681076,23.87630926,-0.04188252,0.451827284,0.497873887,0.02094126,29.07663274,410.3034811,1.055530083,-14.8363826,,69.97455363,166.1638853
CC(=O)C(=O)O,327.45,0.17362827,0.17362827,0.17362827,1586.22278,37880.9617,1.00E-09,0.347263046,-0.41893271,0.44842274,0.86735545,0.328955089,0.44842274,-0.163265075,-0.315885905,0.37525785,1.62009399,4.09683153,1.577374576,0.691143755,0.470148143,1.363173135,5.759430765,-0.17362827,0.395450479,0.385023051,0.086814135,23.88123672,387.1828188,1.070393238,-20.63675423,1.321,89.22140766,148.0870046
NC(=O)C(N)=O,385.85,0.00515478,0.00515478,0.00515478,1562.999539,35398.28917,-5.55E-18,0.292131978,-0.34989416,0.3762302,0.72612436,0.27879734,0.3762302,-0.1350746,-0.247417998,0.33373602,2.05603128,5.209271953,1.802100966,0.581154018,0.462375262,1.349475572,193.9947,-0.00515478,0.394686877,0.345941042,0.00257739,22.6476645,300.0418395,1.07526859,-20.29838743,0.001,88.87652896,141.615477
ON=CC=NO,329.35,0.02751493,0.02751493,0.02751493,1558.337963,35291.91564,1.00E-09,0.292200496,-0.3547122,0.36841604,0.72312824,0.279012233,0.36841604,-0.12762106,-0.249521903,0.337844473,2.111567149,5.363937024,1.867414253,0.587366375,0.436758536,1.320429703,36.34390493,-0.02751493,0.393659944,0.348142464,0.013757465,22.64715131,290.5213011,1.038633687,-20.15796305,,15.59377808,383.7651077
CC(C)C(=O)O,331.35,0.04248644,0.04248644,0.04248644,2897.752051,65041.71076,-7.14E-10,0.306732218,-0.516272,0.36499275,0.88126475,0.290764306,0.516272,0.04182385,-0.226711818,0.287546018,1.792937916,4.792467666,1.803635493,0.514257835,-0.136352976,1.775568695,23.53692143,-0.04248644,0.374115809,0.376347973,0.02124322,22.44557492,604.6471782,0.70697762,-20.78723863,0.185,100.9786465,166.2518393
CC(O)CC=O,331.85,0.02716154,0.02716154,0.02716154,2993.056915,66406.88229,0,0.315475751,-0.49660471,0.42556015,0.92216486,0.29901429,0.49660471,-0.004088955,-0.222059973,0.30051383,1.721834696,4.462633084,1.818395521,0.522573803,0.012961234,1.660805943,36.8167637,-0.02716154,0.385833803,0.407471438,0.01358077,22.18697612,670.6930323,0.856939416,-20.74246264,0.517,83.90857575,220.7075415
CCCC(=O)O,342.15,0.04658264,0.04658264,0.04658264,2839.010089,63836.28847,7.14E-10,0.303443376,-0.53077846,0.38032209,0.91110055,0.268705335,0.53077846,-0.003010375,-0.193498513,0.309180405,1.83853487,5.244202806,1.954604863,0.502678917,0.009920717,1.975317907,21.4672247,-0.04658264,0.350584243,0.372717253,0.02329132,22.48540388,541.3616128,0.716536406,-20.78641451,-0.29,74.06746285,227.5355753
CCOC(C)=O,269.15,0.06227355,0.06227355,0.06227355,3021.987239,66817.38095,7.14E-10,0.317604085,-0.53937837,0.39039052,0.92976889,0.291736331,0.53937837,-0.115587845,-0.201518388,0.327868903,1.726498859,5.2992146,1.874638632,0.52938729,0.363936899,1.848855673,16.058182,-0.06227355,0.325802782,0.353757825,0.031136775,22.11041135,570.2707792,0.723778597,-20.78454255,-0.787,60.10690709,242.7250827
OC1CCOC1,354.25,0.0309187,0.0309187,0.0309187,2895.792518,64634.67964,7.14E-10,0.299825385,-0.51018283,0.38129083,0.89147366,0.267612068,0.51018283,-0.048110105,-0.204058548,0.319745885,1.84760698,6.043483313,1.951196214,0.523804433,0.160460415,1.906426844,32.34288634,-0.0309187,0.305718885,0.322859535,0.01545935,22.32020396,479.1595125,0.747361157,-20.76717796,0.731,73.29165923,158.6805401
C=CC(O)CO,362.45,0.08813235,0.08813235,0.08813235,2929.050958,65446.9149,1.43E-09,0.292606139,-0.46127249,0.40940616,0.87067865,0.267385619,0.46127249,-0.0545405,-0.212943663,0.296278118,1.873065385,6.703725354,1.961415623,0.50922178,0.186395616,1.725120792,11.34657138,-0.08813235,0.279406641,0.292585916,0.044066175,22.34406838,436.9288423,0.887558155,-20.72143924,-0.278,71.85877285,238.9714813
CC1OCCO1,271.15,0.26825192,0.26825192,0.26825192,2875.782202,64814.21548,-7.14E-10,0.311825779,-0.52070867,0.39241378,0.91312245,0.291893631,0.52070867,0.04471526,-0.238381185,0.28131724,1.731231394,4.812615127,1.786821263,0.519698425,-0.143398217,1.783898706,3.727839115,-0.26825192,0.359727788,0.371278653,0.13412596,22.53794304,597.5508379,0.753614838,-20.77236547,0.351,78.49432519,140.7350904
CC(=O)C(C)O,322.85,0.04114906,0.04114906,0.04114906,2910.312159,65121.23712,-3.97E-18,0.302851609,-0.4849614,0.44922339,0.93418479,0.28311758,0.4849614,0.016923855,-0.21850892,0.281792533,1.69168252,5.000957812,1.850612354,0.500301453,-0.055881674,1.712932839,24.30189171,-0.04114906,0.338271704,0.370051583,0.02057453,22.3760317,581.9509519,0.926307516,-20.75153278,-0.349,106.2909169,191.6428498
C=COCCO,323.15,0.16854558,0.16854558,0.16854558,2823.226255,63968.57791,1.59E-17,0.305335516,-0.535748,0.38513791,0.92088591,0.27641355,0.535748,0.055735915,-0.220135838,0.28802778,1.894959434,4.937026704,1.880853895,0.508163617,-0.182539901,1.938211784,5.933113167,-0.16854558,0.383826045,0.380968953,0.08427279,22.65797075,571.8474751,0.718878857,-20.72599579,-0.508,45.04215408,308.8612069
COCC1CO1,281.25,0.29028199,0.29028199,0.29028199,2712.984065,62743.10063,-7.14E-10,0.343994421,-0.62905047,0.37573068,1.00478115,0.322452586,0.62905047,0.219648305,-0.261611978,0.28161005,1.664735752,3.853546118,1.675322606,0.543222027,-0.638522872,1.950830902,3.444926087,-0.29028199,0.432000994,0.434748295,0.145140995,23.12696983,704.0227318,0.597298147,-20.72861101,0.655,41.85327994,286.5721524
CCC(=O)CO,333.15,0.29621834,0.29621834,0.29621834,2786.913131,63201.03914,-3.97E-18,0.271458198,-0.4133777,0.33723636,0.75061406,0.253807929,0.4133777,0.09792843,-0.233296128,0.209796035,1.78555745,4.541537765,1.853538722,0.443092163,-0.360749577,1.628702863,3.375888205,-0.29621834,0.393161423,0.408130201,0.14810917,22.67779302,613.6496657,0.815806852,-20.75195019,-0.259,76.60042218,227.6076607
OC/C=C\CO,401.15,0.09981794,0.09981794,0.09981794,2831.197083,63508.24433,-7.14E-10,0.300687643,-0.50685473,0.3797071,0.88656183,0.269158248,0.50685473,-0.01804334,-0.210037963,0.275880113,1.834138536,5.02797661,1.863718686,0.485918075,0.06000692,1.883110527,10.01823921,-0.09981794,0.364786609,0.370669721,0.04990897,22.43158723,563.0887537,0.749143842,-20.71757511,0.314,65.76117178,302.8168003
C1COCCO1,285.35,0.37717642,0.37717642,0.37717642,2743.760563,62776.48563,7.14E-10,0.29435001,-0.50436833,0.27290308,0.77727141,0.278670399,0.50436833,0.214788975,-0.235490495,0.258336847,1.915852635,4.634405626,1.917323391,0.493827342,-0.729706019,1.809909956,2.651279208,-0.37717642,0.413397702,0.413715058,0.18858821,22.87972445,592.0415226,0.541078937,-20.76568872,0.203,100.6905968,109.1562425
CCC(=O)OC,271.15,0.04996083,0.04996083,0.04996083,2828.736292,64095.52189,-7.14E-10,0.308296546,-0.55151225,0.39904081,0.95055306,0.283266882,0.55151225,0.077326245,-0.21179448,0.268561863,1.837010143,5.327567895,1.851866538,0.480356343,-0.250817749,1.946970454,20.01568028,-0.04996083,0.34481215,0.347600739,0.024980415,22.65871233,530.9620351,0.723539341,-20.78071406,-0.048,77.14347408,207.5031244
CC(C)C(=O)O,329,0.04248644,0.04248644,0.04248644,2897.752051,65041.71076,-7.14E-10,0.306732218,-0.516272,0.36499275,0.88126475,0.290764306,0.516272,0.04182385,-0.226711818,0.287546018,1.792937916,4.792467666,1.803635493,0.514257835,-0.136352976,1.775568695,23.53692143,-0.04248644,0.374115809,0.376347973,0.02124322,22.44557492,604.6471782,0.70697762,-20.78723863,0.185,100.9786465,166.2518393
CNC(=O)NC,397.45,0.040087,0.040087,0.040087,2666.603029,58911.24023,-7.14E-10,0.304081971,-0.50321187,0.33943011,0.84264198,0.287044251,0.50321187,0.16239504,-0.249082012,0.247492373,2.083371588,5.607539797,1.918160043,0.496574385,-0.534050211,1.753081167,24.94574301,-0.040087,0.371530415,0.342068021,0.0200435,22.0922423,475.5388505,0.674527232,-20.42417015,-0.017,52.39973935,229.1204067
CCCCCO,322.05,0.05837719,0.05837719,0.05837719,4991.394928,104039.5905,1.11E-09,0.243666733,-0.45889444,0.35411137,0.81300581,0.227374779,0.45889444,-0.077167465,-0.214806275,0.245825927,1.811799525,5.454031915,2.127167494,0.460632202,0.316692662,2.018229296,17.12997834,-0.05837719,0.332194522,0.390017427,0.029188595,20.84379056,915.1752329,0.771661932,-20.88601356,0.24,33.08685554,435.4116146
