smiles,FP,xtb_homo_ev,xtb_lumo_ev,xtb_gap_ev,xtb_mol_c6_au,xtb_mol_c8_au,xtb_charge_mean,xtb_charge_std,xtb_charge_min,xtb_charge_max,xtb_charge_range,xtb_charge_abs_mean,xtb_charge_abs_max,xtb_charge_median,xtb_charge_q25,xtb_charge_q75,xtb_radius_gyration,xtb_max_distance,xtb_mean_dist_from_com,xtb_charge_iqr,xtb_charge_skew_proxy,xtb_charge_tail_ratio,xtb_softness_inv_gap,xtb_electronegativity,xtb_geom_compactness_rg_over_maxdist,xtb_geom_com_ratio,xtb_hardness_gap_half,xtb_dispersion_balance_c8_c6,xtb_size_density_proxy,xtb_charge_extreme_balance,xtb_total_energy,xtb_dipole_debye,xtb_inertia_1,xtb_inertia_2
"	c1(C)ccc(N)cc1",360,0.00917725,0.00917725,0.00917725,5559.693686,134741.2041,-5.88E-10,0.23557892,-0.34296397,0.29383167,0.63679564,0.229793275,0.34296397,-0.10530951,-0.21192072,0.25209704,2.138991905,5.665743851,2.148852099,0.46401776,0.447024332,1.492489153,108.9651039,-0.00917725,0.377530641,0.379270958,0.004588625,24.23536471,981.2822169,0.856742095,-22.48459781,0.469,92.94870333,345.2758594
"	CCCCNCCCC",315,0.00759293,0.00759293,0.00759293,12215.67061,257723.9715,9.91E-19,0.215374115,-0.3819228,0.29229468,0.67421748,0.202165196,0.3819228,0.01267132,-0.225365343,0.20970757,2.344282896,7.019065323,2.545981907,0.435072913,-0.058833997,1.889161966,131.7014644,-0.00759293,0.333987901,0.36272378,0.003796465,21.09781606,1740.355738,0.765323987,-29.74086949,-0.418,91.06982757,1120.083761
"	c1(cccn2)c2cccc1",374,0.05317833,0.05317833,0.05317833,6830.486073,177737.4272,5.88E-10,0.228127094,-0.31018782,0.32960461,0.63979243,0.220238389,0.32960461,-0.15919404,-0.17753037,0.25096291,2.296664738,6.426439489,2.250892898,0.42849328,0.697830486,1.496581099,18.8046522,-0.05317833,0.357377478,0.350255052,0.026589165,26.02119751,1062.872542,1.062596881,-25.74070095,0.272,156.6870354,397.868839
"	C1CCCN1©",259,0.00908644,0.00908644,0.00908644,3076.161109,66460.14267,-3.97E-18,0.223055576,-0.34723797,0.26525665,0.61249462,0.213458394,0.34723797,-0.014676565,-0.21730455,0.231132323,1.862338814,5.632500494,2.046949247,0.448436872,0.065797795,1.626724361,110.0541026,-0.00908644,0.330641571,0.3634175,0.00454322,21.6048966,546.1448449,0.763904506,-16.06819718,-0.134,72.24077292,73.38452688
"	S1CCCC1",291,0.03140821,0.03140821,0.03140821,3525.495504,93808.08397,7.69E-10,0.1990259,-0.24789951,0.25473936,0.50263887,0.183377736,0.25473936,-0.03243459,-0.19908183,0.24222262,2.135833384,5.711187552,2.256094875,0.44130445,0.162966683,1.38915097,31.83880902,-0.03140821,0.373973603,0.39503078,0.015704105,26.60848209,617.2963979,1.02759122,-15.89157773,0.064,83.85097595,112.5516171
"	[S]",480,5.60E-07,5.60E-07,5.60E-07,134.607426,6594.579309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1785711.097,-5.60E-07,0,0,2.80E-07,48.99119985,1.35E+14,0,-3.148271017,0,0,0
"	Cl[SiH2]Cl",236,1.70578461,1.70578461,1.70578461,1594.717111,70864.23483,2.00E-09,0.31609149,-0.2626009,0.59909953,0.86170043,0.23963981,0.59909953,-0.03694906,-0.2626009,-0.03694866,1.786516437,4.472920926,2.161408816,0.22565224,0.116893568,2.500000021,0.586240487,-1.70578461,0.399407114,0.483220887,0.852892305,44.43686867,356.5270072,2.281406994,-11.94092739,-0.001,39.24702822,191.8115719
"	Cl[SiH](Cl)Cl",259.15,1.51633212,1.51633212,1.51633212,2138.846567,100044.3687,-1.72E-17,0.323436619,-0.20925203,0.62585412,0.83510615,0.251102436,0.62585412,-0.20925203,-0.20925203,0.00190197,2.025301127,4.230944318,2.149237134,0.211154,0.64696456,2.492425522,0.659486129,-1.51633212,0.478687729,0.507980482,0.75816606,46.77491611,505.5246314,2.990910626,-16.01888809,0.003,207.6335081,207.6341912
"	OC(=O)CCC(=O)O",479.15,0.1473605,0.1473605,0.1473605,2984.321485,70739.26737,1.98E-17,0.370065218,-0.52062218,0.48351513,1.00413731,0.3499793,0.52062218,-0.170456415,-0.318950363,0.396359278,1.945148751,4.330563827,1.901763689,0.71530964,0.460611824,1.487579923,6.786079037,-0.1473605,0.449167552,0.439149211,0.07368025,23.70363505,689.1300081,0.928725568,-27.90531947,0.232,96.89591445,565.025536
"	OC(=O)CCCC(=O)O",461,0.06271319,0.06271319,0.06271319,4340.98637,102557.2981,5.88E-10,0.352122609,-0.48792736,0.44943929,0.93736665,0.335894198,0.48792736,-0.18687335,-0.2115079,0.33193643,1.996941625,4.612366796,1.942200504,0.54344433,0.530705345,1.452622173,15.94560889,-0.06271319,0.432953777,0.42108544,0.031356595,23.62534442,941.162436,0.921119263,-31.07174176,-0.755,151.9695746,613.4069989
c1(C(=O)OCC)c(C(=O)OCC)cccc1,423.15,0.11385747,0.11385747,0.11385747,15850.18558,389976.4632,-6.67E-10,0.320441309,-0.5354475,0.464382,0.9998295,0.298266974,0.5354475,-0.15425904,-0.218424553,0.335424018,2.441919924,8.077717319,2.447851849,0.55384857,0.48139561,1.795195401,8.782910774,-0.11385747,0.302303216,0.303037573,0.056928735,24.60390519,1962.210975,0.867278305,-49.11087291,-0.399,805.9859676,1205.210167
c1(C(=O)OCCCC)c(C(=O)OCCCC)cccc1,452,0.09083768,0.09083768,0.09083768,29073.4899,701187.3902,7.14E-10,0.304832525,-0.56153226,0.46230123,1.02383349,0.285385757,0.56153226,0.02297272,-0.244535728,0.27583668,2.769545722,7.390059406,2.750666726,0.520372408,-0.075361772,1.967625382,11.00864751,-0.09083768,0.374766368,0.372211721,0.04541884,24.11775789,3934.134802,0.823285255,-61.76851608,0.117,1263.295242,2799.125677
c1(C(=O)OC)c(C(=O)OC)cccc1,419,0.05086849,0.05086849,0.05086849,10050.04976,251084.8765,8.33E-10,0.329559719,-0.56204637,0.45952769,1.02157406,0.300212028,0.56204637,-0.13641626,-0.182658063,0.353668183,2.494226185,6.738044264,2.392739219,0.536326245,0.413934875,1.872164732,19.65853518,-0.05086849,0.370170644,0.35510886,0.025434245,24.9834461,1491.538103,0.81759747,-42.77571434,0.331,647.3337133,692.3851448
c1ccccc1Cc2ccccc2,400,0.2020591,0.2020591,0.2020591,13152.51083,338572.5434,1.20E-09,0.227288723,-0.23776505,0.27453575,0.5123008,0.225602511,0.27453575,-0.18293085,-0.21730736,0.23061717,2.327422671,5.756321946,2.341068373,0.44792453,0.8048391,1.216900242,4.949047086,-0.2020591,0.404324618,0.406695177,0.10102955,25.74204635,2284.881032,1.154651409,-33.9270112,0.554,253.9686338,1189.336812
c1ccccc1CCc2ccccc2,398.15,0.10816186,0.10816186,0.10816186,16163.50313,408442.012,-9.91E-18,0.230056081,-0.22597989,0.34580908,0.57178897,0.218452372,0.34580908,-0.10792379,-0.220007898,0.231121213,2.479335012,6.37825097,2.498952795,0.45112911,0.469119484,1.582995307,9.245403139,-0.10816186,0.388717067,0.391792798,0.05408093,25.26939913,2534.159161,1.530264839,-37.09243285,0.215,365.4293671,1199.154864
c1ccccc1(CO),366.15,0.32407146,0.32407146,0.32407146,4844.103926,121173.2493,6.25E-10,0.277186004,-0.55483343,0.34677614,0.90160957,0.263003594,0.55483343,-0.000327015,-0.224037155,0.24772143,1.990254446,4.93231267,1.964999426,0.471758585,0.00117977,2.109603982,3.085739176,-0.32407146,0.403513439,0.398393118,0.16203573,25.01458498,982.1161492,0.625009456,-23.10145475,0.005,102.9979747,344.6905643
"	c1(C)ccc(N)cc1",360,0.01145421,0.01145421,0.01145421,5433.16989,132514.2989,5.88E-10,0.228421718,-0.36181275,0.29785507,0.65966782,0.218572369,0.36181275,0.07230517,-0.21909793,0.21073623,2.204072434,5.885684073,2.154471465,0.42983416,-0.316542447,1.65534533,87.30414406,-0.01145421,0.374480249,0.366052856,0.005727105,24.38986845,923.1161276,0.823229889,-22.48459781,0.467,92.94870333,345.2758594
"	CCC(CC)CC",264,0.02894738,0.02894738,0.02894738,8684.468216,180938.0801,-1.21E-18,0.20728238,-0.23190644,0.2655605,0.49746694,0.201406154,0.2655605,-0.10455035,-0.21499654,0.21706468,2.048440104,6.940817109,2.383495028,0.43206122,0.504386094,1.318532204,34.54544073,-0.02894738,0.295129532,0.343402656,0.01447369,20.83467584,1251.216979,1.145119126,-23.1548109,-0.122,158.8029106,290.4548922
"	CC(C)(C)CCC",253,0.02587743,0.02587743,0.02587743,8775.288693,181877.9948,1.81E-18,0.211657594,-0.22717312,0.27419912,0.50137224,0.204996036,0.27419912,-0.10549985,-0.21104039,0.24196153,2.069165506,6.448599897,2.335672953,0.45300192,0.498445852,1.337582549,38.64371384,-0.02587743,0.320870505,0.36219846,0.012938715,20.72615513,1360.805265,1.207005125,-23.15636931,-0.232,136.1736089,305.3205255
"	CCC(C)(C)CC",257,0.06152196,0.06152196,0.06152196,8493.487838,177685.1263,1.81E-18,0.209234438,-0.24182671,0.29361821,0.53544492,0.196421439,0.29361821,-0.08922743,-0.211692615,0.242281295,2.037560776,7.017043443,2.447131726,0.45397391,0.426447152,1.494837892,16.25435861,-0.06152196,0.290373117,0.348741139,0.03076098,20.92016021,1210.40833,1.214167823,-23.15466388,-0.128,207.8831845,211.225866
"	CCC(CC)CCC",278,0.03346283,0.03346283,0.03346283,11069.87051,231603.3693,7.69E-10,0.206115059,-0.23577645,0.29766128,0.53343773,0.195496625,0.29766128,-0.0980478,-0.209437935,0.23174752,2.133655388,6.914569586,2.502932731,0.441185455,0.475694505,1.52259038,29.88390402,-0.03346283,0.308573854,0.361979542,0.016731415,20.92195832,1600.948601,1.262472482,-26.3157144,0.436,260.9161831,334.7756153
CC(C)(C)CCCC,272,0.03175008,0.03175008,0.03175008,11112.0861,232730.1151,-7.69E-10,0.213632568,-0.25805509,0.28939205,0.54744714,0.207119585,0.28939205,-0.06658889,-0.215472903,0.225273208,2.138896098,7.04533928,2.43311022,0.44074611,0.311698211,1.397222042,31.49598363,-0.03175008,0.303590219,0.345350326,0.01587504,20.94387256,1577.225121,1.121435156,-26.32403496,0.134,148.7267375,527.1908702
"	CC(C)C(C)CCC",280.15,0.08712506,0.08712506,0.08712506,11119.61324,232713.0196,3.85E-10,0.212947852,-0.25110179,0.35178957,0.60289136,0.201399953,0.35178957,-0.06995464,-0.215470493,0.227879318,2.140576567,7.018864272,2.450769845,0.44334981,0.328505968,1.746721208,11.47775393,-0.08712506,0.304974777,0.349169004,0.04356253,20.92815772,1584.246796,1.40098392,-26.31973061,0.248,149.41954,506.6569989
"	CC(C)CC(C)CC",276.15,0.02175172,0.02175172,0.02175172,11076.95767,231907.5065,3.85E-10,0.213785729,-0.243152,0.2870439,0.5301959,0.205254407,0.2870439,-0.102169635,-0.21773179,0.231118463,2.136876816,7.030981036,2.495076852,0.448850252,0.477906716,1.398478619,45.9733759,-0.02175172,0.303922995,0.354868949,0.01087586,20.93602896,1575.4498,1.18051219,-26.32125782,-0.107,190.6567088,436.8260088
"	CC(C)CCC(C)C",275.15,0.05642164,0.05642164,0.05642164,10730.87056,227170.9915,7.69E-10,0.203507912,-0.27043782,0.27814638,0.5485842,0.189097505,0.27814638,-0.0445882,-0.217773025,0.21257714,2.204241962,6.574275215,2.427134316,0.430350165,0.219098119,1.470915121,17.72369609,-0.05642164,0.335282885,0.3691866,0.02821082,21.16985664,1632.251497,1.028504001,-26.32403934,0.297,130.3487396,587.9126773
"	CCC(C)(C)CCC",275,0.11096793,0.11096793,0.11096793,11147.61486,233022.0309,-2.14E-18,0.207879393,-0.24767866,0.28336857,0.53104723,0.197405782,0.28336857,-0.073784325,-0.215192887,0.221227022,2.126242457,6.653231184,2.426577572,0.43641991,0.35493814,1.435462365,9.011612634,-0.11096793,0.319580426,0.364721668,0.055483965,20.90330837,1675.518939,1.144097638,-26.31920707,0.082,215.6558247,380.3485062
"	CCC(C)C(C)CC",280.65,0.06367757,0.06367757,0.06367757,10629.26154,220158.9161,-3.85E-10,0.206234844,-0.23339974,0.26478406,0.4981838,0.19821148,0.26478406,-0.091580605,-0.20793916,0.229477905,2.074757577,6.2142423,2.420035194,0.437417065,0.444059806,1.335866422,15.70411685,-0.06367757,0.333871368,0.389433671,0.031838785,20.71253165,1710.46783,1.13446596,-26.31975219,-0.355,167.3698001,466.5823827
"	CC(C)C(CC)CC",278,0.11242569,0.11242569,0.11242569,10902.8742,229591.4579,7.69E-10,0.210830406,-0.24988387,0.2827157,0.53259957,0.203742047,0.2827157,-0.09558423,-0.228691315,0.204998123,2.179673301,7.239738234,2.470460608,0.433689438,0.453370234,1.387615881,8.894764177,-0.11242569,0.301070734,0.341236178,0.056212845,21.0578838,1505.976299,1.131388353,-26.31401434,0.051,256.8397564,309.0607198
"	CC(C)C(C)(C)CC",275.65,0.02212942,0.02212942,0.02212942,11327.58875,234208.3987,-3.85E-10,0.241770908,-0.27540613,0.29305373,0.56845986,0.238110883,0.29305373,-0.151179265,-0.244648443,0.260847405,2.094643164,7.284587009,2.476922533,0.505495848,0.625299651,1.230744793,45.18871258,-0.02212942,0.287544532,0.340022369,0.01106471,20.67592705,1555.007681,1.064078458,-26.31655269,-0.343,260.1478823,293.712901
"	CC(C)C(C)C(C)C",277.15,0.10374917,0.10374917,0.10374917,11035.5888,225887.2086,3.85E-10,0.228832854,-0.26110195,0.30345912,0.56456107,0.223030614,0.30345912,-0.15054307,-0.216299958,0.245021825,2.035317034,6.630378988,2.423164627,0.461321783,0.657873498,1.360616438,9.638631326,-0.10374917,0.306968431,0.36546397,0.051874585,20.46897657,1664.397891,1.162224641,-26.31615475,0.2,209.5426558,341.8527268
"	CC(C)(C)C(C)(C)CC",294.65,0.09940418,0.09940418,0.09940418,13549.61753,283804.5255,3.45E-10,0.219435753,-0.26813587,0.26178211,0.52991798,0.216234805,0.26813587,-0.14265999,-0.23234051,0.22892012,2.172679386,6.433243869,2.481549934,0.46126063,0.650121906,1.240021789,10.05993913,-0.09940418,0.337726881,0.385738514,0.04970209,20.94557465,2106.187455,0.976303954,-29.47723182,0.308,284.0517856,369.4039738
"	CC(C)(C)C(C)C(C)C",284,0.09387411,0.09387411,0.09387411,13290.85773,277139.4386,-6.90E-10,0.216768923,-0.26117978,0.28357651,0.54475629,0.206352,0.28357651,-0.09456767,-0.22141069,0.22985433,2.18212072,7.29012831,2.524459611,0.45126502,0.436260273,1.37423679,10.65256438,-0.09387411,0.29932542,0.346284661,0.046937055,20.85188513,1823.130837,1.085752159,-29.48235939,-0.33,235.9932879,476.4575478
"	CC(C)(C)CC(C)(C)C",278.15,0.07960819,0.07960819,0.07960819,14042.70628,290300.9317,6.90E-10,0.235478838,-0.28038387,0.28871034,0.56909421,0.229383122,0.28871034,-0.09426369,-0.23088011,0.24055473,2.179808278,7.114757153,2.482526481,0.47143484,0.40030642,1.258638113,12.56152162,-0.07960819,0.306378451,0.348926383,0.039804095,20.67271976,1973.743584,1.02969668,-29.48464489,0.035,218.4654585,507.1368951
"	CC(C)CCCCCC",299.15,0.13901979,0.13901979,0.13901979,13652.40976,289212.0912,-3.45E-10,0.22028558,-0.28009615,0.31613206,0.59622821,0.212575347,0.31613206,-0.0641304,-0.23886464,0.22328128,2.300900163,7.365967178,2.576918009,0.46214592,0.291123912,1.48715298,7.193220476,-0.13901979,0.312369049,0.349841093,0.069509895,21.18395918,1853.444284,1.128655499,-29.48562608,0.698,140.137998,967.9188771
"	CCC(C)CCCCC",298.65,0.0273325,0.0273325,0.0273325,14013.8485,293029.3166,-6.90E-10,0.21611407,-0.24107239,0.28771931,0.5287917,0.211159712,0.28771931,-0.11543061,-0.21606684,0.2294454,2.221272454,7.279309526,2.566849353,0.44551224,0.534118899,1.362567261,36.58648129,-0.0273325,0.305148784,0.352622641,0.01366625,20.90998177,1925.161782,1.193497563,-29.48180415,0.419,146.1236179,832.198161
"	CCCC(C)CCCC",296.15,0.04714946,0.04714946,0.04714946,13618.61628,286967.9939,-6.90E-10,0.199221488,-0.23532917,0.28435814,0.51968731,0.189736314,0.28435814,-0.09736907,-0.20802833,0.22034917,2.288789106,6.847515359,2.546589327,0.4283775,0.488747827,1.498701721,21.20915065,-0.04714946,0.334251036,0.371899761,0.02357473,21.07174385,1988.84056,1.208342085,-29.48251435,-0.609,150.7324074,889.1826337
C1[C@@](C)([H])([C@]([H])(C)(CC1)),269,0.0073862,0.0073862,0.0073862,7545.151425,162593.8068,-4.76E-10,0.211738569,-0.24263638,0.2683224,0.51095878,0.207481585,0.2683224,-0.12605751,-0.21668321,0.22674214,2.019060221,6.901964268,2.299096999,0.44342535,0.595345053,1.293234769,135.3876147,-0.0073862,0.292534146,0.333107636,0.0036931,21.5494425,1093.189001,1.105862196,-22.14481852,-0.057,153.7713329,185.6810058
C1[C@](C)([H])([C@]([H])(C)(CC1)),263,0.26695375,0.26695375,0.26695375,7544.406409,155732.0085,4.76E-10,0.220760255,-0.23618612,0.27831576,0.51450188,0.218854433,0.27831576,-0.17017128,-0.21209349,0.22444323,1.860293211,6.051824225,2.207128496,0.43653672,0.770842019,1.271693501,3.745967232,-0.26695375,0.307393794,0.36470466,0.133476875,20.64204923,1246.633433,1.17837475,-22.14741689,0.015,161.7819046,181.4409122
C1CCCCC1(C)©,280.15,0.06940569,0.06940569,0.06940569,6872.742903,144338.6877,-4.76E-10,0.212990851,-0.23936206,0.28708002,0.52644208,0.204848493,0.28708002,-0.11714268,-0.19585075,0.25219165,1.913808049,5.951142416,2.26161097,0.4480424,0.549989256,1.401426078,14.40804061,-0.06940569,0.321586666,0.380029717,0.034702845,21.00161314,1154.861104,1.199354735,-22.15265407,0.184,120.5370226,229.3067674
C1[C@@](C)([H])([C@]([H])(C)(CCC1)),288.15,0.09625357,0.09625357,0.09625357,8921.918952,188665.023,4.17E-10,0.214525051,-0.25008076,0.29007864,0.5401594,0.207679132,0.29007864,-0.047465565,-0.211712595,0.219686053,2.013192368,6.672148137,2.346775877,0.431398648,0.221258846,1.396763541,10.38922504,-0.09625357,0.301730766,0.351727184,0.048126785,21.14623816,1337.188379,1.159939853,-25.30723642,0.005,189.7290288,269.6352364
C1[C@](C)([H])([C@]([H])(C)(CCC1)),283,0.12526901,0.12526901,0.12526901,8323.249502,174105.4074,-4.17E-10,0.201254033,-0.2275393,0.44850239,0.67604169,0.187720743,0.44850239,-0.069834695,-0.19018355,0.184881423,1.955886488,7.091608475,2.375111019,0.375064973,0.346997739,2.389199952,7.982820332,-0.12526901,0.275802943,0.334918521,0.062634505,20.91796088,1173.675836,1.971098575,-25.30963112,0.081,205.0191834,253.1043309
C1[C@@](C)([H])(C[C@]([H])(C)(CC1)),283.15,0.06723513,0.06723513,0.06723513,9416.229855,198885.2159,2.31E-18,0.205440247,-0.21652293,0.29669777,0.5132207,0.193817161,0.29669777,-0.11906168,-0.183142443,0.238214455,2.049056855,6.726145229,2.412285191,0.421356898,0.579544084,1.530812693,14.87317716,-0.06723513,0.304640591,0.358643043,0.033617565,21.12153367,1399.944476,1.370283369,-25.3194074,-0.092,172.3022919,314.4357989
C1[C@](C)([H])(C[C@]([H])(C)(CC1)),285,0.04379732,0.04379732,0.04379732,8914.48466,189223.7322,-4.63E-18,0.223259731,-0.25544082,0.33863278,0.5940736,0.211598222,0.33863278,-0.065678055,-0.217176935,0.237249965,2.004252218,6.653317119,2.337543743,0.4544269,0.294177793,1.600357401,22.83244728,-0.04379732,0.301241047,0.351335086,0.02189866,21.22654752,1339.855669,1.325679975,-25.31044691,-0.146,173.6452726,312.4897727
C1[C@@](C)([H])(CC[C@]([H])(C)(C1)),284.26,0.29190831,0.29190831,0.29190831,9349.109569,196724.8485,-8.33E-10,0.21471338,-0.25374659,0.28552321,0.5392698,0.210903437,0.28552321,0.004374145,-0.20820983,0.20414247,2.041583532,6.652414994,2.32098188,0.4123523,-0.020372023,1.353810135,3.425733238,-0.29190831,0.306893592,0.348893129,0.145954155,21.04209466,1405.370768,1.125229742,-25.31022023,-0.512,125.9401391,376.385577
C1[C@](C)([H])(CC[C@]([H])(C)(C1)),284.26,0.3895339,0.3895339,0.3895339,9384.806166,196827.6611,-4.63E-18,0.216283504,-0.27714145,0.29065947,0.56780092,0.212184677,0.29065947,-0.019073025,-0.205955698,0.207300718,2.031562255,6.523258112,2.346713223,0.413256415,0.088185297,1.369841944,2.567170662,-0.3895339,0.311433676,0.359745572,0.19476695,20.97301294,1438.668531,1.048776608,-25.31025617,-0.368,134.4310411,353.8756306
C1CCCCC1C2CCCCC2,358.15,0.04521151,0.04521151,0.04521151,17472.69718,375103.6697,-2.94E-10,0.215376027,-0.24226228,0.42217091,0.66443319,0.206325815,0.42217091,-0.098531115,-0.20201313,0.217636563,2.34253903,8.066630593,2.643674211,0.419649693,0.457484132,2.046137125,22.11826148,-0.04521151,0.290398699,0.327729674,0.022605755,21.46798893,2166.046527,1.742619239,-36.9480631,-0.289,238.8215712,1053.240895
"	C1CCCCCC1",280.15,0.19266145,0.19266145,0.19266145,7360.488847,159619.1838,-1.43E-09,0.203501164,-0.25343458,0.26387358,0.51730816,0.195566558,0.26387358,-0.09003207,-0.20423303,0.21131376,2.01519301,6.84563369,2.31220543,0.41554679,0.442415497,1.349277623,5.190451956,-0.19266145,0.294376401,0.337763534,0.096330725,21.68594873,1075.209277,1.041190117,-22.13938032,-0.038,159.6765363,174.6958818
"	C/C=C\CCC",249,0.41728932,0.41728932,0.41728932,5489.865413,118350.1482,-5.56E-10,0.208790263,-0.2376045,0.31256177,0.55016627,0.200337746,0.31256177,-0.103644625,-0.199380105,0.226130688,1.848585577,5.627488697,2.137570522,0.425510793,0.496405449,1.560174136,2.396418868,-0.41728932,0.328492099,0.379844481,0.20864466,21.55793254,975.5444585,1.315470751,-18.93673388,0.068,66.89504061,301.3522175
"	C/C=C/CCC",248,0.05330871,0.05330871,0.05330871,5317.647198,115801.7415,1.11E-09,0.199685714,-0.23609116,0.28344251,0.51953367,0.18915902,0.28344251,-0.08359892,-0.2143563,0.187104368,1.91624783,7.003179278,2.224551869,0.401460668,0.418652489,1.498435073,18.75866064,-0.05330871,0.273625414,0.317648854,0.026654355,21.77687559,759.3190159,1.200563842,-18.93996563,-0.095,34.7308379,412.2205098
"	C=C(C)CCC",244,0.07220533,0.07220533,0.07220533,5686.431616,121466.6653,-1.67E-09,0.206432959,-0.22954101,0.27031569,0.4998567,0.202832005,0.27031569,-0.02190698,-0.205465295,0.188553395,1.937669433,5.675660718,2.161912855,0.39401869,0.106121515,1.332707282,13.84939311,-0.07220533,0.3413998,0.380909459,0.036102665,21.36078889,1001.897735,1.177635709,-18.93908702,0.056,66.98849229,284.4148139
"	C=CCC(C)C",236,0.06587272,0.06587272,0.06587272,5578.729895,119834.4468,-5.56E-10,0.208756694,-0.22662222,0.26880365,0.49542587,0.203915658,0.26880365,-0.119311845,-0.206793338,0.234517933,1.836965427,7.107862712,2.243107777,0.44131127,0.571535417,1.318209951,15.18079108,-0.06587272,0.258441321,0.31558119,0.03293636,21.48059667,784.8674237,1.186131042,-18.93619469,0.276,74.70380486,256.0893084
"	CC(C)=CCC",248,0.02308315,0.02308315,0.02308315,5385.01287,116819.1549,-5.56E-10,0.194256902,-0.2257032,0.28883435,0.51453755,0.186420671,0.28883435,-0.08301257,-0.205484723,0.20535871,1.947858196,7.325790734,2.232926381,0.410843433,0.42733395,1.549368689,43.32164371,-0.02308315,0.265890505,0.304803462,0.011541575,21.69338454,735.0759892,1.279708706,-18.94326204,0.176,79.23150588,264.5577526
"	C=C(CC)CC",247.15,0.06479706,0.06479706,0.06479706,5596.182419,120225.9471,3.85E-18,0.213176927,-0.22785514,0.27218002,0.50003516,0.207123769,0.27218002,-0.100516725,-0.215466213,0.232202138,1.837341591,6.786951056,2.234653801,0.44766835,0.471517844,1.314093604,15.43279896,-0.06479706,0.270716788,0.329257392,0.03239853,21.48356471,824.5502838,1.194530964,-18.938226,0.399,121.2741848,188.7377173
"	C=C(C)C(C)C",238,0.03166157,0.03166157,0.03166157,5621.500431,120954.7629,-3.08E-18,0.21740968,-0.24674195,0.28938887,0.53613082,0.213857017,0.28938887,-0.027115125,-0.22009203,0.222847558,1.824977626,5.686751243,2.182054935,0.442939587,0.124719033,1.353188567,31.58403073,-0.03166157,0.320917436,0.383708526,0.015830785,21.51645532,988.5258192,1.172840168,-18.93927945,-0.335,111.0973377,181.4547532
"	CC(C)=C(C)C",257.15,0.00181954,0.00181954,0.00181954,5850.361538,124766.3909,3.08E-18,0.261964198,-0.27295803,0.29134332,0.56430135,0.258785606,0.29134332,-0.18620415,-0.259490953,0.291098095,1.790931606,5.195782743,2.113784675,0.550589047,0.710799993,1.125809604,549.5894564,-0.00181954,0.344689471,0.406826994,0.00090977,21.3262702,1125.982711,1.06735574,-18.9449121,-0.132,114.0398586,169.8743363
"	C/C=C\CCCC",270.95,0.03118162,0.03118162,0.03118162,7241.074243,157884.1684,-1.85E-17,0.202070713,-0.24720184,0.28669447,0.53389631,0.192495893,0.28669447,-0.08844267,-0.21825625,0.20039585,2.09750554,5.904304494,2.245018458,0.4186521,0.437681783,1.489353695,32.07017467,-0.03118162,0.355250232,0.380234194,0.01559081,21.80397039,1226.405964,1.159758641,-22.10197479,-0.394,77.93114879,532.4948654
"	CC/C=C\CCC",266,0.03939421,0.03939421,0.03939421,7546.976086,162520.3299,-5.29E-18,0.217546603,-0.2425219,0.31092744,0.55344934,0.21041803,0.31092744,-0.13056129,-0.2214861,0.23269054,1.989243071,6.838348412,2.350989581,0.45417664,0.600153201,1.477665392,25.38444101,-0.03939421,0.29089525,0.34379494,0.019697105,21.53449647,1103.625559,1.282059228,-22.10060439,-0.237,107.5764617,425.3341927
"	C/C=C/CCCCC",287.15,0.01024164,0.01024164,0.01024164,10055.87631,215269.419,4.17E-10,0.220281969,-0.23789519,0.2773265,0.51522169,0.213870471,0.2773265,-0.124536675,-0.211104975,0.251291,2.097626373,7.273393081,2.49350248,0.462395975,0.5653512,1.296703086,97.64061224,-0.01024164,0.288397224,0.342825206,0.00512082,21.40732566,1382.556422,1.165750766,-25.26621865,-0.068,65.71866973,839.380822
C=C(C)CC(C)(C)C,269.1,0.02379241,0.02379241,0.02379241,9744.547919,210708.0937,8.33E-10,0.215647366,-0.24440614,0.3495896,0.59399574,0.206106188,0.3495896,-0.08010016,-0.223323985,0.220363388,2.130089913,8.37780051,2.526926849,0.443687373,0.371440478,1.69616256,42.03021047,-0.02379241,0.254254074,0.30162175,0.011896205,21.62317795,1163.139168,1.430363411,-25.27146305,-0.009,169.5503054,379.0936877
"	CC(C)=CC(C)(C)C",272.15,0.0208414,0.0208414,0.0208414,9697.646991,209453.0639,4.63E-18,0.206659562,-0.23623186,0.27888494,0.5151168,0.200332421,0.27888494,-0.10539601,-0.218256018,0.20686379,2.141317134,6.345081945,2.401587982,0.425119808,0.509998226,1.392110867,47.98142159,-0.0208414,0.337476671,0.378495976,0.0104207,21.59833866,1528.372222,1.180556001,-25.27191614,0.07,164.9491386,408.0502863
"	C=C(CC)CCCC",282,0.02489093,0.02489093,0.02489093,9837.286643,212575.4707,-1.16E-18,0.220006763,-0.2559623,0.31163301,0.56759531,0.215162335,0.31163301,-0.12791113,-0.227655273,0.236559785,2.065430349,7.095606312,2.38049719,0.464215058,0.581396355,1.44836228,40.1752767,-0.02489093,0.291085815,0.335488905,0.012445465,21.60915691,1386.39127,1.217495741,-25.26637446,-0.324,115.6417866,643.6246594
