Fold,Train Loss
1,"[4.161077455032704, 4.120322870653729, 4.080981720325559, 4.035791796307231, 4.001253793405932, 3.961961968000545, 3.9163998448571493, 3.865444626919059, 3.814332030540289, 3.7567588451296783, 3.6871717586073767, 3.6091759260310683, 3.538599590922511, 3.4512420476869097, 3.3456781963969386, 3.2409133023993912, 3.138488015463186, 3.0074006014092025, 2.879217635753543, 2.7410938795222792, 2.5673250597576764, 2.436448341192201, 2.2641097667605377, 2.120723458223565, 1.9681855578755223, 1.8093664701594863, 1.649811678154524, 1.5233464351920194, 1.4023429959319358, 1.2947879613831985, 1.199501215025436, 1.1379375679548396, 1.088315764138865, 1.0303630607072698, 0.9911694193995276, 0.9587401456611101, 0.9360952377319336, 0.8996683608653934, 0.8732593669447788, 0.8568598059720771, 0.8269043634104174, 0.8010798942211063, 0.7751504986785179, 0.7590632771336755, 0.736428460409475, 0.717775633168775, 0.7000027146450308, 0.6818658196648886, 0.665231793425804, 0.644386136254599, 0.6329998193785201, 0.6176304373630258, 0.6033929226010345, 0.5886467556620754, 0.5768009895502135, 0.563396365143532, 0.5528215585752975, 0.5394511111946994, 0.5361633744350699, 0.5241574243057606, 0.5165605988613394, 0.5036537037339321, 0.4947149254554926, 0.4890697390534157, 0.48093080520629883, 0.4733235558798147, 0.46805816472962847, 0.46386583461317904, 0.4561387106429699, 0.4513637853223224, 0.4459761242533839, 0.4415977167528729, 0.43810201245684954, 0.43239100034846817, 0.42842866099158, 0.4227035766424135, 0.41922333074170487, 0.41634541888569676, 0.40892245048700376, 0.40493115713430006, 0.4024609410485556, 0.3989391659581384, 0.3960126610689385, 0.39273703375528024, 0.3908409185187761, 0.3885320397310479, 0.38873554939447447, 0.3846323989158453, 0.38264429569244385, 0.3827985164731048, 0.3804533370705538, 0.37734926578610445, 0.37813428390857784, 0.378864798434945, 0.37440530643906705, 0.37188573216283044, 0.3718175777169161, 0.37094869724539825, 0.36738047488900116, 0.3662125398946363, 0.36896511565807255, 0.3646376188411269, 0.3620004099468852, 0.3625547497771507, 0.35937958539918413, 0.35661269343176555, 0.3555320251819699, 0.35333714374276093, 0.35456118472786835, 0.3522779997005019, 0.35005047154981034, 0.35067474010378813, 0.3499196961868641, 0.3472058412640594, 0.3468150538067485, 0.34813476163287493, 0.3447193877641545, 0.34370615315991776, 0.3426798332569211, 0.3435987760854322, 0.3423661686653315, 0.34429257415061776, 0.3418063341185104, 0.3410550272741983, 0.34019599958907726, 0.33950001139973485, 0.3383076689964117, 0.33842585807622866, 0.33796413554701693, 0.3371506873951402, 0.33621002906976744, 0.33828499150830643, 0.3367950084597565, 0.33515235989592795, 0.33524624136991277, 0.33462989607522653, 0.33543409303177235, 0.3348120534142783, 0.33286258786223655, 0.3354257428368857, 0.33347867255987124, 0.3320196839266045, 0.3362193218497343, 0.33104202913683517, 0.3301276439844176, 0.33006807815196904, 0.3309294013089912, 0.331139043320057, 0.33174606811168583, 0.32908405259598134, 0.3291783887286519, 0.32931567347326945, 0.3287128404129383, 0.32743090252543605, 0.3275333005328511, 0.3325857118118641, 0.32831868460012037, 0.327492403429608, 0.3262874691985374, 0.3257852044216422, 0.326573416244152, 0.3300871738167696, 0.32583684699479926, 0.3259146158085313, 0.3269070026486419, 0.3242670658022858, 0.3244181150613829, 0.32424934520277865, 0.3241880882618039, 0.3245696688807288, 0.3273951730062795, 0.32530429751374, 0.32647539848505064, 0.32279149321622624, 0.3232080659200979, 0.3236158060473065, 0.32264039128325706, 0.3236701433048692, 0.3247132079545842, 0.32271733949350756, 0.32175015294274617, 0.32226644560348155, 0.3220861568007358, 0.3219593181166538, 0.32001760394074197, 0.3211787079655847, 0.3206384403761043, 0.3207135255946669, 0.3194395220556924, 0.32143602260323456, 0.3200904879459115, 0.31929883846016816, 0.31981831927632176, 0.3191414544748705, 0.32126647372578465, 0.31861284167267556, 0.3217820344969284, 0.3185079596763433, 0.31818526844645656, 0.3182630317155705, 0.31661618587582613, 0.31830013630002046, 0.3186452776886696, 0.3196010367814885, 0.31678109945252886, 0.31549537043238796, 0.3157017300295275, 0.3151959596678268, 0.3149024941200434, 0.3182806303334791, 0.31584246214046036, 0.31579547150190485, 0.3176399497098701, 0.3147700720055159, 0.3145744856013808, 0.3138232342032499, 0.3136178504588992, 0.3157861399096112, 0.316040926201399, 0.31280695560366606, 0.31382917248925496, 0.3128762688747672, 0.31504891639532046, 0.3117338335791299, 0.31249532034230787, 0.3129726343376692, 0.3115570822427439, 0.311916473299958, 0.31532815445301143, 0.31124365606973337, 0.31172390871269756, 0.31070699525433915, 0.31191256988880245, 0.31054235059161517, 0.3096772182819455, 0.3104215222735738, 0.313841792040093, 0.3108026593230491, 0.31082663425179413, 0.3115145716556283, 0.30954971424368927, 0.30886660065761834, 0.3101001783858898, 0.3088202892347824, 0.30742629738741145, 0.30912696483523344, 0.30800115230471586, 0.30835517617159114, 0.3099988726682441, 0.30750384996103686, 0.3099627938381461, 0.30896173521529796, 0.305059832195903, 0.30744920774947765, 0.3043208177699599, 0.3060559450193893, 0.3038254504980043, 0.30473528351894646, 0.3026986898377884, 0.30451133639313455, 0.3037768740986669, 0.30451871073523235, 0.30303971157517545, 0.30085973961408746, 0.30301125105037247, 0.30145477139672566, 0.3027422816254372, 0.29975671546403754, 0.29903281012246774, 0.3008071100989053, 0.3018724197565123, 0.30033672687619234, 0.298876917639444, 0.30041481727777525, 0.3008476634358251, 0.2973917362301849, 0.2958445188611053, 0.2968077160591303, 0.2980540075967478, 0.29576635915179583, 0.2983114996621775, 0.2968944726988327, 0.2936778567558111, 0.29365400935328284, 0.2956220826437307, 0.29446382855260095, 0.29773066764654116, 0.2984791689140852, 0.29382823511611583, 0.2912708659504735, 0.29452763601791027, 0.29422846505808276, 0.291416234748308, 0.28953476284825524, 0.291971905286922, 0.28954276373220045, 0.29051039939702944, 0.28860262937323994, 0.28855320464733036, 0.28782898049021877]"
2,"[5.423156605210415, 5.357320563737736, 5.291430096293604, 5.242081043332122, 5.191247629564862, 5.135423527207485, 5.086162389710892, 5.023411595544149, 4.958011804625046, 4.887824568637582, 4.8177382446998775, 4.720414627430051, 4.619710345600927, 4.5151789465615915, 4.398942104605741, 4.261014893997547, 4.1325546087220655, 3.96265517833621, 3.790686762610147, 3.608584692311841, 3.4273609782374184, 3.2452799774879635, 3.0159678791844566, 2.8813659978467365, 2.6644387799640032, 2.5211329681928767, 2.3697931156602015, 2.2299639790557153, 2.1022871372311616, 1.9845291403836982, 1.8998616240745367, 1.8435181906056959, 1.754362328107967, 1.7000006964040357, 1.6484911719033883, 1.5896637938743414, 1.5352673641470975, 1.4906938408696375, 1.4540197682935139, 1.4115746963855833, 1.3935872233191202, 1.360394145167151, 1.3194367608358695, 1.3010233058485874, 1.2703204709430074, 1.2399298756621604, 1.210314340369646, 1.1678233035775119, 1.1599238196084665, 1.1347375914107922, 1.1236221402190452, 1.0991532081781432, 1.0834083557128906, 1.0556839787682821, 1.041523201521053, 1.0418952232183412, 1.0221400371817655, 1.0059737493825514, 1.004543703655864, 0.9879402559857036, 0.9735525264296421, 0.9702518817990325, 0.9592066254726676, 0.9583418646524119, 0.9466473668120629, 0.9472655141076376, 0.9445253416549327, 0.9331088398778161, 0.9238554710565612, 0.910614762195321, 0.9041632275248683, 0.904557605122411, 0.8895421804383744, 0.8783727135769156, 0.8763264500817587, 0.8627542451370595, 0.8544246318728425, 0.844105321307515, 0.8467173687247342, 0.836173878159634, 0.8239197509233341, 0.8183528545290925, 0.8068860187086948, 0.8063736405483511, 0.7922803080359171, 0.7834790030191111, 0.779596395270769, 0.7681354145671047, 0.7672220274459484, 0.7543463263400766, 0.7488211032956146, 0.742960486301156, 0.7313265246014262, 0.7238269184910974, 0.7175760490949764, 0.7163728669632313, 0.7021463970805324, 0.6997280342634334, 0.6911523286686387, 0.6813505693923595, 0.6743232815764671, 0.6670305340789086, 0.6633076778678006, 0.652464323265608, 0.650826609411905, 0.6380477894184201, 0.6336472422577614, 0.625926649847696, 0.6176603228546852, 0.61004797802415, 0.6035404427106991, 0.597343367199565, 0.5899932107260061, 0.5893964102101881, 0.5772519887879838, 0.5838920681975609, 0.5640916269879008, 0.5571629058483035, 0.5555887444074764, 0.5456738582877225, 0.5411746446476426, 0.5325955734696499, 0.5285278808238895, 0.5233293466789778, 0.5137068948080373, 0.5120206100996151, 0.5032613554666209, 0.49781773811162905, 0.4950088013050168, 0.48570970047351925, 0.47984847357106764, 0.47296988686849906, 0.46730986306833666, 0.46454766739246456, 0.45768296441366507, 0.45248358194218125, 0.44720131851906, 0.4418354699778002, 0.43676744505416515, 0.42950362937394965, 0.4272183429363162, 0.4199007278264955, 0.41592931747436523, 0.4098095117613327, 0.40575444421102835, 0.40219920180564706, 0.39935464637224066, 0.39301347732543945, 0.3891033571819926, 0.38497123607369355, 0.38289047396460246, 0.38022860815358717, 0.37485622805218366, 0.3725931145424067, 0.372420632561972, 0.3654332438180613, 0.36622936781062637, 0.36334345507067306, 0.35502774770869766, 0.35426221337429314, 0.35489714422891305, 0.3491888489834098, 0.34480100177055184, 0.3441218553587448, 0.34113112161325854, 0.3379321541897086, 0.3336978291356286, 0.33233190137286517, 0.32940656362577925, 0.32698275322137876, 0.3258953094482422, 0.3252508418504582, 0.3219628666722497, 0.3189974718315657, 0.318599401518356, 0.3162755467170893, 0.3188914698223735, 0.3130790577378384, 0.30997532467509425, 0.3100378125212913, 0.30668050743812736, 0.3044985615929892, 0.3086850365927053, 0.30492935624233514, 0.30426620882610944, 0.3006361806115439, 0.3011532827865246, 0.2972931972769804, 0.2965265207512434, 0.29388510349184965, 0.29333970158599143, 0.2927515395852022, 0.29265008416286736, 0.2894262934840003, 0.28898446504459824, 0.2869374474813772, 0.28727003585460575, 0.2845561005348383, 0.2829935717028241, 0.28148555201153425, 0.2855240134305732, 0.2848977709925452, 0.278420792069546, 0.28117217574008674, 0.27774658868479174, 0.27960917007091435, 0.27431454492169755, 0.2731103675310002, 0.27475577731465184, 0.2710119125454925, 0.2731822257818178, 0.2696141198624012, 0.2753585881965105, 0.2699233099471691, 0.26749562662701276, 0.26607464912325834, 0.26608047928921014, 0.2667655723039494, 0.2668785383534986, 0.2649254521658254, 0.2640001662941866, 0.26229188054106956, 0.2655427289563556, 0.26329382075819857, 0.26194545695948046, 0.26680720129678415, 0.25974441129107806, 0.26046847188195515, 0.26011748646580896, 0.2582287344821664, 0.25743285999741666, 0.25753101914428, 0.25936708893886834, 0.26034102328988007, 0.26154998845832295, 0.25594276605650434, 0.25517476991165516, 0.26029856260432754, 0.25935170816820724, 0.25344748829686364, 0.25309065330860225, 0.25612120295679847, 0.25326543907786525, 0.25320232746212984, 0.25196932637414265, 0.2524655918742335, 0.25134394335192306, 0.2514868503393129, 0.25231426815653957, 0.25435737121936886, 0.2507749823636787, 0.24960878283478494, 0.2500786919926488, 0.24969337152880292, 0.24945254658543786, 0.24797249949255654, 0.25114618345748546, 0.24980896572734035, 0.2503885446592819, 0.24976622781088187, 0.24688399115274118, 0.2468696028687233, 0.2474419682524925, 0.2468268594076467, 0.25012405528578646, 0.24818801325421, 0.24741535408552304, 0.25280687975329025, 0.24582312827886538, 0.2451483038968818, 0.2474713547285213, 0.24546288889507914, 0.2445394050243289, 0.24760900541793468, 0.2446092450341513, 0.24251412236413292, 0.24548842186151548, 0.24423855958982957, 0.2418578391851381, 0.24262963339339855, 0.24281130835067394, 0.2423532064570937, 0.24466419219970703, 0.2400341227997181, 0.23994695031365684, 0.23929177605828575, 0.2389228815256163, 0.23891700700271962, 0.23955809792806937, 0.24161693661711936, 0.23810604006745095, 0.23808706638424895, 0.23761672751848087, 0.23874010596164438, 0.24408605486847634, 0.23729643988054852, 0.23634690462156785, 0.24071176107539688, 0.236325929331225, 0.2351437197175137]"
3,"[4.2448222138160885, 4.156285130700399, 4.094851471656977, 4.0357666015625, 3.970373730326808, 3.9077091660610463, 3.8275942691536837, 3.750638207723928, 3.6734634221986284, 3.575959139092024, 3.478940875031227, 3.367238776628361, 3.2488204379414403, 3.1042702253474745, 2.975951860117358, 2.7940329618232194, 2.6606979370117188, 2.4706215082212934, 2.292621523834938, 2.118479928304983, 1.928821741148483, 1.7298177896543991, 1.5456859455552212, 1.3525696687920148, 1.181551733682322, 1.0411034961079442, 0.8808557599089867, 0.7693902392720067, 0.68385209593662, 0.5853820179784021, 0.5277980760086415, 0.4760173087896303, 0.4451529258905455, 0.4191101207289585, 0.39793483601060026, 0.3829959270566009, 0.37597884688266486, 0.36798947356468026, 0.36287730239158456, 0.3537947743438011, 0.3471032852350279, 0.3393948244494061, 0.3319015003914057, 0.3241811574891556, 0.3183691335278888, 0.31622902182645574, 0.3100101670553518, 0.30892444211383197, 0.3055683623912723, 0.3027277159136395, 0.29988078738367835, 0.29649420671684795, 0.29346660126087276, 0.29210874091747197, 0.2890641412069631, 0.28784148083176725, 0.2860370569450911, 0.2846682348916697, 0.2834175575611203, 0.2815741660983063, 0.28055798730184867, 0.2792016572730486, 0.27809675904207454, 0.2769028724626053, 0.2754098759141079, 0.2744284147440001, 0.27359140750973726, 0.27281071418939634, 0.27145100055738935, 0.27029029158658757, 0.2694286801094233, 0.26784157198528913, 0.2670169209325036, 0.2658189784648807, 0.2647470651670944, 0.2636378310447515, 0.2629052982773892, 0.2620124816894531, 0.2612456055574639, 0.26000946898793065, 0.25929446553075036, 0.259158733279206, 0.2576638487882392, 0.2562136899593265, 0.2554664168246957, 0.2550600850304892, 0.254341862922491, 0.2537758849387945, 0.2523421243179676, 0.2521163918251215, 0.2518790932588799, 0.250651337379633, 0.24987359934074935, 0.248880103577015, 0.24919410084569177, 0.24823819759280183, 0.24802211273548214, 0.24685255594031755, 0.24655270022015238, 0.24588275510211324, 0.24486705314281376, 0.24451676080393236, 0.24387293083723202, 0.24339156372602597, 0.24345598109932834, 0.24238250144692355, 0.24217734225960666, 0.24139352177464685, 0.24118480017018873, 0.24040718134059463, 0.239995701368465, 0.24018259381139, 0.23922257090723792, 0.24003617708073105, 0.2381730079650879, 0.23739307980204738, 0.237260851749154, 0.23613841034645258, 0.23743593415548636, 0.23548503254735192, 0.235756516456604, 0.2348268087520156, 0.23382969235264978, 0.23356477604355924, 0.23311057478882546, 0.23331016163493312, 0.23215342676916786, 0.23151070572609125, 0.23116831446802893, 0.23115377647932187, 0.23014050306275832, 0.2295896951542344, 0.22951154376185218, 0.22897450314011686, 0.2282321480817573, 0.2279534284458604, 0.22816079716349758, 0.2276359713354776, 0.228163015010745, 0.22656527230905932, 0.22604657328406044, 0.22544588044632313, 0.22512462804483813, 0.22482460044151129, 0.22608478124751602, 0.22389871852342472, 0.22393799937048622, 0.22301025584686635, 0.22275781354238822, 0.22276657681132472, 0.2218881595966428, 0.22145176488299703, 0.22123423288034838, 0.22055748728818672, 0.2200657656026441, 0.21976353955823322, 0.21981801543124888, 0.2190505626589753, 0.21914436650830646, 0.2182030899580135, 0.2183818817138672, 0.21728513407152752, 0.21680009087850882, 0.216371824575025, 0.21612934733546058, 0.21654337505961574, 0.2162753981213237, 0.21534390782201013, 0.215505744135657, 0.21442495944888093, 0.21483569089756455, 0.21367180624673532, 0.21308069450910702, 0.2126949387927388, 0.212619892386503, 0.21176834993584212, 0.21171200552652047, 0.21170895598655523, 0.21076651506645736, 0.2109703019607899, 0.20994031152059867, 0.20991071434908135, 0.20943004031514012, 0.20859428893688114, 0.20813867103221806, 0.20731620733128037, 0.20874342253041822, 0.20832926728004633, 0.20660417578941168, 0.20658878392951432, 0.20592671771382176, 0.20593338234480038, 0.20563875797183015, 0.2047546852466672, 0.20532572546670602, 0.20714290751967318, 0.20418926726940068, 0.2043186675670535, 0.20344194146089775, 0.2026141410650209, 0.2025938255842342, 0.2022896312003912, 0.20162111936613572, 0.20077170882114145, 0.20018108500990756, 0.20143750656482784, 0.19961720289185989, 0.19903954794240553, 0.19842874726583792, 0.19795905712038972, 0.19860171162804893, 0.19884532551432765, 0.19702098535936932, 0.1975835035013598, 0.19573438444802926, 0.19632072781407556, 0.194962739944458, 0.1945966787116472, 0.1941027696742568, 0.19388253189796625, 0.19316565435986185, 0.19285913955333622, 0.19330704489419626, 0.19178128242492676, 0.19167639488397642, 0.190976059714029, 0.19152935715608818, 0.1905191221902537, 0.19159924706747367, 0.19060942738555198, 0.18993237961170284, 0.1892902795658555, 0.18876024179680403, 0.18851147141567495, 0.18811295753301577, 0.1885813446932061, 0.18783888151479322, 0.1876633222713027, 0.18755941612775937, 0.18696419582810514, 0.18657252954882245, 0.18661607697952626, 0.1874444429264512, 0.18536461231320403, 0.18528449535369873, 0.18455323784850364, 0.18409062540808388, 0.1849706062050753, 0.18347158265668292, 0.1832067245660826, 0.18335648470146712, 0.18244254311849906, 0.18218176863914312, 0.1821408050004826, 0.18228962255078693, 0.18222430694934932, 0.18249159912730373, 0.18102237790129905, 0.18066322803497314, 0.18114009291626687, 0.18042529460995696, 0.18013109162796376, 0.17967529629552087, 0.17923935208209726, 0.17881127013716586, 0.1790401963300483, 0.17799679068631905, 0.1802465222602667, 0.17826589456824368, 0.17720812974974168, 0.17756174885949425, 0.17750682387241098, 0.17596346832985102, 0.17654224329216536, 0.17781131212101425, 0.17607882965442745, 0.17520357564438221, 0.17478414468987044, 0.17459312705106514, 0.17762076577474906, 0.17430144132569778, 0.1735468687013138, 0.1742235727088396, 0.17331723279731218, 0.17263729073280512, 0.17237941608872526, 0.1717454472253489, 0.171806113664494, 0.17266571244528128, 0.17088735380838083, 0.17056034886559776, 0.17163307722224747, 0.17028449856957725, 0.16979057289833246, 0.17111082964165267, 0.16898382541745208, 0.1693677264590596, 0.169610577960347, 0.16972657691600712, 0.16792996816856917]"
4,"[5.561030986697175, 5.493933566780978, 5.438942798348361, 5.380563780318859, 5.330807308818018, 5.277628255444903, 5.2231867590615915, 5.16166491841161, 5.099143981933594, 5.031401878179506, 4.952581449996593, 4.859565557435501, 4.761825472809548, 4.631359011627907, 4.540313543275345, 4.381070957627407, 4.243285600529161, 4.081652264262354, 3.900656500528025, 3.6872590530750364, 3.5152475223984827, 3.317816135495208, 3.088419714639353, 2.883300736893055, 2.696695039438647, 2.4821116868839708, 2.3196077125017034, 2.188530367474223, 2.0397098452545874, 1.975968737934911, 1.894926065622374, 1.8413821708324343, 1.7896089775617732, 1.7476759178693904, 1.7113518271335335, 1.669744003650754, 1.6204527921454852, 1.5753368998682775, 1.5425016270127407, 1.5109158782071845, 1.4839450259541356, 1.453645672909049, 1.4299584100412768, 1.4027506917021995, 1.3810547008070835, 1.35837226690248, 1.3336327685866245, 1.3093045256858649, 1.2816800849382268, 1.2672420767850654, 1.2458284067553143, 1.2143168782078944, 1.205639218175134, 1.1745472397915153, 1.168918631797613, 1.149635403655296, 1.1355679755987123, 1.1292391488718432, 1.109781919523727, 1.0971219927765603, 1.0831576613492744, 1.064432986946993, 1.0579375777133675, 1.0508510456528775, 1.030409613320994, 1.0175954907439475, 1.004686289055403, 0.9918241944423941, 0.985213789828988, 0.9676966112713481, 0.9511435752691224, 0.9447222864905069, 0.935647210409475, 0.9166320978209029, 0.9096699869909952, 0.8908521519150845, 0.8809933107952739, 0.8634396264719408, 0.8501843297204306, 0.8369312951731127, 0.8281455594439839, 0.8084274114564408, 0.7993312880050304, 0.7880965831667878, 0.770711155824883, 0.7646216459052507, 0.7493129996366279, 0.7339948388033135, 0.7154484793197277, 0.6999460597370946, 0.6881463028663812, 0.6772337292515954, 0.6605510268100473, 0.6514587180559025, 0.634169201518214, 0.6204827386279439, 0.6075256813404172, 0.594106773997462, 0.585056371467058, 0.571910115175469, 0.562290679576785, 0.551252007484436, 0.5398837688357331, 0.5299345448959706, 0.5191261158433071, 0.5093581731929335, 0.5011389421862226, 0.49496759370315907, 0.4781322479248047, 0.47023901274037916, 0.4647295086882835, 0.4604099184967751, 0.4465386978415556, 0.4462111938831418, 0.43179513132849406, 0.42785864098127496, 0.4198961036149846, 0.4157015556512877, 0.4079065101091252, 0.4019395944684051, 0.39806877180587413, 0.3907889210900595, 0.3864442692246548, 0.38232668056044466, 0.37853907429894734, 0.3705494986024014, 0.3659916423087896, 0.36435490985249364, 0.35822102080943974, 0.35491102795268215, 0.35260107350903885, 0.3481303813845612, 0.34326304945834846, 0.33884179314901663, 0.3350735570109168, 0.3307232745858126, 0.3272842418315799, 0.3230707978093347, 0.3194601397181666, 0.315667379734128, 0.31212935336800507, 0.3095848837564158, 0.3090628025143646, 0.3053521999092989, 0.3041434398917265, 0.30088010499643725, 0.2987028609874637, 0.29730145875797714, 0.29553486025610637, 0.2945969492890114, 0.29502004246379054, 0.29203826050425685, 0.2912800145703693, 0.2900574151859727, 0.2889203581699105, 0.28698991065801577, 0.28580504794453465, 0.2837402820587158, 0.2840200246766556, 0.28268708184707997, 0.28065226798833803, 0.27946016400359397, 0.2784946463828863, 0.2772095951923104, 0.276193103124929, 0.27454952860987464, 0.27320277968118356, 0.27228721906972486, 0.2735070184219715, 0.2709047794342041, 0.27021796758784805, 0.26990305268487264, 0.2690955871759459, 0.2675156316091848, 0.2669012297031491, 0.2675131864325945, 0.2652628588121991, 0.2648701501447101, 0.26403665819833444, 0.2643038727516352, 0.2627930862959041, 0.26080621120541597, 0.26079705149628396, 0.2616798489592796, 0.2589281769685967, 0.25887101750041164, 0.25811055094696755, 0.2572208005328511, 0.2559597783310469, 0.2560996676600257, 0.2556466501812602, 0.2559478366097739, 0.25385620150455207, 0.2525783195052036, 0.25168767086295196, 0.2518121475397154, 0.25039041735405143, 0.24970709445864656, 0.25047036936116773, 0.2488833471786144, 0.24845024596813114, 0.2487862276476483, 0.24592392389164414, 0.24606033258659896, 0.24546837252239848, 0.24410761788833973, 0.24257432305535606, 0.24233027946117314, 0.24162206816118817, 0.2421733723130337, 0.23975506494211596, 0.2388282487558764, 0.23838559694068376, 0.23730522810026658, 0.2388286923253259, 0.23627678738083951, 0.23520202414934024, 0.23578836751538654, 0.23513394732807957, 0.23503307409064714, 0.23345951701319495, 0.23176629598750625, 0.2316715495530949, 0.23189953316089718, 0.2320085458977278, 0.2290043830871582, 0.2290259738301122, 0.22882334576096647, 0.22917519059292105, 0.23098922330279684, 0.2269019969674044, 0.22663258397301964, 0.22560078598732172, 0.22841789556104083, 0.22603354343148166, 0.22605315751807634, 0.22341517792191617, 0.22317363772281382, 0.221961613311324, 0.22202988003575524, 0.22176807980204738, 0.220101046007733, 0.22131018305933753, 0.2185403912566429, 0.2196557466373887, 0.21902106529058413, 0.2157205814539, 0.21667624074359274, 0.21668271131293718, 0.21516791609830635, 0.21397053363711335, 0.21485369704490484, 0.2136513965074406, 0.21205895446067632, 0.21379459735959075, 0.21109827729158623, 0.2116447603979776, 0.2105074594187182, 0.2100960376650788, 0.20933493348055107, 0.21176378671513046, 0.20830751712932144, 0.21214224571405454, 0.2082638102908467, 0.2075939843820971, 0.20668081904566565, 0.2057385527810385, 0.20611270846322524, 0.2051577179930931, 0.2053431799245435, 0.2041873488315316, 0.20350025698196056, 0.20392630543819693, 0.20208029968794003, 0.20223686306975608, 0.20161102538885073, 0.20246253734411196, 0.2024217539055403, 0.2008144079252731, 0.20305998935255892, 0.19953663404597793, 0.20079726951066837, 0.19988414298656376, 0.19824026906213096, 0.20044017392535543, 0.19749971600465996, 0.19857949434324754, 0.19762800737868907, 0.19654916608056358, 0.1956832298012667, 0.19708491480627724, 0.19530068441878917, 0.19642819360245106, 0.1948671729065651, 0.19516469157019325, 0.19385430008866067, 0.19427901645039403, 0.1943209503972253, 0.19288537668627362, 0.19282793998718262]"
