dataset,model_name,epochs,num-folds,SEED,criterion,fold_test_losses,fold_test_r2s,cv_mean_test_loss,cv_mean_test_r2,best_fold,worst_fold
esol_full,fag,300,5,100,MSELoss(),"[0.510653825460282, 0.3962599381936335, 0.4304807139767541, 0.4571278076150015, 0.6489576619780726]","[0.8794280027850094, 0.910957561329002, 0.8938163892462065, 0.8951342310250053, 0.8654653377287258]",0.4886959894447488,0.8889603044227898,2,5
