index,count,geometry
0,26,"LINESTRING (126.9588767 35.2292986, 126.9588462 35.2299161)"
1,26,"LINESTRING (128.6676274 35.9209485, 128.6676241 35.9210991)"
2,26,"LINESTRING (128.0661598 35.7066634, 128.0690843 35.7066027)"
3,26,"LINESTRING (126.9821977 35.2886581, 126.9822708 35.2889226)"
4,26,"LINESTRING (128.002296 35.7017129, 128.0030292 35.7015909)"
5,26,"LINESTRING (129.2542381 36.0499497, 129.2547122 36.0498075)"
6,26,"LINESTRING (127.4522625 35.4601976, 127.4523868 35.4605845)"
7,26,"LINESTRING (127.7495578 35.532765, 127.7496758 35.5327522)"
8,26,"LINESTRING (128.3926152 35.7587891, 128.393128 35.758852)"
9,26,"LINESTRING (127.0712613 35.3437886, 127.0714317 35.34403)"
10,26,"LINESTRING (127.9224299 35.6446099, 127.9227086 35.6448893)"
11,26,"LINESTRING (128.3466265 35.7497215, 128.3493248 35.7499991)"
12,26,"LINESTRING (128.4896981 35.8043141, 128.4907885 35.8049534)"
13,26,"LINESTRING (126.9369992 35.1664215, 126.9371749 35.1664161)"
14,26,"LINESTRING (127.3567099 35.4199757, 127.3575456 35.4202148)"
15,26,"LINESTRING (126.9593722 35.2324712, 126.9597225 35.2331724)"
16,26,"LINESTRING (127.5583636 35.4767486, 127.559902 35.4777496)"
17,26,"LINESTRING (126.9386936 35.1617775, 126.9388869 35.1617748)"
18,26,"LINESTRING (127.435709 35.44393, 127.4363313 35.4442252)"
19,26,"LINESTRING (127.4377531 35.4451231, 127.4377619 35.4451303)"
20,26,"LINESTRING (127.6182276 35.5227638, 127.618827 35.5231654)"
21,26,"LINESTRING (128.7831234 35.9531209, 128.7866678 35.9532966)"
22,26,"LINESTRING (127.317106 35.408589, 127.3180599 35.409062)"
23,26,"LINESTRING (128.3951333 35.7594322, 128.395575 35.7596579)"
24,26,"LINESTRING (128.3815367 35.7589475, 128.38605 35.7588665)"
25,26,"LINESTRING (129.3170148 36.0312586, 129.3171239 36.0312245)"
26,26,"LINESTRING (128.5174183 35.8261191, 128.5185869 35.8272965)"
27,26,"LINESTRING (128.5277981 35.8828342, 128.527562 35.8831662)"
28,26,"LINESTRING (128.3759632 35.7585735, 128.3761241 35.7586165)"
29,26,"LINESTRING (127.8529108 35.5801855, 127.8530517 35.5803447)"
30,26,"LINESTRING (128.6676411 35.922033, 128.6677492 35.9229749)"
31,26,"LINESTRING (128.4559007 35.7861808, 128.4561918 35.7865581)"
32,26,"LINESTRING (129.3115878 36.0311595, 129.3116636 36.0311719)"
33,26,"LINESTRING (127.440525 35.4486744, 127.4408761 35.4492525)"
34,26,"LINESTRING (127.2679657 35.3849328, 127.2692579 35.3850651)"
35,26,"LINESTRING (127.1700901 35.3660413, 127.1705466 35.3658649)"
36,26,"LINESTRING (128.1800823 35.6960611, 128.1801897 35.696075)"
37,26,"LINESTRING (127.923947 35.6465972, 127.924127 35.6469996)"
38,26,"LINESTRING (127.9430911 35.6953518, 127.9434491 35.6963405)"
39,26,"LINESTRING (127.364687 35.4267151, 127.3649246 35.4269029)"
40,26,"LINESTRING (127.3879272 35.4295278, 127.3888297 35.4293807)"
41,26,"LINESTRING (126.9860231 35.2958843, 126.9866621 35.2963991)"
42,26,"LINESTRING (127.7267564 35.5374744, 127.7279033 35.5369691)"
43,26,"LINESTRING (127.1725048 35.3653301, 127.1730897 35.3652298)"
44,26,"LINESTRING (128.2973201 35.7231933, 128.2977558 35.7246366)"
45,26,"LINESTRING (127.808159 35.5508818, 127.8082637 35.5508608)"
46,26,"LINESTRING (128.514883 35.8236765, 128.5151397 35.8239231)"
47,26,"LINESTRING (128.5316618 35.876308, 128.5313367 35.8775495)"
48,26,"LINESTRING (128.4061122 35.767275, 128.4067117 35.767366)"
49,26,"LINESTRING (128.8768651 36.010978, 128.8776213 36.0115193)"
50,26,"LINESTRING (127.1122049 35.3651751, 127.113945 35.3654629)"
51,26,"LINESTRING (127.4527134 35.465551, 127.4528619 35.466011)"
52,26,"LINESTRING (129.3097239 36.0288079, 129.3098494 36.0289583)"
53,26,"LINESTRING (128.4451516 35.7784734, 128.4470271 35.7790456)"
54,26,"LINESTRING (129.2445414 36.0547229, 129.2451495 36.0543075)"
