index,count,geometry
0,15,"LINESTRING (128.5835962 36.3361893, 128.5836114 36.3362414)"
1,15,"LINESTRING (128.5541624 36.188808, 128.5550372 36.1896829)"
2,15,"LINESTRING (128.6215567 36.4318219, 128.6216304 36.4322143)"
3,15,"LINESTRING (128.5495417 36.1834088, 128.5495913 36.1836247)"
4,15,"LINESTRING (128.5529009 36.1877039, 128.5540015 36.1886679)"
5,15,"LINESTRING (129.2084356 35.2296117, 129.20824 35.2302438)"
6,15,"LINESTRING (129.1817243 35.1787553, 129.1819836 35.1786552)"
7,15,"LINESTRING (129.2477996 35.5513724, 129.2478007 35.5513741)"
8,15,"LINESTRING (129.3925343 35.8795629, 129.3921136 35.8802248)"
9,15,"LINESTRING (129.165871 35.1781639, 129.1659595 35.1783033)"
10,15,"LINESTRING (129.2864546 35.6666661, 129.2863443 35.6670229)"
11,15,"LINESTRING (129.3957695 35.9200042, 129.3955238 35.9210421)"
12,15,"LINESTRING (129.4135387 35.820033, 129.4131354 35.8210761)"
13,15,"LINESTRING (129.2821783 35.4496907, 129.2823328 35.4525012)"
14,15,"LINESTRING (129.4560436 35.9732, 129.4564621 35.9738025)"
15,15,"LINESTRING (129.1404625 35.170922, 129.1404692 35.1709282)"
16,15,"LINESTRING (129.2475617 35.3778273, 129.2475375 35.378182)"
17,15,"LINESTRING (129.2318954 35.317738, 129.2322958 35.3188186)"
18,15,"LINESTRING (129.2821254 35.5848029, 129.2824446 35.5855599)"
19,15,"LINESTRING (129.2539357 35.5072635, 129.2534581 35.5079628)"
20,15,"LINESTRING (129.2627605 35.4152134, 129.2634864 35.4157239)"
21,15,"LINESTRING (129.3619984 35.7548584, 129.3658025 35.7571649)"
22,15,"LINESTRING (129.1774818 35.1808156, 129.1778591 35.1806851)"
23,15,"LINESTRING (129.2827125 35.6033627, 129.2823843 35.6057872)"
24,15,"LINESTRING (129.4531708 35.9693066, 129.453363 35.969637)"
25,15,"LINESTRING (129.2824737 35.5856289, 129.2825564 35.5858242)"
26,15,"LINESTRING (129.450862 35.962816, 129.4511374 35.9632829)"
27,15,"LINESTRING (129.4563368 35.9892993, 129.4546249 35.9897743)"
28,15,"LINESTRING (129.4071831 35.8559049, 129.4071361 35.8561626)"
29,15,"LINESTRING (129.4507003 35.9905756, 129.4496949 35.9906902)"
30,15,"LINESTRING (129.2589023 35.5021399, 129.258603 35.5023687)"
31,15,"LINESTRING (129.4349749 35.9886164, 129.4350118 35.9883995)"
32,15,"LINESTRING (129.2077026 35.2572778, 129.2100047 35.2593396)"
33,15,"LINESTRING (129.4090444 35.8380725, 129.4088319 35.8401537)"
34,15,"LINESTRING (129.2678979 35.5730151, 129.2686688 35.5734987)"
35,15,"LINESTRING (129.2595653 35.4127664, 129.2599314 35.4130937)"
36,15,"LINESTRING (129.2512829 35.347384, 129.2518208 35.3484968)"
37,15,"LINESTRING (129.4072207 35.94256, 129.407849 35.9424572)"
38,15,"LINESTRING (129.4594179 35.9814886, 129.4598182 35.9828747)"
39,15,"LINESTRING (129.386759 35.9322915, 129.3866012 35.9324616)"
40,15,"LINESTRING (129.4645358 35.988445, 129.4636055 35.9884575)"
41,15,"LINESTRING (129.2499992 35.5543137, 129.2500548 35.5543823)"
42,15,"LINESTRING (129.1396186 35.1695198, 129.1396289 35.1695413)"
43,15,"LINESTRING (129.2035216 35.2000056, 129.203056 35.2009038)"
44,15,"LINESTRING (129.2090406 35.2248266, 129.2090421 35.2252125)"
45,15,"LINESTRING (129.2861057 35.6694524, 129.2861586 35.6698951)"
46,15,"LINESTRING (129.4544516 35.971149, 129.4547562 35.9715407)"
47,15,"LINESTRING (129.2996733 35.7256984, 129.3004808 35.7261623)"
48,15,"LINESTRING (129.2833939 35.4721659, 129.2833835 35.4729955)"
49,15,"LINESTRING (129.4079533 35.8486765, 129.4079206 35.8489754)"
50,15,"LINESTRING (129.4269992 35.7897731, 129.4271535 35.7909389)"
51,15,"LINESTRING (129.2829981 35.4646756, 129.2831874 35.4681076)"
52,15,"LINESTRING (129.1986881 35.1830426, 129.1988855 35.1833996)"
53,15,"LINESTRING (129.4351123 35.9872909, 129.4355245 35.986866)"
54,15,"LINESTRING (129.2656926 35.4173045, 129.2671261 35.4183456)"
55,15,"LINESTRING (129.1638112 35.1738645, 129.1641994 35.1742189)"
56,15,"LINESTRING (129.4581492 35.9770913, 129.4583999 35.977766)"
57,15,"LINESTRING (129.2499991 35.5161286, 129.2496723 35.5171277)"
58,15,"LINESTRING (129.2799489 35.5814562, 129.2805431 35.5822236)"
59,15,"LINESTRING (129.2813181 35.5833327, 129.2813751 35.583413)"
60,15,"LINESTRING (129.1367996 35.1676916, 129.1360773 35.1673146)"
61,15,"LINESTRING (129.4101131 35.8293167, 129.4100846 35.8294217)"
62,15,"LINESTRING (129.3960157 35.9149071, 129.3960645 35.9151849)"
63,15,"LINESTRING (129.1393438 35.1692359, 129.1394299 35.1693131)"
64,15,"LINESTRING (129.2966458 35.6475882, 129.2963115 35.6487904)"
65,15,"LINESTRING (129.2480304 35.3844469, 129.2484671 35.3859606)"
66,15,"LINESTRING (129.4018243 35.8669183, 129.4010958 35.867898)"
67,15,"LINESTRING (129.227895 35.3067872, 129.2279584 35.3070279)"
68,15,"LINESTRING (129.4268148 35.78878, 129.4269992 35.7897731)"
69,15,"LINESTRING (129.1562372 35.1717162, 129.1567594 35.1718001)"
70,15,"LINESTRING (129.4514395 35.990459, 129.4507733 35.9905645)"
71,15,"LINESTRING (129.2023534 35.2041332, 129.202362 35.2042818)"
72,15,"LINESTRING (129.4566746 35.9741416, 129.4568872 35.9744906)"
73,15,"LINESTRING (129.2870252 35.7115676, 129.287381 35.7123511)"
74,15,"LINESTRING (129.2481064 35.374197, 129.2476779 35.3764751)"
75,15,"LINESTRING (129.202747 35.2499999, 129.2028664 35.2503994)"
76,15,"LINESTRING (129.2254197 35.2801282, 129.2261744 35.281339)"
77,15,"LINESTRING (129.2438514 35.5359873, 129.2437519 35.5369452)"
78,15,"LINESTRING (129.2903275 35.6257748, 129.2904486 35.6259074)"
79,15,"LINESTRING (129.3502991 35.7473818, 129.3531275 35.7488456)"
80,15,"LINESTRING (129.2042683 35.2534215, 129.2045883 35.253903)"
81,15,"LINESTRING (129.4360836 35.9514106, 129.4371312 35.9523636)"
82,15,"LINESTRING (129.1964855 35.1809476, 129.1970224 35.1812565)"
83,15,"LINESTRING (129.4437933 35.9573418, 129.4444096 35.957742)"
84,15,"LINESTRING (129.4345046 35.9500821, 129.4346514 35.9501942)"
85,15,"LINESTRING (129.387663 35.7645151, 129.392805 35.7653006)"
