idx,mid_lat,mid_lng,end_lat,end_lng,mid_time,end_time
0,37.2865317,127.036915,37.302992,127.907488,0+3老 11矫,0+3老 14矫
1,37.5561082,127.15085,38.0213439,127.6499177,0+3老 11矫,0+3老 14矫
2,37.614463,127.1051519,38.0304275,127.3684754,0+3老 11矫,0+3老 14矫
3,37.5778118,127.0484888,37.4290184,127.9671023,0+3老 11矫,0+3老 14矫
4,37.51534,126.9156129,36.9690858,127.0658953,0+3老 11矫,0+3老 14矫
5,37.5198884,127.1308625,37.280875,127.9009998,0+3老 11矫,0+3老 14矫
6,37.2977747,127.0113659,37.4019748,127.9513597,0+3老 11矫,0+3老 14矫
7,37.5671131,126.9390292,37.847619,127.0589489,0+3老 11矫,0+3老 14矫
8,37.5178266,126.9708457,37.8732062,127.179701,0+3老 11矫,0+3老 14矫
9,37.2977747,127.0113659,37.3710839,127.9128493,0+3老 11矫,0+3老 14矫
10,37.4988176,127.0957019,37.8965965,127.7572479,0+3老 11矫,0+3老 14矫
11,37.614463,127.1051519,38.0104765,127.2385057,0+3老 11矫,0+3老 14矫
12,37.5025948,126.7989797,37.847619,127.0589489,0+3老 11矫,0+3老 14矫
13,37.5178266,126.9708457,38.0176038,127.3555785,0+3老 11矫,0+3老 14矫
14,37.6917529,127.8812058,37.9549659,128.0711158,0+3老 11矫,0+3老 14矫
15,37.4885016,127.0988288,37.8253082,127.7140122,0+3老 11矫,0+3老 14矫
16,37.4988176,127.0957019,37.8253082,127.7140122,0+3老 11矫,0+3老 14矫
17,37.5561082,127.15085,37.8253082,127.7140122,0+3老 11矫,0+3老 14矫
18,37.2933272,127.2013221,37.3710839,127.9128493,0+3老 11矫,0+3老 14矫
19,37.6345911,127.0121014,37.4800871,127.5073862,0+3老 11矫,0+3老 14矫
20,37.4988176,127.0957019,37.8780823,127.7203755,0+3老 11矫,0+3老 14矫
21,35.8526319,128.5604,35.9928273,129.4118653,0+3老 11矫,0+3老 14矫
22,37.7619923,127.0279349,38.0189028,127.3565993,0+3老 11矫,0+3老 14矫
23,37.5841971,127.051139,37.4290184,127.9671023,0+3老 11矫,0+3老 14矫
24,37.6345911,127.0121014,37.5278688,127.4156282,0+3老 11矫,0+3老 14矫
25,35.8526319,128.5604,35.9751779,129.4183025,0+3老 11矫,0+3老 14矫
26,37.6345911,127.0121014,37.4786373,127.5081453,0+3老 11矫,0+3老 14矫
27,37.6052842,127.1767454,38.0202917,127.3691074,0+3老 11矫,0+3老 14矫
28,37.6052842,127.1767454,38.1893567,127.3194951,0+3老 11矫,0+3老 14矫
29,37.6917529,127.8812058,37.8306144,128.2667206,0+3老 11矫,0+3老 14矫
30,37.7619923,127.0279349,38.0243222,127.1436022,0+3老 11矫,0+3老 14矫
31,37.5178266,126.9708457,37.7882518,127.1319663,0+3老 11矫,0+3老 14矫
32,37.3899712,127.944085,37.3899712,127.944085,0+3老 11矫,0+3老 14矫
