idx,mid_lat,mid_lng,end_lat,end_lng,mid_time,end_time
0,36.7859676,127.164274,36.5649622,127.2776043,0+1老 12矫,0+1老 14矫
1,35.2339885,128.6647016,35.2634441,128.3554682,0+1老 12矫,0+1老 14矫
2,35.167285,126.8052879,35.2732594,126.629486,0+1老 12矫,0+1老 14矫
3,35.8526319,128.5604,35.9751779,129.4183025,0+1老 12矫,0+1老 14矫
4,37.6280329,127.0904235,38.0385743,127.1414938,0+1老 12矫,0+1老 14矫
5,37.3697534,127.9300762,37.4356995,128.0699241,0+1老 12矫,0+1老 14矫
6,37.1810509,128.1968369,36.9915411,128.3372435,0+1老 12矫,0+1老 14矫
7,36.0086102,129.3638275,36.2736349,129.3664662,0+1老 12矫,0+1老 14矫
8,36.6531853,127.4957084,36.4674894,127.7923737,0+1老 12矫,0+1老 14矫
9,37.5682885,126.897273,37.7732682,126.9543451,0+1老 12矫,0+1老 14矫
10,37.5617395,126.9472447,37.7962582,126.9858124,0+1老 12矫,0+1老 14矫
11,36.626032,127.445188,36.2869119,127.5499812,0+1老 12矫,0+1老 14矫
12,35.1574943,128.1625666,34.9765707,127.8397362,0+1老 12矫,0+1老 14矫
13,34.7787411,127.6432328,35.0103766,127.5788317,0+1老 12矫,0+1老 14矫
14,36.626032,127.445188,36.7919843,127.6519505,0+1老 12矫,0+1老 14矫
15,37.6280329,127.0904235,37.8509796,127.0415874,0+1老 12矫,0+1老 14矫
16,35.1700127,128.9765699,35.1597904,128.6645375,0+1老 12矫,0+1老 14矫
17,34.8829341,128.6184471,34.980288,128.3107035,0+1老 12矫,0+1老 14矫
18,35.8320057,127.1237421,35.9614577,127.1428135,0+1老 12矫,0+1老 14矫
19,35.8462574,127.1320049,35.6010323,127.2946899,0+1老 12矫,0+1老 14矫
20,37.7737242,128.8975846,38.0675422,128.636458,0+1老 12矫,0+1老 14矫
21,34.8241068,126.4072412,34.5963083,126.7562568,0+1老 12矫,0+1老 14矫
22,37.7737242,128.8975846,38.0296534,128.7041811,0+1老 12矫,0+1老 14矫
23,35.8087124,127.1551916,35.6079477,127.3000542,0+1老 12矫,0+1老 14矫
24,35.8541708,127.1569383,35.6010323,127.2946899,0+1老 12矫,0+1老 14矫
25,35.1700127,128.9765699,35.1440162,128.6582864,0+1老 12矫,0+1老 14矫
26,37.6102623,126.9143513,37.7174013,126.9730701,0+1老 12矫,0+1老 14矫
27,36.366638,127.3457442,36.5649622,127.2776043,0+1老 12矫,0+1老 14矫
28,35.8254144,127.1518441,35.6010323,127.2946899,0+1老 12矫,0+1老 14矫
29,35.1697969,126.9237794,35.2895808,126.7044928,0+1老 12矫,0+1老 14矫
30,35.8380487,127.1487499,35.6010323,127.2946899,0+1老 12矫,0+1老 14矫
31,36.6531853,127.4957084,36.7903848,127.6547845,0+1老 12矫,0+1老 14矫
32,35.1368102,126.8790595,35.2732594,126.629486,0+1老 12矫,0+1老 14矫
33,38.1009759,127.99171,38.0848974,127.981957,0+1老 12矫,0+1老 14矫
34,37.7737242,128.8975846,38.1447946,128.6019229,0+1老 12矫,0+1老 14矫
35,35.3447006,129.0322011,35.2743368,128.7609804,0+1老 12矫,0+1老 14矫
36,36.7859676,127.164274,36.5261615,127.3654664,0+1老 12矫,0+1老 14矫
37,35.8103551,126.9000755,35.579232,126.8174054,0+1老 12矫,0+1老 14矫
38,37.6786247,127.0476965,37.9893408,127.0809495,0+1老 12矫,0+1老 14矫
39,37.5682885,126.897273,37.7806238,126.8521901,0+1老 12矫,0+1老 14矫
40,37.5682885,126.897273,37.8581491,126.9633099,0+1老 12矫,0+1老 14矫
41,35.220932,128.579706,35.2634441,128.3554682,0+1老 12矫,0+1老 14矫
42,37.6102623,126.9143513,37.8113338,126.8725743,0+1老 12矫,0+1老 14矫
43,35.1700127,128.9765699,35.1536787,128.6542536,0+1老 12矫,0+1老 14矫
44,37.5617395,126.9472447,37.7888581,126.9110155,0+1老 12矫,0+1老 14矫
45,34.8241068,126.4072412,34.7026893,126.7054044,0+1老 12矫,0+1老 14矫
46,35.1368102,126.8790595,35.1845454,126.589626,0+1老 12矫,0+1老 14矫
47,35.8526319,128.5604,35.9794965,129.4363624,0+1老 12矫,0+1老 14矫
48,37.5070595,126.8362769,37.7732682,126.9543451,0+1老 12矫,0+1老 14矫
49,35.3447006,129.0322011,35.2743421,128.7609661,0+1老 12矫,0+1老 14矫
50,37.6786247,127.0476965,37.9894166,127.0808188,0+1老 12矫,0+1老 14矫
51,37.6316217,127.0783723,37.8075005,127.0465271,0+1老 12矫,0+1老 14矫
52,37.6786247,127.0476965,37.4786373,127.5081453,0+1老 12矫,0+1老 14矫
53,35.8526319,128.5604,35.9794511,129.4363443,0+1老 12矫,0+1老 14矫
