idx,mid_lat,mid_lng,end_lat,end_lng,mid_time,end_time
0,35.8820325,128.5872781,35.9530722,128.9360357,0+3老 12矫,0+3老 14矫
1,35.8462574,127.1320049,35.6516869,127.2571296,0+3老 12矫,0+3老 14矫
2,36.1398039,128.0864924,36.1435667,127.7454261,0+3老 12矫,0+3老 14矫
3,37.6316217,127.0783723,37.7948607,127.1072914,0+3老 12矫,0+3老 14矫
4,36.7682339,127.0217262,36.6719909,127.1793892,0+3老 12矫,0+3老 14矫
5,36.9696921,127.8722521,37.0990947,128.2657773,0+3老 12矫,0+3老 14矫
6,35.2339885,128.6647016,35.2634441,128.3554682,0+3老 12矫,0+3老 14矫
7,35.167285,126.8052879,35.2732594,126.629486,0+3老 12矫,0+3老 14矫
8,37.2977747,127.0113659,37.6458431,127.1019034,0+3老 12矫,0+3老 14矫
9,35.8254144,127.1518441,35.6010323,127.2946899,0+3老 12矫,0+3老 14矫
10,37.4104323,127.2552261,37.4721623,127.5219301,0+3老 12矫,0+3老 14矫
11,35.167285,126.8052879,35.2493425,126.6150541,0+3老 12矫,0+3老 14矫
12,35.8320057,127.1237421,35.9614577,127.1428135,0+3老 12矫,0+3老 14矫
13,37.5070595,126.8362769,37.7174013,126.9730701,0+3老 12矫,0+3老 14矫
14,37.6316217,127.0783723,37.8075005,127.0465271,0+3老 12矫,0+3老 14矫
15,37.6102623,126.9143513,37.8113338,126.8725743,0+3老 12矫,0+3老 14矫
16,37.6345911,127.0121014,37.8509796,127.0415874,0+3老 12矫,0+3老 14矫
17,35.1368102,126.8790595,35.2732594,126.629486,0+3老 12矫,0+3老 14矫
18,36.7859676,127.164274,36.5649622,127.2776043,0+3老 12矫,0+3老 14矫
19,35.1368102,126.8790595,35.1845454,126.589626,0+3老 12矫,0+3老 14矫
20,36.366638,127.3457442,35.9614577,127.1428135,0+3老 12矫,0+3老 14矫
21,35.220932,128.579706,35.2634441,128.3554682,0+3老 12矫,0+3老 14矫
22,37.4104323,127.2552261,37.1524292,127.5681895,0+3老 12矫,0+3老 14矫
23,35.8541708,127.1569383,35.6010323,127.2946899,0+3老 12矫,0+3老 14矫
24,35.8462574,127.1320049,35.6010323,127.2946899,0+3老 12矫,0+3老 14矫
