idx,mid_lat,mid_lng,end_lat,end_lng,mid_time,end_time
0,37.3259057,126.8138991,37.3285992,127.4029589,0+7老 11矫,0+7老 14矫
1,37.5198884,127.1308625,37.280875,127.9009998,0+7老 11矫,0+7老 14矫
2,37.4331877,127.1376777,37.1270762,127.6184886,0+7老 11矫,0+7老 14矫
3,37.5445053,126.8933505,37.6254655,126.7087209,0+7老 11矫,0+7老 14矫
4,37.4346262,126.7337582,37.2538928,126.982486,0+7老 11矫,0+7老 14矫
5,37.4055392,126.9465165,37.4820626,127.5059498,0+7老 11矫,0+7老 14矫
6,35.8526319,128.5604,35.9751779,129.4183025,0+7老 11矫,0+7老 14矫
7,37.4055392,126.9465165,37.5045472,127.6348649,0+7老 11矫,0+7老 14矫
8,37.5778118,127.0484888,37.4290184,127.9671023,0+7老 11矫,0+7老 14矫
9,37.5841971,127.051139,37.4290184,127.9671023,0+7老 11矫,0+7老 14矫
10,37.4331877,127.1376777,37.167866,127.5479045,0+7老 11矫,0+7老 14矫
11,37.8989548,127.7560679,38.0563763,127.8148365,0+7老 11矫,0+7老 14矫
