idx,mid_lat,mid_lng,end_lat,end_lng,mid_time,end_time
0,36.1458743,128.3935029,37.9418011,127.7146474,0+7老 9矫,0+7老 14矫
1,35.8820325,128.5872781,37.7136509,126.8899147,0+7老 9矫,0+7老 14矫
2,37.543255,126.716748,37.6927938,127.86156,0+7老 9矫,0+7老 14矫
3,37.543255,126.716748,37.6959291,127.8619647,0+7老 9矫,0+7老 14矫
4,37.4309078,126.7018293,37.718729,127.8594681,0+7老 9矫,0+7老 14矫
5,37.543255,126.716748,37.6898753,127.87309,0+7老 9矫,0+7老 14矫
6,37.4331877,127.1376777,37.8802646,128.8280453,0+7老 9矫,0+7老 14矫
7,37.4309078,126.7018293,37.3873855,128.0083544,0+7老 9矫,0+7老 14矫
8,37.4309078,126.7018293,37.5986549,127.8038019,0+7老 9矫,0+7老 14矫
9,37.4309078,126.7018293,37.6977924,127.8535501,0+7老 9矫,0+7老 14矫
10,36.3541173,127.4217991,35.9823189,129.4356762,0+7老 9矫,0+7老 14矫
11,35.8482251,128.5819932,36.9441117,128.9171343,0+7老 9矫,0+7老 14矫
