idx,mid_lat,mid_lng,end_lat,end_lng,mid_time,end_time
0,36.366638,127.3457442,36.6101822,127.2857059,0+2老 12矫,0+2老 14矫
1,36.1398039,128.0864924,36.1435667,127.7454261,0+2老 12矫,0+2老 14矫
2,36.7682339,127.0217262,36.6719909,127.1793892,0+2老 12矫,0+2老 14矫
3,36.7363588,127.0750253,36.6719909,127.1793892,0+2老 12矫,0+2老 14矫
4,36.7363588,127.0750253,36.654991,127.1967813,0+2老 12矫,0+2老 14矫
5,35.8820325,128.5872781,35.9751813,128.9293674,0+2老 12矫,0+2老 14矫
6,35.8462574,127.1320049,35.6516869,127.2571296,0+2老 12矫,0+2老 14矫
7,35.8320057,127.1237421,35.9336835,127.1590932,0+2老 12矫,0+2老 14矫
8,35.8320057,127.1237421,35.9104775,127.0687044,0+2老 12矫,0+2老 14矫
9,36.3541173,127.4217991,36.602849,127.4546379,0+2老 12矫,0+2老 14矫
10,36.9696921,127.8722521,37.0990947,128.2657773,0+2老 12矫,0+2老 14矫
11,37.7737242,128.8975846,38.149665,128.60385,0+2老 12矫,0+2老 14矫
12,37.7737242,128.8975846,38.1445815,128.5917143,0+2老 12矫,0+2老 14矫
13,35.8820325,128.5872781,35.9530722,128.9360357,0+2老 12矫,0+2老 14矫
14,35.8320057,127.1237421,35.9386531,127.1630344,0+2老 12矫,0+2老 14矫
15,35.8380487,127.1487499,35.6730699,127.2774999,0+2老 12矫,0+2老 14矫
16,37.6786247,127.0476965,37.4786373,127.5081453,0+2老 12矫,0+2老 14矫
17,36.7859676,127.164274,36.5261615,127.3654664,0+2老 12矫,0+2老 14矫
18,37.5682885,126.897273,37.7550649,126.7801502,0+2老 12矫,0+2老 14矫
19,37.6072134,127.0330379,37.8037327,127.0042877,0+2老 12矫,0+2老 14矫
20,35.2339885,128.6647016,35.2634441,128.3554682,0+2老 12矫,0+2老 14矫
21,35.8462574,127.1320049,35.6010323,127.2946899,0+2老 12矫,0+2老 14矫
22,37.4104323,127.2552261,37.1524292,127.5681895,0+2老 12矫,0+2老 14矫
