idx,mid_lat,mid_lng,end_lat,end_lng,mid_time,end_time
0,37.5569332,127.1466249,38.075658,128.17835,0+3老 10矫,0+3老 14矫
1,37.5070595,126.8362769,37.167866,127.5479045,0+3老 10矫,0+3老 14矫
2,37.554989,126.9695548,37.7523142,128.9318737,0+3老 10矫,0+3老 14矫
3,35.8548554,128.564821,36.5739026,128.7018796,0+3老 10矫,0+3老 14矫
4,37.0116669,127.2640718,37.3710839,127.9128493,0+3老 10矫,0+3老 14矫
5,37.5048875,126.9573779,37.9541696,128.0750253,0+3老 10矫,0+3老 14矫
6,36.6401158,127.4714265,35.9653274,129.428831,0+3老 10矫,0+3老 14矫
7,37.5198884,127.1308625,37.9386827,127.7328308,0+3老 10矫,0+3老 14矫
8,37.4346262,126.7337582,37.3899712,127.944085,0+3老 10矫,0+3老 14矫
9,37.5048875,126.9573779,37.9549659,128.0711158,0+3老 10矫,0+3老 14矫
10,35.8482251,128.5819932,36.6289103,128.3595209,0+3老 10矫,0+3老 14矫
11,37.529012,127.0192252,37.945569,128.3201518,0+3老 10矫,0+3老 14矫
12,37.4331877,127.1376777,37.3710839,127.9128493,0+3老 10矫,0+3老 14矫
13,37.5294022,127.0730711,37.9279724,127.2646899,0+3老 10矫,0+3老 14矫
14,37.529012,127.0192252,37.9470208,128.3132088,0+3老 10矫,0+3老 14矫
15,37.5048875,126.9573779,37.9517325,128.3167213,0+3老 10矫,0+3老 14矫
16,35.812211,128.7380702,36.5739026,128.7018796,0+3老 10矫,0+3老 14矫
17,35.8820325,128.5872781,36.5739026,128.7018796,0+3老 10矫,0+3老 14矫
18,37.5064513,127.0126922,37.1511974,127.5745602,0+3老 10矫,0+3老 14矫
19,37.5048875,126.9573779,38.1196431,127.6815372,0+3老 10矫,0+3老 14矫
20,37.4104323,127.2552261,37.6607287,127.13275,0+3老 10矫,0+3老 14矫
21,37.5198884,127.1308625,37.8791678,127.7237143,0+3老 10矫,0+3老 14矫
22,37.4331877,127.1376777,37.6417078,127.3616023,0+3老 10矫,0+3老 14矫
23,37.5064513,127.0126922,37.3899712,127.944085,0+3老 10矫,0+3老 14矫
24,37.4331877,127.1376777,37.645118,127.3623514,0+3老 10矫,0+3老 14矫
25,37.5048875,126.9573779,38.1196605,127.6815239,0+3老 10矫,0+3老 14矫
