idx,mid_lat,mid_lng,end_lat,end_lng,mid_time,end_time
0,37.512757,126.7639107,37.7068644,126.9720624,0+1老 9矫,0+1老 14矫
1,37.5025948,126.7989797,37.7252118,126.9795989,0+1老 9矫,0+1老 14矫
2,37.2498203,127.1651803,37.3824586,127.9440645,0+1老 9矫,0+1老 14矫
3,37.2865317,127.036915,37.6666588,128.0240936,0+1老 9矫,0+1老 14矫
4,37.3697534,127.9300762,38.1143899,128.1962151,0+1老 9矫,0+1老 14矫
5,37.2865317,127.036915,37.5945031,127.8437306,0+1老 9矫,0+1老 14矫
6,36.3541173,127.4217991,35.9763658,129.4168229,0+1老 9矫,0+1老 14矫
7,36.3541173,127.4217991,35.9751779,129.4183025,0+1老 9矫,0+1老 14矫
8,37.5025948,126.7989797,37.8112874,127.3499444,0+1老 9矫,0+1老 14矫
9,37.4885016,127.0988288,37.9317889,127.7748197,0+1老 9矫,0+1老 14矫
10,37.5025948,126.7989797,37.7068644,126.9720624,0+1老 9矫,0+1老 14矫
11,37.464007,126.9522394,37.8306074,127.2910191,0+1老 9矫,0+1老 14矫
12,37.529012,127.0192252,37.7906383,127.9913229,0+1老 9矫,0+1老 14矫
13,37.5025948,126.7989797,37.4356995,128.0699241,0+1老 9矫,0+1老 14矫
14,37.2933272,127.2013221,37.3242428,127.9684613,0+1老 9矫,0+1老 14矫
15,37.5048875,126.9573779,38.1165067,128.0405444,0+1老 9矫,0+1老 14矫
16,37.464007,126.9522394,37.929506,127.1882724,0+1老 9矫,0+1老 14矫
17,37.5187822,126.9242654,38.0865706,128.1877594,0+1老 9矫,0+1老 14矫
18,37.2933272,127.2013221,37.711877,128.9009236,0+1老 9矫,0+1老 14矫
19,37.4055392,126.9465165,37.3710839,127.9128493,0+1老 9矫,0+1老 14矫
20,37.0116669,127.2640718,37.822581,126.8417701,0+1老 9矫,0+1老 14矫
21,37.372799,127.935788,38.0838024,128.2223655,0+1老 9矫,0+1老 14矫
22,37.3697534,127.9300762,38.1856811,128.0465039,0+1老 9矫,0+1老 14矫
23,37.2933272,127.2013221,37.7230982,127.9231614,0+1老 9矫,0+1老 14矫
24,37.372799,127.935788,37.9977899,128.3486703,0+1老 9矫,0+1老 14矫
25,37.2939061,127.030614,38.1833315,127.3165397,0+1老 9矫,0+1老 14矫
26,37.0116669,127.2640718,37.8306144,128.2667206,0+1老 9矫,0+1老 14矫
27,37.5561082,127.15085,38.1342027,127.6453326,0+1老 9矫,0+1老 14矫
28,37.464007,126.9522394,37.9797282,127.06611,0+1老 9矫,0+1老 14矫
29,37.2933272,127.2013221,37.3860581,127.976279,0+1老 9矫,0+1老 14矫
30,37.3163096,127.1134989,37.9037162,126.8890777,0+1老 9矫,0+1老 14矫
31,37.464007,126.9522394,37.8605912,127.2904414,0+1老 9矫,0+1老 14矫
32,37.5025948,126.7989797,37.7397272,127.0213726,0+1老 9矫,0+1老 14矫
33,37.4988176,127.0957019,37.8242012,127.7119502,0+1老 9矫,0+1老 14矫
34,37.4558222,129.1736407,35.9751779,129.4183025,0+1老 9矫,0+1老 14矫
35,35.8482251,128.5819932,36.9441117,128.9171343,0+1老 9矫,0+1老 14矫
36,37.5561082,127.15085,37.8618011,128.2545343,0+1老 9矫,0+1老 14矫
37,37.5294022,127.0730711,37.9982299,127.2585271,0+1老 9矫,0+1老 14矫
38,37.2933272,127.2013221,37.3906218,127.9810426,0+1老 9矫,0+1老 14矫
39,37.464007,126.9522394,37.5250661,127.4910296,0+1老 9矫,0+1老 14矫
40,37.2977747,127.0113659,37.8370066,128.8587761,0+1老 9矫,0+1老 14矫
41,37.464007,126.9522394,37.8645988,127.2940943,0+1老 9矫,0+1老 14矫
42,37.5048875,126.9573779,38.0996028,128.0406948,0+1老 9矫,0+1老 14矫
43,37.5025948,126.7989797,37.6036353,127.2253298,0+1老 9矫,0+1老 14矫
44,37.320958,127.9569629,38.131734,128.0167351,0+1老 9矫,0+1老 14矫
45,37.4988176,127.0957019,37.975999,127.6651107,0+1老 9矫,0+1老 14矫
46,37.4885016,127.0988288,38.0647158,127.5190868,0+1老 9矫,0+1老 14矫
47,37.5561082,127.15085,37.9569974,128.3727287,0+1老 9矫,0+1老 14矫
48,37.5048875,126.9573779,37.9728272,128.3290898,0+1老 9矫,0+1老 14矫
49,37.4885016,127.0988288,38.0968486,127.707551,0+1老 9矫,0+1老 14矫
50,37.5048875,126.9573779,37.945569,128.3201518,0+1老 9矫,0+1老 14矫
51,37.5048875,126.9573779,37.9530799,128.3145598,0+1老 9矫,0+1老 14矫
52,37.529012,127.0192252,37.8681348,128.0226743,0+1老 9矫,0+1老 14矫
53,37.529012,127.0192252,37.8186842,128.0773372,0+1老 9矫,0+1老 14矫
54,37.512757,126.7639107,37.21776,126.980138,0+1老 9矫,0+1老 14矫
55,37.464007,126.9522394,37.797433,127.3274182,0+1老 9矫,0+1老 14矫
56,37.5087724,127.0718415,38.2272902,128.2110504,0+1老 9矫,0+1老 14矫
57,37.464007,126.9522394,37.7968154,127.3296505,0+1老 9矫,0+1老 14矫
58,37.464007,126.9522394,37.7946663,127.3329352,0+1老 9矫,0+1老 14矫
59,37.4988176,127.0957019,38.1245344,127.6828481,0+1老 9矫,0+1老 14矫
60,37.4309078,126.7018293,37.7859385,126.7615885,0+1老 9矫,0+1老 14矫
61,37.5561082,127.15085,38.1863011,128.0602051,0+1老 9矫,0+1老 14矫
62,37.4309078,126.7018293,37.6906357,126.796852,0+1老 9矫,0+1老 14矫
63,37.2977747,127.0113659,37.881315,128.830038,0+1老 9矫,0+1老 14矫
64,37.3163096,127.1134989,37.9946894,126.9928046,0+1老 9矫,0+1老 14矫
65,37.5025948,126.7989797,37.7226148,126.9804841,0+1老 9矫,0+1老 14矫
66,37.464007,126.9522394,37.7983707,127.3379333,0+1老 9矫,0+1老 14矫
67,37.4988176,127.0957019,37.9297546,127.7569955,0+1老 9矫,0+1老 14矫
68,37.4885016,127.0988288,38.1828672,127.523156,0+1老 9矫,0+1老 14矫
69,37.6316217,127.0783723,38.0855059,127.9842149,0+1老 9矫,0+1老 14矫
70,37.2939061,127.030614,38.0867616,127.3889513,0+1老 9矫,0+1老 14矫
71,37.51534,126.9156129,38.0996028,128.0406948,0+1老 9矫,0+1老 14矫
72,37.4885016,127.0988288,38.2190148,127.6516977,0+1老 9矫,0+1老 14矫
73,37.2865317,127.036915,38.2346276,127.6351339,0+1老 9矫,0+1老 14矫
74,37.4988176,127.0957019,37.951493,127.7582869,0+1老 9矫,0+1老 14矫
75,37.4309078,126.7018293,37.781736,126.766218,0+1老 9矫,0+1老 14矫
76,37.4885016,127.0988288,38.2253417,127.6410788,0+1老 9矫,0+1老 14矫
77,37.2865317,127.036915,37.5944694,127.8436922,0+1老 9矫,0+1老 14矫
78,37.4988176,127.0957019,37.8253082,127.7140122,0+1老 9矫,0+1老 14矫
79,37.320958,127.9569629,38.0865706,128.1877594,0+1老 9矫,0+1老 14矫
80,37.4309078,126.7018293,37.8271799,126.7516475,0+1老 9矫,0+1老 14矫
81,37.4309078,126.7018293,37.7803303,126.7350184,0+1老 9矫,0+1老 14矫
82,37.2865317,127.036915,37.9517325,128.3167213,0+1老 9矫,0+1老 14矫
83,37.3565355,126.9266007,37.3710839,127.9128493,0+1老 9矫,0+1老 14矫
84,37.4988176,127.0957019,37.89114,127.746588,0+1老 9矫,0+1老 14矫
85,37.2939061,127.030614,38.0081306,127.3280332,0+1老 9矫,0+1老 14矫
86,37.4309078,126.7018293,37.6886627,126.8087129,0+1老 9矫,0+1老 14矫
87,37.2939061,127.030614,38.1615441,127.3851339,0+1老 9矫,0+1老 14矫
88,37.320958,127.9569629,38.1143899,128.1962151,0+1老 9矫,0+1老 14矫
89,37.2939061,127.030614,37.8732062,127.179701,0+1老 9矫,0+1老 14矫
90,37.0116669,127.2640718,37.8353596,126.8165484,0+1老 9矫,0+1老 14矫
91,37.2939061,127.030614,38.0953434,127.2792159,0+1老 9矫,0+1老 14矫
92,37.4885016,127.0988288,37.9297546,127.7569955,0+1老 9矫,0+1老 14矫
93,37.4988176,127.0957019,37.9122041,127.7331117,0+1老 9矫,0+1老 14矫
94,37.4988176,127.0957019,37.8216967,127.7618156,0+1老 9矫,0+1老 14矫
95,37.320958,127.9569629,38.2063651,128.3503229,0+1老 9矫,0+1老 14矫
96,37.4823131,126.9650501,37.9549659,128.0711158,0+1老 9矫,0+1老 14矫
97,37.464007,126.9522394,37.5308122,127.4614938,0+1老 9矫,0+1老 14矫
98,37.464007,126.9522394,37.3695314,127.608676,0+1老 9矫,0+1老 14矫
99,37.464007,126.9522394,37.9410302,127.1903122,0+1老 9矫,0+1老 14矫
100,37.5294022,127.0730711,37.8651594,127.1755871,0+1老 9矫,0+1老 14矫
101,37.464007,126.9522394,37.5251191,127.480707,0+1老 9矫,0+1老 14矫
102,37.5187822,126.9242654,38.1143899,128.1962151,0+1老 9矫,0+1老 14矫
103,37.464007,126.9522394,37.4699731,127.5232462,0+1老 9矫,0+1老 14矫
104,37.5294022,127.0730711,38.1310673,127.2507775,0+1老 9矫,0+1老 14矫
105,37.2977747,127.0113659,38.1459948,128.6002786,0+1老 9矫,0+1老 14矫
106,37.5294022,127.0730711,37.9981919,127.2585356,0+1老 9矫,0+1老 14矫
107,37.320958,127.9569629,38.2100511,128.2008552,0+1老 9矫,0+1老 14矫
108,37.512757,126.7639107,37.7458828,127.0226192,0+1老 9矫,0+1老 14矫
109,37.2865317,127.036915,38.2345732,127.6351515,0+1老 9矫,0+1老 14矫
110,37.4309078,126.7018293,37.688625,126.8087801,0+1老 9矫,0+1老 14矫
111,37.512757,126.7639107,37.6036353,127.2253298,0+1老 9矫,0+1老 14矫
112,37.2939061,127.030614,38.0080808,127.3280719,0+1老 9矫,0+1老 14矫
113,37.5703559,126.818781,38.066084,127.51529,0+1老 9矫,0+1老 14矫
114,37.5025948,126.7989797,37.7478186,126.865631,0+1老 9矫,0+1老 14矫
115,37.5587842,126.8033553,38.1734655,127.6626238,0+1老 9矫,0+1老 14矫
116,37.5048875,126.9573779,38.2189205,128.0556224,0+1老 9矫,0+1老 14矫
117,37.5048875,126.9573779,38.2006954,128.0439263,0+1老 9矫,0+1老 14矫
118,37.5294022,127.0730711,38.1584116,127.3143187,0+1老 9矫,0+1老 14矫
