idx,mid_lat,mid_lng,end_lat,end_lng,mid_time,end_time
0,37.5569332,127.1466249,38.075658,128.17835,0+5老 10矫,0+5老 14矫
1,37.5187822,126.9242654,37.8618011,128.2545343,0+5老 10矫,0+5老 14矫
2,37.5064513,127.0126922,37.9193676,128.0909688,0+5老 10矫,0+5老 14矫
3,37.4346262,126.7337582,37.2225319,126.8860547,0+5老 10矫,0+5老 14矫
4,37.2498203,127.1651803,37.366082,127.8385499,0+5老 10矫,0+5老 14矫
5,37.554989,126.9695548,37.7523142,128.9318737,0+5老 10矫,0+5老 14矫
6,37.4346262,126.7337582,37.3873855,128.0083544,0+5老 10矫,0+5老 14矫
7,35.8482251,128.5819932,36.6289103,128.3595209,0+5老 10矫,0+5老 14矫
8,37.5187822,126.9242654,37.9046312,128.2793637,0+5老 10矫,0+5老 14矫
9,37.5657394,127.0108476,38.0048647,127.3663063,0+5老 10矫,0+5老 14矫
10,37.5561082,127.15085,37.999244,128.1134715,0+5老 10矫,0+5老 14矫
