idx,mid_lat,mid_lng,end_lat,end_lng,mid_time,end_time
0,37.520934,127.122959,37.9418011,127.7146474,0+2老 11矫,0+2老 14矫
1,37.5445053,126.8933505,37.6254655,126.7087209,0+2老 11矫,0+2老 14矫
2,36.1195986,128.3443001,36.1658869,127.7832753,0+2老 11矫,0+2老 14矫
3,35.5610412,129.3504859,35.9823189,129.4356762,0+2老 11矫,0+2老 14矫
4,35.8526319,128.5604,35.9823189,129.4356762,0+2老 11矫,0+2老 14矫
5,37.7164427,127.1766274,38.0145526,127.3431749,0+2老 11矫,0+2老 14矫
6,37.7164427,127.1766274,37.8032147,127.12857,0+2老 11矫,0+2老 14矫
7,37.512757,126.7639107,37.21776,126.980138,0+2老 11矫,0+2老 14矫
8,37.4558222,129.1736407,38.1445815,128.5917143,0+2老 11矫,0+2老 14矫
9,35.8526319,128.5604,35.9928273,129.4118653,0+2老 11矫,0+2老 14矫
10,37.5498986,127.0809212,37.4547112,127.6278978,0+2老 11矫,0+2老 14矫
11,37.5087724,127.0718415,37.8253082,127.7140122,0+2老 11矫,0+2老 14矫
12,37.2865317,127.036915,37.4947115,127.9580255,0+2老 11矫,0+2老 14矫
13,37.4331877,127.1376777,37.3710839,127.9128493,0+2老 11矫,0+2老 14矫
14,37.5087724,127.0718415,37.9443139,127.7711475,0+2老 11矫,0+2老 14矫
15,37.2865317,127.036915,37.3710839,127.9128493,0+2老 11矫,0+2老 14矫
16,37.5087724,127.0718415,37.94187,127.773761,0+2老 11矫,0+2老 14矫
17,37.6786247,127.0476965,37.8732062,127.179701,0+2老 11矫,0+2老 14矫
18,37.7458828,127.0226192,38.0189028,127.3565993,0+2老 11矫,0+2老 14矫
19,35.8526319,128.5604,35.9751779,129.4183025,0+2老 11矫,0+2老 14矫
20,37.4331877,127.1376777,37.3652197,127.9414567,0+2老 11矫,0+2老 14矫
21,37.5964494,127.0525009,38.1310673,127.2507775,0+2老 11矫,0+2老 14矫
22,37.5070595,126.8362769,37.810208,126.9954996,0+2老 11矫,0+2老 14矫
23,37.5569332,127.1466249,38.128602,128.2154123,0+2老 11矫,0+2老 14矫
24,37.4104323,127.2552261,37.1524292,127.5681895,0+2老 11矫,0+2老 14矫
25,37.5025948,126.7989797,37.6453508,126.8327184,0+2老 11矫,0+2老 14矫
26,37.5025948,126.7989797,37.6786357,126.8946811,0+2老 11矫,0+2老 14矫
27,37.6786247,127.0476965,38.0137211,127.3799101,0+2老 11矫,0+2老 14矫
28,37.4331877,127.1376777,37.1524292,127.5681895,0+2老 11矫,0+2老 14矫
29,37.4331877,127.1376777,37.3957762,127.5544523,0+2老 11矫,0+2老 14矫
30,37.6786247,127.0476965,38.0125315,127.2388644,0+2老 11矫,0+2老 14矫
