dataset,model_name,epochs,num-folds,SEED,criterion,fold_val_means
esol_full,fag,300,5,100,MSELoss(),"[0.1864258782851356, 0.18818521659027942, 0.18435321512496466, 0.18185623934747844, 0.17406163626170804]"
