dataset,model_name,epochs,num-folds,SEED,criterion,fold_test_losses,fold_test_r2s,cv_mean_test_loss,cv_mean_test_r2,best_fold,worst_fold
esol_full,fag,300,5,200,MSELoss(),"[0.36824121992144965, 0.3614291361475413, 0.5091735484202703, 0.3869317138526175, 0.5132258506615957]","[0.9062769955696434, 0.9211560189742707, 0.8942776933920331, 0.9041151582300743, 0.886351574916463]",0.42780029380069495,0.9024354882164969,2,5
