dataset,model_name,epochs,num-folds,SEED,criterion,fold_test_losses,fold_test_r2s,cv_mean_test_loss,cv_mean_test_r2,best_fold,worst_fold
lipo,KROVEX,300,5,100,MSELoss(),"[0.4926333396207719, 0.5245178682463509, 0.5936637387389229, 0.5271719438689095, 0.5418949757303511]","[0.6562656334146482, 0.6495888338762679, 0.5812261496924073, 0.626741833126332, 0.6318761150510311]",0.5359763732410612,0.6291397130321372,1,3
