dataset,model_name,epochs,num-folds,SEED,criterion,fold_test_losses,fold_test_r2s,cv_mean_test_loss,cv_mean_test_r2,best_fold,worst_fold
freesolv_full,fag,300,5,100,MSELoss(),"[1.2294235229492188, 1.0379732549190521, 0.7546107769012451, 1.1584839895367622, 1.1349971125445029]","[0.9118037974527612, 0.9432168670056378, 0.9431568731298527, 0.9301670602850117, 0.9031496753204674]",1.0630977313701562,0.9262988546387462,3,1
freesolv_full,fag,300,5,100,MSELoss(),"[1.272282287478447, 1.675592839717865, 0.6757792234420776, 0.9503442943096161, 1.128045003245196]","[0.9087291997763722, 0.9083353912751593, 0.9490950770118641, 0.942713637329353, 0.9037429060880222]",1.1404087296386405,0.9225232422961543,3,2
freesolv_full,fag,300,5,100,MSELoss(),"[1.2319801449775696, 1.1092128157615662, 0.9580386057496071, 1.228137031197548, 1.416483700744749]","[0.9116203897983036, 0.9393196489017865, 0.9278331097163995, 0.925968407712155, 0.8791301751979075]",1.1887704596862079,0.9167743462653105,3,5
freesolv_full,fag,300,5,100,MSELoss(),"[1.3539896607398987, 1.0980020612478256, 0.7135021165013313, 1.1223033517599106, 1.5382347397916898]","[0.9028676875767124, 0.9399329463881642, 0.9462534925442743, 0.9323480166902385, 0.8687410407392627]",1.1652063860081312,0.9180286367877304,3,5
freesolv_full,fag,300,5,100,MSELoss(),"[1.1169802695512772, 1.1178580150008202, 0.6333935037255287, 1.1750739142298698, 1.3978112100616216]","[0.9198702327928419, 0.9388467077097861, 0.9522878945913671, 0.9291670259055456, 0.8807235122595979]",1.0882233825138234,0.9241790746518278,3,5
freesolv_full,fag,300,5,100,MSELoss(),"[1.347059279680252, 1.2975980043411255, 0.6912181526422501, 1.1637384593486786, 1.3909910053718748]","[0.9033648638286327, 0.9290138940223709, 0.9479320954528374, 0.9298503269433206, 0.8813054817714687]",1.1781209802768362,0.9182933324037261,3,5
freesolv_full,fag,300,5,100,MSELoss(),"[1.3465063869953156, 1.4754162728786469, 0.6348711252212524, 0.9570280760526657, 1.3184204064016267]","[0.9034045181344669, 0.9192862081556965, 0.9521765886962553, 0.9423107421072074, 0.8874979969726957]",1.1464484535099015,0.9209352108132645,3,2
