dataset,model_name,epochs,num-folds,SEED,criterion,fold_test_losses,fold_test_r2s,cv_mean_test_loss,cv_mean_test_r2,best_fold,worst_fold
freesolv_full,KROVEX,300,5,100,MSELoss(),"[1.1809162348508835, 1.4806340038776398, 0.5465140715241432, 1.1217105388641357, 0.8850429020528718]","[0.9152836036451695, 0.9190007658431519, 0.9588323281725891, 0.9323837543196554, 0.924478494544086]",1.0429635502339347,0.9299957893049304,3,2
