dataset,model_name,epochs,num-folds,SEED,criterion,fold_test_losses,fold_test_r2s,cv_mean_test_loss,cv_mean_test_r2,best_fold,worst_fold
esol,KROVEX,300,5,100,MSELoss(),"[0.35865199684569266, 0.36446939105481174, 0.4742538611094157, 0.36133931901719835, 0.38929265891990833]","[0.915317611107213, 0.918101127392076, 0.8830191790113607, 0.9171082473467113, 0.9192961919942735]",0.38960144538940533,0.9105684713703269,1,3
esol,KROVEX,300,5,100,MSELoss(),"[0.4536183168534684, 0.3440433418856258, 0.42781328095330134, 0.45925947421126895, 0.4369321046272914]","[0.8928948305830063, 0.9226910018413128, 0.8944743438019841, 0.8946452250643597, 0.9094201121552683]",0.42433330370619116,0.9028251026891863,2,4
