dataset,epochs,num-folds,SEED,criterion,test_losses
scgas,300,5,200,L1Loss(),"[0.6772638601347134, 0.7725851257126053, 0.5973871585934661, 0.921436775128504, 0.6954487577397772]"
scgas,300,5,200,L1Loss(),"[0.6469565121545247, 0.7417059440117377, 0.5135092846182889, 0.9014503404378068, 0.633772667418135]"
scgas,300,5,200,L1Loss(),"[0.6600251782997845, 0.7748266195322012, 0.6101237895876862, 1.2037100797418345, 0.7522434315782912]"
scgas,300,5,200,L1Loss(),"[0.6984825922246403, 0.7158191978157341, 0.6037104628806891, 0.9741619470067348, 0.7109681474401596]"
