dataset,epochs,num-folds,SEED,criterion,test_losses
freesolv,300,5,100,MSELoss(),"[1.2322367119976854, 1.613931986290639, 1.6667785344161385, 0.6346161909929411, 1.1102018574721941]"
freesolv,300,5,100,MSELoss(),"[1.0504522398700864, 1.3251352986012856, 1.6617519348625123, 0.7465174667478547, 0.8469276061949839]"
freesolv,300,5,100,MSELoss(),"[0.9361439389506663, 1.0584593344861128, 1.2917523872195267, 0.9124877058614896, 1.6730117738701915]"
freesolv,300,5,100,MSELoss(),"[1.0884228053055411, 1.0575465405081201, 1.8541909165269748, 1.0364799048956923, 1.4114833696894633]"
