dataset,epochs,num-folds,SEED,criterion,test_losses
solubility,2,5,100,MSELoss(),"[5.130397599866108, 6.427453693387967, 3.800294186206574, 5.091433887041048, 4.145203445131416]"
solubility,2,5,100,MSELoss(),"[5.130397599866108, 6.427453693387967, 3.800294186206574, 5.091433887041048, 4.145203445131416]"
