index,count,geometry
0,285,"LINESTRING (127.5452724 37.7024842, 127.5454361 37.7029852)"
1,285,"LINESTRING (127.5489985 37.7086911, 127.5497171 37.7093974)"
2,285,"LINESTRING (127.4972116 37.6711416, 127.4977491 37.6715499)"
3,285,"LINESTRING (127.4030159 37.6373708, 127.403204 37.6374737)"
4,285,"LINESTRING (127.1641762 37.5725207, 127.1649923 37.5728655)"
5,285,"LINESTRING (127.430462 37.6494664, 127.4309449 37.6494676)"
6,285,"LINESTRING (127.319856 37.6309583, 127.3201132 37.6309875)"
7,285,"LINESTRING (127.7061463 37.7486663, 127.7065542 37.748799)"
8,285,"LINESTRING (127.6833629 37.7425398, 127.6848366 37.7427249)"
9,285,"LINESTRING (127.4486537 37.6484743, 127.4490392 37.6484501)"
10,285,"LINESTRING (127.4937343 37.6650448, 127.4941334 37.6664644)"
11,285,"LINESTRING (127.290349 37.6296278, 127.290957 37.629811)"
12,285,"LINESTRING (127.2570316 37.6050041, 127.2583147 37.6051698)"
13,285,"LINESTRING (127.4095458 37.6409615, 127.4098494 37.6411195)"
14,285,"LINESTRING (127.3846221 37.6318849, 127.3857768 37.6319996)"
15,285,"LINESTRING (127.4977491 37.6715499, 127.4977502 37.6715499)"
16,285,"LINESTRING (127.6647811 37.740367, 127.6655894 37.7404588)"
17,285,"LINESTRING (127.6404603 37.7397433, 127.6418407 37.7398705)"
18,285,"LINESTRING (127.6272239 37.7356158, 127.6282994 37.736041)"
19,285,"LINESTRING (127.2638524 37.606278, 127.2653541 37.6068425)"
20,285,"LINESTRING (127.3682641 37.6340562, 127.3684556 37.634079)"
21,285,"LINESTRING (127.7192305 37.7504733, 127.7201743 37.7506419)"
22,285,"LINESTRING (127.3831805 37.6318952, 127.3835443 37.6318829)"
23,285,"LINESTRING (127.480235 37.6513591, 127.4804005 37.6513961)"
24,285,"LINESTRING (127.4350691 37.6493284, 127.4361733 37.6492758)"
25,285,"LINESTRING (127.3857768 37.6319996, 127.3872373 37.6322479)"
26,285,"LINESTRING (127.2788607 37.6211883, 127.2794756 37.6217203)"
27,285,"LINESTRING (127.2064762 37.5915924, 127.2080963 37.5926655)"
28,285,"LINESTRING (127.6711995 37.7413827, 127.673299 37.741733)"
29,285,"LINESTRING (127.3968618 37.6346742, 127.3970963 37.6347411)"
30,285,"LINESTRING (127.2266832 37.5961576, 127.2267739 37.5961416)"
31,285,"LINESTRING (127.4224637 37.6467817, 127.4234993 37.6473078)"
32,285,"LINESTRING (127.1666079 37.5737101, 127.1671443 37.5740551)"
33,285,"LINESTRING (127.2157981 37.5964735, 127.2158241 37.5964799)"
34,285,"LINESTRING (127.2615364 37.6056406, 127.2616723 37.6056715)"
35,285,"LINESTRING (127.7121058 37.7498923, 127.7122091 37.7499021)"
36,285,"LINESTRING (127.1656873 37.5731956, 127.1663934 37.5735761)"
37,285,"LINESTRING (127.6538897 37.7403692, 127.6562401 37.7403282)"
38,285,"LINESTRING (127.1927151 37.5826647, 127.1932563 37.5829861)"
39,285,"LINESTRING (127.4951616 37.6688999, 127.4954122 37.6692992)"
40,285,"LINESTRING (127.3256997 37.6327833, 127.3270732 37.633318)"
41,285,"LINESTRING (127.456994 37.6496981, 127.4576458 37.6497803)"
42,285,"LINESTRING (127.6891587 37.7435725, 127.6899868 37.7438082)"
43,285,"LINESTRING (127.7139122 37.7500315, 127.7141325 37.7500455)"
44,285,"LINESTRING (127.4885893 37.6554577, 127.4898532 37.6566936)"
45,285,"LINESTRING (127.3136965 37.631348, 127.3144414 37.6312374)"
46,285,"LINESTRING (127.2289819 37.5957745, 127.2298739 37.5956494)"
47,285,"LINESTRING (127.4523865 37.6486832, 127.4526789 37.6487482)"
48,285,"LINESTRING (127.3311176 37.6345984, 127.331794 37.6347093)"
49,285,"LINESTRING (127.2509089 37.6020403, 127.251564 37.6026483)"
50,285,"LINESTRING (127.4474123 37.6485999, 127.4485097 37.6484887)"
51,285,"LINESTRING (127.5474385 37.7067502, 127.5474668 37.7067926)"
52,285,"LINESTRING (127.4200867 37.6456075, 127.421137 37.6461075)"
53,285,"LINESTRING (127.2339952 37.5955912, 127.2339997 37.5955912)"
54,285,"LINESTRING (127.2191867 37.596972, 127.2201189 37.5969958)"
55,285,"LINESTRING (127.331794 37.6347093, 127.3324239 37.6347868)"
56,285,"LINESTRING (127.2090613 37.5932826, 127.2101583 37.5940244)"
57,285,"LINESTRING (127.3890568 37.6326814, 127.3901739 37.6329799)"
58,285,"LINESTRING (127.5442117 37.6985908, 127.544306 37.6988918)"
59,285,"LINESTRING (127.5728102 37.7196092, 127.5735287 37.7198639)"
60,285,"LINESTRING (127.4599367 37.6499659, 127.4603256 37.6499831)"
61,285,"LINESTRING (127.2653541 37.6068425, 127.2665092 37.6073487)"
62,285,"LINESTRING (127.1499582 37.5665341, 127.150242 37.5666088)"
63,285,"LINESTRING (127.5322592 37.6835117, 127.5328309 37.6838198)"
64,285,"LINESTRING (127.4563196 37.6495815, 127.456994 37.6496981)"
65,285,"LINESTRING (127.7050294 37.7482807, 127.7057293 37.7485309)"
66,285,"LINESTRING (127.2504041 37.6015579, 127.2509089 37.6020403)"
67,285,"LINESTRING (127.5591449 37.7149245, 127.5604353 37.7153511)"
68,285,"LINESTRING (127.2565957 37.6049319, 127.2570316 37.6050041)"
69,285,"LINESTRING (127.3168868 37.6308861, 127.3170931 37.6308711)"
70,285,"LINESTRING (127.5299293 37.6824658, 127.5305361 37.6826919)"
71,285,"LINESTRING (127.7116743 37.7498498, 127.7121058 37.7498923)"
72,285,"LINESTRING (127.4309449 37.6494676, 127.4310197 37.6494676)"
73,285,"LINESTRING (127.1996278 37.5870414, 127.2014184 37.5882258)"
74,285,"LINESTRING (127.5095984 37.6766547, 127.5097492 37.676716)"
75,285,"LINESTRING (127.5476996 37.7071098, 127.5481016 37.707654)"
76,285,"LINESTRING (127.1416219 37.5667488, 127.1418179 37.5667314)"
77,285,"LINESTRING (127.4045733 37.6382184, 127.4046945 37.6382843)"
78,285,"LINESTRING (127.2708471 37.6100116, 127.2718496 37.6108176)"
79,285,"LINESTRING (127.1733231 37.5771559, 127.1737867 37.5773158)"
80,285,"LINESTRING (127.2737126 37.6129826, 127.2746624 37.6143698)"
81,285,"LINESTRING (127.1482981 37.5663011, 127.1484758 37.5663079)"
82,285,"LINESTRING (127.5850695 37.7238103, 127.5859107 37.7241017)"
83,285,"LINESTRING (127.6964742 37.7457742, 127.6987438 37.746395)"
84,285,"LINESTRING (127.5604353 37.7153511, 127.5632511 37.7163078)"
85,285,"LINESTRING (127.4915739 37.6589417, 127.4919242 37.659533)"
86,285,"LINESTRING (127.1562406 37.5692151, 127.1564903 37.5693276)"
87,285,"LINESTRING (127.635175 37.7386408, 127.6360869 37.7389165)"
88,285,"LINESTRING (127.4279366 37.6491413, 127.4287118 37.6492995)"
89,285,"LINESTRING (127.3970963 37.6347411, 127.3973874 37.6348242)"
90,285,"LINESTRING (127.2964598 37.6312916, 127.2973601 37.6315239)"
91,285,"LINESTRING (127.6269115 37.7354827, 127.6272239 37.7356158)"
92,285,"LINESTRING (127.2144741 37.5960999, 127.2151123 37.5962997)"
93,285,"LINESTRING (127.2733988 37.6125863, 127.2737126 37.6129826)"
94,285,"LINESTRING (127.2865994 37.6278365, 127.287173 37.6281989)"
95,285,"LINESTRING (127.6078989 37.729716, 127.6081497 37.7297374)"
96,285,"LINESTRING (127.4790164 37.6511038, 127.479599 37.6512166)"
97,285,"LINESTRING (127.4853246 37.6532409, 127.4860649 37.6536782)"
98,285,"LINESTRING (127.1737867 37.5773158, 127.1744281 37.5774933)"
99,285,"LINESTRING (127.1589493 37.5704425, 127.1603359 37.5710847)"
100,285,"LINESTRING (127.2548671 37.6045038, 127.2551059 37.6045809)"
101,285,"LINESTRING (127.37362 37.6343424, 127.3739023 37.6342868)"
102,285,"LINESTRING (127.6395692 37.7396344, 127.6404603 37.7397433)"
103,285,"LINESTRING (127.5859107 37.7241017, 127.5877134 37.7247187)"
104,285,"LINESTRING (127.5990524 37.7285457, 127.6003534 37.7288637)"
105,285,"LINESTRING (127.4348276 37.6493391, 127.4350691 37.6493284)"
106,285,"LINESTRING (127.3687842 37.6341172, 127.3691989 37.6341663)"
107,285,"LINESTRING (127.4496989 37.6484162, 127.4501252 37.6484227)"
108,285,"LINESTRING (127.4361733 37.6492758, 127.4393203 37.6491693)"
109,285,"LINESTRING (127.3190164 37.6308741, 127.319856 37.6309583)"
110,285,"LINESTRING (127.4041157 37.6379693, 127.4045733 37.6382184)"
111,285,"LINESTRING (127.6385178 37.7394418, 127.6395692 37.7396344)"
112,285,"LINESTRING (127.691292 37.7442207, 127.6914874 37.7442826)"
113,285,"LINESTRING (127.2279369 37.5959325, 127.2289819 37.5957745)"
114,285,"LINESTRING (127.4943929 37.6673793, 127.4946616 37.6679498)"
115,285,"LINESTRING (127.3161601 37.6309814, 127.3166998 37.6308994)"
