index,count,geometry
0,22,"LINESTRING (129.4362193 35.9843452, 129.4362339 35.9843089)"
1,22,"LINESTRING (129.4507733 35.9905645, 129.4507003 35.9905756)"
2,22,"LINESTRING (129.4347197 35.9889766, 129.4348415 35.9888737)"
3,22,"LINESTRING (129.4212542 35.9462872, 129.4248262 35.9475713)"
4,22,"LINESTRING (129.4624554 35.987117, 129.4625938 35.9872878)"
5,22,"LINESTRING (129.4324078 35.9490657, 129.4330511 35.9493059)"
6,22,"LINESTRING (129.4335997 35.9899412, 129.4337398 35.9898199)"
7,22,"LINESTRING (129.4605191 35.9845309, 129.4609019 35.9851196)"
8,22,"LINESTRING (129.4346514 35.9501942, 129.4352934 35.9506977)"
9,22,"LINESTRING (129.4359374 35.9861995, 129.4359914 35.98464)"
10,22,"LINESTRING (129.4017612 35.9439484, 129.4026269 35.9437147)"
11,22,"LINESTRING (129.434674 35.9902826, 129.4341519 35.9901144)"
12,22,"LINESTRING (129.4649895 35.9894292, 129.4651504 35.9893887)"
13,22,"LINESTRING (129.45245 35.9902803, 129.4521365 35.9903413)"
14,22,"LINESTRING (129.465069 35.9885192, 129.4649684 35.9884911)"
15,22,"LINESTRING (129.4469025 35.9593854, 129.4481296 35.9601858)"
16,22,"LINESTRING (129.4421347 35.9562581, 129.4437933 35.9573418)"
17,22,"LINESTRING (129.4348415 35.9888737, 129.4349496 35.988716)"
18,22,"LINESTRING (129.4496949 35.9906902, 129.4441349 35.9912537)"
19,22,"LINESTRING (129.4190753 35.9454855, 129.4199744 35.9458092)"
20,22,"LINESTRING (129.4636055 35.9884575, 129.4633662 35.9884678)"
21,22,"LINESTRING (129.4653974 35.9891493, 129.4654368 35.9889963)"
22,22,"LINESTRING (129.4444096 35.957742, 129.4450034 35.9581281)"
23,22,"LINESTRING (129.4651453 35.9885549, 129.465069 35.9885192)"
24,22,"LINESTRING (129.4340577 35.9498054, 129.4345046 35.9500821)"
25,22,"LINESTRING (129.4356951 35.9906727, 129.4355115 35.9905576)"
26,22,"LINESTRING (129.4521365 35.9903413, 129.4514395 35.990459)"
27,22,"LINESTRING (129.4637015 35.9887507, 129.4639169 35.9890249)"
28,22,"LINESTRING (129.3985115 35.9446687, 129.3992997 35.9445318)"
29,22,"LINESTRING (129.445985 35.9587774, 129.4469025 35.9593854)"
30,22,"LINESTRING (129.4261833 35.9480372, 129.4274536 35.9483467)"
31,22,"LINESTRING (129.4640703 35.9891756, 129.4642968 35.9893161)"
32,22,"LINESTRING (129.4358748 35.9864493, 129.4359374 35.9861995)"
33,22,"LINESTRING (129.4441349 35.9912537, 129.4426988 35.9913996)"
34,22,"LINESTRING (129.4199744 35.9458092, 129.4212542 35.9462872)"
35,22,"LINESTRING (129.4096171 35.9424119, 129.4098481 35.9424281)"
36,22,"LINESTRING (129.4026269 35.9437147, 129.4034617 35.9434851)"
37,22,"LINESTRING (129.4648424 35.9884616, 129.4645358 35.988445)"
38,22,"LINESTRING (129.4042097 35.9432885, 129.405081 35.9430592)"
39,22,"LINESTRING (129.4513158 35.9636821, 129.4513814 35.963827)"
40,22,"LINESTRING (129.4345046 35.9500821, 129.4346514 35.9501942)"
41,22,"LINESTRING (129.4530489 35.969085, 129.4531708 35.9693066)"
42,22,"LINESTRING (129.4625938 35.9872878, 129.4635206 35.9885211)"
43,22,"LINESTRING (129.4513814 35.963827, 129.4515756 35.9642827)"
44,22,"LINESTRING (129.439515 35.9916584, 129.4392451 35.9916439)"
45,22,"LINESTRING (129.4531708 35.9693066, 129.453363 35.969637)"
46,22,"LINESTRING (129.4528767 35.9687119, 129.4530489 35.969085)"
47,22,"LINESTRING (129.4136065 35.943459, 129.414253 35.9436984)"
48,22,"LINESTRING (129.4355115 35.9905576, 129.434674 35.9902826)"
49,22,"LINESTRING (129.409352 35.9424054, 129.4096171 35.9424119)"
50,22,"LINESTRING (129.4515756 35.9642827, 129.4520344 35.9658942)"
51,22,"LINESTRING (129.4533793 35.9696656, 129.4537547 35.970231)"
52,22,"LINESTRING (129.3957123 35.9451303, 129.396302 35.9450363)"
53,22,"LINESTRING (129.4387912 35.991589, 129.4385014 35.9915315)"
54,22,"LINESTRING (129.3980378 35.9447474, 129.3985115 35.9446687)"
55,22,"LINESTRING (129.4377212 35.9528697, 129.4382491 35.9533291)"
56,22,"LINESTRING (129.4109739 35.9425923, 129.4120981 35.9429196)"
57,22,"LINESTRING (129.4385014 35.9915315, 129.4381399 35.9914445)"
58,22,"LINESTRING (129.4388257 35.9538318, 129.4398977 35.954687)"
59,22,"LINESTRING (129.4398422 35.9916594, 129.439515 35.9916584)"
60,22,"LINESTRING (129.4522836 35.9668268, 129.4523523 35.9670961)"
61,22,"LINESTRING (129.4558589 35.9729488, 129.4560436 35.9732)"
62,22,"LINESTRING (129.4312534 35.9487823, 129.4319635 35.9489404)"
63,22,"LINESTRING (129.4511374 35.9632829, 129.4513158 35.9636821)"
64,22,"LINESTRING (129.4546249 35.9897743, 129.4538477 35.9899691)"
65,22,"LINESTRING (129.4424299 35.9914274, 129.4422396 35.9914467)"
66,22,"LINESTRING (129.4381399 35.9914445, 129.4356951 35.9906727)"
67,22,"LINESTRING (129.4533991 35.9900827, 129.45245 35.9902803)"
68,22,"LINESTRING (129.4437933 35.9573418, 129.4444096 35.957742)"
69,22,"LINESTRING (129.4274536 35.9483467, 129.4279958 35.9484417)"
70,22,"LINESTRING (129.4331518 35.9493431, 129.43347 35.949484)"
71,22,"LINESTRING (129.4398977 35.954687, 129.4405772 35.9551835)"
72,22,"LINESTRING (129.4636237 35.988652, 129.4637015 35.9887507)"
73,22,"LINESTRING (129.4253773 35.9477608, 129.4261833 35.9480372)"
74,22,"LINESTRING (129.4392451 35.9916439, 129.4390048 35.9916171)"
75,22,"LINESTRING (129.4648177 35.9894356, 129.4649895 35.9894292)"
76,22,"LINESTRING (129.4652139 35.9885926, 129.4651453 35.9885549)"
77,22,"LINESTRING (129.4566746 35.9741416, 129.4568872 35.9744906)"
78,22,"LINESTRING (129.4350118 35.9883995, 129.434999 35.988241)"
79,22,"LINESTRING (129.4352934 35.9506977, 129.4359124 35.9512583)"
80,22,"LINESTRING (129.4523523 35.9670961, 129.4525574 35.9677697)"
81,22,"LINESTRING (129.4065458 35.9427051, 129.4072207 35.94256)"
82,22,"LINESTRING (129.4571935 35.9750355, 129.4574117 35.9754294)"
83,22,"LINESTRING (129.4359124 35.9512583, 129.4360836 35.9514106)"
84,22,"LINESTRING (129.4355245 35.986866, 129.4358748 35.9864493)"
85,22,"LINESTRING (129.4405772 35.9551835, 129.4410807 35.9555513)"
86,22,"LINESTRING (129.4004918 35.9442705, 129.4017612 35.9439484)"
87,22,"LINESTRING (129.4072207 35.94256, 129.407849 35.9424572)"
88,22,"LINESTRING (129.4538477 35.9899691, 129.4533991 35.9900827)"
