idx,mid_lat,mid_lng,end_lat,end_lng,mid_time,end_time
0,35.1690975,129.1363115,35.9794965,129.4363624,0+11老 10矫,0+11老 14矫
1,35.8320057,127.1237421,35.9614577,127.1428135,0+11老 12矫,0+11老 14矫
2,36.3541173,127.4217991,35.9855024,129.4371398,0+11老 9矫,0+11老 14矫
3,37.5426619,127.207932,37.5133843,127.618999,0+11老 12矫,0+11老 14矫
4,35.8548554,128.564821,36.5739026,128.7018796,0+11老 10矫,0+11老 14矫
5,35.8905477,128.6121117,36.5739026,128.7018796,0+11老 10矫,0+11老 14矫
6,36.9696921,127.8722521,36.8044261,127.560579,0+11老 12矫,0+11老 14矫
7,35.8325351,128.7575093,36.5739026,128.7018796,0+11老 10矫,0+11老 14矫
8,36.3541173,127.4217991,36.5649622,127.2776043,0+11老 12矫,0+11老 14矫
9,35.1690975,129.1363115,35.9794511,129.4363443,0+11老 10矫,0+11老 14矫
