index,count,geometry
0,74,"LINESTRING (128.577374 35.2266909, 128.577199 35.2268412)"
1,74,"LINESTRING (128.5691353 35.2310837, 128.5685261 35.2313028)"
2,74,"LINESTRING (128.5809219 35.2227767, 128.5809264 35.2227902)"
3,74,"LINESTRING (128.5829008 35.2241016, 128.5826235 35.2241545)"
4,74,"LINESTRING (128.5629866 35.2340917, 128.5629717 35.2341315)"
5,74,"LINESTRING (128.5813001 35.2243701, 128.5811688 35.224411)"
6,74,"LINESTRING (128.5804617 35.2220496, 128.5805173 35.2221852)"
7,74,"LINESTRING (128.5808702 35.2226942, 128.5809036 35.2227255)"
8,74,"LINESTRING (128.5738984 35.2290354, 128.5734199 35.2292497)"
9,74,"LINESTRING (128.5632465 35.2333726, 128.5631277 35.2335342)"
10,74,"LINESTRING (128.569637 35.23088, 128.5695419 35.230916)"
11,74,"LINESTRING (128.5695419 35.230916, 128.5694676 35.2309474)"
12,74,"LINESTRING (128.5646583 35.232592, 128.5644987 35.2326574)"
13,74,"LINESTRING (128.5766371 35.2273078, 128.5763714 35.2275744)"
14,74,"LINESTRING (128.5630637 35.2338548, 128.5630143 35.2340239)"
15,74,"LINESTRING (128.581495 35.223904, 128.5828021 35.2237066)"
16,74,"LINESTRING (128.5787662 35.2256163, 128.5782167 35.2260242)"
17,74,"LINESTRING (128.581448 35.2243382, 128.5813001 35.2243701)"
18,74,"LINESTRING (128.5683937 35.2313491, 128.5679669 35.2314845)"
19,74,"LINESTRING (128.577199 35.2268412, 128.5767208 35.2272377)"
20,74,"LINESTRING (128.5657506 35.232173, 128.5650213 35.2324509)"
21,74,"LINESTRING (128.5808121 35.2246098, 128.5802851 35.2249734)"
22,74,"LINESTRING (128.5704535 35.2305437, 128.5703988 35.2305658)"
23,74,"LINESTRING (128.5808872 35.2245515, 128.5808121 35.2246098)"
24,74,"LINESTRING (128.5679232 35.2314984, 128.5676483 35.2315729)"
25,74,"LINESTRING (128.5710348 35.2302897, 128.5705278 35.2305133)"
26,74,"LINESTRING (128.5649546 35.2324749, 128.5646583 35.232592)"
27,74,"LINESTRING (128.5800977 35.2250968, 128.5799994 35.22514)"
