idx,mid_lat,mid_lng,end_lat,end_lng,mid_time,end_time
0,35.8254144,127.1518441,35.6010323,127.2946899,0+30老 12矫,0+30老 14矫
1,37.2933272,127.2013221,37.1559879,127.5735298,0+30老 12矫,0+30老 14矫
2,35.8541708,127.1569383,35.6010323,127.2946899,0+30老 12矫,0+30老 14矫
3,35.1574943,128.1625666,35.3236697,128.2450498,0+30老 12矫,0+30老 14矫
4,35.8559056,128.484579,36.5422432,128.7971386,0+30老 10矫,0+30老 14矫
5,35.8482251,128.5819932,36.5422432,128.7971386,0+30老 10矫,0+30老 14矫
6,37.2498203,127.1651803,37.1524292,127.5681895,0+30老 12矫,0+30老 14矫
7,35.1574943,128.1625666,35.2734792,128.4023959,0+30老 12矫,0+30老 14矫
8,35.8380487,127.1487499,35.6010323,127.2946899,0+30老 12矫,0+30老 14矫
9,37.5064513,127.0126922,37.503393,129.1305093,0+30老 8矫,0+30老 14矫
10,37.5426619,127.207932,37.1559879,127.5735298,0+30老 11矫,0+30老 14矫
11,36.6531853,127.4957084,36.4816656,127.8068032,0+30老 12矫,0+30老 14矫
12,35.1574943,128.1625666,35.2745763,128.520722,0+30老 12矫,0+30老 14矫
13,35.1574943,128.1625666,35.3212954,128.2671852,0+30老 12矫,0+30老 14矫
14,35.1574943,128.1625666,35.2605071,128.3437225,0+30老 12矫,0+30老 14矫
15,35.1574943,128.1625666,35.3489143,128.2907635,0+30老 12矫,0+30老 14矫
16,36.1195986,128.3443001,36.1641219,128.1174712,0+30老 12矫,0+30老 14矫
17,36.5598062,128.7281196,36.6174908,128.1646511,0+30老 12矫,0+30老 14矫
18,35.2339885,128.6647016,35.3236697,128.2450498,0+30老 12矫,0+30老 14矫
19,36.5598062,128.7281196,36.2736349,129.3664662,0+30老 12矫,0+30老 14矫
20,35.2339885,128.6647016,35.2734792,128.4023959,0+30老 12矫,0+30老 14矫
21,35.2339885,128.6647016,35.2745763,128.520722,0+30老 12矫,0+30老 14矫
22,35.1574943,128.1625666,35.3243667,128.2656697,0+30老 12矫,0+30老 14矫
23,35.2339885,128.6647016,35.3212954,128.2671852,0+30老 12矫,0+30老 14矫
24,35.2339885,128.6647016,35.3489143,128.2907635,0+30老 12矫,0+30老 14矫
25,36.0086102,129.3638275,36.2736349,129.3664662,0+30老 12矫,0+30老 14矫
