idx,num_bus
0,214
1,71
2,59
3,55
4,51
5,44
6,30
7,30
8,29
9,28
10,28
11,26
12,26
13,25
14,23
15,22
16,20
17,12
18,12
19,6
20,5
21,5
22,2
23,1
24,1
25,1
